subject	screen_resolution	total_time	image_load	age	gender-categorical	gender-free-response	ethnicity	race	education	free-response
61e4vo4vrncsxadrq3jv3je1	[1000, 1500]	228.708	True	20	Female		Not Hispanic or Latino	['Asian']	High school	
62dhlx06jubqo0s1bqlvrsqu	[864, 1536]	474.16	True	21	Female		Hispanic or Latino	['White']	High school	no comment 
64fdn5n7kti6k1gtcscs3qjk	[969, 1920]	317.603	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
657qttkac7rp4n21ts58rxcd	[900, 1440]	319.445	True	24	Male		Not Hispanic or Latino	['White']	High school	
659a2szsz3smzj2vn38ffehh	[665, 1696]	435.553	True	44	Male		Not Hispanic or Latino	['White']	Master degree or higher	
66whcbgp6pnbt7t6k1gnzvyv	[864, 1536]	381.416	True	20	Female		Not Hispanic or Latino	['White']	Some college	no comment
67heohzr97c0kcq6lwqjqc10	[768, 1366]	393.994	True	21	Female		Not Hispanic or Latino	['White']	Bachelor degree	
68td3tbgc9pgeihse2uscazd	[1080, 1920]	417.748	True	19	Female		Not Hispanic or Latino	['White']	Some college	no comment
6929wbhnhtsyfyjghiwt1che	[721, 1536]	462.456	True	24	Male		Not Hispanic or Latino	['White']	Bachelor degree	
698cvp54se88pesq9otrvlxu	[1080, 1920]	409.579	True	22	Male		Not Hispanic or Latino	['White']	Associate degree	
69a8fg1nchr4gnykeilh67yd	[768, 1366]	470.481	True	41	Male		Not Hispanic or Latino	['White']	Master degree or higher	It was great study
69o5nmndt7ksbpo3mfbpblj5	[900, 1440]	376.895	True	24	Male		Not Hispanic or Latino	['White']	Bachelor degree	N/A
6a80r7h6mc233wfkku689f8n	[900, 1440]	254.78	True	41	Female		Not Hispanic or Latino	['White']	Some college	
6aisxx45n6ofmjgjnkv4ky8f	[900, 1440]	273.914	True	18	Female		Not Hispanic or Latino	['Asian']	Some college	
6ch32n9s0qvyg0kemy3gyw07	[715, 1440]	380.215	True	20	Male		Not Hispanic or Latino	['Asian']	Some college	
6dgt2qu2enlze2oxudlmz2tv	[900, 1440]	745.057	True	18	Male		Hispanic or Latino	['White', 'Rather not say']	High school	The puzzles really made me realize how much I pay attention to details. Some of the more complicated puzzles had smaller shapes which were difficult to focus on, but other than that, it was a fun experiment.
6dsauyx0839dqhnltlqi16cm	[864, 1536]	287.546	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	
6dtz2lbrpkyz9q2cs8c4macg	[768, 1366]	592.029	True	35	Male		Not Hispanic or Latino	['White']	Master degree or higher	
6dv6lg3g7rwzzf95deborxxt	[864, 1536]	394.288	True	20	Male		Not Hispanic or Latino	['Asian']	High school	Bit fast for me
6eywh4zy4by0a1c781864e0m	[768, 1366]	330.207	True	25	Female		Not Hispanic or Latino	['White']	High school	no comment
6fhvku0vah2hlsz8jldq3ong	[768, 1360]	457.206	True	45	Male		Not Hispanic or Latino	['White']	Bachelor degree	Fun!
6ftq7uap3wf4d42zs3zbidwv	[1050, 1680]	324.709	True	19	Male		Not Hispanic or Latino	['White']	Some college	
6i00hfulkaoou7jo7hmvgkjw	[768, 1366]	423.288	True	44	Male		Not Hispanic or Latino	['White']	Master degree or higher	The survey is interesting.
6jcw5spub6h5s7grinrjk77q	[1080, 1920]	406.076	True	25	Male		Not Hispanic or Latino	['White']	Bachelor degree	
6l8cmhk723d1bpfpw94iyf3s	[864, 1536]	337.147	True	21	Male		Not Hispanic or Latino	['Asian']	Some college	
6ml3i9hxab3g5ldho73rp53t	[683, 1708]	422.824	True	42	Male		Not Hispanic or Latino	['White']	Master degree or higher	
6mv0hesmzcmngiktnpjm1540	[900, 1440]	176.397	True	22	Female		Not Hispanic or Latino	['White']	Some college	
6myeryriugidl4p43j63fcyc	[665, 1696]	381.22	True	43	Male		Not Hispanic or Latino	['White']	Master degree or higher	
6n61a7b3zsb25n4m7zmbpp2n	[900, 1440]	342.934	True	19	Female		Hispanic or Latino	['White']	Some college	
6ndgj3ldzdqw9s67xx9bxivw	[697, 1440]	302.336	True	25	Female		Hispanic or Latino	['White']	Bachelor degree	
6nprfiv7nfr7axt7mv51m4p4	[864, 1536]	383.869	True	30	Female		Not Hispanic or Latino	['White']	Master degree or higher	
6pjd4cfii0108qa43ff3a8st	[800, 1280]	450.797	True	31	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	NA
6pu02mdi58xe1h5bt0sln0th	[800, 1280]	362.101	True	24	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
6q1t8f79wwgrq6dk0tp92ocb	[864, 1536]	406.253	True	31	Male		Not Hispanic or Latino	['White']	Associate degree	No comment
6q96rlrtgqu6ckutin3raus9	[1080, 1920]	507.683	True	31	Male		Hispanic or Latino	['White']	Bachelor degree	those were some intense puzzles!
6sqzntxosrpt76sm28lb0w81	[900, 1440]	395.384	True	26	Female		Not Hispanic or Latino	['White']	Master degree or higher	Interesting!
6sym6onb6dr4g1poedichqh0	[900, 1440]	356.941	True	23	Female		Hispanic or Latino	['Rather not say']	Bachelor degree	
6tb6fskpa6em7swy0o03q059	[768, 1366]	525.541	True	40	Male		Not Hispanic or Latino	['White']	Master degree or higher	good and easy
6wps6g80t7g1jbj279e48mp1	[900, 1440]	383.783	True	20	Male		Not Hispanic or Latino	['Asian']	High school	
6xzpfjbblp81iets0tt3vzzp	[1080, 1920]	239.272	True	21	Male		Not Hispanic or Latino	['White']	Bachelor degree	this was fun
70w8goois1gc8p9bs41qfhny	[768, 1366]	503.187	True	33	Male		Not Hispanic or Latino	['White']	Master degree or higher	the time was not sufficient
71a0cmlv8tcccrsg49rz5ty6	[360, 722]	287.446	True	24	Male		Not Hispanic or Latino	['White']	Bachelor degree	
71mqw2195u5tfaj4i6imtwdo	[900, 1440]	306.213	True	23	Male		Not Hispanic or Latino	['White']	Bachelor degree	
72hd8su5oh8vmpnjm5scmort	[768, 1366]	568.215	True	44	Female		Not Hispanic or Latino	['White']	Master degree or higher	
73pstnzr5xuos990sy1ndcib	[1200, 1920]	277.159	True	30	Male		Not Hispanic or Latino	['White']	Associate degree	
74cdzx8tfy9dhix9ln05j7rc	[1440, 2560]	372.274	True	27	Male		Not Hispanic or Latino	['Asian', 'Black or African American']	Bachelor degree	
77ns1fox63i44jwup2r16uud	[1200, 1920]	364.025	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	no comment
77poyt1iy1cqjcjztrjtaqk2	[800, 1280]	231.626	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
7e1qtuicoel8euz710kf6m0t	[1067, 1707]	167.074	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
7escbsueprx85mqubp6ejsc1	[900, 1440]	506.889	True	22	Female		Not Hispanic or Latino	['White']	Some college	
7fuv6h9fjmq2bweid5clq1zq	[1080, 1920]	470.538	True	42	Male		Not Hispanic or Latino	['White']	Bachelor degree	
7g0yytvmxt8hqqohacw0vin1	[1080, 1920]	384.705	True	23	Male		Not Hispanic or Latino	['Asian', 'White']	Bachelor degree	no comment
7j59zfnc9ht9wbmb8a5xw99q	[900, 1440]	347.292	True	23	Male		Hispanic or Latino	['White']	Bachelor degree	
7jnbw440epfge6xrl2m6pq3d	[768, 1366]	519.432	True	18	Male		Not Hispanic or Latino	['White']	High school	Everything was good. Maybe a little more time if possible.
7jph9y83f55slovfq3406kzu	[900, 1440]	376.337	True	29	Female		Not Hispanic or Latino	['White']	Master degree or higher	
7kvbbsqfdff7uvbuir0bgju9	[768, 1366]	426.309	True	47	Male		Unknown	['White']	Bachelor degree	not sure if that first puzzle worked right 
7l3lrnxqhx4pfvhir721iqtv	[768, 1366]	500.139	True	28	Male		Hispanic or Latino	['American Indian/Alaska Native']	High school	Thanks!
7m15s78tomzsn038tq7w4qhz	[900, 1440]	387.885	True	52	Male		Not Hispanic or Latino	['White']	Master degree or higher	
7m49dua8o4ebdtkc3ue6ya3j	[768, 1366]	712.026	True	29	Male		Not Hispanic or Latino	['White']	Bachelor degree	
7me08rotj6lm1g2ctpd19vro	[720, 1280]	255.346	True	56	Male		Not Hispanic or Latino	['White']	Master degree or higher	NA
7n3smquj1y0u5ggz6o4feidf	[1497, 862]	168.08	True	19	Male		Rather not say	['White']	High school	
7o693dgge46kfallr2wivb9t	[864, 1536]	348.054	True	26	Female		Not Hispanic or Latino	['White']	Bachelor degree	
7omx30j5cs9od4amxf2nl5is	[768, 1366]	362.179	True	32	Male		Not Hispanic or Latino	['American Indian/Alaska Native']	Bachelor degree	
7qfcghevn1pvwlkwkxbfke8d	[768, 1366]	326.618	True	35	Male		Not Hispanic or Latino	['White']	Master degree or higher	I enjoyed the survey
7sc02grhyhm2p69vyh7eo6vp	[768, 1366]	399.2	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
7tbdjxz8lu8j3nbhn89vhaon	[757, 1600]	242.164	True	18	Female		Not Hispanic or Latino	['White']	High school	
7uounerzmcdcoqw469e4igdp	[900, 1440]	363.019	True	23	Male		Not Hispanic or Latino	['White']	Bachelor degree	
7x6ngqb8r29sszek04wz6876	[764, 360]	474.132	True	34	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	No comments 
7xfgwhsicmn01xvjvttcoxae	[1080, 1920]	320.054	True	27	Male		Not Hispanic or Latino	['White']	Master degree or higher	
7zajl9yho3zqrka2710bu7oz	[1080, 1920]	441.218	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	felt like the images could have been a bit bigger. Other than that fun puzzles! Good Luck! Dream Big. Win Big. EZ.
7zk3efwy9pqhzenpm2dga7zo	[900, 1440]	390.331	True	23	Male		Not Hispanic or Latino	['White']	Bachelor degree	Fun!
7zx5y8m5887yrnnoqc2xfk5a	[900, 1600]	318.689	True	20	Female		Not Hispanic or Latino	['White']	Some college	
813nt5q85vqb7vydot53abjp	[1080, 1920]	486.714	True	58	Male		Not Hispanic or Latino	['White']	Master degree or higher	Felt rushed on some of them!
81lfve8j4tgfyj20fo1gx0nj	[1050, 1680]	322.403	True	20	Female		Not Hispanic or Latino	['White']	Some college	N/A
81x5ugcw0chzpgrcrr8nrnia	[1800, 3200]	473.691	True	19	Male		Not Hispanic or Latino	['White']	Some college	
822phlvz217usmmkl25kloyp	[768, 1366]	355.36	True	37	Male		Not Hispanic or Latino	['White']	Master degree or higher	Fun, challenging, thank you!
82g56f0cnlbr4tbegcf0uggx	[768, 1366]	387.058	True	34	Male		Not Hispanic or Latino	['White']	Bachelor degree	
833yd0oit0ch2vgiiqwxgzif	[768, 1366]	373.7	True	21	Male		Unknown	['Black or African American']	High school	
84ry1gfrys38lxmkvc7cea6s	[691, 1358]	408.236	True	26	Male		Not Hispanic or Latino	['White']	Bachelor degree	It was surprising how polarizing the difficulty was. Some I felt I could get straight away and others I had no idea
84t37ieskww4hptmydmm4e0j	[864, 1536]	222.422	True	20	Male		Not Hispanic or Latino	['Asian']	Some college	it got hard very fast
85tpfwep4tvhfh6m8nxvgjmc	[900, 1440]	662.981	True	23	Male		Hispanic or Latino	['White']	Bachelor degree	
873jao078mf4v86xccmcv7vj	[900, 1440]	331.855	True	28	Female		Not Hispanic or Latino	['Black or African American', 'White']	Master degree or higher	
87dlyjadmxfml4do2xqf02ww	[1080, 1920]	479.592	True	20	Female		Not Hispanic or Latino	['White']	Some college	
8827qgh77qzn57wmpkl80e6y	[1080, 1920]	489.74	True	18	Male		Not Hispanic or Latino	['American Indian/Alaska Native', 'White']	High school	
88y4hijuiaefliyndapmlyf4	[900, 1440]	414.321	True	20	Male		Not Hispanic or Latino	['White']	Some college	
89nr75mifqi3y9cto77o3gs7	[900, 1440]	420.697	True	27	Male		Not Hispanic or Latino	['Asian']	Master degree or higher	
8anx8gog7w9iuytpvi6bbecb	[900, 1440]	350.6	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	no comment
8aqjqtgqbshzm24ythuyysqh	[1080, 1920]	390.033	True	23	Male		Hispanic or Latino	['White']	Bachelor degree	
8f2qvs4f562cwtguuk7yrd58	[1067, 1707]	523.883	True	42	Male		Not Hispanic or Latino	['White']	Master degree or higher	
8f93xuh4dq3vlzbubpfubvqk	[768, 1366]	216.048	True	32	Male		Not Hispanic or Latino	['White']	Master degree or higher	
8goo3v05ulpj2238sm6u4bms	[900, 1440]	274.514	True	21	Female		Not Hispanic or Latino	['Black or African American']	Bachelor degree	
8h7jbmr0tkmh6u08l7itn6nf	[900, 1440]	283.855	True	20	Other	nonbinary	Not Hispanic or Latino	['White']	Some college	
8hlq0l2y4cl3lyqu7mund09w	[864, 1536]	600.143	True	28	Male		Not Hispanic or Latino	['White']	Bachelor degree	the image were too small and time was too fast
8ikq3ltajs9ll2kcc2aklau7	[1080, 1920]	332.772	True	51	Female		Not Hispanic or Latino	['White']	Associate degree	
8ixzpcm8al461v9pfdalgvxw	[768, 1366]	367.375	True	26	Male		Not Hispanic or Latino	['White']	Bachelor degree	
8kdk2f4s3kyldz3qd4d8rlm0	[864, 1536]	277.108	True	19	Female		Not Hispanic or Latino	['Asian']	Some college	
8kjdrei4yworajj3pt53zjyv	[864, 1536]	446.103	True	20	Male		Not Hispanic or Latino	['White']	Some college	no comments
8m69xrbymke90mmv0jv67k1g	[864, 1536]	244.369	True	20	Female		Not Hispanic or Latino	['White']	Some college	
8nwnacinyttl7g8fgh9kszuc	[1080, 1920]	349.247	True	22	Male		Not Hispanic or Latino	['Black or African American']	Some college	
8q4ebc9lxxtg80tuc9y885gx	[768, 1366]	328.124	True	20	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
8qnoyczn985a0zzvg8iv7gfk	[864, 1536]	364.503	True	19	Female		Not Hispanic or Latino	['White']	Some college	some were so simple, other i completely guessed
8qxby5jlkmrt4jejiimlrlhm	[720, 1280]	294.771	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
8s6e33zhlcvyjq7enhnfxcwl	[768, 1366]	332.101	True	36	Male		Not Hispanic or Latino	['White']	Master degree or higher	NICE STUDY
8savjpgy7ezckpghm77oqsy7	[888, 1422]	292.993	True	29	Female		Hispanic or Latino	['White']	Master degree or higher	I was very confused, did not understand most puzzles
8skjk4jp3swh6tnytt0xavrj	[900, 1440]	236.323	True	22	Female		Hispanic or Latino	['White']	Some college	
8t7d0pmrn1b87qagwkta8lg1	[900, 1440]	370.745	True	18	Female		Not Hispanic or Latino	['White']	High school	
8uplz524b1n3y9xr3pc1ty0p	[900, 1440]	401.459	True	27	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	very difficult lol
94ug8ln7qdjhuzsrzo88gzvb	[1080, 1920]	330.674	True	20	Male		Not Hispanic or Latino	['White']	Some college	
96d32q3ghoqw31xzl9a9fe5y	[1080, 1920]	423.893	True	19	Female		Not Hispanic or Latino	['White']	Associate degree	
96ffdhcxagzthzjcu07wcnht	[900, 1600]	366.817	True	49	Male		Not Hispanic or Latino	['White']	Bachelor degree	
9afgbmajbjjtomnlu0fxvba1	[1120, 1792]	447.765	True	23	Male		Not Hispanic or Latino	['Asian', 'White']	Some college	
9ao114mcsua7sway0y8yjjxw	[1080, 1920]	336.267	True	23	Male		Not Hispanic or Latino	['White']	Bachelor degree	
9etxpasudw81qlr6b9155stj	[720, 1280]	365.678	True	20	Female		Not Hispanic or Latino	['White']	Some college	
9f66o33e03dp9zq1aqgl39ma	[900, 1440]	363.756	True	18	Female		Not Hispanic or Latino	['Black or African American']	High school	
9g962q8bo10vukbnxlbehij2	[864, 1536]	348.437	True	18	Female		Not Hispanic or Latino	['White']	High school	
9g968us0aftfb9s4fmflbbt4	[1024, 1280]	297.945	True	24	Female		Not Hispanic or Latino	['White']	High school	
9garlie7kwd9195e4jqy96dv	[1120, 1792]	329.132	True	26	Female		Not Hispanic or Latino	['Rather not say']	Master degree or higher	
9j3jtjjtdtnjmin6lbohef0a	[1080, 1920]	472.886	True	28	Male		Not Hispanic or Latino	['White']	High school	This was really confusing 
9jheslpnfqyzv0fypaippqpj	[900, 1440]	389.804	True	28	Female		Not Hispanic or Latino	['White']	Master degree or higher	
9jmxq5vapebprndojrnps7nj	[864, 1536]	456.029	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
9jo0y30qx6nb4ks3dtfrovi0	[1080, 1920]	366.46	True	28	Male		Not Hispanic or Latino	['White']	Some college	
9k53ht6h0096rwmabzdwat9q	[800, 1280]	390.787	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	no comment
9kdpimklx03e225ptr8p71hl	[1200, 1920]	428.61	True	26	Female		Hispanic or Latino	['Black or African American', 'White']	Bachelor degree	
9koygkpp3iekef87xgerze9k	[900, 1440]	444.547	True	22	Male		Hispanic or Latino	['White']	Bachelor degree	This was extremely fun!
9l9f6d24sq0ydes3002c012y	[1024, 1280]	395.726	True	41	Male		Not Hispanic or Latino	['White']	Bachelor degree	
9ldvxxstllzeso1i5789mrfz	[900, 1440]	387.549	True	20	Male		Hispanic or Latino	['White']	Some college	no comment
9lgzt44k9zymblu1xqsxtwpz	[1050, 1680]	447.354	True	20	Male		Not Hispanic or Latino	['Asian']	High school	
9msjjoqu1545w1obc2t4qche	[768, 1366]	169.375	True	47	Male		Not Hispanic or Latino	['White']	Master degree or higher	excellent study
9n3ckjytby15xji8m3759ga0	[900, 1440]	399.741	True	19	Female		Not Hispanic or Latino	['Black or African American']	High school	no comment.
9przs1pu83zorg339vpzgdju	[720, 1280]	293.762	True		Male		Rather not say	['White']	Master degree or higher	
9qshg2o8fowyn3efok9hfsx7	[900, 1440]	447.356	True	19	Female		Not Hispanic or Latino	['White']	Some college	
9r62m0a6mkb7eserkqw0zaxx	[800, 1280]	435.765	True	30	Female		Not Hispanic or Latino	['White']	Master degree or higher	That was hard 
9rq5sbl3rw48wjvo8gaaf8tq	[1797, 980]	338.893	True	32	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	Good survey
9s88tid5d5r16f6vib0lf7ts	[900, 1440]	276.515	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
9w63piyvhpvu41rg6hlvkhcm	[900, 1440]	522.976	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	The images could have been a little bigger.
9wvt1g6zjkardbrdtpg682r7	[768, 1366]	448.063	True	18	Female		Not Hispanic or Latino	['Black or African American']	High school	Really easy to complete
9xa74pq6zv5iuhqmqrrbbohr	[1080, 810]	385.583	True	21	Female		Not Hispanic or Latino	['White']	High school	
9xtyo079d0dy84zq715syb0e	[1080, 1920]	341.432	True	19	Male		Not Hispanic or Latino	['White']	High school	
9zgv76e49ylfqurkrtzh2qcx	[720, 1280]	372.578	True	18	Female		Hispanic or Latino	['Rather not say']	Associate degree	
9zj422mcb058j763603wevke	[1080, 1920]	435.947	True	50	Female		Not Hispanic or Latino	['White']	Bachelor degree	
a24viffx60x1jgaz5vhblnzn	[1058, 1882]	292.382	True	25	Male		Not Hispanic or Latino	['White']	Bachelor degree	
a2imljm500yomgyatxvt1zth	[900, 1440]	349.772	True	19	Male		Not Hispanic or Latino	['White']	High school	fun quiz!
a4dsdz7y4h8nowfff56tap8d	[1152, 2048]	392.397	True	29	Male		Not Hispanic or Latino	['White']	Bachelor degree	
a5bahlr2tvrimn8sowdwuvu3	[960, 1708]	139.775	True	46	Male		Not Hispanic or Latino	['White']	Master degree or higher	
a6dhpnhmomduptaq2o6d92a4	[900, 1440]	259.119	True	20	Male		Rather not say	['White']	Some college	Harder than I thought!
a6h0csayrba6igvyu0latd05	[864, 1536]	256.799	True	24	Male		Not Hispanic or Latino	['White']	Bachelor degree	
a7ke19xsvx2l0d966l1rtoa7	[1080, 2560]	399.089	True	35	Male		Not Hispanic or Latino	['White']	Master degree or higher	
a7s3mle8ync7kby44ns1h7qo	[900, 1440]	419.845	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
a9gmul8eoh4rkbsa6fb0knhf	[900, 1440]	368.435	True	25	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	images were small
a9j1vgtfo3sv3mawiwd5fzke	[800, 1280]	385.105	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
abvx0zr98mor3p6u1ephdtu2	[720, 1280]	399.501	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	Hard with little time to think so quickly.
acqwehlaccazo1mzzwbp5nsp	[900, 1440]	437.745	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	Images were slightly too small but I was still able to complete without difficulties. 
adku5dt2zdbd69ln0jg1vjoa	[768, 1366]	401.912	True	38	Male		Not Hispanic or Latino	['White']	Master degree or higher	no comment
adtiks3bqk5urjnqj0tg00n9	[900, 1440]	308.148	True	30	Female		Not Hispanic or Latino	['White']	Bachelor degree	No comment
afdhy32dylk39yz5o87jss21	[864, 1536]	316.439	True	19	Male		Not Hispanic or Latino	['White']	Some college	
ahiyueedkfr05pfvxta8kizv	[657, 1366]	631.188	True	46	Male		Not Hispanic or Latino	['White']	Master degree or higher	There was a survey very nice    
ahyugxeoijrv20jhzvh0is5x	[702, 1440]	208.682	True	24	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	n/a
aklhczl957ex829ihrddvlgu	[1080, 1920]	356.226	True	28	Male		Not Hispanic or Latino	['White']	Less than high school	
allpdta1g0eim2z5m131b77x	[900, 1440]	285.42	True	22	Male		Hispanic or Latino	['White']	Bachelor degree	
ame4q6nw8do6bbowemueoyrx	[900, 1440]	428.579	True	28	Female		Not Hispanic or Latino	['White']	Bachelor degree	
amuv7s75gam5t23pab21eh4h	[643, 1536]	335.976	True	40	Male		Not Hispanic or Latino	['White']	Master degree or higher	
aqbhw37gx70xuk98l5z7s45o	[900, 1600]	373.657	True	19	Male		Not Hispanic or Latino	['White']	High school	This was actually quite fun, I'd love to participate in more!
ast9uh89wspxsjxyn07dhbr0	[800, 1280]	386.362	True	21	Female		Hispanic or Latino	['White']	Some college	
atbnkyroienosrs34i83sn65	[900, 1600]	375.291	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
atlfpjhxg84kygi6ogbms3m1	[683, 1708]	381.728	True	42	Male		Not Hispanic or Latino	['White']	Master degree or higher	
avjrbq0kglmf11l2y1t6ojrg	[1239, 1720]	359.208	True	33	Male		Not Hispanic or Latino	['White']	Bachelor degree	
awel4j6v0rm4ta2s647rnv2m	[800, 1280]	403.096	True	24	Male		Not Hispanic or Latino	['White']	Bachelor degree	
awjk8ez6wwgj82eagjq876ev	[1797, 980]	559.387	True	29	Male		Not Hispanic or Latino	['White']	Master degree or higher	
aybj3bf5m8erk4pbq7lzgqqi	[900, 1440]	189.45	True	30	Female		Not Hispanic or Latino	['White']	Bachelor degree	
ayfyomaj1p5tpm3lfoizl6sb	[800, 1422]	420.764	True	19	Female		Hispanic or Latino	['White']	High school	
azmgn9i5xm8mka9fqwkeso89	[864, 1536]	298.839	True	20	Male		Not Hispanic or Latino	['White']	Some college	no comment
b02ynma46gkvi2oekullmd05	[768, 1360]	420.686	True	34	Male		Not Hispanic or Latino	['White']	Some college	
b14bptx36jp7yg07d0h1bfnk	[900, 1440]	358.956	True	18	Male		Hispanic or Latino	['White']	High school	
b378p687zsr1gm7s05s24eg8	[768, 1366]	557.403	True	36	Male		Not Hispanic or Latino	['White']	Master degree or higher	nothing really
b759vs3bxee3ndkkx73304iw	[937, 1920]	366.546	True	21	Female		Not Hispanic or Latino	['Black or African American', 'White']	Some college	
b94ojuxyxy4ym1txhm160gni	[768, 1366]	328.436	True	23	Female		Not Hispanic or Latino	['Black or African American']	Bachelor degree	This was a great way to stimulate the mind
b9ax13pqy8vtt0q6yx7o1uz9	[937, 1920]	318.296	True	31	Male		Not Hispanic or Latino	['White']	Some college	
bb80jdftgq7kmwo1trya5270	[1050, 1680]	336.682	True	18	Female		Not Hispanic or Latino	['White']	High school	
bbekbqw42edxfqxfctcq1dcu	[900, 1440]	362.323	True	18	Female		Not Hispanic or Latino	['White']	High school	
bcpexkb7dadjt37848mglhnx	[1310, 2328]	305.319	True	22	Male		Not Hispanic or Latino	['American Indian/Alaska Native']	Bachelor degree	no comment
bdh8jhfbwtt5aei6i5kadhal	[800, 1280]	338.73	True	18	Male		Not Hispanic or Latino	['Asian']	High school	
bdnzwj0g38vdait3kwz33o9q	[768, 1366]	405.966	True	21	Male		Not Hispanic or Latino	['Black or African American', 'White']	Some college	
beqt7e973l6xyvrcyrbo6076	[768, 1366]	566.963	True	29	Male		Not Hispanic or Latino	['White']	Bachelor degree	It was fun but i couldn't answer fast enough because of time.
bff9yq6yewxz00mevh91oumy	[1080, 1920]	441.42	True	50	Female		Not Hispanic or Latino	['White']	Master degree or higher	
bhaik4194elrqjdyspvfje6k	[900, 1440]	287.196	True	21	Female		Not Hispanic or Latino	['Asian', 'White']	Some college	
biudhycqjot1209nhcnmhwpg	[912, 1368]	487.026	True	33	Male		Not Hispanic or Latino	['White']	Master degree or higher	
bizc9o47durrat6i2ydiod1r	[900, 1440]	302.4	True	28	Female		Not Hispanic or Latino	['White']	Master degree or higher	
bj06p13lp4jua7gpi745zzwa	[1080, 1920]	288.076	True	26	Female		Not Hispanic or Latino	['White']	Master degree or higher	
bl9jeohvekgg89h9puf97a5p	[2020, 980]	438.782	True	36	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
blrvfgq37hpsbl6qlmbqsv8y	[800, 1280]	241.92	True	21	Female		Not Hispanic or Latino	['White']	Some college	
bot1mtv21v6v3j718yl6ehmn	[1080, 1920]	473.236	True	52	Male		Not Hispanic or Latino	['White']	Bachelor degree	this was fun
bpfjfmu7ifcbwi41y2f48v08	[900, 1440]	428.288	True	21	Female		Hispanic or Latino	['White']	Bachelor degree	
bsoumkwyunhkdjghfxbwaf1w	[900, 1440]	434.281	True	21	Female		Not Hispanic or Latino	['White']	Some college	
bt0aac13cbzpfoy9cj3rs1oc	[864, 1536]	360.785	True	18	Female		Not Hispanic or Latino	['White']	Some college	
bt6bmnj5ivm0ethe5egicg86	[854, 1280]	291.158	True	19	Female		Unknown	['Black or African American', 'White']	High school	
bt97c9t7xjxxjos1o72mhekg	[1024, 1366]	281.877	True	20	Female		Hispanic or Latino	['White']	Bachelor degree	
buh7vqmvu82ukweyatfvuz2t	[1453, 2582]	380.332	True	26	Male		Not Hispanic or Latino	['Asian', 'White']	Master degree or higher	
bukx59sx66j5rpkwbhjhjho6	[900, 1440]	486.317	True	31	Female		Not Hispanic or Latino	['Asian']	Master degree or higher	30 seconds was a short amount of time to process the images
bvzypll9v3ft5nvv64j5yxgt	[1080, 1920]	354.974	True	40	Female		Not Hispanic or Latino	['American Indian/Alaska Native', 'White']	Bachelor degree	
bxdo8xn8jhec6tnszflnl1y3	[768, 1366]	523.636	True	26	Female		Not Hispanic or Latino	['White']	Less than high school	The game was great! Those were hard! 
bxppgpgutln8cb2zcgioxrmw	[900, 644]	338.371	True	36	Male		Hispanic or Latino	['White']	Master degree or higher	
bxskiwp8wr28tghp3ixxxmbj	[720, 1280]	472.772	True	32	Male		Not Hispanic or Latino	['White']	Associate degree	There was a good progression from easy to hard!
bxvixf6mzr8bojhev1381kbn	[1440, 2560]	184.665	True	20	Male		Not Hispanic or Latino	['Asian']	Some college	
bxvopsrtgretnshtc8xk11wc	[800, 1280]	326.324	True	23	Male		Not Hispanic or Latino	['White']	Bachelor degree	
bz16l5m4630zn124amjycwor	[1611, 980]	383.253	True	41	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	No
bz1a9uisaql4d9z4ref82qem	[948, 1449]	332.005	True	35	Male		Not Hispanic or Latino	['White']	Master degree or higher	
c0vupw5yicka456rqu254r1p	[1080, 1920]	421.643	True	35	Other	Nonbinary	Not Hispanic or Latino	['White']	Some college	
c0z9cvpak4g45tssgg7e7f6b	[800, 1280]	376.484	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
