subject	screen_resolution	total_time	image_load	age	gender-categorical	gender-free-response	ethnicity	race	education	free-response
c1wpouj7vjiq0ry1jkuh00fp	[900, 1440]	381.341	True	26	Female		Not Hispanic or Latino	['White']	High school	
c2eq48a99tysozxhs8yc4his	[1050, 1680]	493.54	True	23	Male		Hispanic or Latino	['White']	Bachelor degree	
c32yzc6j6tj65s8kgvnhvc0y	[679, 1280]	612.426	True	28	Male		Not Hispanic or Latino	['White']	Bachelor degree	thrilling and interesting survey
c35adc9emmsaladrvgzjr4go	[900, 1440]	342.871	True	22	Female		Hispanic or Latino	['White']	Bachelor degree	no comment
c37cfy4xw362gxknrmtq9wyd	[768, 1366]	211.745	True	30	Other	Non-Binary	Hispanic or Latino	['American Indian/Alaska Native', 'White']	Bachelor degree	
c4dinfp75ghy6n01bhnf2rhy	[864, 1536]	284.329	True	20	Female		Not Hispanic or Latino	['White']	Some college	
c4fk26xv9nuiphw5fwpxko3j	[900, 1440]	382.756	True	18	Male		Not Hispanic or Latino	['White']	High school	The images were a good size and easily distinguishable.  
c4m0py2ssiawmnlcbb1mjmm0	[722, 1536]	388.072	True	31	Female		Not Hispanic or Latino	['White']	Bachelor degree	
c5lm1phmk1cjw9hj59zb6k5m	[768, 1366]	391.67	True	34	Male		Not Hispanic or Latino	['White']	Master degree or higher	Nice study.
c5qonsqeqbay66sirfh53nuo	[900, 1440]	410.886	True	47	Male		Not Hispanic or Latino	['White']	Some college	
c6kcn71dud6b63c0bgd1cuhr	[900, 1440]	445.463	True	18	Female		Not Hispanic or Latino	['White']	High school	These puzzles were very engaging and fun to complete
c6nrjcasndd9oaci7lwoezmk	[900, 1440]	395.125	True	18	Male		Not Hispanic or Latino	['Asian']	Some college	
c786aq5xp32tkx5zyug00sw6	[900, 1440]	369.886	True	28	Female		Not Hispanic or Latino	['White']	Master degree or higher	no comment
c7q2chjf4tomqf21pqr1s2an	[768, 1366]	288.807	True	31	Male		Not Hispanic or Latino	['White']	Master degree or higher	no comment
c8oo5yrk50kwhll3ud8wu5s9	[771, 1198]	356.906	True	43	Female		Not Hispanic or Latino	['White']	Bachelor degree	
cb7na65pq0i7iseu49kxexax	[1440, 2560]	334.759	True	34	Female		Not Hispanic or Latino	['White']	Associate degree	my eyes hurt, there were so many colors and patterns happening!
cbc94by959ezj3jcactijqec	[900, 1440]	266.467	True	33	Female		Not Hispanic or Latino	['White']	Some college	no
ccgep1ifodczpusfyihlwlz9	[900, 1440]	336.739	True	29	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
cg3vvn1tjzbrpnbvfz4pty8h	[864, 1536]	371.619	True	34	Female		Not Hispanic or Latino	['White']	Master degree or higher	
cgxxfach73em07jda3djj41z	[937, 1920]	3550.911	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
chx9959o49qax5dt319wrsr3	[900, 1600]	385.145	True	24	Male		Hispanic or Latino	['White']	Bachelor degree	
ck4o963qybz2t7epeiq4u74l	[768, 1366]	214.087	True	23	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	
ckb1fgsbcdwkhq4qkmoyx9bn	[900, 1440]	359.306	True	33	Male		Not Hispanic or Latino	['White']	Master degree or higher	no comment
ckv07yswfduce0f1lx66cczy	[900, 1440]	418.905	True	19	Female		Not Hispanic or Latino	['White']	Some college	
clwqpmgpe9byylxr57k7sa0r	[800, 1280]	413.653	True	25	Male		Not Hispanic or Latino	['White']	Bachelor degree	
cmo1ukatrvzks99stgfzlgio	[900, 1440]	343.368	True	22	Female		Not Hispanic or Latino	['Black or African American']	Bachelor degree	
csizne72q7ijh61y6ka37yol	[900, 1440]	317.858	True	24	Female		Not Hispanic or Latino	['Native Hawaiian or other Pacific Islander']	Bachelor degree	
cxs4x05c44pa84sa0bah10te	[1024, 1280]	440.307	True	21	Male		Not Hispanic or Latino	['White']	Some college	
cz2xnc4j5hv5t4f40moeneeo	[864, 1536]	466.202	True	24	Male		Not Hispanic or Latino	['Asian', 'White']	Bachelor degree	
czmvrek98hf1eejj4wrt7vbs	[900, 1440]	439.412	True	24	Female		Not Hispanic or Latino	['Rather not say']	Bachelor degree	
d05krcqirluo9s50wqq2eh97	[720, 1280]	367.182	True	21	Female		Hispanic or Latino	['White']	High school	
d1583yl7a57dhth82udo7oi8	[800, 1280]	303.387	True	24	Male		Not Hispanic or Latino	['White']	Bachelor degree	
d1iqojx3bun3xqewwawraga3	[900, 1600]	264.232	True	22	Female		Not Hispanic or Latino	['Asian']	Master degree or higher	
d4j3n6s052ilouwmwlt5ddgm	[900, 1440]	447.878	True	19	Female		Not Hispanic or Latino	['Black or African American']	Some college	
d58i8ccvptnsejzpxl9qlmz9	[900, 1440]	353.792	True	19	Female		Not Hispanic or Latino	['White']	Some college	
d71nnhhb34bslwlu8cjwglkq	[768, 1366]	427.396	True	32	Female		Hispanic or Latino	['Rather not say']	Associate degree	
d92lwp0fbmtcujf84fnq989h	[768, 1366]	324.92	True	29	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
da4u1lurop994sw2o274ktx0	[900, 1440]	341.751	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
ddulb4h5y4yo7bxnbetgg7yv	[768, 1366]	526.92	True	40	Male		Not Hispanic or Latino	['White']	Master degree or higher	N/A
ddwmb0khie3xyivnu7zxc1ag	[900, 1440]	403.501	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	Images were a little too small
dej3sij27st4s0esqqiekiqu	[900, 1440]	339.631	True	21	Female		Not Hispanic or Latino	['White']	Associate degree	
dh38d9j34jm2cdl5d6ydkkh3	[912, 1368]	347.438	True	20	Female		Hispanic or Latino	['White']	High school	
dhffz3cr33669oj3ji6zlf0v	[900, 1440]	456.252	True	18	Male		Hispanic or Latino	['White']	Associate degree	Everything went well. May consider adding a timer starting from 30 secs just so participants are fully aware of timer.
djsudld1djjiw7wlak6ceg0u	[864, 1536]	399.301	True	23	Male		Not Hispanic or Latino	['White']	Master degree or higher	
dkf95cnxz66jj22l7hqilqit	[1050, 1680]	336.971	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
dlf5k7atfzgul2je3xrkrvim	[768, 1366]	494.184	True	29	Male		Not Hispanic or Latino	['White']	Bachelor degree	
dluhup2gsyh0acu06vi9gyzl	[637, 1600]	2018.08	True	39	Male		Not Hispanic or Latino	['White']	Master degree or higher	nice survey
dlumhrmx3fi1zzq15wtiw535	[900, 1440]	279.838	True	19	Female		Not Hispanic or Latino	['White']	Some college	
dmx10091pinavm63nly1pcik	[1080, 1920]	361.948	True	27	Female		Not Hispanic or Latino	['White']	Master degree or higher	
dn6ve9urgsunj4c864kcpdfi	[1080, 1920]	189.927	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
dn9lvxsyg0mu9e4j4oisxlo0	[864, 1536]	229.916	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
dnoa4l2bl2x2hncn65qp8soe	[900, 1440]	315.007	True	34	Male		Not Hispanic or Latino	['White']	Master degree or higher	
dovph64p4ylv35j86x7u98or	[720, 1280]	492.645	True	23	Male		Not Hispanic or Latino	['American Indian/Alaska Native', 'White']	Bachelor degree	
dp4ej5xhzxoz4cw9pxyqkdwi	[864, 1536]	438.418	True	20	Male		Not Hispanic or Latino	['White']	Some college	
dqgfspfp01qaeoytoc6i9hov	[768, 1366]	546.255	True	37	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	a good survey
dqtonq5182xpr1b5u0s9q2ux	[1786, 980]	450.679	True	41	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	Nice Survey
du0mgdvbqadha0x5tp2xdmpz	[683, 1708]	977.591	True	41	Male		Not Hispanic or Latino	['White']	Master degree or higher	
duk5wvbw636yf48esgjc6vg0	[768, 1366]	380.811	True	50	Male		Not Hispanic or Latino	['White']	Master degree or higher	no
dwh484ks2bff7yz0gomq47vk	[864, 1536]	377.87	True	24	Female		Not Hispanic or Latino	['White']	Associate degree	
dwwcjsgp42tpfbb1328wt11a	[900, 1440]	264.973	True	19	Male		Not Hispanic or Latino	['White']	Some college	
dwxmj7m3aqkez4qlrbto1l5u	[900, 1440]	358.109	True	20	Male		Not Hispanic or Latino	['Native Hawaiian or other Pacific Islander', 'White']	High school	
dy4dtu9hazrvdqk9byl8034k	[900, 1440]	379.148	True	24	Male		Not Hispanic or Latino	['White']	Bachelor degree	
e0d6ozvvczfi2onlnbd25pds	[768, 1024]	479.077	True	41	Female		Not Hispanic or Latino	['White']	Master degree or higher	I enjoyed this study. Thank you.
e1hhowzhjdu468xc1g01upi6	[900, 1440]	353.939	True	18	Male		Not Hispanic or Latino	['White']	High school	
e2ktc5ufzbg5sx0qwb24h13g	[800, 1280]	327.136	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
e3s7n9y4m8iyw5cnuw29obne	[900, 1440]	430.62	True	27	Female		Not Hispanic or Latino	['White']	Master degree or higher	
e457si1cryb8ngg63bn2rlq4	[864, 1536]	479.041	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	no comment
e54rdhagf45phsuviycwahlo	[1080, 1920]	444.751	True	21	Male		Not Hispanic or Latino	['White']	Some college	The images could be a little bigger.
e5iuxc59vc39qt1cokfgthjp	[960, 1707]	174.043	True	33	Male		Unknown	['Rather not say']	Rather not say	
e6q75rfq2i284zsh3jnb6k49	[864, 1536]	519.03	True	22	Male		Not Hispanic or Latino	['Black or African American']	High school	This survey was great!
e6qinxp1taykmbrp8vz2ze2m	[1080, 1920]	356.39	True	26	Male		Not Hispanic or Latino	['White']	Some college	
e6skreil0qv5xi9lz3jdbuzn	[768, 1366]	421.978	True	48	Female		Not Hispanic or Latino	['White']	Bachelor degree	it was hard
e77hf5o6w3q43gbom9m8ogwf	[1080, 1920]	365.18	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
e7harksgfhkubx4bdfplzbde	[900, 1440]	285.977	True	21	Female		Hispanic or Latino	['White']	Some college	
e8dhsmv13z2jhreqjouwl9lf	[1080, 1920]	458.368	True	21	Female		Not Hispanic or Latino	['White']	Some college	
e91op9p772nszc0ykurw8hgy	[1314, 2732]	833.699	True	46	Male		Not Hispanic or Latino	['White']	Bachelor degree	Thanks for the interesting Study And apologize for my Incorrect Answer.
eaas1cuxkhqr7v577exoxg9v	[768, 1366]	271.536	True	19	Female		Not Hispanic or Latino	['White']	Some college	
eadet3oethfjulzdig94jc7q	[1200, 1920]	323.973	True	21	Male		Not Hispanic or Latino	['Asian']	Some college	These puzzles were so hard
eap73sa4jjafnlvx8uu318di	[720, 1280]	317.325	True	20	Male		Not Hispanic or Latino	['White']	Some college	
ebywst0owenzq5k92fv1qts1	[1080, 1920]	280.075	True	26	Female		Not Hispanic or Latino	['Rather not say']	Bachelor degree	
ecna7auhe2i0pu58si029mat	[1080, 1920]	375.967	True	33	Male		Not Hispanic or Latino	['White']	Bachelor degree	
ecw1bmmnnfc1bi4jr7j8jsat	[1050, 1680]	379.207	True	23	Male		Not Hispanic or Latino	['White']	Bachelor degree	
ed4ygt8fvel11yb2i6i1xn8t	[637, 1600]	576.562	True	37	Male		Not Hispanic or Latino	['White']	Master degree or higher	excellent
ede69j5wvuy3hozsnxp8ud3y	[900, 1440]	336.077	True	20	Female		Not Hispanic or Latino	['White']	Some college	
ee1lgah0t0webtqgw2xgp3ld	[900, 1440]	327.97	True	19	Female		Not Hispanic or Latino	['White']	Some college	
eeg70fa2vbevfnur9werv43v	[864, 1536]	229.36	True	19	Male		Not Hispanic or Latino	['White']	High school	Cool idea for a survey
eemanatatiri2ipjzqf4bk5a	[1050, 1680]	262.836	True	22	Female		Hispanic or Latino	['Rather not say']	Bachelor degree	no comment
efowokuys8arg7n86rv64faf	[900, 1440]	468.54	True	23	Female		Hispanic or Latino	['Rather not say']	Master degree or higher	
efzfuniof4jdohpmv957eyv6	[960, 1536]	700.126	True	26	Female		Not Hispanic or Latino	['Black or African American', 'White']	Some college	
eg7pcpem601iz3t7xuhimjga	[824, 1464]	459.544	True	19	Female		Not Hispanic or Latino	['Asian']	Some college	
egckb0bo7oezzm8c4s6mwutl	[768, 1366]	515.918	True	24	Male		Not Hispanic or Latino	['White']	Bachelor degree	this was very hard. it felt like there were too many features to try to discern
eimbs1abg35nc159e78jjkkl	[768, 1366]	449.843	True	50	Male		Not Hispanic or Latino	['White']	Master degree or higher	I enjoyed it
ejfxhx1iij9eu38sz3sq9ji0	[800, 1280]	311.614	True	32	Female		Not Hispanic or Latino	['White']	Bachelor degree	
ekuckfyphqhl6oyhegdblxke	[800, 1280]	447.437	True	22	Male		Hispanic or Latino	['Black or African American', 'White']	Bachelor degree	
elifytbl3zjvsxeryhqs2yeg	[900, 1440]	352.855	True	21	Male		Not Hispanic or Latino	['Asian']	Some college	
emku8jh73bkwfnv0u3ihsear	[800, 1280]	295.661	True	23	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
eotokeisv4uqvvrsfd11n69n	[1024, 1280]	273.385	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
eoz3hva9mqbhlx1td76x3hfb	[900, 1440]	330.959	True	21	Female		Not Hispanic or Latino	['White']	Bachelor degree	
ep6j9bji04jax5p7yx431e6u	[768, 1366]	964.049	True	40	Male		Not Hispanic or Latino	['White']	Master degree or higher	This is a good game survey.
epg6mrf7d7k3reuenvinyn0u	[754, 1536]	297.049	True	19	Male		Not Hispanic or Latino	['White']	High school	
eq6ohwyssrmeux0jlhtqpgzw	[900, 1440]	313.056	True	21	Female		Not Hispanic or Latino	['White']	High school	
ern284uhvopuujb1lzx9pikx	[1200, 1920]	376.885	True	29	Male		Not Hispanic or Latino	['White']	Bachelor degree	
erpgf102bz63a590gzc4anod	[900, 1440]	240.215	True	19	Female		Hispanic or Latino	['White']	High school	
etlhy2q3u8q1gfo4j49kwxpg	[900, 1440]	308.941	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
exykz8vb90wu6b2789wv23fa	[900, 1440]	366.808	True	20	Female		Not Hispanic or Latino	['White']	High school	
eys0vdre9cg9vw7d4vrj9ldc	[900, 1440]	299.565	True	20	Male		Not Hispanic or Latino	['White']	Some college	
f1nohwlh058mn7u09f6kypms	[1080, 1920]	452.705	True	30	Male		Not Hispanic or Latino	['White']	Bachelor degree	
f3jnwesjt4x6d8pbcyv3xgg9	[900, 1440]	416.853	True	26	Female		Not Hispanic or Latino	['White']	Master degree or higher	 NA
f4egv81cztyag6au8tfewxoy	[864, 1536]	507.399	True	21	Male		Not Hispanic or Latino	['Asian', 'Black or African American']	High school	
f638zjivsgccof5is1hj8i90	[768, 1366]	318.064	True	34	Male		Not Hispanic or Latino	['White']	Master degree or higher	
f6u4u85laj95svcqjrectp56	[900, 1440]	260.593	True	20	Female		Unknown	['White']	High school	
f8d9rajxvqk2ylhlutr3ozih	[900, 1440]	328.036	True	22	Female		Not Hispanic or Latino	['White']	Some college	no comment
f9hiqawiwe8kyaax9wmrf7q1	[900, 1440]	330.42	True	20	Female		Not Hispanic or Latino	['Asian']	Some college	
f9v1tw521dmh3u3xe9wla6n6	[1080, 1920]	214.64	True	26	Male		Not Hispanic or Latino	['White']	High school	no comment
faibzqih3hpg8v18pneev0lh	[768, 1366]	377.894	True	36	Male		Not Hispanic or Latino	['White']	Master degree or higher	Nice study.
fc1ey3zt9gnf40jb1eeecmri	[864, 1536]	266.999	True	28	Male		Not Hispanic or Latino	['White']	Master degree or higher	
fc4owb5j1x5mwpits1i0ifux	[900, 1440]	337.676	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	no comment
fduiah9gqgya670u9w4wmxf9	[1120, 1792]	507.263	True	23	Male		Hispanic or Latino	['White']	Bachelor degree	
fej7txcyppujurfxw6n5utou	[768, 1366]	446.779	True	27	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
fh64ksnjqrfaqmkutsll5m1k	[800, 1422]	331.822	True	21	Female		Hispanic or Latino	['White']	Associate degree	
fhdaaicy8pyqjl3opgzfn7kc	[864, 1536]	351.976	True	18	Male		Not Hispanic or Latino	['Asian']	High school	
fj6too66q9t1j0qjm7j59djv	[800, 1280]	234.397	True	21	Female		Not Hispanic or Latino	['White']	Bachelor degree	
fjlylnei4spidtb8vjro0yo9	[768, 1366]	387.052	True	22	Female		Hispanic or Latino	['White']	Some college	
fkrl1t9po5cg8x2co5ww6m05	[900, 1440]	392.932	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	
flfwtp8bxguayw18nibft0dt	[768, 1366]	285.702	True	24	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
fmpczllz4lb14nqdzrav7np3	[768, 1366]	301.692	True	35	Female		Not Hispanic or Latino	['White']	Some college	
fneej4nu0khl8sxo5csx1ao3	[683, 1708]	409.337	True	43	Male		Not Hispanic or Latino	['White']	Master degree or higher	
fotidnhrtwf1l7l98qhgqs2i	[1080, 2560]	498.902	True	32	Male		Hispanic or Latino	['White']	Master degree or higher	
fpz8nf01ijurms8vjfxqovnn	[720, 1280]	349.65	True	19	Male		Not Hispanic or Latino	['Asian']	Some college	
fr0sb5796i5tclk2frrz0imb	[900, 1440]	345.302	True	18	Female		Not Hispanic or Latino	['Asian', 'White']	Some college	
frhykohzg7vg82b8puwya2rn	[900, 1440]	373.389	True	18	Male		Not Hispanic or Latino	['White']	High school	
frkca2ta1jdnpvz3iz37hxsa	[704, 1252]	396.88	True	38	Male		Not Hispanic or Latino	['White']	Master degree or higher	N/A
fs2f1mqeoi51y8sx6xjaj75c	[900, 1440]	389.906	True	20	Female		Not Hispanic or Latino	['White']	Some college	
fuvfnvxti1ujnyyojvpjqica	[900, 1440]	230.954	True	20	Female		Not Hispanic or Latino	['White']	Some college	
fve9j6js22pubgc94k5hbt45	[864, 1536]	391.304	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
fwkbr91pq3h59pnn7wnawlu9	[900, 1440]	337.111	True	22	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	
fxgjr077y3vdn9a9ll5tgb0o	[1050, 1680]	439.739	True	20	Female		Not Hispanic or Latino	['White']	Some college	
fyss6z0c71x0oh58yj0mg8rs	[1080, 1920]	353.36	True	26	Male		Not Hispanic or Latino	['White']	Bachelor degree	n/a
fzox5w54kcia0vg1z15655kl	[1600, 2560]	459.947	True	19	Male		Hispanic or Latino	['White']	Some college	
g0rinppmu0ykvxq4w44ozakh	[1080, 1920]	356.349	True	26	Male		Not Hispanic or Latino	['Black or African American', 'White']	Associate degree	
g25wj0lnxn5lnaeqqd7n7r3l	[800, 1280]	439.915	True	23	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	no comment
g2ljtifat87hzd3kvu0lmf2n	[683, 1708]	347.266	True	45	Male		Not Hispanic or Latino	['White']	Master degree or higher	
g3sr2yg166ebju8x4uq1nbnl	[1080, 1920]	371.67	True	22	Male		Not Hispanic or Latino	['Asian', 'White']	Bachelor degree	none
g594narpyvkgjctuvohu9tzj	[1960, 980]	372.136	True	35	Female		Not Hispanic or Latino	['White']	Bachelor degree	
g5xse63vwfyd5xgyzlb9666f	[768, 1366]	331.068	True	19	Female		Not Hispanic or Latino	['White']	Some college	
g6joz7lm0w3qb9p74kkymnoj	[900, 1440]	417.605	True	30	Female		Not Hispanic or Latino	['White']	Bachelor degree	
g7mhs3jke4gss1oy2l3w1qg5	[900, 1440]	247.521	True	19	Female		Not Hispanic or Latino	['White']	Some college	
g7mxl1shgr4297vevkjn69hy	[800, 1280]	265.8	True	23	Male		Not Hispanic or Latino	['White']	Bachelor degree	
g8h72zta2vegwiej6psdia0w	[900, 1440]	368.177	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
g8iwws3w78x3d0gyt3w9oaqd	[1003, 1504]	476.989	True	21	Male		Hispanic or Latino	['White']	Associate degree	no comment
g8mfs5a96e0o0w2icoo6fxfq	[864, 1536]	530.005	True	22	Male		Rather not say	['Rather not say']	Some college	It was a very difficult challenge!
g9dv3o9qvr5au55mpi8l04kn	[900, 1440]	448.664	True	20	Female		Hispanic or Latino	['White']	Bachelor degree	
gcrsxezjypxo1hjjgdwu3v8w	[900, 1440]	346.225	True	21	Female		Not Hispanic or Latino	['White']	Some college	
gduljxh7h7lt658hw48wijey	[1080, 1920]	187.776	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
ge16on34w0yhxe9i0wa15fyk	[900, 1600]	404.997	True	20	Male		Not Hispanic or Latino	['White']	Associate degree	no comment
geupqnqmcp7e86ko6qb3rqb0	[720, 1280]	350.603	True	19	Male		Not Hispanic or Latino	['White']	Some college	
gftgi1d1n7e87h546xyk0opw	[768, 1366]	430.283	True	25	Male		Not Hispanic or Latino	['White']	Master degree or higher	I completed this study that was a great study.
gk8cxnwjm9d7qvwtp38snyza	[768, 1280]	481.157	True	21	Male		Not Hispanic or Latino	['Black or African American']	Less than high school	I suck at puzzles!
glqkbxeq69dx1gwrutzrzb4c	[1734, 980]	466.869	True	41	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	No comments 
gm1g820uk2vf9zcjso649zaj	[800, 1280]	291.399	True	20	Female		Not Hispanic or Latino	['White']	Some college	no comment
go2xzvl09j19w32y8f5n0ykn	[1080, 1920]	382.442	True	33	Male		Not Hispanic or Latino	['White']	High school	
goeu22x2s0nvqm6mv01k1ykt	[1080, 1920]	260.26	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
gs8p4uo2u0y9o8qf0zzcnjiy	[900, 1440]	681.547	True	23	Male		Not Hispanic or Latino	['Asian']	Bachelor degree	
gslk6zxuvbvyxoor9jg0jdvg	[720, 1280]	320.576	True	53	Male		Not Hispanic or Latino	['White']	Master degree or higher	NA
gtebm3vbp4g36wf74fdrh3kc	[900, 1440]	484.986	True	30	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
gume9hgou9sjzjclxmhregyb	[800, 1280]	390.316	True	22	Female		Hispanic or Latino	['Native Hawaiian or other Pacific Islander', 'White']	Bachelor degree	
gvvwe3yhv93iylqh4wyp3f7l	[1080, 1920]	341.482	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
gxk66rkcb0zq4ud7n3thzbyk	[1080, 1920]	296.344	True	20	Male		Not Hispanic or Latino	['White']	High school	
h0imlwy70tpl1fskkcyggh62	[768, 1366]	398.975	True	41	Male		Not Hispanic or Latino	['White']	Master degree or higher	No. Thank you.
h0lenbrvqiv549s8ml76e4mf	[864, 1536]	379.335	True	23	Female		Hispanic or Latino	['Rather not say']	Bachelor degree	
h0p4bmlvr2eiojehxh8543s0	[800, 1200]	335.392	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
h16u7infoqqmjy7ynx6sxp30	[864, 1536]	479.193	True	23	Male		Hispanic or Latino	['White']	Bachelor degree	
h18sl0uzre6b5zxnhwhmdy75	[864, 1536]	252.132	True	23	Female		Not Hispanic or Latino	['White']	Associate degree	
h1b8fzr5yvivjatgmpky09as	[1080, 1920]	491.694	True	23	Male		Not Hispanic or Latino	['White']	Bachelor degree	
h338p7hwehj02u1ip7j80uvg	[768, 1366]	379.325	True	29	Female		Not Hispanic or Latino	['White']	Bachelor degree	
h38n4x5ci588r7boh8yrqbqi	[1003, 1504]	433.503	True	22	Male		Not Hispanic or Latino	['White']	Some college	
h3h2eo07fy6suecrexjevnsa	[720, 1280]	432.839	True	56	Male		Not Hispanic or Latino	['White']	Master degree or higher	NA
h3nonbuqkr9d7j61ygckjr1t	[768, 1366]	331.352	True	23	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	LOGICAL
h4uhsh1rbfnqyrzhy8uodfmt	[1080, 1920]	363.373	True	21	Male		Not Hispanic or Latino	['White']	Some college	
h5kxorb7y16janzno0954hxu	[864, 1536]	289.728	True	41	Female		Not Hispanic or Latino	['White']	Associate degree	
h7d4qtuad8hagluzmls821gn	[1080, 1920]	399.198	True	18	Male		Not Hispanic or Latino	['Asian']	High school	
h7zet5i5068eqf10tsf1uqcm	[864, 1536]	509.078	True	32	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
h8fm68o2b0w4slhud6i8lse5	[665, 1696]	342.054	True	43	Male		Not Hispanic or Latino	['White']	Master degree or higher	
h9ulbda6kyo86dz1r3ok919y	[900, 1440]	498.309	True	30	Male		Not Hispanic or Latino	['White']	Bachelor degree	
ha7q9e9ilqi0ysrniq08whsm	[900, 1440]	500.828	True	20	Female		Not Hispanic or Latino	['Asian']	Some college	
halr4yg761a0ho6mwpsch4ii	[1080, 1920]	415.821	True	58	Male		Not Hispanic or Latino	['White']	Bachelor degree	
hbtv8rewzmvn0zg620ju2e5z	[1080, 1920]	442.824	True	22	Male		Not Hispanic or Latino	['Asian']	Bachelor degree	
hcgqxkgi31pnmw4ald6939o2	[900, 1440]	264.936	True	20	Female		Not Hispanic or Latino	['White']	Some college	
hdjmkdt1bbt19pghamosswp4	[900, 1440]	196.828	True	22	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
hdw8vtvze52pv1x2qtmz7ysb	[768, 1366]	392.691	True	25	Other	nonbinary	Not Hispanic or Latino	['White']	Some college	
hfpiflrjalwc6cypt05x3vvx	[1907, 980]	301.436	True	40	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
hjat3yqi4wglye3ofs05slg6	[768, 1366]	392.396	True	19	Female		Not Hispanic or Latino	['Black or African American', 'White']	High school	
hjwh9ijhdurnaa2d9qjpllib	[900, 1440]	310.742	True	21	Female		Not Hispanic or Latino	['White']	Associate degree	
hk17grwa7vg6ckqzmvxn3478	[864, 1536]	274.975	True	28	Male		Not Hispanic or Latino	['Asian']	Bachelor degree	
hkc5g4tfvvxksxl8fpes0b8x	[800, 1280]	338.957	True	32	Female		Not Hispanic or Latino	['White']	Master degree or higher	
hkndzimkjzwf51s9a9i3x008	[900, 1440]	244.385	True	24	Female		Not Hispanic or Latino	['Black or African American']	Some college	no comment
hlzxd4bpatz1gegx4wnkes1m	[811, 1216]	470.198	True	22	Male		Not Hispanic or Latino	['White']	Associate degree	N/A
hn8crqpi0thaj09ygqa1hc3f	[800, 1280]	520.029	True	23	Female		Not Hispanic or Latino	['White']	Some college	
hpn6dor3jf8of2jdd4jea8gn	[1080, 1920]	319.773	True	28	Female		Not Hispanic or Latino	['White']	Bachelor degree	
hqy02nwsru1x2s68xiyf24v6	[900, 1600]	265.878	True	20	Female		Not Hispanic or Latino	['White']	Master degree or higher	
hr7sj9ecsewxrg2pbjme250t	[768, 1366]	410.783	True	25	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	no comment
htr5ct2wzfagnz2avnpjujd4	[900, 1440]	442.502	True	45	Male		Not Hispanic or Latino	['Asian']	Master degree or higher	
hvhmnq158mneyv15tvtovox6	[1080, 1920]	356.248	True	22	Male		Not Hispanic or Latino	['White']	Associate degree	
hxyd8av4dr2z8wztv0csv96n	[800, 1280]	456.264	True	34	Female		Rather not say	['White']	Bachelor degree	
hy7o9kskrsid8hooqf7pzb7l	[900, 1440]	315.413	True	20	Female		Not Hispanic or Latino	['White']	Bachelor degree	
hyushqmb8nbb5myji75blmg3	[900, 1440]	369.556	True	42	Male		Not Hispanic or Latino	['White']	Some college	
hzdkh6x1j28lplku79n53df5	[1742, 980]	753.068	True	35	Male		Not Hispanic or Latino	['White']	Master degree or higher	No comment
i0r8hlejxp0h44sk6ryrcmhb	[768, 1366]	506.1	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	Changing the background color might make the puzzles a little easier to focus on instead of the white on white.
i2ajh2skb76hwnie3rv3vl5f	[864, 1536]	382.149	True	48	Male		Not Hispanic or Latino	['White']	Associate degree	
i2i239ol3f0ie67ekfoadw2e	[800, 1280]	267.178	True	21	Female		Not Hispanic or Latino	['White']	Bachelor degree	
