subject,trial,item_set,item,dimension,test_form,shape_set,distractor,choice,accuracy,rt,minimum_resolution,browser_interactions
id81ehgah6f6a3c4i8ylyp4b,11,3,74,5,2,3,pd,0.0,1.0,8.695,1,0.0
id81ehgah6f6a3c4i8ylyp4b,12,3,14,5,1,1,pd,0.0,1.0,25.355,1,0.0
id81ehgah6f6a3c4i8ylyp4b,13,3,55,6,2,2,md,0.0,1.0,11.891,1,0.0
id81ehgah6f6a3c4i8ylyp4b,14,3,76,5,1,3,pd,3.0,0.0,27.249,1,0.0
id81ehgah6f6a3c4i8ylyp4b,15,3,45,7,2,1,md,0.0,1.0,12.34,1,0.0
id81ehgah6f6a3c4i8ylyp4b,16,3,30,7,1,2,pd,2.0,0.0,11.633,1,0.0
idhp8hv2m3u61ldbqiff34cw,1,3,25,2,3,1,md,0.0,1.0,11.401,1,0.0
idhp8hv2m3u61ldbqiff34cw,2,3,20,2,3,2,pd,1.0,0.0,10.266,1,0.0
idhp8hv2m3u61ldbqiff34cw,3,3,10,3,3,1,md,0.0,1.0,8.106,1,0.0
idhp8hv2m3u61ldbqiff34cw,4,3,51,2,3,3,pd,0.0,1.0,14.365,1,0.0
idhp8hv2m3u61ldbqiff34cw,5,3,15,3,3,3,md,2.0,0.0,23.762,1,0.0
idhp8hv2m3u61ldbqiff34cw,6,3,31,3,3,1,pd,3.0,0.0,9.946,1,0.0
idhp8hv2m3u61ldbqiff34cw,7,3,56,3,3,2,pd,2.0,0.0,16.177,1,0.0
idhp8hv2m3u61ldbqiff34cw,8,3,12,4,3,3,pd,0.0,1.0,6.554,1,0.0
idhp8hv2m3u61ldbqiff34cw,9,3,79,4,3,1,pd,0.0,1.0,4.721,1,0.0
idhp8hv2m3u61ldbqiff34cw,10,3,53,4,3,2,md,2.0,0.0,28.459,1,0.0
idhp8hv2m3u61ldbqiff34cw,11,3,63,5,3,3,md,1.0,0.0,7.007,1,0.0
idhp8hv2m3u61ldbqiff34cw,12,3,26,5,3,2,md,3.0,0.0,6.137,1,0.0
idhp8hv2m3u61ldbqiff34cw,13,3,54,6,3,3,md,2.0,0.0,14.202,1,0.0
idhp8hv2m3u61ldbqiff34cw,14,3,76,5,3,1,pd,0.0,1.0,10.568,1,0.0
idhp8hv2m3u61ldbqiff34cw,15,3,29,7,3,2,md,2.0,0.0,5.938,1,0.0
idhp8hv2m3u61ldbqiff34cw,16,3,78,7,3,3,md,0.0,1.0,14.783,1,0.0
igd10gndx7ii7uqf26eqs75p,1,3,6,2,1,2,md,0.0,1.0,12.82,1,0.0
igd10gndx7ii7uqf26eqs75p,2,3,47,2,2,3,pd,2.0,0.0,22.404,1,0.0
igd10gndx7ii7uqf26eqs75p,3,3,65,2,2,3,pd,0.0,1.0,26.675,1,0.0
igd10gndx7ii7uqf26eqs75p,4,3,51,2,1,2,pd,0.0,1.0,14.916,1,0.0
igd10gndx7ii7uqf26eqs75p,5,3,13,3,1,3,md,0.0,1.0,20.868,1,0.0
igd10gndx7ii7uqf26eqs75p,6,3,37,3,2,2,md,0.0,1.0,27.052,1,0.0
igd10gndx7ii7uqf26eqs75p,7,3,12,4,2,1,pd,2.0,0.0,25.484,1,0.0
igd10gndx7ii7uqf26eqs75p,8,3,62,3,1,1,md,0.0,1.0,7.332,1,0.0
igd10gndx7ii7uqf26eqs75p,9,3,60,4,2,1,pd,0.0,1.0,27.364,1,0.0
igd10gndx7ii7uqf26eqs75p,10,3,53,4,1,1,md,0.0,1.0,18.02,1,0.0
igd10gndx7ii7uqf26eqs75p,11,3,67,5,2,2,pd,0.0,1.0,10.06,1,0.0
igd10gndx7ii7uqf26eqs75p,12,3,80,4,1,1,pd,0.0,1.0,5.332,1,0.0
igd10gndx7ii7uqf26eqs75p,13,3,36,6,1,2,md,0.0,1.0,25.461,1,0.0
igd10gndx7ii7uqf26eqs75p,14,3,64,6,2,2,md,3.0,0.0,29.837,1,0.0
igd10gndx7ii7uqf26eqs75p,15,3,29,7,1,1,md,0.0,1.0,24.284,1,0.0
igd10gndx7ii7uqf26eqs75p,16,3,35,8,2,3,pd,0.0,1.0,19.972,1,0.0
ihv314u02k2ztuwsk0zxbuuq,1,3,19,2,3,1,md,1.0,0.0,6.114,1,0.0
ihv314u02k2ztuwsk0zxbuuq,2,3,25,2,3,1,md,0.0,1.0,7.444,1,0.0
ihv314u02k2ztuwsk0zxbuuq,3,3,71,2,3,2,pd,0.0,1.0,7.534,1,0.0
ihv314u02k2ztuwsk0zxbuuq,4,3,50,2,3,2,md,0.0,1.0,9.124,1,0.0
ihv314u02k2ztuwsk0zxbuuq,5,3,37,3,3,1,pd,3.0,0.0,19.609,1,0.0
ihv314u02k2ztuwsk0zxbuuq,6,3,13,3,3,1,pd,1.0,0.0,20.901,1,0.0
ihv314u02k2ztuwsk0zxbuuq,7,3,58,3,3,1,md,0.0,1.0,15.18,1,0.0
ihv314u02k2ztuwsk0zxbuuq,8,3,16,4,3,1,pd,0.0,1.0,8.948,1,0.0
ihv314u02k2ztuwsk0zxbuuq,9,3,72,4,3,3,pd,3.0,0.0,28.178,1,0.0
ihv314u02k2ztuwsk0zxbuuq,10,3,23,4,3,2,pd,0.0,1.0,14.108,1,0.0
ihv314u02k2ztuwsk0zxbuuq,11,3,67,5,3,1,pd,0.0,1.0,17.389,1,0.0
ihv314u02k2ztuwsk0zxbuuq,12,3,52,5,3,1,md,0.0,1.0,13.511,1,0.0
ihv314u02k2ztuwsk0zxbuuq,13,3,46,6,3,1,pd,0.0,1.0,12.73,1,0.0
ihv314u02k2ztuwsk0zxbuuq,14,3,55,6,3,1,md,0.0,1.0,27.45,1,0.0
ihv314u02k2ztuwsk0zxbuuq,15,3,24,7,3,3,md,,,,1,0.0
ihv314u02k2ztuwsk0zxbuuq,16,3,78,7,3,3,md,3.0,0.0,22.945,1,0.0
ilswa1taczugh1qrxzb99kh8,1,3,39,2,2,1,pd,0.0,1.0,6.171,1,0.0
ilswa1taczugh1qrxzb99kh8,2,3,20,2,1,1,md,0.0,1.0,13.262,1,0.0
ilswa1taczugh1qrxzb99kh8,3,3,49,2,1,3,md,0.0,1.0,6.884,1,0.0
ilswa1taczugh1qrxzb99kh8,4,3,71,2,2,3,pd,2.0,0.0,5.143,1,0.0
ilswa1taczugh1qrxzb99kh8,5,3,11,3,1,1,md,0.0,1.0,11.972,1,0.0
ilswa1taczugh1qrxzb99kh8,6,3,31,3,2,2,pd,0.0,1.0,18.31,1,0.0
ilswa1taczugh1qrxzb99kh8,7,3,17,4,2,3,pd,1.0,0.0,20.853,1,0.0
ilswa1taczugh1qrxzb99kh8,8,3,62,3,1,1,md,0.0,1.0,8.536,1,0.0
ilswa1taczugh1qrxzb99kh8,9,3,60,4,2,1,pd,0.0,1.0,15.223,1,0.0
ilswa1taczugh1qrxzb99kh8,10,3,40,4,1,3,md,2.0,0.0,14.071,1,0.0
ilswa1taczugh1qrxzb99kh8,11,3,26,5,1,1,md,1.0,0.0,22.303,1,0.0
ilswa1taczugh1qrxzb99kh8,12,3,59,5,2,3,pd,2.0,0.0,24.207,1,0.0
ilswa1taczugh1qrxzb99kh8,13,3,36,6,1,2,md,3.0,0.0,25.826,1,0.0
ilswa1taczugh1qrxzb99kh8,14,3,64,6,2,2,pd,0.0,1.0,8.712,1,0.0
ilswa1taczugh1qrxzb99kh8,15,3,21,7,1,2,md,2.0,0.0,16.551,1,0.0
ilswa1taczugh1qrxzb99kh8,16,3,66,8,2,1,pd,0.0,1.0,6.085,1,0.0
imegfwha91w2z3pyrtyxx2p0,1,3,20,2,3,2,pd,1.0,0.0,28.115,1,0.0
imegfwha91w2z3pyrtyxx2p0,2,3,25,2,3,1,md,0.0,1.0,19.809,1,0.0
imegfwha91w2z3pyrtyxx2p0,3,3,61,2,3,1,md,2.0,0.0,26.548,1,0.0
imegfwha91w2z3pyrtyxx2p0,4,3,10,3,3,1,pd,0.0,1.0,23.708,1,0.0
imegfwha91w2z3pyrtyxx2p0,5,3,15,3,3,3,md,0.0,1.0,24.812,1,0.0
imegfwha91w2z3pyrtyxx2p0,6,3,34,3,3,1,pd,1.0,0.0,22.947,1,0.0
imegfwha91w2z3pyrtyxx2p0,7,3,17,4,3,2,md,2.0,0.0,28.405,1,0.0
imegfwha91w2z3pyrtyxx2p0,8,3,62,3,3,2,md,0.0,1.0,22.839,1,0.0
imegfwha91w2z3pyrtyxx2p0,9,3,79,4,3,1,pd,1.0,0.0,28.801,1,0.0
imegfwha91w2z3pyrtyxx2p0,10,3,53,4,3,2,pd,2.0,0.0,14.906,1,0.0
imegfwha91w2z3pyrtyxx2p0,11,3,63,5,3,3,pd,0.0,1.0,20.181,1,0.0
imegfwha91w2z3pyrtyxx2p0,12,3,52,5,3,1,pd,0.0,1.0,21.897,1,0.0
imegfwha91w2z3pyrtyxx2p0,13,3,36,6,3,3,pd,0.0,1.0,28.032,1,0.0
imegfwha91w2z3pyrtyxx2p0,14,3,64,6,3,1,md,3.0,0.0,27.629,1,0.0
imegfwha91w2z3pyrtyxx2p0,15,3,24,7,3,3,md,0.0,1.0,23.329,1,0.0
imegfwha91w2z3pyrtyxx2p0,16,3,66,8,3,3,md,0.0,1.0,25.531,1,0.0
io6ih8gdu16ravkom65428yy,1,3,22,2,1,3,md,0.0,1.0,9.38,1,0.0
io6ih8gdu16ravkom65428yy,2,3,28,2,2,2,pd,0.0,1.0,15.491,1,0.0
io6ih8gdu16ravkom65428yy,3,3,10,3,2,2,pd,0.0,1.0,25.632,1,0.0
io6ih8gdu16ravkom65428yy,4,3,49,2,1,3,md,0.0,1.0,8.197,1,0.0
io6ih8gdu16ravkom65428yy,5,3,27,3,2,1,pd,0.0,1.0,9.331,1,0.0
io6ih8gdu16ravkom65428yy,6,3,13,3,1,3,md,2.0,0.0,17.449,1,0.0
io6ih8gdu16ravkom65428yy,7,3,17,4,2,3,pd,0.0,1.0,14.072,1,0.0
io6ih8gdu16ravkom65428yy,8,3,62,3,1,1,md,0.0,1.0,14.573,1,0.0
io6ih8gdu16ravkom65428yy,9,3,73,4,2,2,pd,0.0,1.0,25.555,1,0.0
io6ih8gdu16ravkom65428yy,10,3,53,4,1,1,md,0.0,1.0,14.743,1,0.0
io6ih8gdu16ravkom65428yy,11,3,52,5,1,3,md,1.0,0.0,12.288,1,0.0
io6ih8gdu16ravkom65428yy,12,3,67,5,2,2,pd,0.0,1.0,13.726,1,0.0
io6ih8gdu16ravkom65428yy,13,3,76,5,1,3,md,2.0,0.0,12.264,1,0.0
io6ih8gdu16ravkom65428yy,14,3,64,6,2,2,pd,0.0,1.0,23.925,1,0.0
io6ih8gdu16ravkom65428yy,15,3,66,8,2,1,pd,0.0,1.0,18.508,1,0.0
io6ih8gdu16ravkom65428yy,16,3,21,7,1,2,md,3.0,0.0,26.391,1,0.0
iomh78i7h6nh2v0kb54gdbux,1,3,6,2,2,1,pd,0.0,1.0,9.136,1,0.0
iomh78i7h6nh2v0kb54gdbux,2,3,47,2,1,1,md,0.0,1.0,27.051,1,0.0
iomh78i7h6nh2v0kb54gdbux,3,3,49,2,2,2,md,0.0,1.0,14.799,1,0.0
iomh78i7h6nh2v0kb54gdbux,4,3,65,2,1,1,md,0.0,1.0,16.572,1,0.0
iomh78i7h6nh2v0kb54gdbux,5,3,13,3,2,2,pd,3.0,0.0,27.758,1,0.0
iomh78i7h6nh2v0kb54gdbux,6,3,37,3,1,3,pd,0.0,1.0,27.187,1,0.0
iomh78i7h6nh2v0kb54gdbux,7,3,56,3,2,3,pd,0.0,1.0,21.318,1,0.0
iomh78i7h6nh2v0kb54gdbux,8,3,17,4,1,1,pd,1.0,0.0,29.523,1,0.0
iomh78i7h6nh2v0kb54gdbux,9,3,23,4,2,3,pd,0.0,1.0,17.58,1,0.0
iomh78i7h6nh2v0kb54gdbux,10,3,72,4,1,2,md,0.0,1.0,25.662,1,0.0
iomh78i7h6nh2v0kb54gdbux,11,3,63,5,1,2,pd,0.0,1.0,24.074,1,0.0
iomh78i7h6nh2v0kb54gdbux,12,3,26,5,2,3,md,,,,1,0.0
iomh78i7h6nh2v0kb54gdbux,13,3,54,6,1,2,pd,2.0,0.0,29.32,1,0.0
iomh78i7h6nh2v0kb54gdbux,14,3,44,6,2,3,md,3.0,0.0,29.964,1,0.0
iomh78i7h6nh2v0kb54gdbux,15,3,29,7,2,3,pd,0.0,1.0,28.885,1,0.0
iomh78i7h6nh2v0kb54gdbux,16,3,78,7,1,2,pd,1.0,0.0,18.406,1,0.0
iqiu17nsh7x9nps1kegka46e,1,3,20,2,1,1,pd,0.0,1.0,16.423,1,0.0
iqiu17nsh7x9nps1kegka46e,2,3,28,2,2,2,md,1.0,0.0,27.912,1,0.0
iqiu17nsh7x9nps1kegka46e,3,3,70,2,2,2,md,0.0,1.0,13.465,1,0.0
iqiu17nsh7x9nps1kegka46e,4,3,61,2,1,3,pd,0.0,1.0,22.141,1,0.0
iqiu17nsh7x9nps1kegka46e,5,3,34,3,2,2,md,1.0,0.0,16.897,1,0.0
iqiu17nsh7x9nps1kegka46e,6,3,15,3,1,2,pd,0.0,1.0,20.19,1,0.0
iqiu17nsh7x9nps1kegka46e,7,3,17,4,2,3,md,3.0,0.0,18.204,1,0.0
iqiu17nsh7x9nps1kegka46e,8,3,58,3,1,3,pd,0.0,1.0,20.094,1,0.0
iqiu17nsh7x9nps1kegka46e,9,3,23,4,1,1,pd,0.0,1.0,12.73,1,0.0
iqiu17nsh7x9nps1kegka46e,10,3,72,4,2,1,md,1.0,0.0,27.433,1,0.0
iqiu17nsh7x9nps1kegka46e,11,3,14,5,1,1,pd,0.0,1.0,25.206,1,0.0
iqiu17nsh7x9nps1kegka46e,12,3,67,5,2,2,md,2.0,0.0,23.736,1,0.0
iqiu17nsh7x9nps1kegka46e,13,3,75,6,2,1,md,2.0,0.0,15.533,1,0.0
iqiu17nsh7x9nps1kegka46e,14,3,44,6,1,1,pd,3.0,0.0,14.348,1,0.0
iqiu17nsh7x9nps1kegka46e,15,3,78,7,2,1,md,3.0,0.0,16.723,1,0.0
iqiu17nsh7x9nps1kegka46e,16,3,21,7,1,2,pd,0.0,1.0,9.587,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,1,3,6,2,2,1,md,3.0,0.0,5.911,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,2,3,47,2,1,1,pd,0.0,1.0,4.338,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,3,3,71,2,1,1,pd,0.0,1.0,7.335,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,4,3,50,2,2,3,md,0.0,1.0,8.518,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,5,3,27,3,1,2,pd,0.0,1.0,12.756,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,6,3,18,3,2,1,md,1.0,0.0,24.74,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,7,3,17,4,1,1,pd,0.0,1.0,11.796,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,8,3,69,3,2,1,md,0.0,1.0,13.268,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,9,3,53,4,2,3,md,3.0,0.0,26.315,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,10,3,79,4,1,3,pd,0.0,1.0,13.764,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,11,3,63,5,1,2,pd,0.0,1.0,6.848,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,12,3,52,5,2,2,md,0.0,1.0,11.772,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,13,3,36,6,2,1,md,0.0,1.0,25.683,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,14,3,64,6,1,3,pd,3.0,0.0,13.071,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,15,3,78,7,1,2,pd,0.0,1.0,14.992,1,0.0
iqzqc9sjiflfd8lbbtyq6hsu,16,3,21,7,2,1,md,3.0,0.0,17.245,1,0.0
irnft15fp2p3fhf7d5f3agze,1,3,19,2,2,2,pd,0.0,1.0,19.46,1,0.0
irnft15fp2p3fhf7d5f3agze,2,3,39,2,1,2,md,0.0,1.0,24.798,1,0.0
irnft15fp2p3fhf7d5f3agze,3,3,51,2,2,1,pd,1.0,0.0,27.128,1,0.0
irnft15fp2p3fhf7d5f3agze,4,3,10,3,1,3,md,1.0,0.0,27.953,1,0.0
irnft15fp2p3fhf7d5f3agze,5,3,27,3,1,2,md,1.0,0.0,27.204,1,0.0
irnft15fp2p3fhf7d5f3agze,6,3,18,3,2,1,pd,2.0,0.0,28.589,1,0.0
irnft15fp2p3fhf7d5f3agze,7,3,58,3,2,2,pd,0.0,1.0,17.929,1,0.0
irnft15fp2p3fhf7d5f3agze,8,3,16,4,1,3,md,1.0,0.0,25.574,1,0.0
irnft15fp2p3fhf7d5f3agze,9,3,60,4,1,2,md,2.0,0.0,28.163,1,0.0
irnft15fp2p3fhf7d5f3agze,10,3,53,4,2,3,pd,0.0,1.0,22.764,1,0.0
irnft15fp2p3fhf7d5f3agze,11,3,59,5,1,1,md,0.0,1.0,28.881,1,0.0
irnft15fp2p3fhf7d5f3agze,12,3,52,5,2,2,pd,0.0,1.0,16.99,1,0.0
irnft15fp2p3fhf7d5f3agze,13,3,76,5,2,2,pd,0.0,1.0,10.706,1,0.0
irnft15fp2p3fhf7d5f3agze,14,3,75,6,1,2,md,0.0,1.0,28.728,1,0.0
irnft15fp2p3fhf7d5f3agze,15,3,35,8,1,1,md,2.0,0.0,29.322,1,0.0
irnft15fp2p3fhf7d5f3agze,16,3,30,7,2,1,pd,2.0,0.0,12.871,1,0.0
isshwe8oj9kgfn4iy6bp29ec,1,3,19,2,2,2,pd,0.0,1.0,20.113,1,0.0
isshwe8oj9kgfn4iy6bp29ec,2,3,25,2,1,3,md,0.0,1.0,12.405,1,0.0
isshwe8oj9kgfn4iy6bp29ec,3,3,50,2,2,3,md,0.0,1.0,22.063,1,0.0
isshwe8oj9kgfn4iy6bp29ec,4,3,71,2,1,1,md,0.0,1.0,5.606,1,0.0
isshwe8oj9kgfn4iy6bp29ec,5,3,37,3,1,3,md,0.0,1.0,22.136,1,0.0
isshwe8oj9kgfn4iy6bp29ec,6,3,18,3,2,1,pd,,,,1,0.0
isshwe8oj9kgfn4iy6bp29ec,7,3,17,4,1,1,pd,0.0,1.0,20.879,1,0.0
isshwe8oj9kgfn4iy6bp29ec,8,3,58,3,2,2,md,0.0,1.0,17.35,1,0.0
isshwe8oj9kgfn4iy6bp29ec,9,3,72,4,1,2,md,0.0,1.0,26.36,1,0.0
isshwe8oj9kgfn4iy6bp29ec,10,3,53,4,2,3,md,1.0,0.0,28.631,1,0.0
isshwe8oj9kgfn4iy6bp29ec,11,3,74,5,1,1,md,0.0,1.0,24.903,1,0.0
isshwe8oj9kgfn4iy6bp29ec,12,3,52,5,2,2,pd,0.0,1.0,21.68,1,0.0
isshwe8oj9kgfn4iy6bp29ec,13,3,54,6,1,2,md,3.0,0.0,18.999,1,0.0
isshwe8oj9kgfn4iy6bp29ec,14,3,36,6,2,1,pd,0.0,1.0,12.064,1,0.0
isshwe8oj9kgfn4iy6bp29ec,15,3,35,8,1,1,pd,3.0,0.0,4.096,1,0.0
isshwe8oj9kgfn4iy6bp29ec,16,3,29,7,2,3,pd,0.0,1.0,28.607,1,0.0
itwoh1xt80uqujvbmf2eyeak,1,3,28,2,3,1,pd,0.0,1.0,11.922,1,0.0
itwoh1xt80uqujvbmf2eyeak,2,3,6,2,3,3,md,3.0,0.0,9.018,1,0.0
itwoh1xt80uqujvbmf2eyeak,3,3,65,2,2,3,md,1.0,0.0,13.288,1,0.0
itwoh1xt80uqujvbmf2eyeak,4,3,51,2,3,3,md,0.0,1.0,10.483,1,0.0
itwoh1xt80uqujvbmf2eyeak,5,3,31,3,1,3,pd,1.0,0.0,22.467,1,0.0
itwoh1xt80uqujvbmf2eyeak,6,3,13,3,1,3,md,0.0,1.0,12.751,1,0.0
itwoh1xt80uqujvbmf2eyeak,7,3,56,3,1,1,md,0.0,1.0,12.886,1,0.0
itwoh1xt80uqujvbmf2eyeak,8,3,16,4,3,1,md,0.0,1.0,10.822,1,0.0
itwoh1xt80uqujvbmf2eyeak,9,3,42,4,2,1,md,2.0,0.0,12.707,1,0.0
itwoh1xt80uqujvbmf2eyeak,10,3,79,4,2,2,md,3.0,0.0,14.005,1,0.0
itwoh1xt80uqujvbmf2eyeak,11,3,52,5,1,3,pd,0.0,1.0,11.85,1,0.0
itwoh1xt80uqujvbmf2eyeak,12,3,74,5,2,3,pd,1.0,0.0,14.799,1,0.0
itwoh1xt80uqujvbmf2eyeak,13,3,54,6,3,3,pd,2.0,0.0,7.932,1,0.0
itwoh1xt80uqujvbmf2eyeak,14,3,36,6,1,2,pd,0.0,1.0,13.299,1,0.0
itwoh1xt80uqujvbmf2eyeak,15,3,66,8,2,1,pd,1.0,0.0,7.087,1,0.0
itwoh1xt80uqujvbmf2eyeak,16,3,30,7,1,2,pd,0.0,1.0,11.313,1,0.0
iu4cqvn7tlf7imxgga33wlcl,1,3,6,2,1,2,pd,0.0,1.0,8.67,1,0.0
iu4cqvn7tlf7imxgga33wlcl,2,3,39,2,2,1,pd,0.0,1.0,23.322,1,0.0
iu4cqvn7tlf7imxgga33wlcl,3,3,70,2,3,1,md,0.0,1.0,11.038,1,0.0
iu4cqvn7tlf7imxgga33wlcl,4,3,61,2,1,3,pd,0.0,1.0,18.428,1,0.0
iu4cqvn7tlf7imxgga33wlcl,5,3,37,3,3,1,md,1.0,0.0,28.941,1,0.0
iu4cqvn7tlf7imxgga33wlcl,6,3,15,3,3,3,pd,0.0,1.0,24.014,1,0.0
iu4cqvn7tlf7imxgga33wlcl,7,3,16,4,3,1,md,0.0,1.0,11.386,1,0.0
iu4cqvn7tlf7imxgga33wlcl,8,3,62,3,2,3,pd,0.0,1.0,12.211,1,0.0
iu4cqvn7tlf7imxgga33wlcl,9,3,53,4,2,3,pd,1.0,0.0,28.496,1,0.0
iu4cqvn7tlf7imxgga33wlcl,10,3,73,4,3,1,md,0.0,1.0,16.381,1,0.0
iu4cqvn7tlf7imxgga33wlcl,11,3,63,5,1,2,pd,2.0,0.0,29.235,1,0.0
iu4cqvn7tlf7imxgga33wlcl,12,3,80,4,1,1,pd,0.0,1.0,16.469,1,0.0
iu4cqvn7tlf7imxgga33wlcl,13,3,76,5,2,2,pd,0.0,1.0,19.912,1,0.0
iu4cqvn7tlf7imxgga33wlcl,14,3,75,6,3,3,pd,0.0,1.0,25.156,1,0.0
iu4cqvn7tlf7imxgga33wlcl,15,3,35,8,3,2,pd,0.0,1.0,16.668,1,0.0
iu4cqvn7tlf7imxgga33wlcl,16,3,29,7,1,1,pd,0.0,1.0,11.088,1,0.0
iutic4e6kp6tew1sk6fnf0qx,1,3,47,2,1,1,md,3.0,0.0,4.961,1,0.0
iutic4e6kp6tew1sk6fnf0qx,2,3,22,2,2,2,md,3.0,0.0,7.01,1,0.0
iutic4e6kp6tew1sk6fnf0qx,3,3,61,2,2,2,pd,2.0,0.0,4.468,1,0.0
iutic4e6kp6tew1sk6fnf0qx,4,3,65,2,1,1,pd,1.0,0.0,4.232,1,0.0
iutic4e6kp6tew1sk6fnf0qx,5,3,27,3,1,2,md,2.0,0.0,4.822,1,0.0
iutic4e6kp6tew1sk6fnf0qx,6,3,15,3,2,1,md,3.0,0.0,2.363,1,0.0
iutic4e6kp6tew1sk6fnf0qx,7,3,56,3,2,3,pd,1.0,0.0,3.767,1,0.0
iutic4e6kp6tew1sk6fnf0qx,8,3,16,4,1,3,pd,2.0,0.0,3.352,1,0.0
iutic4e6kp6tew1sk6fnf0qx,9,3,53,4,2,3,pd,2.0,0.0,5.004,1,0.0
iutic4e6kp6tew1sk6fnf0qx,10,3,79,4,1,3,pd,3.0,0.0,4.987,1,0.0
iutic4e6kp6tew1sk6fnf0qx,11,3,59,5,1,1,md,2.0,0.0,5.496,1,0.0
iutic4e6kp6tew1sk6fnf0qx,12,3,14,5,2,3,md,2.0,0.0,3.081,1,0.0
iutic4e6kp6tew1sk6fnf0qx,13,3,64,6,1,3,pd,0.0,1.0,3.837,1,0.0
iutic4e6kp6tew1sk6fnf0qx,14,3,44,6,2,3,pd,3.0,0.0,2.383,1,0.0
iutic4e6kp6tew1sk6fnf0qx,15,3,29,7,2,3,md,2.0,0.0,3.157,1,0.0
iutic4e6kp6tew1sk6fnf0qx,16,3,66,8,1,2,pd,3.0,0.0,6.26,1,0.0
ivya1n2y7lxbs7cvzz2fg763,1,3,25,2,2,2,pd,0.0,1.0,19.33,1,0.0
ivya1n2y7lxbs7cvzz2fg763,2,3,20,2,1,1,pd,0.0,1.0,17.49,1,0.0
ivya1n2y7lxbs7cvzz2fg763,3,3,70,2,2,2,pd,0.0,1.0,6.75,1,0.0
ivya1n2y7lxbs7cvzz2fg763,4,3,49,2,1,3,md,0.0,1.0,22.377,1,0.0
ivya1n2y7lxbs7cvzz2fg763,5,3,18,3,1,2,pd,0.0,1.0,15.523,1,0.0
ivya1n2y7lxbs7cvzz2fg763,6,3,31,3,2,2,pd,0.0,1.0,25.693,1,0.0
ivya1n2y7lxbs7cvzz2fg763,7,3,77,3,2,3,md,2.0,0.0,25.315,1,0.0
ivya1n2y7lxbs7cvzz2fg763,8,3,69,3,1,2,md,0.0,1.0,22.361,1,0.0
ivya1n2y7lxbs7cvzz2fg763,9,3,42,4,1,2,md,0.0,1.0,28.337,1,0.0
ivya1n2y7lxbs7cvzz2fg763,10,3,72,4,2,1,pd,0.0,1.0,14.047,1,0.0
ivya1n2y7lxbs7cvzz2fg763,11,3,74,5,2,3,md,0.0,1.0,26.764,1,0.0
ivya1n2y7lxbs7cvzz2fg763,12,3,26,5,1,1,md,1.0,0.0,26.157,1,0.0
ivya1n2y7lxbs7cvzz2fg763,13,3,36,6,1,2,pd,0.0,1.0,12.395,1,0.0
ivya1n2y7lxbs7cvzz2fg763,14,3,54,6,2,1,md,3.0,0.0,26.076,1,0.0
ivya1n2y7lxbs7cvzz2fg763,15,3,24,7,1,2,md,1.0,0.0,27.893,1,0.0
ivya1n2y7lxbs7cvzz2fg763,16,3,78,7,2,1,md,0.0,1.0,14.642,1,0.0
iwjenztubpybq8epo459irnu,1,3,22,2,1,3,md,0.0,1.0,10.685,1,0.0
iwjenztubpybq8epo459irnu,2,3,25,2,2,2,md,0.0,1.0,12.209,1,0.0
iwjenztubpybq8epo459irnu,3,3,71,2,2,3,md,0.0,1.0,8.987,1,0.0
iwjenztubpybq8epo459irnu,4,3,49,2,1,3,md,0.0,1.0,19.591,1,0.0
iwjenztubpybq8epo459irnu,5,3,15,3,1,2,md,0.0,1.0,17.099,1,0.0
iwjenztubpybq8epo459irnu,6,3,37,3,2,2,md,0.0,1.0,23.927,1,0.0
iwjenztubpybq8epo459irnu,7,3,77,3,2,3,pd,0.0,1.0,6.73,1,0.0
iwjenztubpybq8epo459irnu,8,3,58,3,1,3,md,1.0,0.0,10.719,1,0.0
iwjenztubpybq8epo459irnu,9,3,60,4,2,1,pd,0.0,1.0,22.02,1,0.0
iwjenztubpybq8epo459irnu,10,3,42,4,1,2,pd,0.0,1.0,12.188,1,0.0
iwjenztubpybq8epo459irnu,11,3,67,5,2,2,pd,0.0,1.0,9.165,1,0.0
iwjenztubpybq8epo459irnu,12,3,80,4,1,1,md,0.0,1.0,18.346,1,0.0
iwjenztubpybq8epo459irnu,13,3,54,6,2,1,pd,0.0,1.0,14.665,1,0.0
iwjenztubpybq8epo459irnu,14,3,44,6,1,1,pd,0.0,1.0,29.37,1,0.0
iwjenztubpybq8epo459irnu,15,3,45,7,2,1,md,0.0,1.0,18.917,1,0.0
