name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1]	-0.342	0.00316	0.499	-1.17	-0.343	0.482	25017.0	63.6	1.0
theta[2]	1.0	0.00371	0.582	0.081	0.977	2.0	24563.0	62.4	1.0
theta[3]	-0.383	0.00315	0.501	-1.19	-0.387	0.445	25195.0	64.0	1.0
theta[4]	0.88	0.00355	0.539	0.013	0.87	1.78	23038.0	58.5	1.0
theta[5]	0.408	0.00334	0.536	-0.463	0.4	1.3	25760.0	65.4	1.0
theta[6]	-0.197	0.0033	0.517	-1.05	-0.197	0.661	24624.0	62.6	1.0
theta[7]	-0.0491	0.00319	0.491	-0.855	-0.0621	0.783	23611.0	60.0	1.0
theta[8]	1.34	0.00386	0.6	0.383	1.31	2.36	24181.0	61.4	1.0
theta[9]	0.746	0.00354	0.539	-0.107	0.729	1.65	23136.0	58.8	1.0
theta[10]	-1.43	0.00335	0.509	-2.27	-1.43	-0.584	23160.0	58.8	1.0
theta[11]	-0.322	0.00304	0.479	-1.1	-0.323	0.461	24814.0	63.0	1.0
theta[12]	-0.753	0.00299	0.483	-1.56	-0.744	0.0324	26004.0	66.1	1.0
theta[13]	-0.178	0.00323	0.509	-1.01	-0.184	0.67	24898.0	63.3	1.0
theta[14]	-0.656	0.00303	0.481	-1.44	-0.656	0.138	25294.0	64.3	1.0
theta[15]	0.278	0.00329	0.526	-0.573	0.26	1.17	25571.0	65.0	1.0
theta[16]	-0.0997	0.00305	0.483	-0.883	-0.108	0.709	25080.0	63.7	1.0
theta[17]	0.514	0.00318	0.517	-0.315	0.501	1.39	26479.0	67.3	1.0
theta[18]	0.325	0.00336	0.528	-0.524	0.315	1.21	24725.0	62.8	1.0
theta[19]	0.377	0.00327	0.52	-0.477	0.375	1.24	25310.0	64.3	1.0
theta[20]	-0.193	0.00316	0.511	-1.02	-0.196	0.656	26129.0	66.4	1.0
theta[21]	-0.883	0.00321	0.494	-1.7	-0.885	-0.0666	23740.0	60.3	1.0
theta[22]	0.514	0.0036	0.563	-0.392	0.494	1.45	24405.0	62.0	1.0
theta[23]	-0.659	0.00306	0.487	-1.46	-0.658	0.13	25418.0	64.6	1.0
theta[24]	-0.238	0.00323	0.489	-1.03	-0.242	0.568	22980.0	58.4	1.0
theta[25]	0.725	0.00339	0.555	-0.161	0.708	1.65	26734.0	67.9	1.0
theta[26]	-0.129	0.00314	0.504	-0.95	-0.14	0.71	25723.0	65.3	1.0
theta[27]	-0.449	0.00322	0.481	-1.24	-0.447	0.348	22391.0	56.9	1.0
theta[28]	0.17	0.00332	0.497	-0.629	0.173	0.981	22360.0	56.8	1.0
theta[29]	-1.24	0.00327	0.497	-2.07	-1.24	-0.435	23150.0	58.8	1.0
theta[30]	0.105	0.00324	0.516	-0.738	0.104	0.962	25408.0	64.6	1.0
theta[31]	-0.312	0.003	0.508	-1.14	-0.319	0.526	28755.0	73.1	1.0
theta[32]	0.0336	0.00324	0.495	-0.773	0.0261	0.862	23289.0	59.2	1.0
