subject,trial,item,dimension,test_form,distractor,choice,accuracy,y_hat,y_pred,pwaic_u,pwaic_c,louo,loco,k_u,k_c
01b653iwjusnxf359qk7596t,1,22,2,1,pd,0.0,1.0,0.757,0.7469861154395612,0.018545400510459713,0.09367742881628635,-0.310328077895063,-9.153744619416603,0.2256990399311185,0.17742663907960804
01b653iwjusnxf359qk7596t,2,28,2,2,md,0.0,1.0,0.6475,0.6553955431319745,0.032943299244717304,0.09367742881628635,-0.45558390100121926,-9.153744619416603,0.13491730169451788,0.17742663907960804
01b653iwjusnxf359qk7596t,3,70,2,2,md,0.0,1.0,0.8826,0.8829649724691706,0.004388850669952348,0.09367742881628635,-0.12886683612614824,-9.153744619416603,0.24513152372162372,0.17742663907960804
01b653iwjusnxf359qk7596t,4,51,2,1,pd,0.0,1.0,0.8149,0.809195066340236,0.011152812839902989,0.09367742881628635,-0.2229025666257165,-9.153744619416603,0.025558132249939844,0.17742663907960804
01b653iwjusnxf359qk7596t,5,11,3,1,pd,3.0,0.0,0.533,0.46339725831780004,0.07752782966331785,0.09367742881628635,-0.8469732802147707,-9.153744619416603,-0.012538879513166467,0.17742663907960804
01b653iwjusnxf359qk7596t,6,31,3,2,md,1.0,0.0,0.6461,0.36550698266181664,0.10828508266503224,0.09367742881628635,-1.1151380769642838,-9.153744619416603,0.11827067230122809,0.17742663907960804
01b653iwjusnxf359qk7596t,7,17,4,2,md,2.0,0.0,0.516,0.48396621804947954,0.07201378469561596,0.09367742881628635,-0.7980372883861264,-9.153744619416603,0.04112206617440052,0.17742663907960804
01b653iwjusnxf359qk7596t,8,62,3,1,pd,0.0,1.0,0.9204,0.9183881814627943,0.0024280766914847787,0.09367742881628635,-0.08756580756749344,-9.153744619416603,0.19412298680769818,0.17742663907960804
01b653iwjusnxf359qk7596t,9,42,4,1,pd,1.0,0.0,0.5054,0.5000195984448401,0.06812920733845797,0.09367742881628635,-0.761553463677302,-9.153744619416603,0.01074555310889445,0.17742663907960804
01b653iwjusnxf359qk7596t,10,60,4,2,md,0.0,1.0,0.496,0.49723730314682935,0.0666094114735628,0.09367742881628635,-0.7655797323437046,-9.153744619416603,0.12229370012910645,0.17742663907960804
01b653iwjusnxf359qk7596t,11,52,5,1,pd,0.0,1.0,0.4442,0.43817511975920487,0.0825043811512066,0.09367742881628635,-0.9079382549158357,-9.153744619416603,0.22282994799098427,0.17742663907960804
01b653iwjusnxf359qk7596t,12,63,5,2,md,3.0,0.0,0.3143,0.6826708941227929,0.02814433067441047,0.09367742881628635,-0.40999071477203053,-9.153744619416603,-0.009106704643285342,0.17742663907960804
01b653iwjusnxf359qk7596t,13,46,6,1,pd,0.0,1.0,0.4739,0.46960350948317553,0.07499237313832063,0.09367742881628635,-0.8311289898147454,-9.153744619416603,0.005822920917266,0.17742663907960804
01b653iwjusnxf359qk7596t,14,54,6,2,md,3.0,0.0,0.333,0.6627938018521902,0.031205759086089035,0.09367742881628635,-0.44260495932181776,-9.153744619416603,-0.019665520407284046,0.17742663907960804
01b653iwjusnxf359qk7596t,15,78,7,2,md,3.0,0.0,0.4144,0.5852045488342866,0.046797815334965055,0.09367742881628635,-0.5828181396371335,-9.153744619416603,0.08684926581115437,0.17742663907960804
01b653iwjusnxf359qk7596t,16,30,7,1,pd,0.0,1.0,0.6795,0.672286953773323,0.02908437928427283,0.09367742881628635,-0.4262523715733284,-9.153744619416603,0.09524232120273375,0.17742663907960804
0374obg53yvd969wid8t8a71,1,25,2,2,pd,0.0,1.0,0.9436,0.9453406998890641,0.0011880078285083368,0.11704920899364474,-0.05739849857046231,-8.037781604760655,0.04259931151521151,0.22362144939305445
0374obg53yvd969wid8t8a71,2,22,2,1,md,0.0,1.0,0.9124,0.9151231797936622,0.0027830305480790254,0.11704920899364474,-0.09148268291795425,-8.037781604760655,0.07561201754437569,0.22362144939305445
0374obg53yvd969wid8t8a71,3,71,2,2,pd,0.0,1.0,0.9305,0.9291285805772265,0.0019512209849810145,0.11704920899364474,-0.07546056150659197,-8.037781604760655,-0.03371061351874171,0.22362144939305445
