name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1]	-0.361	0.00295	0.489	-1.15	-0.366	0.442	27506.0	75.0	1.0
theta[2]	1.01	0.00393	0.574	0.0913	0.997	1.99	21341.0	58.2	1.0
theta[3]	-0.368	0.00313	0.494	-1.16	-0.377	0.457	24988.0	68.1	1.0
theta[4]	0.843	0.00335	0.531	-0.00372	0.831	1.73	25145.0	68.6	1.0
theta[5]	0.355	0.00344	0.527	-0.48	0.34	1.24	23469.0	64.0	1.0
theta[6]	-0.229	0.00311	0.505	-1.06	-0.238	0.62	26415.0	72.0	1.0
theta[7]	-0.0568	0.00336	0.49	-0.861	-0.0622	0.754	21195.0	57.8	1.0
theta[8]	1.34	0.00399	0.609	0.388	1.32	2.38	23318.0	63.6	1.0
theta[9]	0.682	0.00355	0.56	-0.217	0.667	1.63	24936.0	68.0	1.0
theta[10]	-1.36	0.00323	0.522	-2.22	-1.35	-0.514	26121.0	71.2	1.0
theta[11]	-0.323	0.00301	0.485	-1.11	-0.329	0.481	25861.0	70.5	1.0
theta[12]	-0.754	0.00296	0.474	-1.53	-0.749	0.0218	25686.0	70.0	1.0
theta[13]	-0.169	0.00301	0.48	-0.951	-0.168	0.625	25459.0	69.4	1.0
theta[14]	-0.562	0.00304	0.495	-1.38	-0.561	0.248	26571.0	72.4	1.0
theta[15]	0.282	0.00332	0.524	-0.549	0.266	1.15	24942.0	68.0	1.0
theta[16]	-0.0984	0.00308	0.493	-0.904	-0.1	0.72	25741.0	70.2	1.0
theta[17]	0.486	0.0034	0.513	-0.328	0.479	1.35	22793.0	62.1	1.0
theta[18]	0.268	0.00339	0.532	-0.591	0.258	1.16	24658.0	67.2	1.0
theta[19]	0.319	0.00318	0.511	-0.51	0.312	1.16	25762.0	70.2	1.0
theta[20]	-0.212	0.003	0.498	-1.02	-0.219	0.617	27529.0	75.1	1.0
theta[21]	-0.834	0.0032	0.482	-1.64	-0.829	-0.0488	22621.0	61.7	1.0
theta[22]	0.575	0.00381	0.556	-0.307	0.558	1.51	21291.0	58.0	1.0
theta[23]	-0.63	0.00314	0.487	-1.43	-0.632	0.173	24040.0	65.5	1.0
theta[24]	-0.272	0.00303	0.475	-1.05	-0.278	0.526	24587.0	67.0	1.0
theta[25]	0.705	0.00348	0.54	-0.149	0.687	1.62	24084.0	65.7	1.0
theta[26]	0.0167	0.00292	0.495	-0.785	0.0165	0.824	28744.0	78.4	1.0
theta[27]	-0.423	0.00295	0.484	-1.22	-0.42	0.364	26792.0	73.0	1.0
theta[28]	0.196	0.00324	0.517	-0.626	0.185	1.07	25458.0	69.4	1.0
theta[29]	-1.22	0.00318	0.493	-2.04	-1.21	-0.406	24127.0	65.8	1.0
theta[30]	0.191	0.00329	0.506	-0.633	0.185	1.03	23612.0	64.4	1.0
theta[31]	-0.297	0.00329	0.485	-1.09	-0.296	0.504	21668.0	59.1	1.0
theta[32]	0.0315	0.00321	0.49	-0.763	0.0239	0.851	23294.0	63.5	1.0
theta[33]	0.177	0.00315	0.505	-0.65	0.167	1.02	25733.0	70.2	1.0
