name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1]	-0.354	0.00305	0.503	-1.17	-0.352	0.468	27133.0	51.3	1.0
theta[2]	0.907	0.0036	0.584	-0.0288	0.889	1.9	26250.0	49.7	1.0
theta[3]	-0.384	0.00317	0.496	-1.19	-0.39	0.443	24519.0	46.4	1.0
theta[4]	0.872	0.00381	0.551	-0.0184	0.858	1.81	20941.0	39.6	1.0
theta[5]	0.451	0.00321	0.538	-0.408	0.441	1.33	28108.0	53.2	1.0
theta[6]	-0.254	0.00323	0.517	-1.1	-0.259	0.609	25707.0	48.6	1.0
theta[7]	-0.0128	0.00308	0.496	-0.811	-0.0202	0.809	25892.0	49.0	1.0
theta[8]	1.37	0.00392	0.62	0.371	1.35	2.44	25007.0	47.3	1.0
theta[9]	0.711	0.00345	0.539	-0.152	0.697	1.63	24419.0	46.2	1.0
theta[10]	-1.44	0.00326	0.507	-2.28	-1.44	-0.623	24234.0	45.9	1.0
theta[11]	-0.402	0.00324	0.473	-1.18	-0.405	0.402	21277.0	40.3	1.0
theta[12]	-0.712	0.00298	0.492	-1.52	-0.714	0.101	27209.0	51.5	1.0
theta[13]	-0.2	0.00313	0.515	-1.04	-0.204	0.661	26964.0	51.0	1.0
theta[14]	-0.629	0.00291	0.486	-1.42	-0.636	0.179	27948.0	52.9	1.0
theta[15]	0.212	0.00324	0.53	-0.633	0.198	1.11	26706.0	50.5	1.0
theta[16]	-0.105	0.00316	0.493	-0.905	-0.108	0.716	24399.0	46.2	1.0
theta[17]	0.568	0.00325	0.533	-0.285	0.555	1.47	26783.0	50.7	1.0
theta[18]	0.306	0.00349	0.553	-0.582	0.299	1.22	25111.0	47.5	1.0
theta[19]	0.381	0.00317	0.512	-0.446	0.373	1.23	26036.0	49.3	1.0
theta[20]	-0.171	0.00321	0.498	-0.995	-0.174	0.663	24161.0	45.7	1.0
theta[21]	-0.915	0.00303	0.474	-1.69	-0.918	-0.143	24521.0	46.4	1.0
theta[22]	0.593	0.00345	0.558	-0.302	0.577	1.54	26150.0	49.5	1.0
theta[23]	-0.661	0.00294	0.473	-1.43	-0.661	0.113	25935.0	49.1	1.0
theta[24]	-0.286	0.003	0.492	-1.09	-0.291	0.524	26859.0	50.8	1.0
theta[25]	0.707	0.00371	0.559	-0.195	0.69	1.65	22665.0	42.9	1.0
theta[26]	-0.0099	0.0032	0.514	-0.835	-0.0146	0.854	25776.0	48.8	1.0
theta[27]	-0.444	0.00299	0.475	-1.22	-0.447	0.337	25265.0	47.8	1.0
theta[28]	0.155	0.00325	0.505	-0.666	0.155	0.988	24145.0	45.7	1.0
theta[29]	-1.32	0.00324	0.496	-2.13	-1.31	-0.522	23412.0	44.3	1.0
theta[30]	0.15	0.0033	0.524	-0.693	0.143	1.03	25185.0	47.7	1.0
theta[31]	-0.344	0.00322	0.513	-1.19	-0.349	0.501	25380.0	48.0	1.0
theta[32]	-0.0297	0.00299	0.488	-0.812	-0.0335	0.774	26607.0	50.3	1.0
