subject,trial,item,dimension,test_form,shape_set,distractor,choice,accuracy,y_hat,y_pred,pwaic_u,pwaic_c,louo,loco,k_u,k_c
01b653iwjusnxf359qk7596t,14,54,6,2,1,0,3.0,0.0,0.3173,0.6777926523981935,0.03649452025027528,0.1828965877739882,-0.42558899779902504,-8.839492533141126,0.09294625863686115,0.0648949769624321
01b653iwjusnxf359qk7596t,15,78,7,2,1,0,3.0,0.0,0.4067,0.5839141064305701,0.055711445731104835,0.1828965877739882,-0.5940009446149066,-8.839492533141126,0.1422930360448872,0.0648949769624321
01b653iwjusnxf359qk7596t,16,30,7,1,2,1,0.0,1.0,0.7339,0.7352384219749779,0.023316728425459492,0.1828965877739882,-0.3309553527883864,-8.839492533141126,-0.08520044887211035,0.0648949769624321
0374obg53yvd969wid8t8a71,1,25,2,2,2,1,0.0,1.0,0.9576,0.9603702693602622,0.0008210128229713658,0.1809491510857302,-0.041257801124180205,-7.748404358117469,0.11152054041984896,0.2802930551711381
0374obg53yvd969wid8t8a71,2,22,2,1,3,0,0.0,1.0,0.8378,0.8421829472514298,0.010340725134071175,0.1809491510857302,-0.18211918740887434,-7.748404358117469,0.04393251216723834,0.2802930551711381
0374obg53yvd969wid8t8a71,3,71,2,2,3,1,0.0,1.0,0.9002,0.8994150527976291,0.004416598734501568,0.1809491510857302,-0.11043268821309837,-7.748404358117469,-0.048508436781171296,0.2802930551711381
0374obg53yvd969wid8t8a71,4,49,2,1,3,0,0.0,1.0,0.9321,0.9357657127020582,0.001889730806202049,0.1809491510857302,-0.06828106688104363,-7.748404358117469,0.05311403027044496,0.2802930551711381
0374obg53yvd969wid8t8a71,6,34,3,2,2,1,0.0,1.0,0.8945,0.8956333466294223,0.004941636347991043,0.1809491510857302,-0.11517440380134225,-7.748404358117469,0.1271418826666894,0.2802930551711381
0374obg53yvd969wid8t8a71,7,77,3,2,3,1,2.0,0.0,0.9068,0.08635806576012482,0.35410700945491974,0.1809491510857302,-2.8040817221920697,-7.748404358117469,0.10485026357409931,0.2802930551711381
0374obg53yvd969wid8t8a71,8,58,3,1,3,0,0.0,1.0,0.7841,0.7807147140986215,0.01992500219565911,0.1809491510857302,-0.2675441352399961,-7.748404358117469,0.10824259993089902,0.2802930551711381
0374obg53yvd969wid8t8a71,9,79,4,2,2,1,0.0,1.0,0.7874,0.7930460562296388,0.017390235336257182,0.1809491510857302,-0.24932118670550985,-7.748404358117469,0.02997721108440139,0.2802930551711381
0374obg53yvd969wid8t8a71,10,40,4,1,3,0,0.0,1.0,0.6915,0.6992596798075227,0.03551754325729634,0.1809491510857302,-0.3933919313341061,-7.748404358117469,0.1305654066983501,0.2802930551711381
0374obg53yvd969wid8t8a71,11,14,5,1,1,0,0.0,1.0,0.7168,0.7179345220926759,0.0318513540689353,0.1809491510857302,-0.36333171570908007,-7.748404358117469,0.0010144213339948107,0.2802930551711381
0374obg53yvd969wid8t8a71,12,63,5,2,1,1,0.0,1.0,0.746,0.7497433838909472,0.0249674351159307,0.1809491510857302,-0.3130792680798997,-7.748404358117469,0.015687493889347922,0.2802930551711381
0374obg53yvd969wid8t8a71,13,54,6,2,1,1,0.0,1.0,0.8223,0.8207298521702049,0.012912197184873889,0.1809491510857302,-0.21050109676968098,-7.748404358117469,-0.004517576332210862,0.2802930551711381
0374obg53yvd969wid8t8a71,14,44,6,1,1,0,0.0,1.0,0.5814,0.5779160317781814,0.07184710490457405,0.1809491510857302,-0.6205961035150533,-7.748404358117469,0.13853105615447317,0.2802930551711381
0374obg53yvd969wid8t8a71,15,35,8,2,3,1,0.0,1.0,0.7115,0.7132266751632602,0.03295940557006349,0.1809491510857302,-0.3710326178492398,-7.748404358117469,0.0388469034010471,0.2802930551711381
0374obg53yvd969wid8t8a71,16,29,7,1,1,0,1.0,0.0,0.7938,0.20656168851158035,0.2589777955046341,0.1809491510857302,-1.8376589813741386,-7.748404358117469,0.06777483129305527,0.2802930551711381
03i65ytrhnqf85c2lvnzb2ov,1,28,2,1,3,0,1.0,0.0,0.5204,0.4744756964238466,0.09226724506937538,0.2397896218817322,-0.8384941985570347,-9.589229767131723,0.15694509521844507,0.2335795015790132
03i65ytrhnqf85c2lvnzb2ov,2,20,2,2,3,1,0.0,1.0,0.7462,0.7499575807441768,0.022680681561989862,0.2397896218817322,-0.31052080620622746,-9.589229767131723,0.1348106971656124,0.2335795015790132
03i65ytrhnqf85c2lvnzb2ov,3,61,2,2,2,1,0.0,1.0,0.8064,0.8079709747129725,0.014353655140899688,0.2397896218817322,-0.22763824811490885,-9.589229767131723,0.2175102253845882,0.2335795015790132
