subject,age,gender,block,trial,testform,item,dimension,distractor,puzzle,accuracy,rt
690352,23,Male,1,14,2,26,5,minimal,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_4_T.jpeg,1,20.897
690352,23,Male,1,15,2,27,3,minimal,27_double__1020020012121122_shape_set_17_T.jpeg,1,14.725
690352,23,Male,1,16,2,21,7,minimal,21_triple__100111201112121010221202_shape_set_17_T.jpeg,0,16.824
690352,23,Male,1,17,2,22,2,paired,22_single__112212211220_shape_set_20_T.jpeg,1,4.376
690352,23,Male,1,18,2,23,4,paired,23_grid_single__1110120212111121_shape_set_4_T.jpeg,1,5.752
690352,23,Male,1,19,2,25,2,paired,25_clockwork3_single__112110110000_shape_set_20_T.jpeg,1,4.92
690352,23,Male,1,20,2,1,2,paired,1_single__101010001010_shape_set_20_T.jpeg,1,2.698
690352,23,Male,1,21,2,2,1,minimal,2_double__0000020001001020_shape_set_4_T.jpeg,1,3.405
690352,23,Male,1,22,2,11,3,minimal,11_grid_single__1220111101001121_shape_set_4_T.jpeg,0,29.275
690352,23,Male,1,23,2,12,4,minimal,12_double__1212102211111221_shape_set_17_T.jpeg,1,18.759
690352,23,Male,1,24,2,15,3,minimal,15_double__0000110211121011_shape_set_17_T.jpeg,1,14.885
690352,23,Male,1,25,2,16,4,minimal,16_grid_single__1012121112021101_shape_set_20_T.jpeg,1,8.947000000000001
690352,23,Male,1,26,2,3,1,minimal,3_clockwork3_single__000011010200_shape_set_17_T.jpeg,1,2.5
690352,23,Male,1,27,2,4,1,paired,4_flower_single__02001220000001000200_shape_set_20_T.jpeg,1,5.2940000000000005
690352,23,Male,1,28,2,5,1,minimal,5_grid_single__0000000010200000_shape_set_4_T.jpeg,1,3.178
690352,23,Male,1,29,2,6,2,paired,6_single__121210101222_shape_set_17_T.jpeg,1,4.273
690352,23,Male,1,30,2,9,1,minimal,9_flower_single__10020000020001000200_shape_set_17_T.jpeg,1,4.877
690352,23,Male,1,31,2,10,3,paired,10_triple__000012221120010002000000_shape_set_20_T.jpeg,1,13.551
690352,23,Male,1,32,2,13,3,paired,13_flower_single__01001221122102001122_shape_set_20_T.jpeg,1,19.489
690352,23,Male,1,33,2,14,5,minimal,14_triple__112110100000000010021222_shape_set_4_T.jpeg,1,26.615
690352,23,Male,1,34,2,8,1,minimal,8_grid_single__0100000000001111_shape_set_4_T.jpeg,1,8.917
690352,23,Male,1,35,2,17,4,paired,17_double__1222110111201012_shape_set_4_T.jpeg,1,14.698
690352,23,Male,1,36,2,7,1,paired,7_flower_single__01000200020012200200_shape_set_20_T.jpeg,1,3.94
794479,26,Male,2,1,3,9,1,minimal,9_flower_single__10020000020001000200_shape_set_4_T.jpeg,1,11.085
794479,26,Male,2,2,3,8,1,paired,8_grid_single__0100000000001111_shape_set_20_T.jpeg,1,7.273000000000001
794479,26,Male,2,3,3,3,1,minimal,3_clockwork3_single__000011010200_shape_set_4_T.jpeg,1,4.328
794479,26,Male,2,4,3,11,3,minimal,11_grid_single__1220111101001121_shape_set_20_T.jpeg,0,12.795
794479,26,Male,2,5,3,12,4,paired,12_double__1212102211111221_shape_set_4_T.jpeg,1,10.846
794479,26,Male,2,6,3,58,3,paired,58_clockwork3_single__102211221112_shape_set_17_T.jpeg,0,6.921
794479,26,Male,2,7,3,10,3,minimal,10_triple__000012221120010002000000_shape_set_17_T.jpeg,0,14.1
794479,26,Male,2,8,3,1,2,paired,1_single__101010001010_shape_set_17_T.jpeg,1,2.444
794479,26,Male,2,9,3,2,1,minimal,2_double__0000020001001020_shape_set_20_T.jpeg,1,6.601
794479,26,Male,2,10,3,56,3,minimal,56_grid_single__1001101200001122_shape_set_20_T.jpeg,0,0.65
794479,26,Male,2,11,3,57,1,paired,57_single__020011011121_shape_set_4_T.jpeg,0,0.319
794479,26,Male,2,12,3,5,1,minimal,5_grid_single__0000000010200000_shape_set_20_T.jpeg,1,2.579
794479,26,Male,2,13,3,6,2,paired,6_single__121210101222_shape_set_4_T.jpeg,1,7.25
794479,26,Male,2,14,3,7,1,paired,7_flower_single__01000200020012200200_shape_set_17_T.jpeg,1,6.029
794479,26,Male,2,15,3,4,1,minimal,4_flower_single__02001220000001000200_shape_set_17_T.jpeg,1,4.713
794479,26,Male,2,16,3,16,4,paired,16_grid_single__1012121112021101_shape_set_17_T.jpeg,1,11.605
794479,26,Male,2,17,3,17,4,paired,17_double__1222110111201012_shape_set_20_T.jpeg,0,13.512
794479,26,Male,2,18,3,59,5,minimal,59_flower_single__11211110102010011122_shape_set_20_T.jpeg,0,4.051
794479,26,Male,2,19,3,60,4,minimal,60_triple__111212220100010000001122_shape_set_4_T.jpeg,1,8.278
794479,26,Male,2,20,3,61,2,minimal,61_flower_double__1211010002000100020001001121010001000200_shape_set_17_T.jpeg,0,0.903
794479,26,Male,2,21,3,34,3,paired,34_flower_single__11210200122211220100_shape_set_17_T.jpeg,0,1.72
794479,26,Male,2,22,3,35,8,paired,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_20_T.jpeg,0,0.81
794479,26,Male,2,23,3,36,6,paired,36_triple__111212011010112010220100_shape_set_4_T.jpeg,0,2.208
794479,26,Male,2,24,3,37,3,paired,37_flower_double__0200010001000200020002001211110111120100_shape_set_17_T.jpeg,0,0.727
794479,26,Male,2,25,3,38,1,minimal,38_clockwork3_single__010011110000_shape_set_20_T.jpeg,1,7.633
794479,26,Male,2,26,3,14,5,paired,14_triple__112110100000000010021222_shape_set_20_T.jpeg,0,10.863
794479,26,Male,2,27,3,45,7,minimal,45_grid_triple__101211020100111110200000010000000100121002000200_shape_set_4_T.jpeg,0,1.092
794479,26,Male,2,28,3,46,6,minimal,46_triple__101112200200110212211001_shape_set_17_T.jpeg,0,5.079
794479,26,Male,2,29,3,47,2,paired,47_flower_double__0100101200000200101102000000010001000100_shape_set_20_T.jpeg,0,2.729
794479,26,Male,2,30,3,48,1,paired,48_flower_double__0100121102000000020002000100010000000000_shape_set_4_T.jpeg,0,5.507
794479,26,Male,2,31,3,49,2,paired,49_clockwork3_single__010011221121_shape_set_17_T.jpeg,1,7.748
794479,26,Male,2,32,3,50,2,paired,50_clockwork3_single__122200001022_shape_set_20_T.jpeg,1,18.772
794479,26,Male,2,33,3,51,2,minimal,51_double__0100102201001012_shape_set_4_T.jpeg,1,1.078
794479,26,Male,2,34,3,13,3,paired,13_flower_single__01001221122102001122_shape_set_17_T.jpeg,0,10.953
794479,26,Male,2,35,3,15,3,minimal,15_double__0000110211121011_shape_set_4_T.jpeg,0,10.784
794479,26,Male,2,36,3,55,6,paired,55_grid_double__12021120101202001210000012110100_shape_set_17_T.jpeg,0,4.796
794479,26,Male,2,37,3,18,3,minimal,18_flower_double__1022102200000100010000000200122101000000_shape_set_4_T.jpeg,0,2.063
794479,26,Male,2,38,3,39,2,minimal,39_flower_double__0100010001000000122001000000010012120200_shape_set_4_T.jpeg,0,3.907
794479,26,Male,2,39,3,40,4,minimal,40_grid_double__02000000010011100200020010211111_shape_set_17_T.jpeg,1,12.615
794479,26,Male,2,40,3,41,1,minimal,41_single__112012110000_shape_set_20_T.jpeg,1,5.634
794479,26,Male,2,41,3,42,4,paired,42_double__1111101211021120_shape_set_4_T.jpeg,1,8.077
794479,26,Male,2,42,3,52,5,minimal,52_flower_single__12121202111010011122_shape_set_17_T.jpeg,1,3.794
794479,26,Male,2,43,3,53,4,paired,53_flower_double__1001010002001212112201000200020010200100_shape_set_20_T.jpeg,1,1.321
794479,26,Male,2,44,3,54,6,paired,54_grid_double__01001121120112110100100212100100_shape_set_4_T.jpeg,0,3.931
794479,26,Male,2,45,3,27,3,paired,27_double__1020020012121122_shape_set_4_T.jpeg,0,8.154
794479,26,Male,2,46,3,28,2,paired,28_flower_double__0000122201000100000011220000020001000100_shape_set_17_T.jpeg,1,1.696
794479,26,Male,2,47,3,29,7,paired,29_grid_double__10121011111012010000102012020000_shape_set_20_T.jpeg,1,1.18
794479,26,Male,2,48,3,43,1,minimal,43_flower_double__0000010000000200020001000100000012200000_shape_set_17_T.jpeg,1,6.143
794479,26,Male,2,49,3,44,6,paired,44_triple__120211201211000011101212_shape_set_20_T.jpeg,0,13.55
794479,26,Male,2,50,3,32,1,minimal,32_flower_single__11110100010002000000_shape_set_20_T.jpeg,0,1.801
794479,26,Male,2,51,3,62,3,paired,62_grid_triple__010000000000020000000100000012210000020000000100_shape_set_20_T.jpeg,1,7.9
794479,26,Male,2,52,3,63,5,minimal,63_triple__120211111021020000001010_shape_set_4_T.jpeg,0,5.1000000000000005
794479,26,Male,2,53,3,64,6,paired,64_grid_triple__000001001110020000000000112002001212010001001122_shape_set_17_T.jpeg,0,29.999
794479,26,Male,2,54,3,22,2,paired,22_single__112212211220_shape_set_17_T.jpeg,1,9.257
794479,26,Male,2,55,3,25,2,minimal,25_clockwork3_single__112110110000_shape_set_17_T.jpeg,1,15.206
794479,26,Male,2,56,3,26,5,paired,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_20_T.jpeg,1,1.544
794479,26,Male,2,57,3,33,1,minimal,33_single__000010221212_shape_set_4_T.jpeg,1,12.096
794479,26,Male,2,58,3,30,7,paired,30_grid_double__10211001101112200100121012020000_shape_set_4_T.jpeg,1,1.324
794479,26,Male,2,59,3,31,3,paired,31_flower_double__0200010011120100020012110000000002001102_shape_set_17_T.jpeg,0,1.502
794479,26,Male,2,60,3,21,7,minimal,21_triple__100111201112121010221202_shape_set_4_T.jpeg,0,2.553
794479,26,Male,2,61,3,19,2,minimal,19_single__101112201212_shape_set_17_T.jpeg,0,4.355
794479,26,Male,2,62,3,20,2,minimal,20_double__1221010010220000_shape_set_20_T.jpeg,0,1.043
794479,26,Male,2,63,3,23,4,minimal,23_grid_single__1110120212111121_shape_set_20_T.jpeg,0,10.7
794479,26,Male,2,64,3,24,7,minimal,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_4_T.jpeg,0,1.316
794502,24,Female,2,1,3,37,3,paired,37_flower_double__0200010001000200020002001211110111120100_shape_set_17_T.jpeg,0,1.201
794502,24,Female,2,2,3,35,8,minimal,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_20_T.jpeg,0,8.285
794502,24,Female,2,3,3,36,6,minimal,36_triple__111212011010112010220100_shape_set_4_T.jpeg,0,2.952
794502,24,Female,2,4,3,38,1,paired,38_clockwork3_single__010011110000_shape_set_20_T.jpeg,1,2.376
794502,24,Female,2,5,3,39,2,paired,39_flower_double__0100010001000000122001000000010012120200_shape_set_4_T.jpeg,0,2.063
794502,24,Female,2,6,3,57,1,minimal,57_single__020011011121_shape_set_4_T.jpeg,0,2.011
794502,24,Female,2,7,3,59,5,minimal,59_flower_single__11211110102010011122_shape_set_20_T.jpeg,0,2.756
794502,24,Female,2,8,3,60,4,paired,60_triple__111212220100010000001122_shape_set_4_T.jpeg,0,0.8210000000000001
794502,24,Female,2,9,3,34,3,minimal,34_flower_single__11210200122211220100_shape_set_17_T.jpeg,1,1.656
794502,24,Female,2,10,3,24,7,minimal,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_4_T.jpeg,0,7.42
794502,24,Female,2,11,3,54,6,paired,54_grid_double__01001121120112110100100212100100_shape_set_4_T.jpeg,1,0.8150000000000001
794502,24,Female,2,12,3,55,6,minimal,55_grid_double__12021120101202001210000012110100_shape_set_17_T.jpeg,0,4.574
794502,24,Female,2,13,3,56,3,minimal,56_grid_single__1001101200001122_shape_set_20_T.jpeg,0,7.413
794502,24,Female,2,14,3,28,2,paired,28_flower_double__0000122201000100000011220000020001000100_shape_set_17_T.jpeg,0,3.772
794502,24,Female,2,15,3,16,4,paired,16_grid_single__1012121112021101_shape_set_17_T.jpeg,1,5.644
794502,24,Female,2,16,3,17,4,paired,17_double__1222110111201012_shape_set_20_T.jpeg,1,7.089
794502,24,Female,2,17,3,18,3,paired,18_flower_double__1022102200000100010000000200122101000000_shape_set_4_T.jpeg,1,3.388
794502,24,Female,2,18,3,33,1,paired,33_single__000010221212_shape_set_4_T.jpeg,0,3.21
794502,24,Female,2,19,3,75,6,paired,75_flower_double__0200110201001112100101000200101012201111_shape_set_4_T.jpeg,0,0.89
794502,24,Female,2,20,3,25,2,minimal,25_clockwork3_single__112110110000_shape_set_17_T.jpeg,1,5.833
794502,24,Female,2,21,3,26,5,paired,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_20_T.jpeg,0,12.406
794502,24,Female,2,22,3,27,3,minimal,27_double__1020020012121122_shape_set_4_T.jpeg,1,6.522
794502,24,Female,2,23,3,43,1,minimal,43_flower_double__0000010000000200020001000100000012200000_shape_set_17_T.jpeg,0,2.199
794502,24,Female,2,24,3,29,7,minimal,29_grid_double__10121011111012010000102012020000_shape_set_20_T.jpeg,0,7.341
794502,24,Female,2,25,3,30,7,minimal,30_grid_double__10211001101112200100121012020000_shape_set_4_T.jpeg,0,4.893
794502,24,Female,2,26,3,31,3,minimal,31_flower_double__0200010011120100020012110000000002001102_shape_set_17_T.jpeg,0,6.631
794502,24,Female,2,27,3,32,1,paired,32_flower_single__11110100010002000000_shape_set_20_T.jpeg,0,3.011
794502,24,Female,2,28,3,48,1,minimal,48_flower_double__0100121102000000020002000100010000000000_shape_set_4_T.jpeg,0,6.379
794502,24,Female,2,29,3,49,2,minimal,49_clockwork3_single__010011221121_shape_set_17_T.jpeg,1,3.89
794502,24,Female,2,30,3,50,2,paired,50_clockwork3_single__122200001022_shape_set_20_T.jpeg,0,6.7
794502,24,Female,2,31,3,51,2,paired,51_double__0100102201001012_shape_set_4_T.jpeg,0,2.191
794502,24,Female,2,32,3,52,5,paired,52_flower_single__12121202111010011122_shape_set_17_T.jpeg,0,3.91
794502,24,Female,2,33,3,53,4,minimal,53_flower_double__1001010002001212112201000200020010200100_shape_set_20_T.jpeg,0,2.4250000000000003
794502,24,Female,2,34,3,58,3,minimal,58_clockwork3_single__102211221112_shape_set_17_T.jpeg,1,6.089
794502,24,Female,2,35,3,19,2,paired,19_single__101112201212_shape_set_17_T.jpeg,0,4.211
794502,24,Female,2,36,3,20,2,minimal,20_double__1221010010220000_shape_set_20_T.jpeg,1,6.2170000000000005
794502,24,Female,2,37,3,21,7,minimal,21_triple__100111201112121010221202_shape_set_4_T.jpeg,0,8.91
794502,24,Female,2,38,3,22,2,paired,22_single__112212211220_shape_set_17_T.jpeg,1,3.958
794502,24,Female,2,39,3,23,4,paired,23_grid_single__1110120212111121_shape_set_20_T.jpeg,1,5.623
794502,24,Female,2,40,3,64,6,paired,64_grid_triple__000001001110020000000000112002001212010001001122_shape_set_17_T.jpeg,0,2.391
794502,24,Female,2,41,3,65,2,paired,65_double__0200020012221222_shape_set_20_T.jpeg,1,9.191
794502,24,Female,2,42,3,66,8,paired,66_grid_triple__110211101201112000000200020012110100000001001012_shape_set_4_T.jpeg,0,2.628
794502,24,Female,2,43,3,67,5,minimal,67_grid_double__12220000102110020000010012010100_shape_set_17_T.jpeg,0,1.458
794502,24,Female,2,44,3,68,1,paired,68_single__100100001000_shape_set_20_T.jpeg,1,1.832
794502,24,Female,2,45,3,69,3,paired,69_clockwork3_single__122212121022_shape_set_4_T.jpeg,0,2.237
794502,24,Female,2,46,3,73,4,paired,73_grid_double__01000200111202000000122201001012_shape_set_17_T.jpeg,0,2.281
794502,24,Female,2,47,3,74,5,paired,74_triple__100101001211112010120200_shape_set_20_T.jpeg,0,8.597
794502,24,Female,2,48,3,8,1,paired,8_grid_single__0100000000001111_shape_set_20_T.jpeg,1,11.591
794502,24,Female,2,49,3,9,1,paired,9_flower_single__10020000020001000200_shape_set_4_T.jpeg,1,3.948
794502,24,Female,2,50,3,40,4,paired,40_grid_double__02000000010011100200020010211111_shape_set_17_T.jpeg,1,5.1000000000000005
794502,24,Female,2,51,3,41,1,minimal,41_single__112012110000_shape_set_20_T.jpeg,1,3.1990000000000003
794502,24,Female,2,52,3,42,4,minimal,42_double__1111101211021120_shape_set_4_T.jpeg,0,4.3340000000000005
794502,24,Female,2,53,3,1,2,paired,1_single__101010001010_shape_set_17_T.jpeg,1,3.084
794502,24,Female,2,54,3,44,6,paired,44_triple__120211201211000011101212_shape_set_20_T.jpeg,1,13.013
794502,24,Female,2,55,3,45,7,paired,45_grid_triple__101211020100111110200000010000000100121002000200_shape_set_4_T.jpeg,0,2.138
794502,24,Female,2,56,3,46,6,minimal,46_triple__101112200200110212211001_shape_set_17_T.jpeg,1,10.275
794502,24,Female,2,57,3,47,2,minimal,47_flower_double__0100101200000200101102000000010001000100_shape_set_20_T.jpeg,0,3.4130000000000003
794502,24,Female,2,58,3,5,1,paired,5_grid_single__0000000010200000_shape_set_20_T.jpeg,1,2.228
794502,24,Female,2,59,3,6,2,paired,6_single__121210101222_shape_set_4_T.jpeg,0,7.011
794502,24,Female,2,60,3,7,1,minimal,7_flower_single__01000200020012200200_shape_set_17_T.jpeg,1,6.801
794502,24,Female,2,61,3,62,3,paired,62_grid_triple__010000000000020000000100000012210000020000000100_shape_set_20_T.jpeg,1,1.394
794502,24,Female,2,62,3,63,5,paired,63_triple__120211111021020000001010_shape_set_4_T.jpeg,1,1.825
794502,24,Female,2,63,3,10,3,minimal,10_triple__000012221120010002000000_shape_set_17_T.jpeg,1,14.7
794502,24,Female,2,64,3,11,3,paired,11_grid_single__1220111101001121_shape_set_20_T.jpeg,0,7.428
794502,24,Female,2,65,3,12,4,minimal,12_double__1212102211111221_shape_set_4_T.jpeg,0,9.017
794502,24,Female,2,66,3,13,3,minimal,13_flower_single__01001221122102001122_shape_set_17_T.jpeg,0,8.453
794502,24,Female,2,67,3,14,5,minimal,14_triple__112110100000000010021222_shape_set_20_T.jpeg,0,5.353
794502,24,Female,2,68,3,15,3,minimal,15_double__0000110211121011_shape_set_4_T.jpeg,1,6.081
794502,24,Female,2,69,3,61,2,minimal,61_flower_double__1211010002000100020001001121010001000200_shape_set_17_T.jpeg,0,0.8280000000000001
794502,24,Female,2,70,3,76,5,minimal,76_flower_single__12211102120110101011_shape_set_17_T.jpeg,0,0.687
794502,24,Female,2,71,3,2,1,minimal,2_double__0000020001001020_shape_set_20_T.jpeg,1,4.841
794502,24,Female,2,72,3,3,1,minimal,3_clockwork3_single__000011010200_shape_set_4_T.jpeg,1,1.446
794502,24,Female,2,73,3,4,1,minimal,4_flower_single__02001220000001000200_shape_set_17_T.jpeg,1,3.124
794502,24,Female,2,74,3,72,4,paired,72_double__1022111010121202_shape_set_4_T.jpeg,0,3.069
794502,24,Female,2,75,3,78,7,paired,78_triple__111212101211100210011020_shape_set_4_T.jpeg,0,1.603
794502,24,Female,2,76,3,80,4,minimal,80_triple__010002001121020012221221_shape_set_20_T.jpeg,0,0.797
794502,24,Female,2,77,3,70,2,paired,70_grid_single__0000010012111110_shape_set_17_T.jpeg,1,5.7940000000000005
794502,24,Female,2,78,3,77,3,minimal,77_grid_double__00000100000011111011010001000000_shape_set_20_T.jpeg,1,1.171
794502,24,Female,2,79,3,71,2,minimal,71_clockwork3_single__102102001101_shape_set_20_T.jpeg,1,4.464
794502,24,Female,2,80,3,79,4,minimal,79_flower_double__0100000001001112000011011110000010220200_shape_set_17_T.jpeg,1,0.955
794503,20,Female,1,1,3,17,4,minimal,17_double__1222110111201012_shape_set_20_T.jpeg,1,23.888
794503,20,Female,1,2,3,36,6,paired,36_triple__111212011010112010220100_shape_set_4_T.jpeg,0,10.173
794503,20,Female,1,3,3,16,4,paired,16_grid_single__1012121112021101_shape_set_17_T.jpeg,1,21.742
794503,20,Female,1,4,3,12,4,paired,12_double__1212102211111221_shape_set_4_T.jpeg,1,11.308
794503,20,Female,1,5,3,13,3,paired,13_flower_single__01001221122102001122_shape_set_17_T.jpeg,0,9.955
794503,20,Female,1,6,3,14,5,minimal,14_triple__112110100000000010021222_shape_set_20_T.jpeg,0,15.202
794503,20,Female,1,7,3,15,3,minimal,15_double__0000110211121011_shape_set_4_T.jpeg,0,15.045
794503,20,Female,1,8,3,32,1,paired,32_flower_single__11110100010002000000_shape_set_20_T.jpeg,1,6.596
794503,20,Female,1,9,3,33,1,paired,33_single__000010221212_shape_set_4_T.jpeg,0,4.729
794503,20,Female,1,10,3,34,3,minimal,34_flower_single__11210200122211220100_shape_set_17_T.jpeg,0,17.027
794503,20,Female,1,11,3,37,3,paired,37_flower_double__0200010001000200020002001211110111120100_shape_set_17_T.jpeg,0,28.034
794503,20,Female,1,12,3,38,1,minimal,38_clockwork3_single__010011110000_shape_set_20_T.jpeg,1,5.015
794503,20,Female,1,13,3,39,2,paired,39_flower_double__0100010001000000122001000000010012120200_shape_set_4_T.jpeg,1,27.107
794503,20,Female,1,14,3,40,4,minimal,40_grid_double__02000000010011100200020010211111_shape_set_17_T.jpeg,1,19.08
794503,20,Female,1,15,3,2,1,minimal,2_double__0000020001001020_shape_set_20_T.jpeg,1,4.175
794503,20,Female,1,16,3,3,1,paired,3_clockwork3_single__000011010200_shape_set_4_T.jpeg,1,1.764
794503,20,Female,1,17,3,4,1,paired,4_flower_single__02001220000001000200_shape_set_17_T.jpeg,1,3.117
794503,20,Female,1,18,3,5,1,paired,5_grid_single__0000000010200000_shape_set_20_T.jpeg,1,2.007
794503,20,Female,1,19,3,6,2,minimal,6_single__121210101222_shape_set_4_T.jpeg,1,3.646
794503,20,Female,1,20,3,35,8,minimal,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_20_T.jpeg,0,11.643
794503,20,Female,1,21,3,9,1,paired,9_flower_single__10020000020001000200_shape_set_4_T.jpeg,1,3.388
794503,20,Female,1,22,3,10,3,paired,10_triple__000012221120010002000000_shape_set_17_T.jpeg,0,7.482
794503,20,Female,1,23,3,11,3,paired,11_grid_single__1220111101001121_shape_set_20_T.jpeg,1,14.469
794503,20,Female,1,24,3,26,5,paired,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_20_T.jpeg,0,18.358
794503,20,Female,1,25,3,29,7,paired,29_grid_double__10121011111012010000102012020000_shape_set_20_T.jpeg,1,14.935
794503,20,Female,1,26,3,18,3,minimal,18_flower_double__1022102200000100010000000200122101000000_shape_set_4_T.jpeg,1,9.844
794503,20,Female,1,27,3,19,2,paired,19_single__101112201212_shape_set_17_T.jpeg,0,4.567
794503,20,Female,1,28,3,7,1,minimal,7_flower_single__01000200020012200200_shape_set_17_T.jpeg,1,4.042
794503,20,Female,1,29,3,8,1,minimal,8_grid_single__0100000000001111_shape_set_20_T.jpeg,0,11.366
794503,20,Female,1,30,3,25,2,paired,25_clockwork3_single__112110110000_shape_set_17_T.jpeg,1,16.228
794503,20,Female,1,31,3,27,3,paired,27_double__1020020012121122_shape_set_4_T.jpeg,0,12.824
794503,20,Female,1,32,3,28,2,paired,28_flower_double__0000122201000100000011220000020001000100_shape_set_17_T.jpeg,1,15.963
794503,20,Female,1,33,3,30,7,minimal,30_grid_double__10211001101112200100121012020000_shape_set_4_T.jpeg,1,4.18
794503,20,Female,1,34,3,31,3,minimal,31_flower_double__0200010011120100020012110000000002001102_shape_set_17_T.jpeg,1,11.851
794503,20,Female,1,35,3,20,2,minimal,20_double__1221010010220000_shape_set_20_T.jpeg,0,7.647
794503,20,Female,1,36,3,21,7,paired,21_triple__100111201112121010221202_shape_set_4_T.jpeg,1,7.36
794503,20,Female,1,37,3,1,2,paired,1_single__101010001010_shape_set_17_T.jpeg,1,1.571
794503,20,Female,1,38,3,23,4,paired,23_grid_single__1110120212111121_shape_set_20_T.jpeg,0,9.328
794503,20,Female,1,39,3,22,2,paired,22_single__112212211220_shape_set_17_T.jpeg,1,6.152
794503,20,Female,1,40,3,24,7,minimal,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_4_T.jpeg,0,25.671
794553,25,Female,1,1,1,44,6,paired,44_triple__120211201211000011101212_shape_set_17_T.jpeg,0,8.462
794553,25,Female,1,2,1,45,7,minimal,45_grid_triple__101211020100111110200000010000000100121002000200_shape_set_20_T.jpeg,1,6.648000000000001
794553,25,Female,1,3,1,43,1,minimal,43_flower_double__0000010000000200020001000100000012200000_shape_set_4_T.jpeg,1,3.875
794553,25,Female,1,4,1,16,4,minimal,16_grid_single__1012121112021101_shape_set_4_T.jpeg,0,5.168
794553,25,Female,1,5,1,17,4,minimal,17_double__1222110111201012_shape_set_17_T.jpeg,0,9.384
794553,25,Female,1,6,1,42,4,minimal,42_double__1111101211021120_shape_set_20_T.jpeg,1,13.008
794553,25,Female,1,7,1,11,3,paired,11_grid_single__1220111101001121_shape_set_17_T.jpeg,0,7.151
794553,25,Female,1,8,1,12,4,paired,12_double__1212102211111221_shape_set_20_T.jpeg,0,3.568
794553,25,Female,1,9,1,18,3,paired,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,0,5.509
794553,25,Female,1,10,1,15,3,minimal,15_double__0000110211121011_shape_set_20_T.jpeg,1,8.812
794553,25,Female,1,11,1,26,5,minimal,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T.jpeg,0,9.118
794553,25,Female,1,12,1,14,5,minimal,14_triple__112110100000000010021222_shape_set_17_T.jpeg,0,7.224
794553,25,Female,1,13,1,19,2,paired,19_single__101112201212_shape_set_4_T.jpeg,0,8.383000000000001
794553,25,Female,1,14,1,51,2,minimal,51_double__0100102201001012_shape_set_20_T.jpeg,1,7.279
794553,25,Female,1,15,1,24,7,minimal,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_20_T.jpeg,1,13.578
794553,25,Female,1,16,1,25,2,minimal,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,1,6.726
794553,25,Female,1,17,1,10,3,paired,10_triple__000012221120010002000000_shape_set_4_T.jpeg,1,2.961
794553,25,Female,1,18,1,13,3,minimal,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,1,8.502
794553,25,Female,1,19,1,5,1,minimal,5_grid_single__0000000010200000_shape_set_17_T.jpeg,1,1.985
794553,25,Female,1,20,1,50,2,paired,50_clockwork3_single__122200001022_shape_set_17_T.jpeg,1,4.3020000000000005
794553,25,Female,1,21,1,23,4,minimal,23_grid_single__1110120212111121_shape_set_17_T.jpeg,1,10.957
794553,25,Female,1,22,1,9,1,minimal,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,1,4.085
794553,25,Female,1,23,1,27,3,minimal,27_double__1020020012121122_shape_set_20_T.jpeg,1,12.07
794553,25,Female,1,24,1,28,2,minimal,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,1,6.823
794553,25,Female,1,25,1,29,7,paired,29_grid_double__10121011111012010000102012020000_shape_set_17_T.jpeg,1,13.14
794553,25,Female,1,26,1,30,7,minimal,30_grid_double__10211001101112200100121012020000_shape_set_20_T.jpeg,1,9.153
794553,25,Female,1,27,1,6,2,minimal,6_single__121210101222_shape_set_20_T.jpeg,0,5.057
794553,25,Female,1,28,1,7,1,paired,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,1,4.828
794553,25,Female,1,29,1,8,1,minimal,8_grid_single__0100000000001111_shape_set_17_T.jpeg,1,4.832
794553,25,Female,1,30,1,38,1,paired,38_clockwork3_single__010011110000_shape_set_17_T.jpeg,1,4.457
794553,25,Female,1,31,1,39,2,minimal,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,1,7.301
794553,25,Female,1,32,1,40,4,minimal,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,0,5.598
794553,25,Female,1,33,1,41,1,minimal,41_single__112012110000_shape_set_17_T.jpeg,1,2.844
794553,25,Female,1,34,1,1,2,paired,1_single__101010001010_shape_set_4_T.jpeg,1,2.297
794553,25,Female,1,35,1,2,1,paired,2_double__0000020001001020_shape_set_17_T.jpeg,1,2.341
794553,25,Female,1,36,1,20,2,paired,20_double__1221010010220000_shape_set_17_T.jpeg,1,10.292
