subject,age,gender,block,trial,testform,item,dimension,distractor,puzzle,accuracy,rt
687767,27,Female,1,6,3,11,3,paired,11_grid_single__1220111101001121_shape_set_20_T.jpeg,1,14.596
687767,27,Female,1,7,3,26,5,paired,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_20_T.jpeg,1,29.532
687767,27,Female,1,8,3,24,7,minimal,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_4_T.jpeg,0,16.68
687767,27,Female,1,9,3,25,2,minimal,25_clockwork3_single__112110110000_shape_set_17_T.jpeg,0,11.566
687767,27,Female,1,10,3,27,3,paired,27_double__1020020012121122_shape_set_4_T.jpeg,0,12.092
687767,27,Female,1,11,3,6,2,paired,6_single__121210101222_shape_set_4_T.jpeg,0,7.74
687767,27,Female,1,12,3,8,1,paired,8_grid_single__0100000000001111_shape_set_20_T.jpeg,1,7.241
687767,27,Female,1,13,3,4,1,minimal,4_flower_single__02001220000001000200_shape_set_17_T.jpeg,1,3.979
687767,27,Female,1,14,3,7,1,minimal,7_flower_single__01000200020012200200_shape_set_17_T.jpeg,1,5.162
687767,27,Female,1,15,3,35,8,paired,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_20_T.jpeg,1,29.41
687767,27,Female,1,16,3,22,2,minimal,22_single__112212211220_shape_set_17_T.jpeg,1,4.128
687767,27,Female,1,17,3,5,1,minimal,5_grid_single__0000000010200000_shape_set_20_T.jpeg,1,2.338
687767,27,Female,1,18,3,34,3,minimal,34_flower_single__11210200122211220100_shape_set_17_T.jpeg,0,16.492
687767,27,Female,1,19,3,3,1,paired,3_clockwork3_single__000011010200_shape_set_4_T.jpeg,1,2.13
687767,27,Female,1,20,3,33,1,minimal,33_single__000010221212_shape_set_4_T.jpeg,0,10.467
687767,27,Female,1,21,3,36,6,paired,36_triple__111212011010112010220100_shape_set_4_T.jpeg,1,18.16
687767,27,Female,1,22,3,32,1,paired,32_flower_single__11110100010002000000_shape_set_20_T.jpeg,1,8.774000000000001
687767,27,Female,1,23,3,1,2,paired,1_single__101010001010_shape_set_17_T.jpeg,1,1.683
687767,27,Female,1,24,3,15,3,minimal,15_double__0000110211121011_shape_set_4_T.jpeg,1,15.411
687767,27,Female,1,25,3,16,4,minimal,16_grid_single__1012121112021101_shape_set_17_T.jpeg,1,6.756
687767,27,Female,1,26,3,19,2,paired,19_single__101112201212_shape_set_17_T.jpeg,1,4.9350000000000005
687767,27,Female,1,27,3,21,7,paired,21_triple__100111201112121010221202_shape_set_4_T.jpeg,0,19.941
687767,27,Female,1,28,3,30,7,paired,30_grid_double__10211001101112200100121012020000_shape_set_4_T.jpeg,1,13.772
687767,27,Female,1,29,3,2,1,minimal,2_double__0000020001001020_shape_set_20_T.jpeg,0,6.096
687767,27,Female,1,30,3,20,2,paired,20_double__1221010010220000_shape_set_20_T.jpeg,1,9.742
687767,27,Female,1,31,3,13,3,minimal,13_flower_single__01001221122102001122_shape_set_17_T.jpeg,0,13.399
687767,27,Female,1,32,3,31,3,paired,31_flower_double__0200010011120100020012110000000002001102_shape_set_17_T.jpeg,1,14.937
687767,27,Female,1,33,3,18,3,minimal,18_flower_double__1022102200000100010000000200122101000000_shape_set_4_T.jpeg,1,12.42
687767,27,Female,1,34,3,17,4,paired,17_double__1222110111201012_shape_set_20_T.jpeg,1,17.035
687767,27,Female,1,35,3,28,2,minimal,28_flower_double__0000122201000100000011220000020001000100_shape_set_17_T.jpeg,0,21.036
687767,27,Female,1,36,3,29,7,minimal,29_grid_double__10121011111012010000102012020000_shape_set_20_T.jpeg,0,30.006
687891,26,Female,2,1,3,33,1,minimal,33_single__000010221212_shape_set_4_T.jpeg,0,5.141
687891,26,Female,2,2,3,60,4,minimal,60_triple__111212220100010000001122_shape_set_4_T.jpeg,0,2.652
687891,26,Female,2,3,3,12,4,minimal,12_double__1212102211111221_shape_set_4_T.jpeg,0,6.029
687891,26,Female,2,4,3,59,5,paired,59_flower_single__11211110102010011122_shape_set_20_T.jpeg,1,2.357
687891,26,Female,2,5,3,37,3,paired,37_flower_double__0200010001000200020002001211110111120100_shape_set_17_T.jpeg,1,9.989
687891,26,Female,2,6,3,30,7,minimal,30_grid_double__10211001101112200100121012020000_shape_set_4_T.jpeg,0,8.584
687891,26,Female,2,7,3,32,1,paired,32_flower_single__11110100010002000000_shape_set_20_T.jpeg,0,4.749
687891,26,Female,2,8,3,31,3,minimal,31_flower_double__0200010011120100020012110000000002001102_shape_set_17_T.jpeg,0,11.71
687891,26,Female,2,9,3,34,3,minimal,34_flower_single__11210200122211220100_shape_set_17_T.jpeg,0,5.549
687891,26,Female,2,10,3,35,8,minimal,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_20_T.jpeg,0,4.557
687891,26,Female,2,11,3,36,6,paired,36_triple__111212011010112010220100_shape_set_4_T.jpeg,1,6.757000000000001
687891,26,Female,2,12,3,13,3,minimal,13_flower_single__01001221122102001122_shape_set_17_T.jpeg,0,9.28
687891,26,Female,2,13,3,65,2,paired,65_double__0200020012221222_shape_set_20_T.jpeg,0,2.16
687891,26,Female,2,14,3,66,8,minimal,66_grid_triple__110211101201112000000200020012110100000001001012_shape_set_4_T.jpeg,0,3.415
687891,26,Female,2,15,3,67,5,minimal,67_grid_double__12220000102110020000010012010100_shape_set_17_T.jpeg,1,1.862
687891,26,Female,2,16,3,5,1,paired,5_grid_single__0000000010200000_shape_set_20_T.jpeg,1,2.204
687891,26,Female,2,17,3,57,1,minimal,57_single__020011011121_shape_set_4_T.jpeg,1,2.29
687891,26,Female,2,18,3,58,3,paired,58_clockwork3_single__102211221112_shape_set_17_T.jpeg,1,2.598
687891,26,Female,2,19,3,11,3,paired,11_grid_single__1220111101001121_shape_set_20_T.jpeg,0,10.251
687891,26,Female,2,20,3,48,1,paired,48_flower_double__0100121102000000020002000100010000000000_shape_set_4_T.jpeg,0,4.68
687891,26,Female,2,21,3,49,2,minimal,49_clockwork3_single__010011221121_shape_set_17_T.jpeg,1,4.0920000000000005
687891,26,Female,2,22,3,27,3,minimal,27_double__1020020012121122_shape_set_4_T.jpeg,0,4.864
687891,26,Female,2,23,3,28,2,minimal,28_flower_double__0000122201000100000011220000020001000100_shape_set_17_T.jpeg,0,9.284
687891,26,Female,2,24,3,29,7,minimal,29_grid_double__10121011111012010000102012020000_shape_set_20_T.jpeg,0,6.836
687891,26,Female,2,25,3,6,2,minimal,6_single__121210101222_shape_set_4_T.jpeg,1,16.266000000000002
687891,26,Female,2,26,3,43,1,paired,43_flower_double__0000010000000200020001000100000012200000_shape_set_17_T.jpeg,0,10.525
687891,26,Female,2,27,3,20,2,minimal,20_double__1221010010220000_shape_set_20_T.jpeg,0,6.275
687891,26,Female,2,28,3,21,7,minimal,21_triple__100111201112121010221202_shape_set_4_T.jpeg,0,5.189
687891,26,Female,2,29,3,61,2,minimal,61_flower_double__1211010002000100020001001121010001000200_shape_set_17_T.jpeg,0,7.09
687891,26,Female,2,30,3,14,5,paired,14_triple__112110100000000010021222_shape_set_20_T.jpeg,0,12.386
687891,26,Female,2,31,3,64,6,minimal,64_grid_triple__000001001110020000000000112002001212010001001122_shape_set_17_T.jpeg,1,5.127
687891,26,Female,2,32,3,4,1,paired,4_flower_single__02001220000001000200_shape_set_17_T.jpeg,1,3.889
687891,26,Female,2,33,3,42,4,minimal,42_double__1111101211021120_shape_set_4_T.jpeg,1,5.255
687891,26,Female,2,34,3,7,1,minimal,7_flower_single__01000200020012200200_shape_set_17_T.jpeg,1,4.8340000000000005
687891,26,Female,2,35,3,56,3,paired,56_grid_single__1001101200001122_shape_set_20_T.jpeg,0,6.613
687891,26,Female,2,36,3,8,1,paired,8_grid_single__0100000000001111_shape_set_20_T.jpeg,0,5.43
687891,26,Female,2,37,3,9,1,paired,9_flower_single__10020000020001000200_shape_set_4_T.jpeg,1,4.436
687891,26,Female,2,38,3,46,6,paired,46_triple__101112200200110212211001_shape_set_17_T.jpeg,1,2.15
687891,26,Female,2,39,3,38,1,paired,38_clockwork3_single__010011110000_shape_set_20_T.jpeg,1,2.113
687891,26,Female,2,40,3,62,3,paired,62_grid_triple__010000000000020000000100000012210000020000000100_shape_set_20_T.jpeg,0,2.842
687891,26,Female,2,41,3,15,3,paired,15_double__0000110211121011_shape_set_4_T.jpeg,0,16.654
687891,26,Female,2,42,3,18,3,minimal,18_flower_double__1022102200000100010000000200122101000000_shape_set_4_T.jpeg,0,11.209
687891,26,Female,2,43,3,19,2,paired,19_single__101112201212_shape_set_17_T.jpeg,1,3.021
687891,26,Female,2,44,3,10,3,minimal,10_triple__000012221120010002000000_shape_set_17_T.jpeg,1,11.033
687891,26,Female,2,45,3,45,7,paired,45_grid_triple__101211020100111110200000010000000100121002000200_shape_set_4_T.jpeg,0,4.291
687891,26,Female,2,46,3,47,2,paired,47_flower_double__0100101200000200101102000000010001000100_shape_set_20_T.jpeg,1,9.863
687891,26,Female,2,47,3,50,2,minimal,50_clockwork3_single__122200001022_shape_set_20_T.jpeg,0,4.174
687891,26,Female,2,48,3,41,1,paired,41_single__112012110000_shape_set_20_T.jpeg,1,4.86
687891,26,Female,2,49,3,55,6,minimal,55_grid_double__12021120101202001210000012110100_shape_set_17_T.jpeg,1,6.0920000000000005
687891,26,Female,2,50,3,44,6,paired,44_triple__120211201211000011101212_shape_set_20_T.jpeg,1,4.515
687891,26,Female,2,51,3,51,2,minimal,51_double__0100102201001012_shape_set_4_T.jpeg,0,5.869
687891,26,Female,2,52,3,3,1,paired,3_clockwork3_single__000011010200_shape_set_4_T.jpeg,1,2.228
687891,26,Female,2,53,3,17,4,paired,17_double__1222110111201012_shape_set_20_T.jpeg,0,7.547000000000001
687891,26,Female,2,54,3,53,4,paired,53_flower_double__1001010002001212112201000200020010200100_shape_set_20_T.jpeg,1,3.82
687891,26,Female,2,55,3,54,6,paired,54_grid_double__01001121120112110100100212100100_shape_set_4_T.jpeg,0,2.722
687891,26,Female,2,56,3,63,5,minimal,63_triple__120211111021020000001010_shape_set_4_T.jpeg,0,9.553
687891,26,Female,2,57,3,39,2,minimal,39_flower_double__0100010001000000122001000000010012120200_shape_set_4_T.jpeg,0,6.562
687891,26,Female,2,58,3,2,1,minimal,2_double__0000020001001020_shape_set_20_T.jpeg,1,3.047
687891,26,Female,2,59,3,25,2,paired,25_clockwork3_single__112110110000_shape_set_17_T.jpeg,1,4.307
687891,26,Female,2,60,3,16,4,minimal,16_grid_single__1012121112021101_shape_set_17_T.jpeg,1,8.007
687891,26,Female,2,61,3,26,5,paired,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_20_T.jpeg,0,11.013
687891,26,Female,2,62,3,40,4,minimal,40_grid_double__02000000010011100200020010211111_shape_set_17_T.jpeg,0,5.673
687891,26,Female,2,63,3,52,5,minimal,52_flower_single__12121202111010011122_shape_set_17_T.jpeg,0,4.656
687891,26,Female,2,64,3,22,2,minimal,22_single__112212211220_shape_set_17_T.jpeg,0,6.212
687891,26,Female,2,65,3,23,4,paired,23_grid_single__1110120212111121_shape_set_20_T.jpeg,0,5.057
687891,26,Female,2,66,3,24,7,paired,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_4_T.jpeg,0,5.165
687891,26,Female,2,67,3,1,2,minimal,1_single__101010001010_shape_set_17_T.jpeg,1,1.922
687901,27,Female,2,1,3,39,2,paired,39_flower_double__0100010001000000122001000000010012120200_shape_set_4_T.jpeg,0,6.255
687901,27,Female,2,2,3,50,2,paired,50_clockwork3_single__122200001022_shape_set_20_T.jpeg,1,3.584
687901,27,Female,2,3,3,2,1,minimal,2_double__0000020001001020_shape_set_20_T.jpeg,1,2.911
687901,27,Female,2,4,3,41,1,paired,41_single__112012110000_shape_set_20_T.jpeg,1,2.581
687901,27,Female,2,5,3,1,2,minimal,1_single__101010001010_shape_set_17_T.jpeg,1,1.673
687901,27,Female,2,6,3,40,4,minimal,40_grid_double__02000000010011100200020010211111_shape_set_17_T.jpeg,0,6.307
687901,27,Female,2,7,3,37,3,minimal,37_flower_double__0200010001000200020002001211110111120100_shape_set_17_T.jpeg,0,10.83
687901,27,Female,2,8,3,52,5,minimal,52_flower_single__12121202111010011122_shape_set_17_T.jpeg,0,3.691
687901,27,Female,2,9,3,49,2,minimal,49_clockwork3_single__010011221121_shape_set_17_T.jpeg,1,3.051
687901,27,Female,2,10,3,51,2,paired,51_double__0100102201001012_shape_set_4_T.jpeg,1,11.016
687901,27,Female,2,11,3,53,4,paired,53_flower_double__1001010002001212112201000200020010200100_shape_set_20_T.jpeg,1,7.589
687901,27,Female,2,12,3,36,6,minimal,36_triple__111212011010112010220100_shape_set_4_T.jpeg,0,7.543
687901,27,Female,2,13,3,3,1,paired,3_clockwork3_single__000011010200_shape_set_4_T.jpeg,1,1.696
687901,27,Female,2,14,3,47,2,paired,47_flower_double__0100101200000200101102000000010001000100_shape_set_20_T.jpeg,1,11.122
687901,27,Female,2,15,3,12,4,paired,12_double__1212102211111221_shape_set_4_T.jpeg,0,8.125
687901,27,Female,2,16,3,11,3,paired,11_grid_single__1220111101001121_shape_set_20_T.jpeg,1,11.727
687901,27,Female,2,17,3,48,1,paired,48_flower_double__0100121102000000020002000100010000000000_shape_set_4_T.jpeg,1,10.033
687901,27,Female,2,18,3,35,8,paired,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_20_T.jpeg,0,3.894
687901,27,Female,2,19,3,38,1,minimal,38_clockwork3_single__010011110000_shape_set_20_T.jpeg,1,3.401
687901,27,Female,2,20,3,34,3,paired,34_flower_single__11210200122211220100_shape_set_17_T.jpeg,0,1.573
687901,27,Female,2,21,3,13,3,paired,13_flower_single__01001221122102001122_shape_set_17_T.jpeg,0,14.179
687901,27,Female,2,22,3,4,1,minimal,4_flower_single__02001220000001000200_shape_set_17_T.jpeg,1,3.108
687901,27,Female,2,23,3,5,1,paired,5_grid_single__0000000010200000_shape_set_20_T.jpeg,1,2.677
687901,27,Female,2,24,3,58,3,minimal,58_clockwork3_single__102211221112_shape_set_17_T.jpeg,0,5.7090000000000005
687901,27,Female,2,25,3,30,7,paired,30_grid_double__10211001101112200100121012020000_shape_set_4_T.jpeg,1,6.348
687901,27,Female,2,26,3,31,3,paired,31_flower_double__0200010011120100020012110000000002001102_shape_set_17_T.jpeg,1,5.259
687901,27,Female,2,27,3,32,1,paired,32_flower_single__11110100010002000000_shape_set_20_T.jpeg,0,6.9190000000000005
687901,27,Female,2,28,3,19,2,paired,19_single__101112201212_shape_set_17_T.jpeg,0,2.182
687901,27,Female,2,29,3,46,6,paired,46_triple__101112200200110212211001_shape_set_17_T.jpeg,1,7.822
687901,27,Female,2,30,3,21,7,paired,21_triple__100111201112121010221202_shape_set_4_T.jpeg,0,8.292
687901,27,Female,2,31,3,33,1,paired,33_single__000010221212_shape_set_4_T.jpeg,0,6.399
687901,27,Female,2,32,3,17,4,minimal,17_double__1222110111201012_shape_set_20_T.jpeg,0,10.39
687901,27,Female,2,33,3,45,7,minimal,45_grid_triple__101211020100111110200000010000000100121002000200_shape_set_4_T.jpeg,0,13.603
687901,27,Female,2,34,3,20,2,minimal,20_double__1221010010220000_shape_set_20_T.jpeg,1,10.125
687901,27,Female,2,35,3,44,6,paired,44_triple__120211201211000011101212_shape_set_20_T.jpeg,0,9.315
687901,27,Female,2,36,3,57,1,minimal,57_single__020011011121_shape_set_4_T.jpeg,0,3.615
687901,27,Female,2,37,3,26,5,minimal,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_20_T.jpeg,0,6.998
687901,27,Female,2,38,3,27,3,minimal,27_double__1020020012121122_shape_set_4_T.jpeg,0,13.122
687901,27,Female,2,39,3,14,5,minimal,14_triple__112110100000000010021222_shape_set_20_T.jpeg,1,11.008
687901,27,Female,2,40,3,15,3,paired,15_double__0000110211121011_shape_set_4_T.jpeg,1,11.525
687901,27,Female,2,41,3,54,6,minimal,54_grid_double__01001121120112110100100212100100_shape_set_4_T.jpeg,0,2.65
687901,27,Female,2,42,3,42,4,paired,42_double__1111101211021120_shape_set_4_T.jpeg,1,19.419
687901,27,Female,2,43,3,43,1,minimal,43_flower_double__0000010000000200020001000100000012200000_shape_set_17_T.jpeg,0,4.364
687901,27,Female,2,44,3,8,1,minimal,8_grid_single__0100000000001111_shape_set_20_T.jpeg,1,7.694
687901,27,Female,2,45,3,10,3,paired,10_triple__000012221120010002000000_shape_set_17_T.jpeg,1,6.9350000000000005
687901,27,Female,2,46,3,23,4,paired,23_grid_single__1110120212111121_shape_set_20_T.jpeg,1,8.103
687901,27,Female,2,47,3,29,7,paired,29_grid_double__10121011111012010000102012020000_shape_set_20_T.jpeg,1,16.502
687901,27,Female,2,48,3,25,2,minimal,25_clockwork3_single__112110110000_shape_set_17_T.jpeg,1,5.15
687901,27,Female,2,49,3,55,6,minimal,55_grid_double__12021120101202001210000012110100_shape_set_17_T.jpeg,0,5.88
687901,27,Female,2,50,3,18,3,paired,18_flower_double__1022102200000100010000000200122101000000_shape_set_4_T.jpeg,0,2.866
687901,27,Female,2,51,3,56,3,minimal,56_grid_single__1001101200001122_shape_set_20_T.jpeg,1,12.545
687901,27,Female,2,52,3,22,2,minimal,22_single__112212211220_shape_set_17_T.jpeg,0,1.749
687901,27,Female,2,53,3,7,1,minimal,7_flower_single__01000200020012200200_shape_set_17_T.jpeg,1,3.742
687901,27,Female,2,54,3,24,7,minimal,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_4_T.jpeg,0,10.935
687901,27,Female,2,55,3,28,2,minimal,28_flower_double__0000122201000100000011220000020001000100_shape_set_17_T.jpeg,1,5.617
687901,27,Female,2,56,3,6,2,minimal,6_single__121210101222_shape_set_4_T.jpeg,1,6.994
687901,27,Female,2,57,3,9,1,minimal,9_flower_single__10020000020001000200_shape_set_4_T.jpeg,1,5.5440000000000005
687901,27,Female,2,58,3,16,4,paired,16_grid_single__1012121112021101_shape_set_17_T.jpeg,1,7.05
688359,23,Female,2,1,2,8,1,paired,8_grid_single__0100000000001111_shape_set_4_T.jpeg,0,4.121
688359,23,Female,2,2,2,18,3,minimal,18_flower_double__1022102200000100010000000200122101000000_shape_set_17_T.jpeg,0,18.593
688359,23,Female,2,3,2,7,1,minimal,7_flower_single__01000200020012200200_shape_set_20_T.jpeg,1,3.5380000000000003
688359,23,Female,2,4,2,9,1,minimal,9_flower_single__10020000020001000200_shape_set_17_T.jpeg,0,5.996
688359,23,Female,2,5,2,20,2,minimal,20_double__1221010010220000_shape_set_4_T.jpeg,1,8.163
688359,23,Female,2,6,2,19,2,paired,19_single__101112201212_shape_set_20_T.jpeg,1,4.163
688359,23,Female,2,7,2,6,2,paired,6_single__121210101222_shape_set_17_T.jpeg,1,4.7780000000000005
688359,23,Female,2,8,2,17,4,paired,17_double__1222110111201012_shape_set_4_T.jpeg,1,12.156
688359,23,Female,2,9,2,21,7,minimal,21_triple__100111201112121010221202_shape_set_17_T.jpeg,0,20.089
688359,23,Female,2,10,2,33,1,minimal,33_single__000010221212_shape_set_17_T.jpeg,1,7.944
688359,23,Female,2,11,2,16,4,paired,16_grid_single__1012121112021101_shape_set_20_T.jpeg,1,9.466
688359,23,Female,2,12,2,29,7,paired,29_grid_double__10121011111012010000102012020000_shape_set_4_T.jpeg,1,8.874
688359,23,Female,2,13,2,5,1,minimal,5_grid_single__0000000010200000_shape_set_4_T.jpeg,1,1.654
688359,23,Female,2,14,2,34,3,minimal,34_flower_single__11210200122211220100_shape_set_20_T.jpeg,0,5.519
688359,23,Female,2,15,2,42,4,paired,42_double__1111101211021120_shape_set_17_T.jpeg,0,17.253
688359,23,Female,2,16,2,41,1,paired,41_single__112012110000_shape_set_4_T.jpeg,1,3.548
688359,23,Female,2,17,2,2,1,paired,2_double__0000020001001020_shape_set_4_T.jpeg,1,2.456
688359,23,Female,2,18,2,30,7,minimal,30_grid_double__10211001101112200100121012020000_shape_set_17_T.jpeg,1,18.004
688359,23,Female,2,19,2,31,3,minimal,31_flower_double__0200010011120100020012110000000002001102_shape_set_20_T.jpeg,0,13.918
688359,23,Female,2,20,2,35,8,paired,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_4_T.jpeg,0,6.5440000000000005
688359,23,Female,2,21,2,10,3,minimal,10_triple__000012221120010002000000_shape_set_20_T.jpeg,0,10.065
688359,23,Female,2,22,2,14,5,paired,14_triple__112110100000000010021222_shape_set_4_T.jpeg,1,18.553
688359,23,Female,2,23,2,15,3,minimal,15_double__0000110211121011_shape_set_17_T.jpeg,1,12.941
688359,23,Female,2,24,2,1,2,paired,1_single__101010001010_shape_set_20_T.jpeg,1,1.683
688359,23,Female,2,25,2,3,1,paired,3_clockwork3_single__000011010200_shape_set_17_T.jpeg,1,1.397
688359,23,Female,2,26,2,4,1,minimal,4_flower_single__02001220000001000200_shape_set_20_T.jpeg,1,1.948
688359,23,Female,2,27,2,32,1,minimal,32_flower_single__11110100010002000000_shape_set_4_T.jpeg,1,11.003
688359,23,Female,2,28,2,12,4,minimal,12_double__1212102211111221_shape_set_17_T.jpeg,1,13.348
688359,23,Female,2,29,2,11,3,minimal,11_grid_single__1220111101001121_shape_set_4_T.jpeg,0,13.067
688359,23,Female,2,30,2,26,5,minimal,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_4_T.jpeg,1,22.493
688359,23,Female,2,31,2,28,2,minimal,28_flower_double__0000122201000100000011220000020001000100_shape_set_20_T.jpeg,1,12.407
688359,23,Female,2,32,2,27,3,paired,27_double__1020020012121122_shape_set_17_T.jpeg,1,15.505
688359,23,Female,2,33,2,36,6,minimal,36_triple__111212011010112010220100_shape_set_17_T.jpeg,1,17.375
688359,23,Female,2,34,2,37,3,paired,37_flower_double__0200010001000200020002001211110111120100_shape_set_20_T.jpeg,1,9.474
688359,23,Female,2,35,2,38,1,paired,38_clockwork3_single__010011110000_shape_set_4_T.jpeg,1,4.4190000000000005
688359,23,Female,2,36,2,39,2,minimal,39_flower_double__0100010001000000122001000000010012120200_shape_set_17_T.jpeg,1,14.833
688359,23,Female,2,37,2,25,2,minimal,25_clockwork3_single__112110110000_shape_set_20_T.jpeg,1,8.549
688359,23,Female,2,38,2,40,4,paired,40_grid_double__02000000010011100200020010211111_shape_set_20_T.jpeg,0,15.01
688359,23,Female,2,39,2,13,3,paired,13_flower_single__01001221122102001122_shape_set_20_T.jpeg,1,17.041
688359,23,Female,2,40,2,22,2,paired,22_single__112212211220_shape_set_20_T.jpeg,0,5.5360000000000005
688359,23,Female,2,41,2,24,7,paired,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_17_T.jpeg,1,16.26
688359,23,Female,2,42,2,23,4,paired,23_grid_single__1110120212111121_shape_set_4_T.jpeg,1,17.919
688361,24,Female,1,1,2,28,2,minimal,28_flower_double__0000122201000100000011220000020001000100_shape_set_20_T.jpeg,1,17.397000000000002
688361,24,Female,1,2,2,29,7,paired,29_grid_double__10121011111012010000102012020000_shape_set_4_T.jpeg,1,10.008
688361,24,Female,1,3,2,18,3,paired,18_flower_double__1022102200000100010000000200122101000000_shape_set_17_T.jpeg,0,27.66
688361,24,Female,1,4,2,17,4,paired,17_double__1222110111201012_shape_set_4_T.jpeg,1,27.705
688361,24,Female,1,5,2,27,3,paired,27_double__1020020012121122_shape_set_17_T.jpeg,1,21.546
688361,24,Female,1,6,2,26,5,minimal,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_4_T.jpeg,0,25.286
688361,24,Female,1,7,2,1,2,minimal,1_single__101010001010_shape_set_20_T.jpeg,1,1.402
688361,24,Female,1,8,2,16,4,paired,16_grid_single__1012121112021101_shape_set_20_T.jpeg,1,6.4670000000000005
688361,24,Female,1,9,2,25,2,minimal,25_clockwork3_single__112110110000_shape_set_20_T.jpeg,1,15.304
688361,24,Female,1,10,2,10,3,minimal,10_triple__000012221120010002000000_shape_set_20_T.jpeg,1,16.081
688361,24,Female,1,11,2,2,1,paired,2_double__0000020001001020_shape_set_4_T.jpeg,1,4.987
688361,24,Female,1,12,2,11,3,minimal,11_grid_single__1220111101001121_shape_set_4_T.jpeg,1,7.528
688361,24,Female,1,13,2,12,4,paired,12_double__1212102211111221_shape_set_17_T.jpeg,0,22.16
688361,24,Female,1,14,2,15,3,paired,15_double__0000110211121011_shape_set_17_T.jpeg,1,25.232
688361,24,Female,1,15,2,14,5,minimal,14_triple__112110100000000010021222_shape_set_4_T.jpeg,0,29.319
688361,24,Female,1,16,2,20,2,minimal,20_double__1221010010220000_shape_set_4_T.jpeg,1,16.41
688361,24,Female,1,17,2,22,2,paired,22_single__112212211220_shape_set_20_T.jpeg,1,7.574
688361,24,Female,1,18,2,24,7,paired,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_17_T.jpeg,1,17.431
688361,24,Female,1,19,2,7,1,minimal,7_flower_single__01000200020012200200_shape_set_20_T.jpeg,1,2.404
688361,24,Female,1,20,2,6,2,paired,6_single__121210101222_shape_set_17_T.jpeg,1,7.19
688361,24,Female,1,21,2,30,7,paired,30_grid_double__10211001101112200100121012020000_shape_set_17_T.jpeg,1,5.4270000000000005
688361,24,Female,1,22,2,19,2,minimal,19_single__101112201212_shape_set_20_T.jpeg,1,8.306000000000001
688361,24,Female,1,23,2,13,3,paired,13_flower_single__01001221122102001122_shape_set_20_T.jpeg,0,22.074
688361,24,Female,1,24,2,9,1,paired,9_flower_single__10020000020001000200_shape_set_17_T.jpeg,0,4.444
688361,24,Female,1,25,2,21,7,minimal,21_triple__100111201112121010221202_shape_set_17_T.jpeg,0,28.9
688361,24,Female,1,26,2,3,1,paired,3_clockwork3_single__000011010200_shape_set_17_T.jpeg,1,1.427
688361,24,Female,1,27,2,23,4,paired,23_grid_single__1110120212111121_shape_set_4_T.jpeg,1,11.212
688361,24,Female,1,28,2,8,1,minimal,8_grid_single__0100000000001111_shape_set_4_T.jpeg,1,3.674
688361,24,Female,1,29,2,31,3,minimal,31_flower_double__0200010011120100020012110000000002001102_shape_set_20_T.jpeg,1,25.663
688361,24,Female,1,30,2,32,1,paired,32_flower_single__11110100010002000000_shape_set_4_T.jpeg,1,20.756
688361,24,Female,1,31,2,5,1,minimal,5_grid_single__0000000010200000_shape_set_4_T.jpeg,1,1.407
688361,24,Female,1,32,2,4,1,paired,4_flower_single__02001220000001000200_shape_set_20_T.jpeg,1,2.216
688364,33,Male,2,1,3,35,8,paired,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_20_T.jpeg,1,18.49
688364,33,Male,2,2,3,17,4,minimal,17_double__1222110111201012_shape_set_20_T.jpeg,1,15.633
688364,33,Male,2,3,3,8,1,paired,8_grid_single__0100000000001111_shape_set_20_T.jpeg,0,12.697
688364,33,Male,2,4,3,18,3,minimal,18_flower_double__1022102200000100010000000200122101000000_shape_set_4_T.jpeg,0,12.812
688364,33,Male,2,5,3,16,4,minimal,16_grid_single__1012121112021101_shape_set_17_T.jpeg,1,11.258
688364,33,Male,2,6,3,26,5,paired,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_20_T.jpeg,0,18.96
688364,33,Male,2,7,3,11,3,paired,11_grid_single__1220111101001121_shape_set_20_T.jpeg,1,11.705
688364,33,Male,2,8,3,7,1,paired,7_flower_single__01000200020012200200_shape_set_17_T.jpeg,1,9.314
688364,33,Male,2,9,3,12,4,minimal,12_double__1212102211111221_shape_set_4_T.jpeg,0,7.33
688364,33,Male,2,10,3,14,5,paired,14_triple__112110100000000010021222_shape_set_20_T.jpeg,0,19.51
688364,33,Male,2,11,3,34,3,paired,34_flower_single__11210200122211220100_shape_set_17_T.jpeg,0,16.134
688364,33,Male,2,12,3,13,3,paired,13_flower_single__01001221122102001122_shape_set_17_T.jpeg,0,8.578
688364,33,Male,2,13,3,27,3,paired,27_double__1020020012121122_shape_set_4_T.jpeg,0,3.323
