name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
lp__	-2000.0	0.53	14.0	-2100.0	-2000.0	-2000.0	730.0	6.6	1.0
theta[1]	0.078	0.0054	0.42	-0.6	0.07	0.78	5823.0	53.0	1.0
theta[2]	-0.15	0.0055	0.41	-0.83	-0.15	0.52	5536.0	50.0	1.0
theta[3]	-0.19	0.0061	0.45	-0.92	-0.2	0.57	5482.0	50.0	1.0
theta[4]	0.11	0.006	0.44	-0.6	0.11	0.83	5415.0	49.0	1.0
theta[5]	-2.1	0.0063	0.43	-2.8	-2.1	-1.4	4644.0	42.0	1.0
theta[6]	-0.75	0.0051	0.4	-1.4	-0.75	-0.095	6369.0	58.0	1.0
theta[7]	-0.76	0.0058	0.4	-1.4	-0.75	-0.12	4722.0	43.0	1.0
theta[8]	-0.13	0.0051	0.4	-0.79	-0.13	0.55	6251.0	57.0	1.0
theta[9]	-0.2	0.0049	0.4	-0.84	-0.2	0.47	6549.0	59.0	1.0
theta[10]	0.5	0.0055	0.43	-0.19	0.49	1.2	5999.0	54.0	1.0
theta[11]	0.36	0.0056	0.43	-0.33	0.35	1.1	5902.0	53.0	1.0
theta[12]	1.1	0.0069	0.56	0.19	1.1	2.1	6772.0	61.0	1.0
theta[13]	-0.88	0.0062	0.47	-1.7	-0.88	-0.12	5688.0	51.0	1.0
theta[14]	-1.1	0.0058	0.4	-1.8	-1.1	-0.43	4908.0	44.0	1.0
theta[15]	0.067	0.0054	0.41	-0.61	0.063	0.75	5814.0	53.0	1.0
theta[16]	-0.44	0.0052	0.41	-1.1	-0.44	0.23	6215.0	56.0	1.0
theta[17]	-0.23	0.0052	0.4	-0.89	-0.23	0.43	6012.0	54.0	1.0
theta[18]	-0.15	0.0058	0.39	-0.8	-0.16	0.49	4581.0	41.0	1.0
theta[19]	-1.1	0.0056	0.41	-1.8	-1.1	-0.44	5348.0	48.0	1.0
theta[20]	-1.2	0.0057	0.4	-1.8	-1.2	-0.52	4889.0	44.0	1.0
theta[21]	-0.014	0.0056	0.42	-0.71	-0.016	0.68	5651.0	51.0	1.0
