name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
lp__	-1100.0	0.67	17.0	-1100.0	-1100.0	-1000.0	640.0	16.0	1.0
theta[1]	0.26	0.011	0.77	-0.96	0.25	1.6	4796.0	120.0	1.0
theta[2]	-0.38	0.0086	0.69	-1.5	-0.41	0.81	6415.0	161.0	1.0
theta[3]	0.41	0.0093	0.71	-0.69	0.38	1.6	5819.0	146.0	1.0
theta[4]	0.47	0.01	0.76	-0.72	0.44	1.7	5798.0	145.0	1.0
theta[5]	0.52	0.014	0.8	-0.73	0.51	1.9	3131.0	78.0	1.0
theta[6]	-0.17	0.011	0.72	-1.3	-0.19	1.0	4621.0	116.0	1.0
theta[7]	-1.4	0.0071	0.59	-2.4	-1.4	-0.41	6891.0	173.0	1.0
theta[8]	0.65	0.0097	0.71	-0.49	0.62	1.9	5382.0	135.0	1.0
theta[9]	0.21	0.01	0.7	-0.93	0.2	1.4	4938.0	124.0	1.0
theta[10]	0.73	0.01	0.76	-0.48	0.69	2.0	5501.0	138.0	1.0
theta[11]	0.78	0.01	0.78	-0.47	0.76	2.1	5683.0	142.0	1.0
theta[12]	-0.75	0.0091	0.67	-1.8	-0.77	0.33	5315.0	133.0	1.0
theta[13]	-0.74	0.0094	0.66	-1.8	-0.76	0.32	4913.0	123.0	1.0
theta[14]	0.24	0.01	0.69	-0.86	0.21	1.4	4466.0	112.0	1.0
theta[15]	-0.21	0.0083	0.66	-1.2	-0.23	0.89	6358.0	159.0	1.0
theta[16]	0.61	0.01	0.76	-0.6	0.59	1.9	5764.0	144.0	1.0
theta[17]	0.5	0.0099	0.74	-0.69	0.47	1.7	5560.0	139.0	1.0
theta[18]	0.31	0.01	0.75	-0.87	0.28	1.6	5143.0	129.0	1.0
theta[19]	0.12	0.0094	0.67	-0.94	0.1	1.2	5103.0	128.0	1.0
theta[20]	-0.18	0.01	0.68	-1.3	-0.2	0.96	4349.0	109.0	1.0
theta[21]	-0.24	0.0089	0.66	-1.3	-0.25	0.89	5483.0	137.0	1.0
theta[22]	-0.17	0.0086	0.64	-1.2	-0.2	0.94	5632.0	141.0	1.0
theta[23]	0.72	0.0095	0.76	-0.48	0.7	2.0	6362.0	159.0	1.0
theta[24]	0.13	0.0098	0.68	-0.95	0.098	1.3	4892.0	123.0	1.0
theta[25]	0.011	0.0091	0.68	-1.1	-0.0086	1.2	5571.0	140.0	1.0
theta[26]	-0.54	0.0089	0.7	-1.7	-0.55	0.64	6267.0	157.0	1.0
theta[27]	0.046	0.009	0.68	-1.0	0.024	1.2	5632.0	141.0	1.0
theta[28]	-1.3	0.0089	0.66	-2.4	-1.3	-0.21	5473.0	137.0	1.0
theta[29]	-0.024	0.0095	0.71	-1.1	-0.044	1.2	5562.0	139.0	1.0
theta[30]	-0.41	0.012	0.71	-1.5	-0.44	0.8	3584.0	90.0	1.0
theta[31]	0.7	0.0096	0.76	-0.49	0.68	2.0	6238.0	156.0	1.0
theta[32]	-0.51	0.012	0.7	-1.6	-0.52	0.67	3513.0	88.0	1.0
theta[33]	-0.017	0.0097	0.7	-1.2	-0.031	1.2	5222.0	131.0	1.0
theta[34]	0.65	0.0098	0.73	-0.52	0.61	1.9	5574.0	140.0	1.0
theta[35]	0.55	0.011	0.76	-0.66	0.52	1.8	4327.0	108.0	1.0
theta[36]	0.23	0.01	0.73	-0.96	0.21	1.5	5173.0	130.0	1.0
theta[37]	-0.87	0.011	0.66	-2.0	-0.89	0.26	3813.0	95.0	1.0
theta[38]	0.13	0.0098	0.71	-0.98	0.086	1.3	5276.0	132.0	1.0
theta[39]	0.72	0.0099	0.72	-0.42	0.69	1.9	5280.0	132.0	1.0
theta[40]	0.81	0.01	0.77	-0.44	0.81	2.1	5981.0	150.0	1.0
theta[41]	1.2	0.0092	0.74	-0.022	1.1	2.4	6401.0	160.0	1.0
theta[42]	0.21	0.0095	0.68	-0.91	0.19	1.4	5152.0	129.0	1.0
theta[43]	0.096	0.0088	0.66	-0.96	0.081	1.2	5545.0	139.0	1.0
theta[44]	0.8	0.011	0.75	-0.37	0.77	2.1	5106.0	128.0	1.0
theta[45]	0.58	0.0093	0.75	-0.63	0.55	1.8	6560.0	164.0	1.0
theta[46]	-0.23	0.0097	0.66	-1.3	-0.24	0.88	4730.0	118.0	1.0
theta[47]	-0.099	0.0085	0.67	-1.2	-0.11	1.0	6117.0	153.0	1.0
theta[48]	0.052	0.0095	0.67	-1.1	0.027	1.2	5061.0	127.0	1.0
theta[49]	-0.45	0.0095	0.64	-1.5	-0.46	0.63	4524.0	113.0	1.0
theta[50]	0.31	0.0099	0.72	-0.83	0.28	1.6	5376.0	135.0	1.0
theta[51]	-0.32	0.0088	0.69	-1.4	-0.33	0.87	6205.0	155.0	1.0
theta[52]	-0.71	0.015	0.73	-1.8	-0.75	0.59	2260.0	57.0	1.0
theta[53]	0.011	0.0091	0.65	-1.0	-0.0047	1.1	5107.0	128.0	1.0
theta[54]	0.77	0.0095	0.74	-0.39	0.75	2.0	5997.0	150.0	1.0
theta[55]	-0.19	0.01	0.7	-1.3	-0.21	1.0	4711.0	118.0	1.0
theta[56]	0.65	0.014	0.78	-0.58	0.62	1.9	2960.0	74.0	1.0
theta[57]	0.73	0.0098	0.76	-0.47	0.72	2.0	6050.0	151.0	1.0
theta[58]	0.85	0.01	0.75	-0.34	0.82	2.1	5536.0	139.0	1.0
theta[59]	1.0	0.0095	0.75	-0.19	0.99	2.3	6276.0	157.0	1.0
theta[60]	0.72	0.01	0.74	-0.48	0.69	2.0	5431.0	136.0	1.0
theta[61]	-0.59	0.015	0.73	-1.7	-0.65	0.7	2282.0	57.0	1.0
theta[62]	0.27	0.0098	0.7	-0.85	0.26	1.4	5114.0	128.0	1.0
theta[63]	0.75	0.0093	0.71	-0.35	0.72	1.9	5746.0	144.0	1.0
theta[64]	-0.038	0.011	0.67	-1.1	-0.044	1.1	3847.0	96.0	1.0
theta[65]	-1.2	0.0094	0.66	-2.3	-1.2	-0.12	5022.0	126.0	1.0
theta[66]	1.2	0.01	0.75	0.041	1.2	2.5	5672.0	142.0	1.0
theta[67]	-1.7	0.0078	0.63	-2.8	-1.7	-0.69	6531.0	164.0	1.0
theta[68]	-0.23	0.0092	0.67	-1.3	-0.25	0.91	5299.0	133.0	1.0
theta[69]	-1.1	0.0088	0.64	-2.1	-1.0	-0.024	5250.0	131.0	1.0
theta[70]	-1.6	0.0087	0.65	-2.7	-1.6	-0.61	5528.0	138.0	1.0
theta[71]	1.2	0.01	0.79	-0.089	1.1	2.5	6038.0	151.0	1.0
theta[72]	-1.5	0.009	0.64	-2.5	-1.4	-0.4	5102.0	128.0	1.0
theta[73]	0.15	0.011	0.72	-0.98	0.13	1.3	4622.0	116.0	1.0
theta[74]	0.084	0.0093	0.67	-0.98	0.07	1.2	5189.0	130.0	1.0
theta[75]	0.34	0.009	0.71	-0.78	0.33	1.5	6292.0	158.0	1.0
theta[76]	0.052	0.01	0.71	-1.1	0.041	1.2	5109.0	128.0	1.0
theta[77]	0.46	0.0098	0.77	-0.77	0.44	1.7	6185.0	155.0	1.0
