subject	trial	dimension	item	accuracy	rt	w_hat	Y_hat	Y_pred	WAIC
686755	1	2	28	1	12.207	0.028539461815845265	0.8245	0.8253296969245761	-0.19761278724171547
686755	2	7	29	1	13.859	0.036584949926975384	0.72425	0.7304288435342435	-0.3312002684814206
686755	3	3	27	0	10.296	0.02276363998058236	0.6775	0.32198419972821696	-1.2187445840006323
686755	4	7	30	1	11.779	0.026944543700562734	0.8795	0.8775328630594327	-0.13354624882410707
686755	5	6	44	1	16.485	0.05741607106949608	0.396	0.39452363302981974	-1.0332143213902703
686755	6	3	31	1	8.336	0.020333273463273373	0.713	0.7153588043986997	-0.3520537524392171
686755	7	1	32	0	13.407	0.03406026009899738	0.79025	0.19769319720655465	-1.7487251994252957
686755	8	7	24	0	11.324	0.02544581547305157	0.3965	0.5960796139958443	-0.5646081769920838
686755	9	2	25	1	5.4670000000000005	0.028053485192721665	0.8895	0.8917056566309212	-0.11636206489506723
686755	10	5	26	0	16.614	0.058765810230869575	0.385	0.6148035320114771	-0.5232241456850093
686755	11	4	40	0	9.811	0.021826405271204736	0.6625	0.3424878841628629	-1.1723823783159493
686755	12	1	43	1	8.193	0.020310617389278855	0.71125	0.7124577542865963	-0.36272516893483714
686755	13	1	41	0	1.734	0.788056417371761	0.39275	0.604690367186634	-0.5231472046168695
686755	14	2	19	1	9.523	0.021369854086529676	0.7145	0.7138037131019563	-0.3523708633322846
686755	15	5	14	0	11.712	0.026711356421366305	0.4845	0.5252710080068087	-0.6903751766356593
686755	16	3	15	1	11.543	0.026142485743670257	0.601	0.6033745034501853	-0.5359509153328843
686755	17	1	33	1	10.728	0.02377472042715197	0.7515	0.7516896993343458	-0.2962820966970553
686755	18	3	34	1	15.584	0.04892683442119691	0.548	0.5457286896823255	-0.6456650753306831
686755	19	4	42	1	10.279	0.022727248042751	0.57725	0.5709859056426485	-0.6122002148504866
686755	20	3	18	0	9.966	0.022103118498660614	0.47175	0.5335188469594209	-0.6738735414876271
686755	21	4	16	1	7.782	0.020390653467443634	0.88875	0.8820873834949842	-0.12786876016804366
686755	22	2	22	0	4.29	0.0469130528958627	0.86075	0.13963197565678073	-2.0788237201248965
686755	23	4	23	1	8.132	0.0203085441977609	0.75275	0.7428148221282403	-0.309550578168733
686755	24	3	13	1	10.371	0.02292725708649241	0.51175	0.5087899482601583	-0.7250456486089152
686755	25	7	45	1	16.94	0.06233883520403462	0.73725	0.7471819145833833	-0.3087460423526537
686755	26	6	46	1	15.073	0.04477899542630779	0.63425	0.6253221665276817	-0.5031071332506838
686755	27	2	20	1	6.953	0.02135925109950297	0.73975	0.743208354054036	-0.3101728395213869
686755	28	7	21	1	10.881	0.02417285261224314	0.5565	0.5474169172068193	-0.638630748868571
686755	29	1	38	1	3.66	0.07457434488619713	0.90225	0.9042044115904416	-0.10240672878453816
686755	30	2	39	0	18.167	0.07807960700937137	0.707	0.29133147794630815	-1.3284141977565913
686755	31	1	8	1	3.881	0.06215164252752948	0.843	0.8474259411324908	-0.16882879175546106
686755	32	3	10	1	7.774	0.020394509598032955	0.62075	0.6183804512252513	-0.5069059721926369
686755	33	3	11	0	11.707	0.026694129808264726	0.61375	0.38026623704083806	-1.0338904706786352
686755	34	4	12	0	5.939	0.02486609926600238	0.44375	0.5573487422566498	-0.6225083361330137
686755	35	4	17	1	8.066	0.020311579626921636	0.63375	0.627608359612566	-0.4914920206034548
686755	36	3	37	1	10.967	0.024405924292701924	0.6745	0.6774261643752039	-0.4149201338057664
686755	39	2	6	1	4.246	0.048203242723882316	0.72025	0.7159883957025246	-0.3459785176102627
686755	45	6	36	0	10.839	0.02406146041845048	0.5255	0.4710792644773477	-0.8121681031502036
686755	46	8	35	0	29.999	0.5117582590623058	0.42725	0.5655683093552937	-0.5840115738137333
686897	1	4	60	0	10.605	0.02346989573535121	0.43325	0.5629755924140426	-0.658808548833075
686897	2	1	8	1	3.738	0.06974301554130301	0.757	0.7608723013400458	-0.2805106732117591
686897	4	1	57	1	5.631	0.026784983943586436	0.61925	0.6322940708118387	-0.5011887678514425
686897	5	2	61	0	8.736	0.020520986363130368	0.47475	0.5246506618330207	-0.748211865353504
686897	6	3	58	0	6.17	0.023745244247157838	0.51825	0.48488430662674453	-0.7992518606337032
686897	7	5	59	0	12.218	0.02858290368978688	0.32	0.6850384993368609	-0.4257919109883828
686897	8	3	62	1	5.648	0.02666424255532604	0.6005	0.602777397131254	-0.566666005550992
686897	9	7	29	1	10.35	0.0228809406048902	0.56275	0.5688380589368267	-0.6006683625560696
686897	10	7	30	1	7.004	0.021261563401800358	0.79825	0.8039472114407624	-0.22589977886504198
686897	11	3	31	1	9.177	0.020922671570105196	0.55975	0.5559087316037928	-0.620093866915288
686897	12	1	32	1	6.038	0.024356305230459036	0.67225	0.6820987326686553	-0.40057945203327155
686897	15	6	44	0	13.202	0.032999754050521475	0.257	0.7494731382689941	-0.3043715863076331
686897	16	2	6	1	6.181	0.023697624275655856	0.59675	0.5958257402789382	-0.5376986934333324
686897	17	3	15	0	6.758	0.021789014191709383	0.41225	0.570937931323913	-0.5873390123621793
686897	18	4	16	1	3.3240000000000003	0.10320461969569333	0.76775	0.7666618902072396	-0.2713775382645403
686897	19	4	12	0	5.323	0.029340719278946752	0.2775	0.7167661717489373	-0.34470394349703126
686897	20	7	24	0	7.117	0.02106523891100987	0.23275	0.7698783540066458	-0.27261142706379876
686897	21	2	25	1	3.685	0.07296656962414273	0.8115	0.8057136474893507	-0.2204334519969393
686897	22	5	26	0	7.705	0.02043166946835985	0.22525	0.7767416570751376	-0.26344705926535217
686897	23	3	27	0	8.458	0.020371625180625845	0.51275	0.478667863878978	-0.7783379386638615
686897	24	2	28	0	8.275	0.020320607200423738	0.737	0.28164426115448393	-1.352933420568986
686897	26	2	39	1	5.3100000000000005	0.029465849412854114	0.582	0.5865929835353686	-0.5686899255582684
686897	27	1	43	1	6.655	0.02205493290255568	0.541	0.5657683747596766	-0.6156259051287638
686897	28	1	41	0	3.217	0.11598848386454674	0.82575	0.18854415404369534	-1.7717402878912354
686897	29	3	37	0	4.1450000000000005	0.051440076859105316	0.5075	0.4948929462639479	-0.7495498868027949
686897	31	1	38	1	4.417	0.04354590448828125	0.9025	0.8950261352425208	-0.11334690193539049
686897	33	4	17	0	6.79	0.021712078766475452	0.44475	0.5386828351519001	-0.6495772326300455
686897	35	5	52	0	13.154	0.03275877433429612	0.46	0.5471384338296172	-0.6569664725039998
686897	36	3	11	1	6.206	0.023591197970444115	0.46125	0.4637784037099118	-0.8051708124526692
686897	37	6	55	1	13.538	0.03476508943543978	0.49325	0.49589549224217333	-0.7743711182727494
686897	38	3	13	0	4.643	0.038642374562681256	0.33275	0.6711282417591956	-0.41548032439482707
686897	39	5	14	0	3.016	0.14711607183854603	0.2915	0.6980694607937331	-0.37063332489041007
686897	40	3	56	1	7.969	0.020326280292872353	0.41675	0.41460410116661117	-0.9935093396412087
686897	41	3	18	1	7.563	0.020530898859120603	0.3125	0.3071296838859157	-1.2575681212318965
686897	42	4	40	0	6.502	0.022505101205030208	0.47775	0.5077628776474268	-0.7251480342912427
686897	43	7	21	0	5.745	0.026010511079356754	0.38475	0.6094798569468214	-0.5173232106635538
686897	44	6	54	0	10.591	0.0234360578941617	0.19	0.8160619924399782	-0.2159110844297763
686897	45	4	42	0	4.9430000000000005	0.03374167974075264	0.4015	0.6063086154076656	-0.533918834467472
686897	46	1	33	1	8.458	0.020371625180625845	0.64025	0.6296892919576098	-0.4824040411933045
686897	47	6	36	0	4.687	0.03782233502251377	0.36825	0.6319945744798727	-0.48145548808189637
686897	48	7	45	1	6.277	0.023302189176749158	0.6295	0.6342070904347967	-0.49281554088368196
686897	49	6	46	1	8.672	0.020479201989177517	0.478	0.47560181777228694	-0.8069946584492671
686897	50	2	19	0	4.266	0.04760831014967836	0.551	0.44594794802060267	-0.8479179059898811
686897	51	4	53	0	8.719	0.020509465317162672	0.44525	0.5439635218357717	-0.6740867924973462
686897	52	2	20	1	5.869	0.025255668346850998	0.59425	0.5900161007352894	-0.553361932578379
686897	53	2	51	1	5.846	0.025389246443893308	0.62525	0.6497020119664112	-0.4652897201626581
686897	54	2	49	0	7.3	0.02080214482749245	0.8195	0.18986791070737227	-1.8364014877904906
686897	55	4	23	1	6.625	0.02213783786273662	0.6005	0.6039441689910862	-0.5279865890710557
686897	56	8	35	1	8.018	0.020317308676138773	0.44825	0.44583294322918277	-0.8657878929129255
686897	57	2	22	1	6.095	0.02408324306190757	0.7955	0.799151050177785	-0.23125657761541676
686897	58	3	10	1	4.466	0.042374148253307674	0.42725	0.4422649163668465	-0.8581118954194691
686897	59	3	34	0	6.205	0.023595407465236307	0.3705	0.6170752874659725	-0.5081389675273731
686897	60	1	48	1	9.026	0.02076330558190074	0.6035	0.5967547591025976	-0.5602555342371988
686897	61	2	47	0	12.673	0.030491807242929176	0.3775	0.6195726535225219	-0.5179990858655631
686897	62	2	50	1	7.71	0.020428739217420264	0.65225	0.6576568363528076	-0.4455145628906129
686903	1	3	15	1	28.998	0.4596888886774216	0.3565	0.36294654018694084	-1.051762406903285
686903	2	4	16	1	10.835	0.024050934716650336	0.82125	0.8203522823030063	-0.20539236123696059
686903	3	4	17	0	15.895	0.051679272745161986	0.48	0.5233981926768585	-0.7015003531639996
686903	4	3	18	0	21.213	0.1371941520772321	0.30875	0.6806703398358864	-0.4056751087363857
686903	5	2	19	0	12.357	0.029142702606116955	0.57875	0.4211249998767464	-0.9445529707201052
686903	6	2	20	1	12.738	0.030782814255260527	0.623	0.6081903555630445	-0.5390202033233076
686903	7	7	21	0	26.512	0.3332430531083404	0.35925	0.6389554065928532	-0.4630177512391563
686903	8	2	22	1	6.923	0.02141946203681247	0.80675	0.8090573221483066	-0.22197383510577648
686903	9	4	23	0	16.388	0.056424350515154896	0.6045	0.3919156611313091	-1.0138342586056408
686903	10	7	24	0	20.703	0.12493238727474157	0.24825	0.7444451481620881	-0.3152194154202
686903	11	2	25	1	9.051	0.020788151628072456	0.8335	0.8432607616181182	-0.17650057619326254
686903	12	5	26	0	19.574	0.10137112821992514	0.24275	0.751688749122634	-0.30436096948706043
686903	13	3	27	0	12.72	0.030701758251777945	0.53525	0.4616239630089602	-0.8481851156414555
686903	14	2	28	1	20.303	0.11604008111926686	0.66275	0.6845038143821305	-0.39779946267583227
686903	15	7	29	0	18.436	0.08206566460355946	0.5595	0.43126727080341765	-0.9324889972540278
686903	16	7	30	1	12.508	0.029773937358216252	0.812	0.8075742557736537	-0.22405072407453494
686903	17	3	31	1	12.627	0.03028868413296337	0.57075	0.5745505314722348	-0.6037571015730265
686903	18	1	32	1	9.22	0.020972091548563804	0.70325	0.6994696286472656	-0.3849999525827078
686903	20	2	6	0	28.278	0.4221544665034134	0.46975	0.5355201651866947	-0.6420892834126416
686903	22	1	8	1	5.7490000000000006	0.025984790806400766	0.806	0.7944237615556635	-0.24161260632659115
686903	24	3	10	1	16.524	0.057820387987621465	0.46675	0.4621899216760852	-0.8410476422740131
686903	29	4	12	0	11.338	0.025489000205127347	0.308	0.6942911207133629	-0.38987112443787536
686903	30	3	11	1	16.217	0.05472345771381652	0.4655	0.47805003709703603	-0.797679640524717
686903	31	3	13	1	25.29	0.27706747202313575	0.33525	0.32867553702196317	-1.1834876733151871
686903	32	5	14	0	21.005	0.13206501052884426	0.32125	0.6763575785194795	-0.41429219338138973
686907	1	4	23	1	17.301000000000002	0.0665793764770359	0.7195	0.715765500843072	-0.3495896159845768
686907	2	7	24	0	28.707	0.444490593012896	0.3375	0.6614169116336326	-0.4299076168929613
686907	3	2	22	1	9.426	0.02123317988382721	0.88125	0.8747721757729141	-0.1374709839310349
686907	4	1	8	0	13.749	0.035946199198228584	0.86375	0.13972876491814168	-2.1143458213570097
686907	5	2	6	1	5.756	0.02594000810891548	0.727	0.7227804029777696	-0.34105902955345246
686907	6	2	20	1	16.171	0.05427604499322628	0.72425	0.7215852841803114	-0.3448307275816053
686907	7	7	21	0	16.567	0.0582699239304514	0.53225	0.4659803080716033	-0.8278295709660879
686907	8	2	19	1	9.365	0.021151707350499472	0.711	0.7097991189683881	-0.36363340607249156
686907	11	3	11	1	10.053	0.022267848492228157	0.60925	0.6182215776544053	-0.515157399876098
686907	13	3	10	1	13.293	0.03346420343920295	0.6115	0.6101723020063474	-0.5320749302319125
686907	17	3	34	1	11.337	0.025485909499972387	0.55375	0.5513227380781259	-0.6538296227100358
686907	18	2	25	0	5.229	0.030281767538514522	0.8875	0.1129451471952374	-2.3208727038238193
686907	19	4	12	1	16.919	0.06210149762858445	0.428	0.43618478220041523	-0.9079131184988918
686907	20	4	16	1	7.033	0.021208578303985176	0.878	0.8789349824183053	-0.13210825843483598
686907	21	4	17	0	16.861	0.06145119796676734	0.602	0.3924069741282532	-1.0206649622715913
686907	22	3	18	1	27.349	0.3745439159893299	0.3875	0.38779385552834145	-0.9906383666718407
686907	23	7	29	1	18.893	0.08932628652977866	0.6975	0.7005183472427193	-0.37702746989924896
686907	24	7	30	1	10.275	0.02271872253669903	0.86375	0.8770019650990717	-0.13518890045780393
686907	25	3	31	0	28.54	0.4357811885943145	0.52025	0.485107368801236	-0.7457141584954662
686907	26	1	33	0	5.404	0.02859508616734545	0.75275	0.25528388125432855	-1.4844954213244828
686907	27	3	15	0	25.635	0.2923509332988505	0.487	0.49625643335567043	-0.7340124777688313
686907	28	1	32	1	8.541	0.020407372974768707	0.818	0.8069793814534661	-0.2252247277856989
686907	30	5	14	1	23.327	0.20012190434032584	0.43375	0.43378100219214955	-0.8960215624174149
686907	31	3	13	0	11.611	0.026368074193866532	0.50075	0.49566273740604455	-0.7807998111323247
686907	32	2	28	0	14.718	0.04215331093266424	0.80925	0.18794995880219212	-1.812845795115335
686907	33	8	35	0	9.168	0.02091255263425436	0.6095	0.3837406159991067	-1.077325356146265
686907	34	3	27	1	15.23	0.04600572176889977	0.658	0.6647856621298983	-0.43486894926055836
686907	35	5	26	1	19.138	0.09348487175069846	0.3755	0.38425303766782404	-1.0691371817230328
686907	36	6	36	1	18.014	0.07590330079970485	0.521	0.512765929946237	-0.7242450033482914
686995	1	6	64	0	0.584	0.9999261286248586	0.246	0.7499981891745229	-0.28768449313852584
686995	2	3	37	0	0.406	0.999996424802398	0.246	0.7500000821137003	-0.287681962993213
686995	3	1	8	0	6.885	0.021498726526522	0.52325	0.4698230889362313	-0.8915380364639895
686995	4	3	13	0	10.814	0.02399591153841211	0.12025	0.8672632302725124	-0.1517063298080801
686995	5	5	63	1	0.716	0.9996135151826085	0.23725	0.2499414115113969	-1.3865295591929288
686995	6	3	15	0	6.93	0.0214052278815867	0.18425	0.8094438780567473	-0.22970918432438
686995	7	5	76	1	0.644	0.9998358488572704	0.25375	0.24998375108971263	-1.3863595818073051
686995	8	3	77	1	0.667	0.9997818017790382	0.25525	0.25001931269205524	-1.3862179182596595
686995	9	1	38	0	0.499	0.9999798495239844	0.26675	0.7499891489760405	-0.2876965479271929
686995	10	4	60	0	0.736	0.9995179673374555	0.24375	0.7500287725795024	-0.2876438041883183
686995	11	3	62	1	0.764	0.9993504873434736	0.24875	0.250057681531346	-1.3860664889423981
686995	12	8	35	0	0.455	0.9999906733557006	0.2595	0.7500006762174618	-0.2876811709699159
686995	13	6	36	0	0.556	0.9999506747354103	0.2365	0.7500050139978062	-0.287675389476605
686995	14	2	6	1	6.3420000000000005	0.023054040208368327	0.348	0.3416288217026918	-1.2460067497096923
686995	16	1	48	0	0.845	0.9985583312505873	0.24975	0.7499242699509334	-0.28778365521842886
686995	18	5	14	0	5.572	0.027219137868119993	0.12175	0.8724802592635034	-0.14382130898031678
686995	19	7	29	0	0.801	0.999054366734337	0.2455	0.7499924047780432	-0.28769250354912124
686995	20	2	61	0	0.538	0.9999624028837714	0.252	0.7500008453393856	-0.2876809470953043
686995	21	3	34	0	0.5740000000000001	0.9999358932818357	0.2505	0.7500064860674054	-0.2876734279852896
686995	22	2	20	0	2.499	0.2996688670927772	0.296	0.7122436068765262	-0.3600115353975391
686995	23	2	22	0	1.633	0.8464459890714843	0.27325	0.7015520334757712	-0.35829253391449506
686995	24	3	10	0	8.693	0.020492434464341087	0.19975	0.7960704440870927	-0.24792381618573084
686995	25	4	12	0	6.744	0.021823502762006838	0.1165	0.8846795367293654	-0.12845362596084475
686995	26	3	18	1	2.312	0.39463947625029655	0.166	0.17501346768455198	-1.8248948602227648
686995	27	2	19	0	5.924	0.024947478254279058	0.2825	0.7082215824553907	-0.38356933277044847
686995	28	5	74	0	0.861	0.9983298641632491	0.256	0.7500591918090644	-0.2876043840896469
686995	29	6	75	0	0.858	0.9983749055392029	0.2555	0.7497729815046623	-0.28798697440781035
686995	30	4	73	0	0.722	0.9995867359735696	0.2615	0.7499202331764168	-0.2877886619979971
686995	31	7	78	0	0.56	0.9999476750062508	0.2525	0.7500035729664873	-0.28767731118079554
686995	32	2	39	0	0.735	0.9995231859857053	0.25875	0.7499776801208216	-0.28771192711791965
686995	33	2	28	0	0.901	0.9976199231350125	0.24675	0.7495611900329038	-0.28827043014797415
686995	34	3	27	0	2.832	0.18672958492215724	0.2565	0.7417238660886187	-0.31893109462953184
686995	35	4	16	0	4.906	0.03426637408423981	0.6025	0.39321506643619375	-1.0674760435301218
686995	36	3	58	0	0.6920000000000001	0.9997062565228376	0.247	0.7499992762377355	-0.2876830783009662
686995	40	5	52	0	0.432	0.9999939657042326	0.254	0.750000355721998	-0.28768159822229555
686995	41	7	30	0	1.816	0.734332728473164	0.32075	0.6660934948573262	-0.4154545321571566
686995	42	4	17	0	3.868	0.06278172147450542	0.22	0.7802689896768675	-0.26777885183074424
686995	43	5	59	0	0.559	0.9999484393994227	0.25725	0.7500071517216834	-0.2876725406290754
686995	44	1	33	0	0.657	0.9998069382189897	0.25925	0.7499771094031771	-0.28771263465396496
