subject	trial	dimension	stimulus	accuracy	Y_hat	Y_pred	WAIC
7c517gtaonz1mxh2s0meyyps	7	5	52	0.0	0.34	0.6652906659063353	-0.42078036863512647
7c517gtaonz1mxh2s0meyyps	8	5	59	0.0	0.27	0.7238180457102941	-0.32582532179002704
7gw2yagzw18akzx2c5jh8x0j	1	2	19	0.0	0.70325	0.30106197874674423	-1.508411276615043
7gw2yagzw18akzx2c5jh8x0j	2	2	20	0.0	0.695	0.29918966452994733	-1.6892948062848958
7gw2yagzw18akzx2c5jh8x0j	3	3	15	1.0	0.4765	0.4848103734952725	-0.7939741214348316
7gw2yagzw18akzx2c5jh8x0j	4	3	10	1.0	0.5485	0.5557314095344095	-0.6842831850224772
7gw2yagzw18akzx2c5jh8x0j	5	4	12	0.0	0.3935	0.6111021745571865	-0.5322664062741276
7gw2yagzw18akzx2c5jh8x0j	6	4	23	1.0	0.80725	0.8042843207053777	-0.27634809327935983
7gw2yagzw18akzx2c5jh8x0j	7	5	14	1.0	0.38175	0.3903220720797268	-1.017327964183425
7gw2yagzw18akzx2c5jh8x0j	8	5	26	1.0	0.51225	0.504508687925202	-0.7656355986536113
7smbe5sw31ir72kkjh46hxb5	1	2	19	1.0	0.815	0.8144265567861821	-0.231334935089823
7smbe5sw31ir72kkjh46hxb5	2	2	20	1.0	0.838	0.8383053941477296	-0.20815344114473724
7smbe5sw31ir72kkjh46hxb5	3	3	11	1.0	0.70475	0.7038634282623766	-0.4201561844099969
7smbe5sw31ir72kkjh46hxb5	4	3	18	1.0	0.72725	0.7344287535731067	-0.34312790270199833
7smbe5sw31ir72kkjh46hxb5	5	4	16	1.0	0.9345	0.9380635325242738	-0.07856689514481874
7smbe5sw31ir72kkjh46hxb5	6	4	17	0.0	0.611	0.39191899714283873	-1.1029655708530859
7smbe5sw31ir72kkjh46hxb5	7	5	52	0.0	0.43575	0.5608643179216961	-0.6489626975701898
7smbe5sw31ir72kkjh46hxb5	8	5	59	1.0	0.333	0.33870455791428256	-1.146879849928923
7x60mnzq9z7glfp22gmui82y	1	2	1	1.0	0.98975	0.9909688406475389	-0.009749703809320208
7x60mnzq9z7glfp22gmui82y	2	2	6	1.0	0.8085	0.8146687452487379	-0.22614383422333412
7x60mnzq9z7glfp22gmui82y	3	3	11	1.0	0.72575	0.7260399544120887	-0.38614321227290094
7x60mnzq9z7glfp22gmui82y	4	3	18	1.0	0.756	0.7509026534672307	-0.32151449495911777
7x60mnzq9z7glfp22gmui82y	5	4	16	1.0	0.948	0.9457705092547997	-0.06894779049117618
7x60mnzq9z7glfp22gmui82y	6	4	17	1.0	0.631	0.6369983289752565	-0.5047893782493705
7x60mnzq9z7glfp22gmui82y	7	5	52	0.0	0.445	0.5452326551758936	-0.6819222567302717
7x60mnzq9z7glfp22gmui82y	8	5	59	0.0	0.34425	0.6610278237669555	-0.4481098011397811
861v0fk5nwd59atkvjagduyd	1	2	1	1.0	0.98375	0.9842913588207637	-0.018824237278543373
861v0fk5nwd59atkvjagduyd	2	2	6	1.0	0.76875	0.7680130454928639	-0.29245382314859886
861v0fk5nwd59atkvjagduyd	3	3	15	0.0	0.54375	0.45229561080408953	-0.915700842689338
861v0fk5nwd59atkvjagduyd	4	3	10	1.0	0.64775	0.6523589610274589	-0.5009169117201522
861v0fk5nwd59atkvjagduyd	5	4	16	1.0	0.92125	0.9157096192678099	-0.1141473559750821
861v0fk5nwd59atkvjagduyd	6	4	17	1.0	0.586	0.5767095533011655	-0.6070025042100768
861v0fk5nwd59atkvjagduyd	7	5	52	0.0	0.40925	0.5929644263862237	-0.5641571208721828
861v0fk5nwd59atkvjagduyd	8	5	59	0.0	0.31675	0.6884807862042771	-0.38690200278578035
916h4l4wzxi8bjye3bd741e6	1	2	1	1.0	0.90425	0.9064121427772281	-0.13076078447050743
916h4l4wzxi8bjye3bd741e6	2	2	6	0.0	0.563	0.44104960684928607	-0.9456506780020743
916h4l4wzxi8bjye3bd741e6	3	3	11	1.0	0.424	0.4056693406347924	-0.9873077708695011
916h4l4wzxi8bjye3bd741e6	4	3	18	0.0	0.48525	0.5145961696418728	-0.7438454771078802
916h4l4wzxi8bjye3bd741e6	5	4	12	0.0	0.32375	0.6798204979308892	-0.3982399814539798
916h4l4wzxi8bjye3bd741e6	6	4	23	0.0	0.599	0.39467586474662275	-1.3441622379649198
916h4l4wzxi8bjye3bd741e6	7	5	52	1.0	0.30975	0.30798506999379244	-1.2051159671093932
916h4l4wzxi8bjye3bd741e6	8	5	59	0.0	0.26375	0.7335859328751074	-0.31117265766719115
9bz0re3h0r0j1a0x8o4x5cie	1	2	1	1.0	0.98225	0.9811740542735733	-0.021428494902014525
9bz0re3h0r0j1a0x8o4x5cie	2	2	6	0.0	0.7305	0.26121973038824287	-1.6707886421815834
9bz0re3h0r0j1a0x8o4x5cie	3	3	11	0.0	0.611	0.39149734551066545	-1.288022221036972
9bz0re3h0r0j1a0x8o4x5cie	4	3	18	1.0	0.6805	0.6714687325804964	-0.4483930541844337
9bz0re3h0r0j1a0x8o4x5cie	5	4	16	1.0	0.89	0.8931470879091028	-0.14883786954138395
9bz0re3h0r0j1a0x8o4x5cie	6	4	17	1.0	0.55125	0.5564554657825554	-0.6506033261662643
9bz0re3h0r0j1a0x8o4x5cie	7	5	14	1.0	0.43675	0.43278386988000694	-0.9295927074577914
9bz0re3h0r0j1a0x8o4x5cie	8	5	26	1.0	0.5605	0.5559183899201784	-0.6666477572568018
9wubfmhiyu2ygfz2dasvibw0	1	2	19	0.0	0.845	0.1546098370900563	-2.5180454976180675
9wubfmhiyu2ygfz2dasvibw0	2	2	20	1.0	0.87325	0.8729917959892943	-0.1599752412590587
9wubfmhiyu2ygfz2dasvibw0	3	3	15	1.0	0.65475	0.6457108705812712	-0.49742714700667
9wubfmhiyu2ygfz2dasvibw0	4	3	10	1.0	0.745	0.750980934975806	-0.3440641628641262
9wubfmhiyu2ygfz2dasvibw0	5	4	16	1.0	0.95525	0.9549257865128318	-0.0565929615392902
9wubfmhiyu2ygfz2dasvibw0	6	4	17	1.0	0.6675	0.6628961517109986	-0.46127594285790835
9wubfmhiyu2ygfz2dasvibw0	7	5	14	1.0	0.55775	0.5569776865698343	-0.6873431836922269
9wubfmhiyu2ygfz2dasvibw0	8	5	26	1.0	0.6815	0.679537445926706	-0.44866292312586725
a7xws1zeh1hi9810qv1e67u0	1	2	1	1.0	0.99425	0.9950114383859093	-0.005145272705332549
a7xws1zeh1hi9810qv1e67u0	2	2	6	1.0	0.857	0.857287919798166	-0.1688441612696365
a7xws1zeh1hi9810qv1e67u0	3	3	15	1.0	0.701	0.6852425964082075	-0.43166584359165056
a7xws1zeh1hi9810qv1e67u0	4	3	10	1.0	0.7895	0.7931169709704802	-0.27648517054143834
a7xws1zeh1hi9810qv1e67u0	5	4	16	1.0	0.9685	0.9693306170320154	-0.03492367797422495
a7xws1zeh1hi9810qv1e67u0	6	4	17	1.0	0.704	0.7013978617137067	-0.3990855739066602
a7xws1zeh1hi9810qv1e67u0	7	5	52	1.0	0.53075	0.5290098774347185	-0.7194114158470345
a7xws1zeh1hi9810qv1e67u0	8	5	59	0.0	0.39525	0.6153302944138977	-0.5550754308747167
amfgiujf84nee6xej79u94nz	1	2	19	1.0	0.90675	0.906171362916433	-0.10745344719751689
amfgiujf84nee6xej79u94nz	2	2	20	1.0	0.93575	0.9304302315864227	-0.08011384645547734
amfgiujf84nee6xej79u94nz	3	3	11	1.0	0.84825	0.8486903668081687	-0.1920812069188767
amfgiujf84nee6xej79u94nz	4	3	18	1.0	0.85525	0.8435617925671443	-0.1884673941762887
amfgiujf84nee6xej79u94nz	5	4	16	1.0	0.98325	0.9813382222427376	-0.02067453351875425
amfgiujf84nee6xej79u94nz	6	4	17	1.0	0.74175	0.7500613258861842	-0.3216699864496246
amfgiujf84nee6xej79u94nz	7	5	14	1.0	0.6635	0.6667979470531568	-0.4881716676843558
amfgiujf84nee6xej79u94nz	8	5	26	1.0	0.764	0.7749710322230866	-0.29453909405456546
aovqgbv5rexwvxs4ngqdcuzf	1	2	19	0.0	0.73325	0.26678323683968436	-1.6605822858043686
aovqgbv5rexwvxs4ngqdcuzf	2	2	20	1.0	0.76525	0.7515854495106725	-0.34128641191592074
aovqgbv5rexwvxs4ngqdcuzf	3	3	11	1.0	0.6135	0.5948481541283759	-0.6079145632966848
aovqgbv5rexwvxs4ngqdcuzf	4	3	18	1.0	0.6555	0.6521960120407094	-0.4761272762726436
aovqgbv5rexwvxs4ngqdcuzf	5	4	16	1.0	0.889	0.8849862599936988	-0.1546478036688832
aovqgbv5rexwvxs4ngqdcuzf	6	4	17	0.0	0.53125	0.47075301393860625	-0.8508062607671383
aovqgbv5rexwvxs4ngqdcuzf	7	5	52	0.0	0.3765	0.6237077243956552	-0.49924059136886917
aovqgbv5rexwvxs4ngqdcuzf	8	5	59	1.0	0.302	0.2994588154040397	-1.236906807219375
aqdtfik9c5jdgmgtj17n5s60	1	2	19	1.0	0.76075	0.7612612523020519	-0.303059928341595
aqdtfik9c5jdgmgtj17n5s60	2	2	20	1.0	0.783	0.7790773960255815	-0.29153213665675226
aqdtfik9c5jdgmgtj17n5s60	3	3	11	1.0	0.62625	0.6240100110090282	-0.5483773423201724
aqdtfik9c5jdgmgtj17n5s60	4	3	18	0.0	0.66675	0.3311414563009169	-1.2899255663887612
aqdtfik9c5jdgmgtj17n5s60	5	4	16	1.0	0.91225	0.906818414988369	-0.11825041069803521
aqdtfik9c5jdgmgtj17n5s60	6	4	17	0.0	0.56	0.4523790634748593	-0.8807481210232793
aqdtfik9c5jdgmgtj17n5s60	7	5	14	0.0	0.4245	0.5783636608800287	-0.6085827372108422
aqdtfik9c5jdgmgtj17n5s60	8	5	26	1.0	0.55125	0.5566520241982318	-0.6518493757046052
b0x8nafpqqyclhwanq3pkmb9	1	2	1	1.0	0.99175	0.9926813952395764	-0.007796054527521626
b0x8nafpqqyclhwanq3pkmb9	2	2	6	1.0	0.83675	0.8375041069939277	-0.19593208118588468
b0x8nafpqqyclhwanq3pkmb9	3	3	11	1.0	0.76875	0.766145623142731	-0.3233842703544979
b0x8nafpqqyclhwanq3pkmb9	4	3	18	1.0	0.77725	0.7805403507106794	-0.277552791028834
b0x8nafpqqyclhwanq3pkmb9	5	4	16	1.0	0.9595	0.9597408498545669	-0.04894785843830649
b0x8nafpqqyclhwanq3pkmb9	6	4	17	0.0	0.67225	0.3364768510471229	-1.3407243979151806
b0x8nafpqqyclhwanq3pkmb9	7	5	14	1.0	0.56675	0.5651779143299699	-0.6737706593031902
b0x8nafpqqyclhwanq3pkmb9	8	5	26	1.0	0.6865	0.68855050594716	-0.43220958700046186
b15a2vfqksmoc9tpyn31ffcd	1	2	1	1.0	0.9905	0.9913946539321888	-0.009248897660193607
b15a2vfqksmoc9tpyn31ffcd	2	2	6	1.0	0.81875	0.8199019343123639	-0.21879340289710353
b15a2vfqksmoc9tpyn31ffcd	3	3	11	1.0	0.73425	0.7351932847398368	-0.3708358742152028
b15a2vfqksmoc9tpyn31ffcd	4	3	18	1.0	0.75275	0.7580302769696691	-0.31002229228248435
b15a2vfqksmoc9tpyn31ffcd	5	4	12	1.0	0.52125	0.5135697706458596	-0.7490239626506624
b15a2vfqksmoc9tpyn31ffcd	6	4	23	1.0	0.91525	0.9212148607366052	-0.0977603825682073
b15a2vfqksmoc9tpyn31ffcd	7	5	52	0.0	0.4525	0.5390789517026663	-0.708332553177843
b15a2vfqksmoc9tpyn31ffcd	8	5	59	0.0	0.33975	0.6562437400113984	-0.45331986388960577
b4cw2gdp51btdceicdu9q0oh	1	2	19	0.0	0.668	0.3337164932907843	-1.3580314053474072
b4cw2gdp51btdceicdu9q0oh	2	2	20	1.0	0.67125	0.6740953270053421	-0.47795024825087096
b4cw2gdp51btdceicdu9q0oh	3	3	15	1.0	0.461	0.4561176518719362	-0.8525412320687048
b4cw2gdp51btdceicdu9q0oh	4	3	10	0.0	0.48925	0.48846332193324665	-0.8685377334070886
b4cw2gdp51btdceicdu9q0oh	5	4	12	0.0	0.362	0.6311181777384877	-0.4876943144700022
b4cw2gdp51btdceicdu9q0oh	6	4	23	1.0	0.77125	0.7711316654170514	-0.3333414134577152
b4cw2gdp51btdceicdu9q0oh	7	5	52	0.0	0.35225	0.6529359931342577	-0.44519796520840305
b4cw2gdp51btdceicdu9q0oh	8	5	59	1.0	0.29	0.28286012558197615	-1.2802166564967425
bb967z2toxxn0x33ep6y7oro	1	2	19	1.0	0.73525	0.7315162303836198	-0.351845609698643
bb967z2toxxn0x33ep6y7oro	2	2	20	1.0	0.74375	0.7448437037298689	-0.3480268101259244
bb967z2toxxn0x33ep6y7oro	3	3	15	0.0	0.49425	0.505264178517711	-0.7524278346582702
bb967z2toxxn0x33ep6y7oro	4	3	10	1.0	0.567	0.5845720959373685	-0.6145179308148556
bb967z2toxxn0x33ep6y7oro	5	4	12	0.0	0.38075	0.6014717765753779	-0.54470861338515
bb967z2toxxn0x33ep6y7oro	6	4	23	1.0	0.83225	0.8377916293850889	-0.21394503879550125
bb967z2toxxn0x33ep6y7oro	7	5	14	0.0	0.40175	0.6039276547310648	-0.5477760023835694
bb967z2toxxn0x33ep6y7oro	8	5	26	0.0	0.5215	0.4827430067503479	-0.824055833174906
bg3bdltoygqx8m0nzt8ci6g6	1	2	19	1.0	0.747	0.7498683313006627	-0.3247597552093189
bg3bdltoygqx8m0nzt8ci6g6	2	2	20	1.0	0.762	0.7650544442598389	-0.3194029051525857
bg3bdltoygqx8m0nzt8ci6g6	3	3	15	1.0	0.51075	0.5203184247855446	-0.7160194017370145
bg3bdltoygqx8m0nzt8ci6g6	4	3	10	0.0	0.59725	0.40216815474712475	-1.1389242747980888
bg3bdltoygqx8m0nzt8ci6g6	5	4	12	0.0	0.42625	0.585624300625025	-0.5817517177924002
bg3bdltoygqx8m0nzt8ci6g6	6	4	23	1.0	0.85825	0.8516905161275116	-0.19620877949500004
bg3bdltoygqx8m0nzt8ci6g6	7	5	14	1.0	0.4175	0.41811262775295494	-0.9499908675684448
bg3bdltoygqx8m0nzt8ci6g6	8	5	26	0.0	0.534	0.46153670608979913	-0.9028571318642906
bguww2kl1i4embfjm9cmy1oq	1	2	1	1.0	0.94825	0.954967125422445	-0.05433750900734026
bguww2kl1i4embfjm9cmy1oq	2	2	6	0.0	0.63175	0.3633042107154263	-1.178048710984238
bguww2kl1i4embfjm9cmy1oq	3	3	11	0.0	0.48775	0.5223067094513639	-0.7626371071418385
bguww2kl1i4embfjm9cmy1oq	4	3	18	1.0	0.563	0.5634038905171636	-0.6339899609726073
bguww2kl1i4embfjm9cmy1oq	5	4	16	1.0	0.7875	0.7846943816942322	-0.32373018874569753
bguww2kl1i4embfjm9cmy1oq	6	4	17	0.0	0.45125	0.5452493905471092	-0.6543117003528078
bguww2kl1i4embfjm9cmy1oq	7	5	14	1.0	0.33675	0.3455497944794339	-1.111944307440723
bguww2kl1i4embfjm9cmy1oq	8	5	26	0.0	0.42925	0.5584831409743652	-0.6389985816538214
bim3nfivv3jfscqect9yvn3i	1	2	1	1.0	0.9865	0.9880544768680022	-0.013100549414904772
bim3nfivv3jfscqect9yvn3i	2	2	6	1.0	0.79425	0.7917672341288735	-0.2592138969178631
bim3nfivv3jfscqect9yvn3i	3	3	11	1.0	0.70375	0.6937072128937405	-0.4418921554809282
bim3nfivv3jfscqect9yvn3i	4	3	18	0.0	0.72375	0.280629365468545	-1.5833340632499586
bim3nfivv3jfscqect9yvn3i	5	4	16	1.0	0.92825	0.9313344745565689	-0.08850646459324407
bim3nfivv3jfscqect9yvn3i	6	4	17	1.0	0.62625	0.6086920924245159	-0.5551503632659044
bim3nfivv3jfscqect9yvn3i	7	5	52	1.0	0.44475	0.44124892667122595	-0.8951873809174301
bim3nfivv3jfscqect9yvn3i	8	5	59	0.0	0.31725	0.6720853693698757	-0.4203760195315269
bmteqvb5orljgrihy986c136	1	2	1	1.0	0.97425	0.9722174930282401	-0.032702105466497045
bmteqvb5orljgrihy986c136	2	2	6	1.0	0.70775	0.6995077861569149	-0.39576602002403627
bmteqvb5orljgrihy986c136	3	3	15	0.0	0.46075	0.5246374537796159	-0.7117737360915534
bmteqvb5orljgrihy986c136	4	3	10	0.0	0.5445	0.4586376913504234	-0.9583756991872207
bmteqvb5orljgrihy986c136	5	4	16	1.0	0.84125	0.8485918112684728	-0.21912984183787865
bmteqvb5orljgrihy986c136	6	4	17	1.0	0.5005	0.5056350984986069	-0.7414736304906351
bmteqvb5orljgrihy986c136	7	5	52	0.0	0.36325	0.6403009228381938	-0.4665271283276354
bmteqvb5orljgrihy986c136	8	5	59	0.0	0.29125	0.7123677539541831	-0.34439614714370126
bnzoabc931851ubzsmnoh4jr	1	2	1	1.0	0.91425	0.9134769832359417	-0.11815604405340896
bnzoabc931851ubzsmnoh4jr	2	2	6	0.0	0.575	0.42868559728177025	-0.9898860179947244
bnzoabc931851ubzsmnoh4jr	3	3	15	1.0	0.3795	0.3873752135144556	-1.0052689508681014
bnzoabc931851ubzsmnoh4jr	4	3	10	0.0	0.41775	0.5898009901500982	-0.597857253325834
bnzoabc931851ubzsmnoh4jr	5	4	16	0.0	0.6525	0.3532547333564805	-1.739435132321495
bnzoabc931851ubzsmnoh4jr	6	4	17	1.0	0.42325	0.4118755196477342	-0.9472702211385358
bnzoabc931851ubzsmnoh4jr	7	5	52	1.0	0.31275	0.3119807214036359	-1.1949752105174583
bnzoabc931851ubzsmnoh4jr	8	5	59	1.0	0.2565	0.26877117754797414	-1.3231882814306601
bqmggoo03ysfb6urpkfayu1l	1	2	19	1.0	0.7565	0.7537895141655528	-0.31586928118914803
bqmggoo03ysfb6urpkfayu1l	2	2	20	1.0	0.77925	0.7691947448434454	-0.30854141611941344
bqmggoo03ysfb6urpkfayu1l	3	3	11	1.0	0.62	0.6134849240067599	-0.5675459660873584
bqmggoo03ysfb6urpkfayu1l	4	3	18	0.0	0.664	0.33891855809540666	-1.2633767693532925
bqmggoo03ysfb6urpkfayu1l	5	4	16	1.0	0.888	0.8988032804496646	-0.13297872056673687
bqmggoo03ysfb6urpkfayu1l	6	4	17	1.0	0.558	0.5459171152445365	-0.6602782461713028
bqmggoo03ysfb6urpkfayu1l	7	5	14	0.0	0.405	0.5843757682112881	-0.5989715316811937
bqmggoo03ysfb6urpkfayu1l	8	5	26	0.0	0.547	0.45913040876287275	-0.905375014932569
bvqzl9fx0jdq4vlm8w50jrwi	1	2	1	1.0	0.9925	0.994565752152828	-0.005657343968414383
bvqzl9fx0jdq4vlm8w50jrwi	2	2	6	1.0	0.84725	0.8516214269428474	-0.1768813473302371
bvqzl9fx0jdq4vlm8w50jrwi	3	3	11	1.0	0.79175	0.7871490814069461	-0.2914205882324612
bvqzl9fx0jdq4vlm8w50jrwi	4	3	18	1.0	0.8	0.7994890652581871	-0.25015679351826603
bvqzl9fx0jdq4vlm8w50jrwi	5	4	16	1.0	0.969	0.9665832936978077	-0.039472239434035966
bvqzl9fx0jdq4vlm8w50jrwi	6	4	17	1.0	0.69975	0.6939581054147717	-0.4110247375572923
bvqzl9fx0jdq4vlm8w50jrwi	7	5	52	1.0	0.514	0.5197734484518151	-0.7392409374852954
bvqzl9fx0jdq4vlm8w50jrwi	8	5	59	0.0	0.37975	0.6204838725312516	-0.5399346552931428
c6nqai3ppicym9vqexh80tg3	1	2	1	1.0	0.95775	0.9619175866065388	-0.04549779403954278
c6nqai3ppicym9vqexh80tg3	2	2	6	0.0	0.6815	0.33385140418790316	-1.3382398238893296
c6nqai3ppicym9vqexh80tg3	3	3	15	0.0	0.4525	0.5427327801159618	-0.6857517093866861
c6nqai3ppicym9vqexh80tg3	4	3	10	0.0	0.5065	0.4838897149110898	-0.9228708351194835
c6nqai3ppicym9vqexh80tg3	5	4	16	1.0	0.81575	0.8169425609820875	-0.2733025649869806
c6nqai3ppicym9vqexh80tg3	6	4	17	1.0	0.475	0.48571435430145093	-0.791442873309674
c6nqai3ppicym9vqexh80tg3	7	5	52	1.0	0.3455	0.3533865406389716	-1.0905597593833578
c6nqai3ppicym9vqexh80tg3	8	5	59	1.0	0.28125	0.2864358258921347	-1.2742836766402048
ciet9vpu24uv7rxytk6tcxuu	1	2	19	1.0	0.8495	0.8432910201291438	-0.19284132303114074
ciet9vpu24uv7rxytk6tcxuu	2	2	20	1.0	0.8685	0.865464682015218	-0.17114063487113795
ciet9vpu24uv7rxytk6tcxuu	3	3	15	1.0	0.63575	0.640415185851348	-0.5111899188618008
ciet9vpu24uv7rxytk6tcxuu	4	3	10	0.0	0.7295	0.2695088901489057	-1.9135671827381797
ciet9vpu24uv7rxytk6tcxuu	5	4	12	1.0	0.52275	0.5318400041941073	-0.7238393935625371
ciet9vpu24uv7rxytk6tcxuu	6	4	23	1.0	0.9255	0.9255777936990315	-0.08998398294801922
ciet9vpu24uv7rxytk6tcxuu	7	5	52	1.0	0.494	0.48941633999986484	-0.8047137937795465
ciet9vpu24uv7rxytk6tcxuu	8	5	59	1.0	0.36175	0.36929676535238554	-1.0878580534264888
ckedf3b7jzqesg5lnjf5somo	1	2	1	1.0	0.99125	0.9924423483340463	-0.008221225438996593
ckedf3b7jzqesg5lnjf5somo	2	2	6	1.0	0.83325	0.8352099244024882	-0.2002891071906118
ckedf3b7jzqesg5lnjf5somo	3	3	15	1.0	0.654	0.6544325819692632	-0.4864400565731452
ckedf3b7jzqesg5lnjf5somo	4	3	10	1.0	0.77625	0.7592083260079425	-0.3340049885846609
ckedf3b7jzqesg5lnjf5somo	5	4	12	1.0	0.5545	0.5474261787319322	-0.6940019192460207
ckedf3b7jzqesg5lnjf5somo	6	4	23	1.0	0.93425	0.9317586603810109	-0.08325636331175688
ckedf3b7jzqesg5lnjf5somo	7	5	14	1.0	0.56	0.5653482747362186	-0.6783370553487382
ckedf3b7jzqesg5lnjf5somo	8	5	26	0.0	0.6785	0.3218616243068535	-1.511774156029438
cmfakatmv0nai6eflfnczpho	1	2	19	1.0	0.86475	0.8687929627854033	-0.15567043534591832
cmfakatmv0nai6eflfnczpho	2	2	20	1.0	0.89825	0.8938499706531864	-0.12872654780905174
cmfakatmv0nai6eflfnczpho	3	3	15	0.0	0.667	0.3377572201225565	-1.348954540142416
cmfakatmv0nai6eflfnczpho	4	3	10	1.0	0.78975	0.7827856770706348	-0.2876636250942384
cmfakatmv0nai6eflfnczpho	5	4	16	1.0	0.96525	0.9671640316477609	-0.03842803503966992
cmfakatmv0nai6eflfnczpho	6	4	17	1.0	0.68925	0.6872790925755423	-0.4171401643855509
cmfakatmv0nai6eflfnczpho	7	5	14	1.0	0.592	0.5861107387557208	-0.6295496833374012
cmfakatmv0nai6eflfnczpho	8	5	26	1.0	0.7145	0.7096182115917418	-0.3955895222442585
d2ko9mppeps02krwfyhdooah	1	2	19	1.0	0.875	0.8768805980468423	-0.1469220899186203
d2ko9mppeps02krwfyhdooah	2	2	20	1.0	0.89925	0.9010708638164776	-0.11948739692078886
d2ko9mppeps02krwfyhdooah	3	3	15	1.0	0.6965	0.68930517109159	-0.4262744194561606
d2ko9mppeps02krwfyhdooah	4	3	10	1.0	0.80425	0.7968901461076322	-0.27081640633957116
d2ko9mppeps02krwfyhdooah	5	4	12	1.0	0.5845	0.5839763292926522	-0.623525682327347
d2ko9mppeps02krwfyhdooah	6	4	23	1.0	0.94625	0.9480167493940036	-0.061603995340324735
d2ko9mppeps02krwfyhdooah	7	5	52	0.0	0.52825	0.47733226814678764	-0.887699586768062
d2ko9mppeps02krwfyhdooah	8	5	59	1.0	0.404	0.40309832437235227	-1.0145023713202024
d79e6wzq7mnr7g3u6fyuxpyl	1	2	1	1.0	0.99275	0.9925905293593708	-0.007786275516342293
d79e6wzq7mnr7g3u6fyuxpyl	2	2	6	1.0	0.8235	0.8310293516716587	-0.20521015388711852
d79e6wzq7mnr7g3u6fyuxpyl	3	3	11	1.0	0.7515	0.7559629988701264	-0.33977482576967016
d79e6wzq7mnr7g3u6fyuxpyl	4	3	18	1.0	0.782	0.772820002206142	-0.2883550775496988
d79e6wzq7mnr7g3u6fyuxpyl	5	4	12	1.0	0.54275	0.5372780703496793	-0.707454282877079
d79e6wzq7mnr7g3u6fyuxpyl	6	4	23	1.0	0.9285	0.9297707625911441	-0.0845544036677123
d79e6wzq7mnr7g3u6fyuxpyl	7	5	14	1.0	0.54675	0.5557311990676452	-0.6910825231897761
d79e6wzq7mnr7g3u6fyuxpyl	8	5	26	0.0	0.66875	0.3289413977521608	-1.477544287252498
dd4q0uzcr55cskrcz27z24sc	1	2	1	1.0	0.93375	0.9363148284437646	-0.08639121653279122
dd4q0uzcr55cskrcz27z24sc	2	2	6	1.0	0.621	0.6183995493021062	-0.53970360846832
dd4q0uzcr55cskrcz27z24sc	3	3	15	1.0	0.42525	0.4177423764774073	-0.9403661994486946
dd4q0uzcr55cskrcz27z24sc	4	3	10	0.0	0.4435	0.548721484968173	-0.7145545382089533
dd4q0uzcr55cskrcz27z24sc	5	4	16	0.0	0.703	0.29568281827884557	-2.2109794806312646
dd4q0uzcr55cskrcz27z24sc	6	4	17	1.0	0.43775	0.44465795696424515	-0.8764948073296583
dd4q0uzcr55cskrcz27z24sc	7	5	52	0.0	0.332	0.6730670254769402	-0.4099881956409366
dd4q0uzcr55cskrcz27z24sc	8	5	59	1.0	0.276	0.2751873516342327	-1.304177575632268
ddz3bkstcj6vzqizcv08skck	1	2	1	1.0	0.976	0.9816510255541939	-0.020717695545255876
ddz3bkstcj6vzqizcv08skck	2	2	6	0.0	0.7475	0.2473111990182025	-1.7813135902981614
ddz3bkstcj6vzqizcv08skck	3	3	11	1.0	0.65125	0.6487653226118961	-0.5309962009125967
ddz3bkstcj6vzqizcv08skck	4	3	18	0.0	0.6875	0.318144823755476	-1.42176969102308
ddz3bkstcj6vzqizcv08skck	5	4	16	1.0	0.90775	0.9037120221976351	-0.13177949551787949
ddz3bkstcj6vzqizcv08skck	6	4	17	1.0	0.57025	0.5736972499522065	-0.6251447130864778
ddz3bkstcj6vzqizcv08skck	7	5	14	1.0	0.463	0.46131165710666916	-0.8800269869008236
ddz3bkstcj6vzqizcv08skck	8	5	26	1.0	0.58275	0.5796780700476439	-0.6292753928471783
dj21a374lijvbrmhst2hd3b5	1	2	19	1.0	0.85375	0.8598032157609636	-0.16688394030069043
dj21a374lijvbrmhst2hd3b5	2	2	20	1.0	0.88375	0.8848464478486775	-0.13880977850549067
dj21a374lijvbrmhst2hd3b5	3	3	11	1.0	0.7725	0.7693666950040335	-0.31065881912449944
dj21a374lijvbrmhst2hd3b5	4	3	18	1.0	0.783	0.7853055002649838	-0.2665523614549854
dj21a374lijvbrmhst2hd3b5	5	4	16	1.0	0.964	0.96456492792786	-0.04058989771399053
dj21a374lijvbrmhst2hd3b5	6	4	17	1.0	0.67175	0.6732180770023408	-0.4380290487152348
dj21a374lijvbrmhst2hd3b5	7	5	14	0.0	0.54375	0.4486861628877406	-1.0307295274709833
dj21a374lijvbrmhst2hd3b5	8	5	26	1.0	0.688	0.6906884686850397	-0.4220995279732641
dqv12yv7mc6sjik35hhojjm9	1	2	19	0.0	0.7495	0.27070696392713783	-1.651955026736853
dqv12yv7mc6sjik35hhojjm9	2	2	20	1.0	0.744	0.7476445319021419	-0.3501273343638081
dqv12yv7mc6sjik35hhojjm9	3	3	11	1.0	0.5915	0.5927849808963772	-0.61306932723434
dqv12yv7mc6sjik35hhojjm9	4	3	18	1.0	0.63175	0.6502662133770295	-0.47918294152452795
dqv12yv7mc6sjik35hhojjm9	5	4	12	0.0	0.40925	0.5943333572984041	-0.5664906604372311
dqv12yv7mc6sjik35hhojjm9	6	4	23	1.0	0.83425	0.8392027749296189	-0.21537783269678087
