subject	trial	dimension	stimulus	accuracy	Y_hat	Y_pred	WAIC
1i2nvqvazywxiayn3v5v16ej	1	2	1	1.0	0.87	0.8691616639076328	-0.19463431627566088
1i2nvqvazywxiayn3v5v16ej	2	2	6	0.0	0.54675	0.47068486212058736	-0.8388964042354294
1i2nvqvazywxiayn3v5v16ej	3	3	11	0.0	0.299	0.702132936799519	-0.40240707731079495
1i2nvqvazywxiayn3v5v16ej	4	3	18	0.0	0.42575	0.5784203701727779	-0.6052632232941284
1i2nvqvazywxiayn3v5v16ej	5	4	16	0.0	0.54225	0.46090813070875486	-1.1694167271956188
1i2nvqvazywxiayn3v5v16ej	6	4	17	0.0	0.371	0.6214196436791667	-0.5053334754959641
1i2nvqvazywxiayn3v5v16ej	7	5	14	0.0	0.213	0.780029502415675	-0.26494460516646773
1i2nvqvazywxiayn3v5v16ej	8	5	26	1.0	0.3265	0.3138507997613022	-1.3459692867740936
1wt4mr7p6qdp72srb0u5esx0	1	2	19	1.0	0.82975	0.828169572882159	-0.20471302942050454
1wt4mr7p6qdp72srb0u5esx0	2	2	20	1.0	0.85675	0.8567548157874674	-0.17382825660310952
1wt4mr7p6qdp72srb0u5esx0	3	3	15	0.0	0.61075	0.3838098347550139	-1.0978776714657474
1wt4mr7p6qdp72srb0u5esx0	4	3	10	1.0	0.729	0.7306854056195412	-0.3656786185823636
1wt4mr7p6qdp72srb0u5esx0	5	4	12	0.0	0.51625	0.4856061118165717	-0.8021411355261705
1wt4mr7p6qdp72srb0u5esx0	6	4	23	1.0	0.91675	0.9142230643571019	-0.09937869630710972
1wt4mr7p6qdp72srb0u5esx0	7	5	14	1.0	0.5495	0.5432913282100935	-0.7081497354418562
1wt4mr7p6qdp72srb0u5esx0	8	5	26	1.0	0.6595	0.6625325796539496	-0.46573541810457947
1zskm2bzi8y5p5g4j8qhpdz6	1	2	19	1.0	0.764	0.7721984007342714	-0.2830184491799098
1zskm2bzi8y5p5g4j8qhpdz6	2	2	20	1.0	0.79075	0.793200381894216	-0.26654115946028256
1zskm2bzi8y5p5g4j8qhpdz6	3	3	15	0.0	0.5505	0.4516388542356266	-0.8848520058479548
1zskm2bzi8y5p5g4j8qhpdz6	4	3	10	1.0	0.6355	0.6413846036631189	-0.523872760355006
1zskm2bzi8y5p5g4j8qhpdz6	5	4	16	1.0	0.913	0.9141499598116734	-0.10582205931245751
1zskm2bzi8y5p5g4j8qhpdz6	6	4	17	0.0	0.572	0.4290705238418268	-0.9257809924735072
1zskm2bzi8y5p5g4j8qhpdz6	7	5	14	1.0	0.46175	0.45560015388340747	-0.9121233859108687
1zskm2bzi8y5p5g4j8qhpdz6	8	5	26	0.0	0.57275	0.42536862448460383	-1.0092272694424749
269f5wxawxko5vbndnerjhvt	1	2	19	1.0	0.84225	0.8427496171100181	-0.18730533630355897
269f5wxawxko5vbndnerjhvt	2	2	20	1.0	0.8855	0.8725329085103303	-0.15414625770986434
269f5wxawxko5vbndnerjhvt	3	3	11	1.0	0.759	0.7644207706600806	-0.3236987639898528
269f5wxawxko5vbndnerjhvt	4	3	18	0.0	0.76375	0.22570157641685867	-1.8614774076142035
269f5wxawxko5vbndnerjhvt	5	4	16	1.0	0.9625	0.9581424881860188	-0.04995452576226121
269f5wxawxko5vbndnerjhvt	6	4	17	1.0	0.661	0.6571166161847048	-0.4555186288239708
269f5wxawxko5vbndnerjhvt	7	5	52	1.0	0.50975	0.5067777083145952	-0.7317531497295033
269f5wxawxko5vbndnerjhvt	8	5	59	1.0	0.412	0.4057043503371112	-1.015143218397632
2h7dpwlrhggmhm1t3amwo0oj	1	2	1	1.0	0.99125	0.9938237086733491	-0.0063629959056538225
2h7dpwlrhggmhm1t3amwo0oj	2	2	6	1.0	0.8235	0.8259795988013848	-0.2049419173193509
2h7dpwlrhggmhm1t3amwo0oj	3	3	11	1.0	0.77025	0.7705576811764656	-0.3096088884991705
2h7dpwlrhggmhm1t3amwo0oj	4	3	18	1.0	0.78475	0.7824785953660555	-0.2701107346344645
2h7dpwlrhggmhm1t3amwo0oj	5	4	16	1.0	0.95925	0.9600941395340347	-0.04613947486620821
2h7dpwlrhggmhm1t3amwo0oj	6	4	17	1.0	0.65	0.6609460575140818	-0.44916432811529694
2h7dpwlrhggmhm1t3amwo0oj	7	5	52	1.0	0.50275	0.5102461335816106	-0.722939374760283
2h7dpwlrhggmhm1t3amwo0oj	8	5	59	0.0	0.402	0.5998443176995981	-0.5773657809952204
2vx94rtcv5761j9exne2q7tc	1	2	19	0.0	0.61	0.3898897886039432	-1.0951552322016036
2vx94rtcv5761j9exne2q7tc	2	2	20	0.0	0.59475	0.4105027245879683	-1.114300478916942
2vx94rtcv5761j9exne2q7tc	3	3	11	0.0	0.429	0.5785241079728121	-0.6575571857406783
2vx94rtcv5761j9exne2q7tc	4	3	18	1.0	0.534	0.5342855238347	-0.7060222097203818
2vx94rtcv5761j9exne2q7tc	5	4	12	1.0	0.3515	0.3454123082555375	-1.1574075043427323
2vx94rtcv5761j9exne2q7tc	6	4	23	1.0	0.68725	0.6955801887880324	-0.458935097128746
2vx94rtcv5761j9exne2q7tc	7	5	52	0.0	0.32275	0.6637403413289108	-0.4278122726552335
2vx94rtcv5761j9exne2q7tc	8	5	59	0.0	0.21525	0.7822157987426196	-0.25636229988267834
35aldkywb2cdl1crrf5iyowk	1	2	1	1.0	0.95	0.9448596967149527	-0.06636903721593229
35aldkywb2cdl1crrf5iyowk	2	2	6	1.0	0.631	0.6271814712563779	-0.5134193907565243
35aldkywb2cdl1crrf5iyowk	3	3	11	0.0	0.42425	0.5782765025430081	-0.6606498387424196
35aldkywb2cdl1crrf5iyowk	4	3	18	0.0	0.536	0.4704838120146978	-0.8477145114079004
35aldkywb2cdl1crrf5iyowk	5	4	12	0.0	0.33575	0.6591149328102942	-0.43979038106011614
35aldkywb2cdl1crrf5iyowk	6	4	23	1.0	0.69675	0.6959585994617709	-0.4617198188336291
35aldkywb2cdl1crrf5iyowk	7	5	14	0.0	0.30175	0.7072255541252573	-0.3781735087285864
35aldkywb2cdl1crrf5iyowk	8	5	26	0.0	0.40625	0.5920006642281817	-0.5833567805990033
3d10c17cmj2694l83ha5s0bz	1	2	19	1.0	0.77125	0.7836507767218108	-0.2658579793006204
3d10c17cmj2694l83ha5s0bz	2	2	20	1.0	0.80625	0.8057486735046739	-0.24813426775334452
3d10c17cmj2694l83ha5s0bz	3	3	11	0.0	0.65725	0.34730495711810855	-1.3887824565100564
3d10c17cmj2694l83ha5s0bz	4	3	18	1.0	0.70575	0.7082203921678374	-0.3789755341698765
3d10c17cmj2694l83ha5s0bz	5	4	12	1.0	0.47225	0.47188764793094234	-0.8095869638213921
3d10c17cmj2694l83ha5s0bz	6	4	23	1.0	0.8785	0.8771450334417786	-0.14789952572423623
3d10c17cmj2694l83ha5s0bz	7	5	14	0.0	0.455	0.5387035874290966	-0.7288195421163934
3d10c17cmj2694l83ha5s0bz	8	5	26	1.0	0.602	0.5957011627526763	-0.5826943843300265
3ec999ycpel7dfncdwejf065	1	2	19	1.0	0.71775	0.7134761519060996	-0.3721729897983259
3ec999ycpel7dfncdwejf065	2	2	20	1.0	0.7275	0.7243831828258505	-0.3731768543054531
3ec999ycpel7dfncdwejf065	3	3	15	0.0	0.49525	0.5105465542147009	-0.7323638602347946
3ec999ycpel7dfncdwejf065	4	3	10	0.0	0.53375	0.45466883282714954	-0.9656587240366721
3ec999ycpel7dfncdwejf065	5	4	12	0.0	0.40025	0.5967895906321702	-0.5494129286595621
3ec999ycpel7dfncdwejf065	6	4	23	1.0	0.81325	0.8085821128874333	-0.24955485888018863
3ec999ycpel7dfncdwejf065	7	5	14	0.0	0.37775	0.6222685843843166	-0.5314389373045751
3ec999ycpel7dfncdwejf065	8	5	26	1.0	0.508	0.5103382365271623	-0.7588292667961729
3pb65a6ips5u5tm3kthitq9r	1	2	1	1.0	0.99125	0.9915910202129787	-0.008771795790791199
3pb65a6ips5u5tm3kthitq9r	2	2	6	1.0	0.80925	0.8037394313627761	-0.23530126189153605
3pb65a6ips5u5tm3kthitq9r	3	3	15	1.0	0.6205	0.6188006771672607	-0.5289879302055185
3pb65a6ips5u5tm3kthitq9r	4	3	10	1.0	0.71875	0.7244898109976351	-0.3781563011360551
3pb65a6ips5u5tm3kthitq9r	5	4	12	1.0	0.51825	0.5190796934101957	-0.7166793849482734
3pb65a6ips5u5tm3kthitq9r	6	4	23	1.0	0.91225	0.9108248362916556	-0.1054974126278326
3pb65a6ips5u5tm3kthitq9r	7	5	52	0.0	0.48325	0.5229881549416813	-0.697733832000499
3pb65a6ips5u5tm3kthitq9r	8	5	59	0.0	0.36975	0.6313431962086065	-0.5064012260948481
47ykiekww9y3m9xiv79o4xp8	1	2	1	1.0	0.991	0.9899312849992552	-0.010601370221787747
47ykiekww9y3m9xiv79o4xp8	2	2	6	1.0	0.791	0.7904514046426451	-0.25233758017694496
47ykiekww9y3m9xiv79o4xp8	3	3	15	0.0	0.598	0.40808518520543213	-1.019196327477613
47ykiekww9y3m9xiv79o4xp8	4	3	10	1.0	0.70025	0.7011962331192264	-0.41672370464668324
47ykiekww9y3m9xiv79o4xp8	5	4	16	1.0	0.9355	0.9392859392298337	-0.07257632428882238
47ykiekww9y3m9xiv79o4xp8	6	4	17	0.0	0.62575	0.3895437508829064	-1.051708778819404
47ykiekww9y3m9xiv79o4xp8	7	5	14	1.0	0.51825	0.5155510259286664	-0.7711054851789804
47ykiekww9y3m9xiv79o4xp8	8	5	26	1.0	0.64425	0.6353630131775199	-0.5122243931191798
4fqdfdjmop2egr2j5gwum6dv	1	2	1	1.0	0.98875	0.9878040346153659	-0.013035185891938536
4fqdfdjmop2egr2j5gwum6dv	2	2	6	1.0	0.76325	0.7761524489654055	-0.2740182035851698
4fqdfdjmop2egr2j5gwum6dv	3	3	11	1.0	0.6825	0.6847971194197648	-0.4710898822849442
4fqdfdjmop2egr2j5gwum6dv	4	3	18	0.0	0.70825	0.2859371205326769	-1.5283564923661979
4fqdfdjmop2egr2j5gwum6dv	5	4	16	1.0	0.92	0.9265742274522341	-0.09228085395806213
4fqdfdjmop2egr2j5gwum6dv	6	4	17	1.0	0.60475	0.6024616003176156	-0.5500509839144186
4fqdfdjmop2egr2j5gwum6dv	7	5	52	1.0	0.43925	0.45595167732890546	-0.8401342837425855
4fqdfdjmop2egr2j5gwum6dv	8	5	59	0.0	0.33325	0.6595215528228913	-0.45607214866692425
4usywut659xwn8vd8ebcvt9p	1	2	19	0.0	0.75575	0.23911108922215496	-1.717829821394757
4usywut659xwn8vd8ebcvt9p	2	2	20	1.0	0.7745	0.7830074498643107	-0.2843135922884921
4usywut659xwn8vd8ebcvt9p	3	3	15	1.0	0.549	0.5476154925622165	-0.657977371139603
4usywut659xwn8vd8ebcvt9p	4	3	10	1.0	0.62175	0.6305650432347042	-0.5506331841140325
4usywut659xwn8vd8ebcvt9p	5	4	12	0.0	0.46	0.5532364270926888	-0.6394031676911273
4usywut659xwn8vd8ebcvt9p	6	4	23	1.0	0.85275	0.8574307987606887	-0.18186676502798038
4usywut659xwn8vd8ebcvt9p	7	5	14	0.0	0.438	0.5647102673608578	-0.6618306961906689
4usywut659xwn8vd8ebcvt9p	8	5	26	1.0	0.56525	0.5714438732244912	-0.6385568882075285
4zcrmlklswop6kcqvyc11gdc	1	2	19	1.0	0.6995	0.7113956063212433	-0.38274332541998796
4zcrmlklswop6kcqvyc11gdc	2	2	20	0.0	0.70425	0.2879280298246408	-1.6482610886501763
4zcrmlklswop6kcqvyc11gdc	3	3	15	1.0	0.497	0.4959383174739977	-0.7741534477615701
4zcrmlklswop6kcqvyc11gdc	4	3	10	1.0	0.56775	0.5612651875109446	-0.6939400336868916
4zcrmlklswop6kcqvyc11gdc	5	4	16	1.0	0.861	0.863212584902175	-0.19007362429834787
4zcrmlklswop6kcqvyc11gdc	6	4	17	0.0	0.503	0.47959589741428377	-0.7978187192278656
4zcrmlklswop6kcqvyc11gdc	7	5	52	0.0	0.38525	0.6110741129370599	-0.5188464892469309
4zcrmlklswop6kcqvyc11gdc	8	5	59	0.0	0.259	0.7286935080992095	-0.3359705932734946
58unjwdq1szxwtav4c281qfc	1	2	19	1.0	0.70175	0.7083956532683452	-0.38096704204594306
58unjwdq1szxwtav4c281qfc	2	2	20	0.0	0.70825	0.28887392792221295	-1.5719728304116294
58unjwdq1szxwtav4c281qfc	3	3	15	0.0	0.49075	0.5149396143872043	-0.7233046438825459
58unjwdq1szxwtav4c281qfc	4	3	10	1.0	0.5575	0.552554507679816	-0.6999162124473916
58unjwdq1szxwtav4c281qfc	5	4	12	0.0	0.3935	0.5993751430861993	-0.5429358120625474
58unjwdq1szxwtav4c281qfc	6	4	23	1.0	0.8085	0.8051008897524898	-0.2569035322577095
58unjwdq1szxwtav4c281qfc	7	5	14	0.0	0.37125	0.6278456947430391	-0.5172128724243739
58unjwdq1szxwtav4c281qfc	8	5	26	1.0	0.50225	0.5049422493320499	-0.7690252561943637
5ad0fxo4nksxnoxek6jnwpqh	1	2	19	1.0	0.716	0.7171654024012624	-0.3671749355768465
5ad0fxo4nksxnoxek6jnwpqh	2	2	20	0.0	0.72	0.27824556691560465	-1.6850301252999715
5ad0fxo4nksxnoxek6jnwpqh	3	3	11	0.0	0.56275	0.44156894162546284	-1.060099945008505
5ad0fxo4nksxnoxek6jnwpqh	4	3	18	1.0	0.635	0.6376125070786814	-0.5000995403936487
5ad0fxo4nksxnoxek6jnwpqh	5	4	16	1.0	0.86125	0.8675282668526287	-0.17926579184853764
5ad0fxo4nksxnoxek6jnwpqh	6	4	17	0.0	0.52475	0.4719533457869554	-0.8120706329459813
5ad0fxo4nksxnoxek6jnwpqh	7	5	14	1.0	0.39625	0.39354947798279954	-1.0683525036106856
5ad0fxo4nksxnoxek6jnwpqh	8	5	26	1.0	0.51525	0.519205656840068	-0.7386951397183645
5b8sbhwigddofjapft20c4tv	1	2	1	1.0	0.99225	0.9929826083865931	-0.007287041665689511
5b8sbhwigddofjapft20c4tv	2	2	6	1.0	0.81375	0.8165488137911777	-0.21661323541441832
5b8sbhwigddofjapft20c4tv	3	3	11	1.0	0.75925	0.7550088257173788	-0.33370890965700906
5b8sbhwigddofjapft20c4tv	4	3	18	1.0	0.7785	0.7712390898620678	-0.28570845783039
5b8sbhwigddofjapft20c4tv	5	4	12	1.0	0.5315	0.535564031727755	-0.6815863321854916
5b8sbhwigddofjapft20c4tv	6	4	23	1.0	0.918	0.921437843948499	-0.09032854437975693
5b8sbhwigddofjapft20c4tv	7	5	14	0.0	0.54625	0.4513625666038452	-0.9620490559456505
5b8sbhwigddofjapft20c4tv	8	5	26	1.0	0.66975	0.6757631037770798	-0.44449181406306004
5d6jhia7y3nyo741tjb9vlsk	1	2	19	1.0	0.76225	0.7611718750491002	-0.2997950185230194
5d6jhia7y3nyo741tjb9vlsk	2	2	20	1.0	0.789	0.7839090000956187	-0.2783205408613168
5d6jhia7y3nyo741tjb9vlsk	3	3	15	0.0	0.53275	0.4634211268950113	-0.8474283594473758
5d6jhia7y3nyo741tjb9vlsk	4	3	10	0.0	0.6235	0.3844493768021073	-1.1900740349949817
5d6jhia7y3nyo741tjb9vlsk	5	4	12	0.0	0.43925	0.5542692069359733	-0.6362444067180232
5d6jhia7y3nyo741tjb9vlsk	6	4	23	1.0	0.86075	0.858766863484506	-0.17390864220889427
5d6jhia7y3nyo741tjb9vlsk	7	5	14	1.0	0.437	0.44432981887654344	-0.9279058629918256
5d6jhia7y3nyo741tjb9vlsk	8	5	26	1.0	0.571	0.5700080467995993	-0.6319456678613963
5rnza8evzb7drfy8beyioein	1	2	1	1.0	0.98275	0.9818598051434027	-0.019467274469486488
5rnza8evzb7drfy8beyioein	2	2	6	1.0	0.732	0.7339341987736278	-0.3338962735602563
5rnza8evzb7drfy8beyioein	3	3	11	1.0	0.6035	0.6122186560657087	-0.5933702237835765
5rnza8evzb7drfy8beyioein	4	3	18	0.0	0.66575	0.3383467231973449	-1.269946749353244
5rnza8evzb7drfy8beyioein	5	4	16	1.0	0.8935	0.8926702634141299	-0.1381326217925991
5rnza8evzb7drfy8beyioein	6	4	17	0.0	0.54425	0.4501790119074002	-0.8751892998539491
5rnza8evzb7drfy8beyioein	7	5	14	0.0	0.412	0.5838179881310399	-0.6173501725161428
5rnza8evzb7drfy8beyioein	8	5	26	1.0	0.5545	0.5505466813406925	-0.6801031918390954
5t74t9y7ibglnlge2f71vyk2	1	2	1	1.0	0.95625	0.9559802637540706	-0.05325923756040396
5t74t9y7ibglnlge2f71vyk2	2	2	6	1.0	0.643	0.6560504151180122	-0.46315224940772165
5t74t9y7ibglnlge2f71vyk2	3	3	15	0.0	0.439	0.5631875498464595	-0.6227629259772357
5t74t9y7ibglnlge2f71vyk2	4	3	10	0.0	0.46175	0.5355339599058019	-0.7486171480612582
5t74t9y7ibglnlge2f71vyk2	5	4	12	0.0	0.35625	0.6371723279178195	-0.4787468784836357
5t74t9y7ibglnlge2f71vyk2	6	4	23	1.0	0.7465	0.7376143451181206	-0.3812957763820143
5t74t9y7ibglnlge2f71vyk2	7	5	52	0.0	0.34625	0.6463727178055069	-0.45793113508336863
5t74t9y7ibglnlge2f71vyk2	8	5	59	0.0	0.23775	0.7656540873765791	-0.28078661902895585
5xsiamm1cbvk38j2nigikj6i	1	2	19	1.0	0.7505	0.7507190997494153	-0.31588709249733354
5xsiamm1cbvk38j2nigikj6i	2	2	20	0.0	0.7595	0.23762434973174384	-1.89902485759322
5xsiamm1cbvk38j2nigikj6i	3	3	11	1.0	0.62	0.6185203558979633	-0.5810628294580004
5xsiamm1cbvk38j2nigikj6i	4	3	18	1.0	0.6765	0.6738204461410096	-0.43657118034679515
5xsiamm1cbvk38j2nigikj6i	5	4	12	0.0	0.4335	0.560272214517644	-0.6256925316345721
5xsiamm1cbvk38j2nigikj6i	6	4	23	1.0	0.8495	0.8471967588104785	-0.19271667260915043
5xsiamm1cbvk38j2nigikj6i	7	5	52	1.0	0.4225	0.41781105522854195	-0.929822036794918
5xsiamm1cbvk38j2nigikj6i	8	5	59	0.0	0.304	0.7021906003967917	-0.3788301996629646
6m37f5y8vcdo1b9utotly0oi	1	2	19	0.0	0.51875	0.4828475597815337	-0.8389232310374681
6m37f5y8vcdo1b9utotly0oi	2	2	20	1.0	0.4665	0.4801721007456289	-0.944291543279728
6m37f5y8vcdo1b9utotly0oi	3	3	11	0.0	0.32325	0.6786152981188084	-0.453197816362799
6m37f5y8vcdo1b9utotly0oi	4	3	18	0.0	0.44125	0.5606610371586075	-0.6498325314217179
6m37f5y8vcdo1b9utotly0oi	5	4	12	1.0	0.30225	0.2957696090440921	-1.3418217912221688
6m37f5y8vcdo1b9utotly0oi	6	4	23	0.0	0.54025	0.44920211462642495	-1.0822742596145492
6m37f5y8vcdo1b9utotly0oi	7	5	14	0.0	0.2415	0.766199547702729	-0.28779021909915686
6m37f5y8vcdo1b9utotly0oi	8	5	26	0.0	0.3275	0.6734400558608861	-0.43547119760096104
6paqscjsfw9kpdn1lzg32po9	1	2	1	1.0	0.977	0.9794007815416679	-0.02272815735813965
6paqscjsfw9kpdn1lzg32po9	2	2	6	1.0	0.73425	0.7306639119452174	-0.33913596410047175
6paqscjsfw9kpdn1lzg32po9	3	3	15	1.0	0.5265	0.524850316846773	-0.7080426413900002
6paqscjsfw9kpdn1lzg32po9	4	3	10	0.0	0.587	0.41802219438937427	-1.128535177503362
6paqscjsfw9kpdn1lzg32po9	5	4	16	1.0	0.87575	0.8809554260396018	-0.16088192117943145
6paqscjsfw9kpdn1lzg32po9	6	4	17	1.0	0.558	0.5513282568209215	-0.6414060822818156
6paqscjsfw9kpdn1lzg32po9	7	5	52	0.0	0.4095	0.5911747935276361	-0.5582251534571115
6paqscjsfw9kpdn1lzg32po9	8	5	59	0.0	0.29	0.7096032853651822	-0.36731585586848936
6yenwqo50hemozitvo738ila	1	2	1	1.0	0.9645	0.9630602553037868	-0.04281899715255261
6yenwqo50hemozitvo738ila	2	2	6	0.0	0.6755	0.33375871326637147	-1.2452777902863885
6yenwqo50hemozitvo738ila	3	3	15	0.0	0.462	0.5471905016753328	-0.6589247644192705
6yenwqo50hemozitvo738ila	4	3	10	1.0	0.51125	0.5061907918468318	-0.8160019520213002
6yenwqo50hemozitvo738ila	5	4	16	1.0	0.82475	0.8178457301099246	-0.263577644302439
6yenwqo50hemozitvo738ila	6	4	17	0.0	0.476	0.5139904132146977	-0.7160953998687577
6yenwqo50hemozitvo738ila	7	5	52	0.0	0.3665	0.6375924672374685	-0.4723720710326146
6yenwqo50hemozitvo738ila	8	5	59	0.0	0.2495	0.7554206709822958	-0.2957336268408112
71e80tf73in7sys4sre6ajc3	1	2	1	1.0	0.98975	0.9923245850176837	-0.008056365802296036
71e80tf73in7sys4sre6ajc3	2	2	6	1.0	0.81175	0.8151020537214545	-0.22015301101872117
71e80tf73in7sys4sre6ajc3	3	3	15	1.0	0.62775	0.6341725507793452	-0.507128751321935
71e80tf73in7sys4sre6ajc3	4	3	10	1.0	0.7475	0.7412069761721988	-0.3600893620720296
71e80tf73in7sys4sre6ajc3	5	4	16	1.0	0.955	0.9524219402427948	-0.057182469999583194
71e80tf73in7sys4sre6ajc3	6	4	17	1.0	0.6465	0.6475896702939402	-0.47060684980639156
71e80tf73in7sys4sre6ajc3	7	5	14	1.0	0.56625	0.5585054633088623	-0.687570801625498
71e80tf73in7sys4sre6ajc3	8	5	26	0.0	0.66	0.3332961970248522	-1.3663233845668519
7c517gtaonz1mxh2s0meyyps	1	2	1	1.0	0.95525	0.9577542725936868	-0.050707515965561556
7c517gtaonz1mxh2s0meyyps	2	2	6	0.0	0.66	0.34168286401019565	-1.2282177366797562
7c517gtaonz1mxh2s0meyyps	3	3	11	1.0	0.513	0.5003091654780855	-0.8655378426326978
7c517gtaonz1mxh2s0meyyps	4	3	18	0.0	0.56825	0.42651874058286104	-0.9955374392525482
7c517gtaonz1mxh2s0meyyps	5	4	16	1.0	0.802	0.8044543675932768	-0.29167201272371607
7c517gtaonz1mxh2s0meyyps	6	4	17	0.0	0.48225	0.5173714449107883	-0.7158394138348846
7c517gtaonz1mxh2s0meyyps	7	5	52	0.0	0.35675	0.6412184262249583	-0.4676834385440561
7c517gtaonz1mxh2s0meyyps	8	5	59	0.0	0.2485	0.7568618591636362	-0.29506489722707496
