name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
lp__	-1400.0	0.46	13.0	-1400.0	-1400.0	-1400.0	840.0	9.9	1.0
theta[1]	-1.7	0.01	0.78	-2.9	-1.7	-0.39	6004.0	71.0	1.0
theta[2]	1.1	0.0082	0.75	-0.11	1.1	2.3	8287.0	97.0	1.0
theta[3]	0.54	0.01	0.71	-0.61	0.51	1.7	4793.0	56.0	1.0
theta[4]	-0.71	0.0071	0.54	-1.6	-0.71	0.14	5650.0	66.0	1.0
theta[5]	-0.85	0.0079	0.62	-1.9	-0.84	0.17	6188.0	73.0	1.0
theta[6]	0.018	0.0067	0.54	-0.86	0.016	0.92	6505.0	76.0	1.0
theta[7]	-0.2	0.011	0.92	-1.7	-0.21	1.4	6859.0	81.0	1.0
theta[8]	-0.55	0.0091	0.71	-1.7	-0.57	0.65	6103.0	72.0	1.0
theta[9]	1.1	0.0083	0.59	0.099	1.0	2.1	5189.0	61.0	1.0
theta[10]	1.0	0.0084	0.63	0.018	1.0	2.1	5671.0	67.0	1.0
theta[11]	-0.28	0.0068	0.54	-1.2	-0.29	0.62	6418.0	75.0	1.0
theta[12]	-0.058	0.0076	0.6	-1.0	-0.061	0.92	6299.0	74.0	1.0
theta[13]	-0.029	0.0083	0.61	-1.0	-0.039	0.99	5537.0	65.0	1.0
theta[14]	-1.1	0.0078	0.59	-2.0	-1.1	-0.12	5687.0	67.0	1.0
theta[15]	-1.0	0.0068	0.54	-1.9	-1.0	-0.13	6308.0	74.0	1.0
theta[16]	0.83	0.0081	0.63	-0.16	0.82	1.9	6071.0	71.0	1.0
theta[17]	-0.0052	0.0077	0.64	-1.0	-0.016	1.1	6900.0	81.0	1.0
theta[18]	1.5	0.0083	0.65	0.47	1.5	2.6	6162.0	72.0	1.0
theta[19]	-0.19	0.013	0.95	-1.7	-0.2	1.4	5590.0	66.0	1.0
theta[20]	0.18	0.011	0.92	-1.4	0.17	1.7	7140.0	84.0	1.0
theta[21]	0.32	0.0084	0.69	-0.78	0.32	1.5	6755.0	79.0	1.0
theta[22]	0.84	0.011	0.77	-0.42	0.83	2.1	5385.0	63.0	1.0
theta[23]	1.4	0.0085	0.64	0.32	1.4	2.5	5704.0	67.0	1.0
theta[24]	-1.0	0.0095	0.73	-2.2	-1.0	0.19	5914.0	69.0	1.0
theta[25]	0.046	0.007	0.53	-0.83	0.04	0.94	5836.0	69.0	1.0
theta[26]	-0.65	0.0074	0.53	-1.5	-0.65	0.23	5210.0	61.0	1.0
theta[27]	-1.1	0.0082	0.67	-2.2	-1.1	-0.016	6644.0	78.0	1.0
theta[28]	-0.32	0.007	0.55	-1.2	-0.33	0.61	6101.0	72.0	1.0
theta[29]	-0.15	0.0082	0.63	-1.2	-0.16	0.89	5964.0	70.0	1.0
theta[30]	1.3	0.0076	0.63	0.23	1.2	2.3	6934.0	81.0	1.0
theta[31]	-0.34	0.0071	0.53	-1.2	-0.35	0.52	5554.0	65.0	1.0
theta[32]	0.14	0.0083	0.64	-0.87	0.13	1.2	5879.0	69.0	1.0
theta[33]	0.075	0.0071	0.55	-0.81	0.073	0.97	6002.0	70.0	1.0
theta[34]	-0.19	0.0078	0.63	-1.2	-0.2	0.84	6544.0	77.0	1.0
theta[35]	-1.1	0.0077	0.64	-2.2	-1.1	-0.047	7012.0	82.0	1.0
theta[36]	-1.5	0.0076	0.61	-2.6	-1.5	-0.52	6432.0	76.0	1.0
theta[37]	0.19	0.0093	0.77	-1.1	0.19	1.5	6861.0	81.0	1.0
theta[38]	-1.1	0.0071	0.54	-2.0	-1.1	-0.27	5787.0	68.0	1.0
theta[39]	-0.058	0.0082	0.63	-1.1	-0.072	1.0	5941.0	70.0	1.0
theta[40]	0.7	0.0077	0.57	-0.23	0.68	1.7	5536.0	65.0	1.0
theta[41]	-0.14	0.0076	0.6	-1.1	-0.14	0.84	6324.0	74.0	1.0
theta[42]	-0.16	0.0072	0.52	-0.98	-0.17	0.68	5215.0	61.0	1.0
theta[43]	1.4	0.009	0.7	0.3	1.4	2.6	6123.0	72.0	1.0
theta[44]	-0.57	0.0073	0.54	-1.5	-0.57	0.31	5467.0	64.0	1.0
theta[45]	0.32	0.0069	0.53	-0.53	0.31	1.2	5946.0	70.0	1.0
theta[46]	-0.33	0.011	0.84	-1.7	-0.33	1.1	5597.0	66.0	1.0
theta[47]	-1.4	0.0086	0.71	-2.6	-1.4	-0.23	6916.0	81.0	1.0
theta[48]	-0.35	0.0071	0.54	-1.2	-0.35	0.55	5902.0	69.0	1.0
theta[49]	-0.79	0.0073	0.52	-1.7	-0.79	0.042	5195.0	61.0	1.0
theta[50]	0.67	0.0077	0.61	-0.29	0.66	1.7	6167.0	72.0	1.0
theta[51]	-0.82	0.0062	0.54	-1.7	-0.81	0.047	7560.0	89.0	1.0
theta[52]	-0.35	0.0073	0.58	-1.3	-0.34	0.59	6217.0	73.0	1.0
theta[53]	-0.35	0.0083	0.65	-1.4	-0.36	0.75	6107.0	72.0	1.0
theta[54]	-0.31	0.0076	0.6	-1.3	-0.31	0.66	6293.0	74.0	1.0
theta[55]	0.29	0.0076	0.55	-0.59	0.28	1.2	5257.0	62.0	1.0
theta[56]	0.85	0.0077	0.59	-0.072	0.83	1.8	5826.0	68.0	1.0
theta[57]	0.91	0.0078	0.64	-0.13	0.9	2.0	6862.0	81.0	1.0
theta[58]	-0.5	0.0068	0.55	-1.4	-0.49	0.42	6502.0	76.0	1.0
theta[59]	-0.77	0.0098	0.71	-1.9	-0.78	0.41	5154.0	61.0	1.0
theta[60]	0.3	0.0082	0.7	-0.85	0.28	1.5	7185.0	84.0	1.0
theta[61]	-0.25	0.0072	0.56	-1.2	-0.25	0.69	6010.0	71.0	1.0
theta[62]	-0.16	0.0086	0.63	-1.2	-0.17	0.9	5260.0	62.0	1.0
theta[63]	0.038	0.0083	0.62	-0.95	0.026	1.1	5513.0	65.0	1.0
theta[64]	-0.83	0.0075	0.56	-1.8	-0.84	0.071	5519.0	65.0	1.0
theta[65]	0.76	0.008	0.6	-0.17	0.74	1.8	5691.0	67.0	1.0
theta[66]	0.76	0.007	0.58	-0.17	0.74	1.7	6740.0	79.0	1.0
theta[67]	-0.53	0.0079	0.65	-1.6	-0.53	0.54	6823.0	80.0	1.0
theta[68]	-0.48	0.0069	0.62	-1.5	-0.47	0.53	7970.0	94.0	1.0
theta[69]	0.25	0.011	0.89	-1.2	0.22	1.8	6204.0	73.0	1.0
theta[70]	0.99	0.0081	0.6	0.029	0.98	2.0	5486.0	64.0	1.0
theta[71]	-0.7	0.0074	0.59	-1.7	-0.69	0.25	6351.0	75.0	1.0
theta[72]	1.7	0.0088	0.69	0.63	1.7	2.9	6112.0	72.0	1.0
theta[73]	-0.76	0.0075	0.58	-1.7	-0.76	0.19	5917.0	69.0	1.0
theta[74]	0.31	0.0089	0.74	-0.89	0.3	1.5	6865.0	81.0	1.0
theta[75]	-1.1	0.0072	0.52	-2.0	-1.1	-0.28	5226.0	61.0	1.0
theta[76]	-0.31	0.0065	0.54	-1.2	-0.3	0.57	6729.0	79.0	1.0
theta[77]	2.1	0.0085	0.67	1.0	2.1	3.2	6197.0	73.0	1.0
