sub,age,gender,block,testform,Puzzle,distractor,Accuracy,RT
688364,33,Male,2,3,27_double__1020020012121122_shape_set_4_T.jpeg,paired,0,3323
688364,33,Male,2,3,30_grid_double__10211001101112200100121012020000_shape_set_4_T.jpeg,paired,0,23797
688364,33,Male,2,3,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_4_T.jpeg,minimal,1,14423
688364,33,Male,2,3,25_clockwork3_single__112110110000_shape_set_17_T.jpeg,paired,1,25209
688364,33,Male,2,3,33_single__000010221212_shape_set_4_T.jpeg,minimal,1,12502
688364,33,Male,2,3,6_single__121210101222_shape_set_4_T.jpeg,paired,0,14190
688364,33,Male,2,3,3_clockwork3_single__000011010200_shape_set_4_T.jpeg,minimal,1,3561
688364,33,Male,2,3,9_flower_single__10020000020001000200_shape_set_4_T.jpeg,paired,1,5288
688364,33,Male,2,3,29_grid_double__10121011111012010000102012020000_shape_set_20_T.jpeg,paired,0,15169
688364,33,Male,2,3,19_single__101112201212_shape_set_17_T.jpeg,paired,1,12768
688364,33,Male,2,3,23_grid_single__1110120212111121_shape_set_20_T.jpeg,paired,0,18197
688364,33,Male,2,3,21_triple__100111201112121010221202_shape_set_4_T.jpeg,minimal,0,9550
688364,33,Male,2,3,10_triple__000012221120010002000000_shape_set_17_T.jpeg,paired,0,9154
688364,33,Male,2,3,15_double__0000110211121011_shape_set_4_T.jpeg,minimal,1,14899
688364,33,Male,2,3,22_single__112212211220_shape_set_17_T.jpeg,paired,1,16670
688364,33,Male,2,3,5_grid_single__0000000010200000_shape_set_20_T.jpeg,paired,1,3184
688364,33,Male,2,3,2_double__0000020001001020_shape_set_20_T.jpeg,paired,1,5178
688364,33,Male,2,3,28_flower_double__0000122201000100000011220000020001000100_shape_set_17_T.jpeg,minimal,1,8997
688364,33,Male,2,3,4_flower_single__02001220000001000200_shape_set_17_T.jpeg,minimal,1,4593
688364,33,Male,2,3,20_double__1221010010220000_shape_set_20_T.jpeg,minimal,0,9020
688364,33,Male,2,3,32_flower_single__11110100010002000000_shape_set_20_T.jpeg,minimal,0,15195
688364,33,Male,2,3,36_triple__111212011010112010220100_shape_set_4_T.jpeg,minimal,0,11167
688364,33,Male,2,3,1_single__101010001010_shape_set_17_T.jpeg,minimal,1,3244
688364,33,Male,2,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_17_T.jpeg,minimal,0,5564
688364,33,Male,2,3,37_flower_double__0200010001000200020002001211110111120100_shape_set_17_T.jpeg,minimal,1,16933
688421,22,Female,1,1,19_single__101112201212_shape_set_4_T.jpeg,minimal,0,3067
688421,22,Female,1,1,20_double__1221010010220000_shape_set_17_T.jpeg,paired,1,5846
688421,22,Female,1,1,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_17_T.jpeg,minimal,1,12287
688421,22,Female,1,1,21_triple__100111201112121010221202_shape_set_20_T.jpeg,minimal,1,13080
688421,22,Female,1,1,12_double__1212102211111221_shape_set_20_T.jpeg,paired,1,8169
688421,22,Female,1,1,36_triple__111212011010112010220100_shape_set_20_T.jpeg,paired,0,26879
688421,22,Female,1,1,11_grid_single__1220111101001121_shape_set_17_T.jpeg,minimal,1,6111
688421,22,Female,1,1,10_triple__000012221120010002000000_shape_set_4_T.jpeg,paired,1,10579
688421,22,Female,1,1,34_flower_single__11210200122211220100_shape_set_4_T.jpeg,paired,1,12595
688421,22,Female,1,1,22_single__112212211220_shape_set_4_T.jpeg,minimal,1,6945
688421,22,Female,1,1,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,paired,1,6551
688421,22,Female,1,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,paired,1,5640
688421,22,Female,1,1,17_double__1222110111201012_shape_set_17_T.jpeg,minimal,1,8322
688421,22,Female,1,1,45_grid_triple__101211020100111110200000010000000100121002000200_shape_set_20_T.jpeg,paired,1,8550
688421,22,Female,1,1,33_single__000010221212_shape_set_20_T.jpeg,paired,0,6556
688421,22,Female,1,1,44_triple__120211201211000011101212_shape_set_17_T.jpeg,minimal,0,8160
688421,22,Female,1,1,16_grid_single__1012121112021101_shape_set_4_T.jpeg,paired,1,15591
688421,22,Female,1,1,23_grid_single__1110120212111121_shape_set_17_T.jpeg,minimal,0,4704
688421,22,Female,1,1,32_flower_single__11110100010002000000_shape_set_17_T.jpeg,paired,1,7765
688421,22,Female,1,1,46_triple__101112200200110212211001_shape_set_4_T.jpeg,minimal,1,7533
688421,22,Female,1,1,47_flower_double__0100101200000200101102000000010001000100_shape_set_17_T.jpeg,paired,1,22573
688421,22,Female,1,1,1_single__101010001010_shape_set_4_T.jpeg,minimal,1,2573
688421,22,Female,1,1,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,paired,1,5813
688421,22,Female,1,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,minimal,1,6068
688421,22,Female,1,1,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,minimal,1,12544
688421,22,Female,1,1,43_flower_double__0000010000000200020001000100000012200000_shape_set_4_T.jpeg,minimal,1,5211
688421,22,Female,1,1,14_triple__112110100000000010021222_shape_set_17_T.jpeg,paired,1,9726
688421,22,Female,1,1,15_double__0000110211121011_shape_set_20_T.jpeg,minimal,1,12037
688421,22,Female,1,1,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,paired,1,14266
688421,22,Female,1,1,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,paired,1,12156
688421,22,Female,1,1,41_single__112012110000_shape_set_17_T.jpeg,paired,1,4489
688421,22,Female,1,1,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_20_T.jpeg,paired,1,13203
688421,22,Female,1,1,29_grid_double__10121011111012010000102012020000_shape_set_17_T.jpeg,minimal,1,11874
688421,22,Female,1,1,30_grid_double__10211001101112200100121012020000_shape_set_20_T.jpeg,paired,1,10954
688421,22,Female,1,1,6_single__121210101222_shape_set_20_T.jpeg,paired,1,3105
688421,22,Female,1,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,minimal,1,3155
688421,22,Female,1,1,37_flower_double__0200010001000200020002001211110111120100_shape_set_4_T.jpeg,paired,1,21033
688421,22,Female,1,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,paired,1,2261
688421,22,Female,1,1,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T.jpeg,minimal,1,17235
688421,22,Female,1,1,27_double__1020020012121122_shape_set_20_T.jpeg,paired,0,6282
688421,22,Female,1,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,minimal,1,1379
688421,22,Female,1,1,42_double__1111101211021120_shape_set_20_T.jpeg,paired,1,17859
688421,22,Female,1,1,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,minimal,1,6887
688421,22,Female,1,1,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,minimal,1,10035
688421,22,Female,1,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,minimal,1,2164
688421,22,Female,1,1,2_double__0000020001001020_shape_set_17_T.jpeg,minimal,1,2023
688421,22,Female,1,1,38_clockwork3_single__010011110000_shape_set_17_T.jpeg,minimal,1,2881
688422,22,Female,1,2,20_double__1221010010220000_shape_set_4_T.jpeg,minimal,0,5991
688422,22,Female,1,2,46_triple__101112200200110212211001_shape_set_20_T.jpeg,paired,0,6711
688422,22,Female,1,2,30_grid_double__10211001101112200100121012020000_shape_set_17_T.jpeg,minimal,0,3815
688422,22,Female,1,2,56_grid_single__1001101200001122_shape_set_4_T.jpeg,minimal,0,10443
688422,22,Female,1,2,57_single__020011011121_shape_set_17_T.jpeg,paired,1,7949
688422,22,Female,1,2,10_triple__000012221120010002000000_shape_set_20_T.jpeg,minimal,1,2580
688422,22,Female,1,2,29_grid_double__10121011111012010000102012020000_shape_set_4_T.jpeg,minimal,1,4602
688422,22,Female,1,2,17_double__1222110111201012_shape_set_4_T.jpeg,paired,0,5547
688422,22,Female,1,2,44_triple__120211201211000011101212_shape_set_4_T.jpeg,minimal,0,7058
688422,22,Female,1,2,45_grid_triple__101211020100111110200000010000000100121002000200_shape_set_17_T.jpeg,paired,0,4484
688422,22,Female,1,2,47_flower_double__0100101200000200101102000000010001000100_shape_set_4_T.jpeg,paired,0,1944
688422,22,Female,1,2,16_grid_single__1012121112021101_shape_set_20_T.jpeg,minimal,1,10450
688422,22,Female,1,2,18_flower_double__1022102200000100010000000200122101000000_shape_set_17_T.jpeg,minimal,1,8707
688422,22,Female,1,2,19_single__101112201212_shape_set_20_T.jpeg,minimal,1,6835
688422,22,Female,1,2,13_flower_single__01001221122102001122_shape_set_20_T.jpeg,paired,0,12021
688422,22,Female,1,2,43_flower_double__0000010000000200020001000100000012200000_shape_set_20_T.jpeg,minimal,0,3561
688422,22,Female,1,2,54_grid_double__01001121120112110100100212100100_shape_set_17_T.jpeg,paired,1,6743
688422,22,Female,1,2,55_grid_double__12021120101202001210000012110100_shape_set_20_T.jpeg,paired,1,12966
688422,22,Female,1,2,31_flower_double__0200010011120100020012110000000002001102_shape_set_20_T.jpeg,minimal,0,8470
688422,22,Female,1,2,48_flower_double__0100121102000000020002000100010000000000_shape_set_17_T.jpeg,minimal,0,4633
688422,22,Female,1,2,6_single__121210101222_shape_set_17_T.jpeg,minimal,0,5598
688422,22,Female,1,2,11_grid_single__1220111101001121_shape_set_4_T.jpeg,paired,1,10076
688422,22,Female,1,2,9_flower_single__10020000020001000200_shape_set_17_T.jpeg,minimal,1,3998
688422,22,Female,1,2,15_double__0000110211121011_shape_set_17_T.jpeg,minimal,0,8864
688422,22,Female,1,2,14_triple__112110100000000010021222_shape_set_4_T.jpeg,paired,0,9936
688422,22,Female,1,2,42_double__1111101211021120_shape_set_17_T.jpeg,paired,0,5846
688422,22,Female,1,2,21_triple__100111201112121010221202_shape_set_17_T.jpeg,paired,0,4949
688422,22,Female,1,2,49_clockwork3_single__010011221121_shape_set_20_T.jpeg,minimal,1,5950
688422,22,Female,1,2,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_17_T.jpeg,minimal,0,12443
688422,22,Female,1,2,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_4_T.jpeg,paired,1,10181
688422,22,Female,1,2,12_double__1212102211111221_shape_set_17_T.jpeg,minimal,1,15429
688422,22,Female,1,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_20_T.jpeg,minimal,1,9004
688422,22,Female,1,2,1_single__101010001010_shape_set_20_T.jpeg,paired,1,1821
688422,22,Female,1,2,58_clockwork3_single__102211221112_shape_set_20_T.jpeg,paired,1,7492
688422,22,Female,1,2,5_grid_single__0000000010200000_shape_set_4_T.jpeg,paired,1,2115
688422,22,Female,1,2,7_flower_single__01000200020012200200_shape_set_20_T.jpeg,minimal,1,4251
688422,22,Female,1,2,8_grid_single__0100000000001111_shape_set_4_T.jpeg,minimal,1,4374
688422,22,Female,1,2,52_flower_single__12121202111010011122_shape_set_20_T.jpeg,paired,1,4968
688422,22,Female,1,2,27_double__1020020012121122_shape_set_17_T.jpeg,minimal,0,7833
688422,22,Female,1,2,4_flower_single__02001220000001000200_shape_set_20_T.jpeg,minimal,1,4038
688422,22,Female,1,2,34_flower_single__11210200122211220100_shape_set_20_T.jpeg,minimal,0,8393
688422,22,Female,1,2,41_single__112012110000_shape_set_4_T.jpeg,paired,0,2799
688422,22,Female,1,2,25_clockwork3_single__112110110000_shape_set_20_T.jpeg,minimal,1,8133
688422,22,Female,1,2,22_single__112212211220_shape_set_20_T.jpeg,minimal,0,7805
688422,22,Female,1,2,50_clockwork3_single__122200001022_shape_set_4_T.jpeg,minimal,0,5389
688422,22,Female,1,2,51_double__0100102201001012_shape_set_17_T.jpeg,paired,1,6828
688422,22,Female,1,2,63_triple__120211111021020000001010_shape_set_17_T.jpeg,paired,0,8115
688422,22,Female,1,2,53_flower_double__1001010002001212112201000200020010200100_shape_set_4_T.jpeg,minimal,0,4375
688422,22,Female,1,2,32_flower_single__11110100010002000000_shape_set_4_T.jpeg,paired,0,4856
688422,22,Female,1,2,2_double__0000020001001020_shape_set_4_T.jpeg,minimal,1,5603
688422,22,Female,1,2,23_grid_single__1110120212111121_shape_set_4_T.jpeg,paired,1,5698
688422,22,Female,1,2,61_flower_double__1211010002000100020001001121010001000200_shape_set_20_T.jpeg,minimal,1,3630
688422,22,Female,1,2,62_grid_triple__010000000000020000000100000012210000020000000100_shape_set_4_T.jpeg,paired,1,6365
688422,22,Female,1,2,40_grid_double__02000000010011100200020010211111_shape_set_20_T.jpeg,minimal,0,6269
688422,22,Female,1,2,3_clockwork3_single__000011010200_shape_set_17_T.jpeg,paired,1,2074
688422,22,Female,1,2,33_single__000010221212_shape_set_17_T.jpeg,paired,1,5795
688422,22,Female,1,2,60_triple__111212220100010000001122_shape_set_17_T.jpeg,paired,1,10638
688422,22,Female,1,2,59_flower_single__11211110102010011122_shape_set_4_T.jpeg,paired,1,3549
688422,22,Female,1,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_17_T.jpeg,paired,0,7116
688422,22,Female,1,2,38_clockwork3_single__010011110000_shape_set_4_T.jpeg,minimal,1,3922
688422,22,Female,1,2,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_4_T.jpeg,minimal,0,7230
688422,22,Female,1,2,36_triple__111212011010112010220100_shape_set_17_T.jpeg,paired,1,6970
688422,22,Female,1,2,37_flower_double__0200010001000200020002001211110111120100_shape_set_20_T.jpeg,minimal,0,4497
688482,25,Male,2,2,29_grid_double__10121011111012010000102012020000_shape_set_4_T.jpeg,paired,1,12980
688482,25,Male,2,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_20_T.jpeg,minimal,1,8691
688482,25,Male,2,2,36_triple__111212011010112010220100_shape_set_17_T.jpeg,paired,1,16073
688482,25,Male,2,2,4_flower_single__02001220000001000200_shape_set_20_T.jpeg,paired,1,3901
688482,25,Male,2,2,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_4_T.jpeg,paired,1,18439
688482,25,Male,2,2,40_grid_double__02000000010011100200020010211111_shape_set_20_T.jpeg,minimal,1,9494
688482,25,Male,2,2,3_clockwork3_single__000011010200_shape_set_17_T.jpeg,minimal,1,1648
688482,25,Male,2,2,37_flower_double__0200010001000200020002001211110111120100_shape_set_20_T.jpeg,minimal,1,14569
688482,25,Male,2,2,27_double__1020020012121122_shape_set_17_T.jpeg,minimal,1,13791
688482,25,Male,2,2,30_grid_double__10211001101112200100121012020000_shape_set_17_T.jpeg,paired,1,5575
688482,25,Male,2,2,34_flower_single__11210200122211220100_shape_set_20_T.jpeg,paired,1,7955
688482,25,Male,2,2,38_clockwork3_single__010011110000_shape_set_4_T.jpeg,minimal,1,5108
688482,25,Male,2,2,2_double__0000020001001020_shape_set_4_T.jpeg,minimal,1,5868
688482,25,Male,2,2,32_flower_single__11110100010002000000_shape_set_4_T.jpeg,minimal,1,8222
688482,25,Male,2,2,1_single__101010001010_shape_set_20_T.jpeg,minimal,1,2788
688482,25,Male,2,2,31_flower_double__0200010011120100020012110000000002001102_shape_set_20_T.jpeg,paired,1,14806
688482,25,Male,2,2,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_17_T.jpeg,minimal,1,18080
688482,25,Male,2,2,25_clockwork3_single__112110110000_shape_set_20_T.jpeg,minimal,1,6486
688482,25,Male,2,2,15_double__0000110211121011_shape_set_17_T.jpeg,minimal,1,10181
688482,25,Male,2,2,33_single__000010221212_shape_set_17_T.jpeg,minimal,1,4506
688482,25,Male,2,2,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_4_T.jpeg,minimal,1,9155
688482,25,Male,2,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_17_T.jpeg,paired,0,16213
688482,25,Male,2,2,14_triple__112110100000000010021222_shape_set_4_T.jpeg,paired,1,18536
688482,25,Male,2,2,6_single__121210101222_shape_set_17_T.jpeg,minimal,1,7775
688482,25,Male,2,2,8_grid_single__0100000000001111_shape_set_4_T.jpeg,paired,1,10475
688482,25,Male,2,2,11_grid_single__1220111101001121_shape_set_4_T.jpeg,paired,1,15128
688482,25,Male,2,2,23_grid_single__1110120212111121_shape_set_4_T.jpeg,minimal,1,13188
688482,25,Male,2,2,7_flower_single__01000200020012200200_shape_set_20_T.jpeg,minimal,1,4972
688482,25,Male,2,2,10_triple__000012221120010002000000_shape_set_20_T.jpeg,minimal,1,14957
688482,25,Male,2,2,12_double__1212102211111221_shape_set_17_T.jpeg,paired,1,9301
688482,25,Male,2,2,13_flower_single__01001221122102001122_shape_set_20_T.jpeg,paired,1,13606
688482,25,Male,2,2,5_grid_single__0000000010200000_shape_set_4_T.jpeg,paired,1,3159
688482,25,Male,2,2,22_single__112212211220_shape_set_20_T.jpeg,paired,1,3947
688482,25,Male,2,2,18_flower_double__1022102200000100010000000200122101000000_shape_set_17_T.jpeg,minimal,0,27607
688482,25,Male,2,2,9_flower_single__10020000020001000200_shape_set_17_T.jpeg,paired,1,4357
688482,25,Male,2,2,21_triple__100111201112121010221202_shape_set_17_T.jpeg,minimal,1,13143
688482,25,Male,2,2,19_single__101112201212_shape_set_20_T.jpeg,minimal,1,6931
688482,25,Male,2,2,20_double__1221010010220000_shape_set_4_T.jpeg,minimal,0,12045
688482,25,Male,2,2,16_grid_single__1012121112021101_shape_set_20_T.jpeg,paired,1,13577
688482,25,Male,2,2,17_double__1222110111201012_shape_set_4_T.jpeg,paired,1,18381
688494,26,Female,1,2,13_flower_single__01001221122102001122_shape_set_20_T.jpeg,paired,1,20854
688494,26,Female,1,2,12_double__1212102211111221_shape_set_17_T.jpeg,paired,0,8852
688494,26,Female,1,2,10_triple__000012221120010002000000_shape_set_20_T.jpeg,paired,1,5717
688494,26,Female,1,2,34_flower_single__11210200122211220100_shape_set_20_T.jpeg,paired,1,9757
688494,26,Female,1,2,3_clockwork3_single__000011010200_shape_set_17_T.jpeg,paired,1,2283
688494,26,Female,1,2,14_triple__112110100000000010021222_shape_set_4_T.jpeg,minimal,0,26221
688494,26,Female,1,2,9_flower_single__10020000020001000200_shape_set_17_T.jpeg,paired,1,7766
688494,26,Female,1,2,36_triple__111212011010112010220100_shape_set_17_T.jpeg,paired,1,20130
688494,26,Female,1,2,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_4_T.jpeg,paired,1,20235
688494,26,Female,1,2,8_grid_single__0100000000001111_shape_set_4_T.jpeg,minimal,1,3426
688494,26,Female,1,2,2_double__0000020001001020_shape_set_4_T.jpeg,minimal,1,3671
688494,26,Female,1,2,11_grid_single__1220111101001121_shape_set_4_T.jpeg,paired,1,6782
688494,26,Female,1,2,15_double__0000110211121011_shape_set_17_T.jpeg,minimal,1,13803
688494,26,Female,1,2,18_flower_double__1022102200000100010000000200122101000000_shape_set_17_T.jpeg,minimal,0,21422
688494,26,Female,1,2,19_single__101112201212_shape_set_20_T.jpeg,minimal,0,11349
688494,26,Female,1,2,4_flower_single__02001220000001000200_shape_set_20_T.jpeg,minimal,1,3797
688494,26,Female,1,2,7_flower_single__01000200020012200200_shape_set_20_T.jpeg,paired,1,3111
688494,26,Female,1,2,22_single__112212211220_shape_set_20_T.jpeg,paired,1,12219
688494,26,Female,1,2,20_double__1221010010220000_shape_set_4_T.jpeg,minimal,0,9708
688494,26,Female,1,2,21_triple__100111201112121010221202_shape_set_17_T.jpeg,minimal,0,20027
688494,26,Female,1,2,33_single__000010221212_shape_set_17_T.jpeg,minimal,1,13969
688494,26,Female,1,2,32_flower_single__11110100010002000000_shape_set_4_T.jpeg,minimal,1,9914
688494,26,Female,1,2,23_grid_single__1110120212111121_shape_set_4_T.jpeg,minimal,1,17062
688494,26,Female,1,2,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_17_T.jpeg,paired,1,17501
688494,26,Female,1,2,16_grid_single__1012121112021101_shape_set_20_T.jpeg,minimal,1,7477
688494,26,Female,1,2,1_single__101010001010_shape_set_20_T.jpeg,minimal,1,2124
688494,26,Female,1,2,5_grid_single__0000000010200000_shape_set_4_T.jpeg,paired,1,2028
688494,26,Female,1,2,6_single__121210101222_shape_set_17_T.jpeg,paired,1,5810
688494,26,Female,1,2,31_flower_double__0200010011120100020012110000000002001102_shape_set_20_T.jpeg,paired,0,11439
688494,26,Female,1,2,17_double__1222110111201012_shape_set_4_T.jpeg,minimal,1,13527
688494,26,Female,1,2,29_grid_double__10121011111012010000102012020000_shape_set_4_T.jpeg,paired,1,14471
688494,26,Female,1,2,27_double__1020020012121122_shape_set_17_T.jpeg,minimal,0,15442
688494,26,Female,1,2,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_4_T.jpeg,minimal,0,28696
688494,26,Female,1,2,30_grid_double__10211001101112200100121012020000_shape_set_17_T.jpeg,minimal,0,18847
688494,26,Female,1,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_20_T.jpeg,paired,1,21299
688494,26,Female,1,2,25_clockwork3_single__112110110000_shape_set_20_T.jpeg,paired,1,9386
688597,22,Male,1,2,18_flower_double__1022102200000100010000000200122101000000_shape_set_17_T.jpeg,paired,1,1186
688597,22,Male,1,2,9_flower_single__10020000020001000200_shape_set_17_T.jpeg,paired,1,4378
688597,22,Male,1,2,10_triple__000012221120010002000000_shape_set_20_T.jpeg,paired,0,10191
688597,22,Male,1,2,19_single__101112201212_shape_set_20_T.jpeg,minimal,1,8867
688597,22,Male,1,2,2_double__0000020001001020_shape_set_4_T.jpeg,paired,1,4054
688597,22,Male,1,2,11_grid_single__1220111101001121_shape_set_4_T.jpeg,paired,0,2948
688597,22,Male,1,2,14_triple__112110100000000010021222_shape_set_4_T.jpeg,minimal,0,5329
688597,22,Male,1,2,16_grid_single__1012121112021101_shape_set_20_T.jpeg,minimal,0,15260
688597,22,Male,1,2,20_double__1221010010220000_shape_set_4_T.jpeg,minimal,0,6300
688597,22,Male,1,2,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_4_T.jpeg,minimal,0,1049
688597,22,Male,1,2,27_double__1020020012121122_shape_set_17_T.jpeg,paired,0,8167
688597,22,Male,1,2,3_clockwork3_single__000011010200_shape_set_17_T.jpeg,minimal,1,2474
688597,22,Male,1,2,8_grid_single__0100000000001111_shape_set_4_T.jpeg,minimal,1,14515
688597,22,Male,1,2,15_double__0000110211121011_shape_set_17_T.jpeg,paired,0,1522
688597,22,Male,1,2,13_flower_single__01001221122102001122_shape_set_20_T.jpeg,minimal,1,2527
688597,22,Male,1,2,17_double__1222110111201012_shape_set_4_T.jpeg,paired,1,2612
688597,22,Male,1,2,40_grid_double__02000000010011100200020010211111_shape_set_20_T.jpeg,paired,1,514
688597,22,Male,1,2,41_single__112012110000_shape_set_4_T.jpeg,minimal,1,5404
688597,22,Male,1,2,53_flower_double__1001010002001212112201000200020010200100_shape_set_4_T.jpeg,minimal,1,849
688597,22,Male,1,2,4_flower_single__02001220000001000200_shape_set_20_T.jpeg,paired,1,6285
688597,22,Male,1,2,7_flower_single__01000200020012200200_shape_set_20_T.jpeg,minimal,1,6297
688597,22,Male,1,2,12_double__1212102211111221_shape_set_17_T.jpeg,minimal,1,14581
688597,22,Male,1,2,65_double__0200020012221222_shape_set_4_T.jpeg,paired,0,8569
688597,22,Male,1,2,50_clockwork3_single__122200001022_shape_set_4_T.jpeg,paired,1,11041
688597,22,Male,1,2,1_single__101010001010_shape_set_20_T.jpeg,paired,1,2156
688597,22,Male,1,2,44_triple__120211201211000011101212_shape_set_4_T.jpeg,paired,1,543
688597,22,Male,1,2,46_triple__101112200200110212211001_shape_set_20_T.jpeg,minimal,0,473
688597,22,Male,1,2,23_grid_single__1110120212111121_shape_set_4_T.jpeg,minimal,0,2799
688597,22,Male,1,2,25_clockwork3_single__112110110000_shape_set_20_T.jpeg,paired,1,6704
688597,22,Male,1,2,66_grid_triple__110211101201112000000200020012110100000001001012_shape_set_17_T.jpeg,minimal,0,1224
688597,22,Male,1,2,51_double__0100102201001012_shape_set_17_T.jpeg,minimal,1,7795
688597,22,Male,1,2,52_flower_single__12121202111010011122_shape_set_20_T.jpeg,minimal,1,6112
688597,22,Male,1,2,45_grid_triple__101211020100111110200000010000000100121002000200_shape_set_17_T.jpeg,paired,0,584
688597,22,Male,1,2,55_grid_double__12021120101202001210000012110100_shape_set_20_T.jpeg,paired,0,506
688597,22,Male,1,2,5_grid_single__0000000010200000_shape_set_4_T.jpeg,paired,1,2576
688597,22,Male,1,2,6_single__121210101222_shape_set_17_T.jpeg,minimal,1,12039
688597,22,Male,1,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_17_T.jpeg,minimal,0,885
688597,22,Male,1,2,63_triple__120211111021020000001010_shape_set_17_T.jpeg,paired,0,544
688597,22,Male,1,2,42_double__1111101211021120_shape_set_17_T.jpeg,paired,0,890
688597,22,Male,1,2,43_flower_double__0000010000000200020001000100000012200000_shape_set_20_T.jpeg,minimal,1,541
688597,22,Male,1,2,54_grid_double__01001121120112110100100212100100_shape_set_17_T.jpeg,paired,0,879
688597,22,Male,1,2,21_triple__100111201112121010221202_shape_set_17_T.jpeg,paired,1,1693
688597,22,Male,1,2,22_single__112212211220_shape_set_20_T.jpeg,minimal,1,7161
688597,22,Male,1,2,57_single__020011011121_shape_set_17_T.jpeg,minimal,0,5482
688597,22,Male,1,2,59_flower_single__11211110102010011122_shape_set_4_T.jpeg,paired,0,3223
688597,22,Male,1,2,49_clockwork3_single__010011221121_shape_set_20_T.jpeg,paired,0,1068
688597,22,Male,1,2,74_triple__100101001211112010120200_shape_set_4_T.jpeg,minimal,0,7996
688597,22,Male,1,2,64_grid_triple__000001001110020000000000112002001212010001001122_shape_set_20_T.jpeg,paired,0,761
688597,22,Male,1,2,31_flower_double__0200010011120100020012110000000002001102_shape_set_20_T.jpeg,minimal,1,7357
688597,22,Male,1,2,47_flower_double__0100101200000200101102000000010001000100_shape_set_4_T.jpeg,minimal,0,461
688597,22,Male,1,2,61_flower_double__1211010002000100020001001121010001000200_shape_set_20_T.jpeg,minimal,0,855
688597,22,Male,1,2,62_grid_triple__010000000000020000000100000012210000020000000100_shape_set_4_T.jpeg,paired,0,499
688597,22,Male,1,2,38_clockwork3_single__010011110000_shape_set_4_T.jpeg,minimal,1,3999
688597,22,Male,1,2,75_flower_double__0200110201001112100101000200101012201111_shape_set_17_T.jpeg,minimal,1,1010
688597,22,Male,1,2,76_flower_single__12211102120110101011_shape_set_20_T.jpeg,minimal,1,713
688597,22,Male,1,2,77_grid_double__00000100000011111011010001000000_shape_set_4_T.jpeg,minimal,1,523
688597,22,Male,1,2,80_triple__010002001121020012221221_shape_set_4_T.jpeg,minimal,0,404
688597,22,Male,1,2,58_clockwork3_single__102211221112_shape_set_20_T.jpeg,paired,1,9852
688597,22,Male,1,2,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_17_T.jpeg,minimal,0,718
688597,22,Male,1,2,73_grid_double__01000200111202000000122201001012_shape_set_20_T.jpeg,paired,0,3124
688597,22,Male,1,2,72_double__1022111010121202_shape_set_17_T.jpeg,minimal,1,7949
688597,22,Male,1,2,56_grid_single__1001101200001122_shape_set_4_T.jpeg,paired,0,1261
688597,22,Male,1,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_20_T.jpeg,minimal,0,1278
688597,22,Male,1,2,48_flower_double__0100121102000000020002000100010000000000_shape_set_17_T.jpeg,paired,1,714
688597,22,Male,1,2,29_grid_double__10121011111012010000102012020000_shape_set_4_T.jpeg,paired,1,914
688597,22,Male,1,2,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_4_T.jpeg,paired,0,778
688597,22,Male,1,2,69_clockwork3_single__122212121022_shape_set_17_T.jpeg,minimal,1,9135
688597,22,Male,1,2,71_clockwork3_single__102102001101_shape_set_4_T.jpeg,paired,1,17478
