seed,param,trial,latent,predicted,stdev
6,theta,1,1.330556,0.566376,0.517517
6,theta,2,-1.423314,-1.791385,0.638855
6,theta,3,0.524664,0.900214,0.494204
6,theta,4,-1.571172,-1.05873,0.515266
6,theta,5,0.410855,-0.261557,0.511235
6,theta,6,1.065782,0.836999,0.498275
6,theta,7,0.151012,0.167735,0.457886
6,theta,8,-0.269593,-0.061809,0.465769
6,theta,9,-1.332287,-1.392815,0.583568
6,theta,10,0.796017,1.149765,0.504051
6,theta,11,0.473832,0.702851,0.504539
6,theta,12,-1.056066,-0.375688,0.49813
6,theta,13,-0.408743,-0.103462,0.460941
6,theta,14,-1.628905,-1.36046,0.524196
6,theta,15,-0.05216,-0.605197,0.522599
6,theta,16,-0.510887,0.070119,0.453082
6,theta,17,-0.789941,-0.678045,0.460296
6,theta,18,0.379657,0.402757,0.457923
6,theta,19,-1.109772,-0.51487,0.525646
6,theta,20,1.950969,0.993634,0.530892
6,theta,21,0.476216,0.433382,0.499793
6,theta,22,-2.545285,-1.625725,0.648654
6,theta,23,0.427411,0.73572,0.447812
6,theta,24,0.537895,-0.356582,0.426181
6,theta,25,0.956098,1.090355,0.513189
6,theta,26,-0.249157,-0.13947,0.492143
6,theta,27,-0.442078,0.118718,0.474438
6,theta,28,-0.814395,-0.066468,0.460308
6,theta,29,0.71158,0.948208,0.491082
6,theta,30,2.565392,2.11014,0.638377
6,theta,31,-0.117748,-0.104738,0.451963
6,theta,32,-1.233949,-1.68584,0.604265
6,theta,33,-0.707913,-0.877797,0.490145
6,theta,34,-0.566821,-0.078798,0.417713
6,theta,35,1.145288,1.6551,0.552629
6,theta,36,0.362998,0.147324,0.475767
6,theta,37,0.590957,1.06099,0.528743
6,theta,38,-0.053732,0.332818,0.477056
6,theta,39,0.616563,0.707334,0.477508
6,theta,40,0.223362,0.679352,0.491734
6,theta,41,-1.610489,-1.75359,0.627156
6,theta,42,-0.766872,-1.20461,0.542858
6,theta,43,-0.691842,-1.13881,0.582157
6,theta,44,-0.385119,-1.463285,0.584735
6,theta,45,-1.11554,-0.939177,0.483759
6,theta,46,1.230639,0.434794,0.512411
6,theta,47,0.490232,0.640828,0.517079
6,theta,48,0.138547,0.326782,0.477255
6,theta,49,-1.253684,-1.472205,0.593739
6,theta,50,1.480036,0.481903,0.502734
6,theta,51,-1.159555,-0.811542,0.513427
6,theta,52,0.523056,0.919864,0.50309
6,theta,53,-2.285283,-2.09597,0.660442
6,theta,54,-0.781826,-1.65876,0.59766
6,theta,55,0.597435,0.435642,0.490886
6,theta,56,-0.402083,-0.533566,0.46832
6,theta,57,-0.762628,-0.874832,0.49942
6,theta,58,-0.436671,-0.477782,0.448117
6,theta,59,0.173677,0.577968,0.486496
6,theta,60,-0.408713,-0.345604,0.446116
6,theta,61,0.576571,-0.249556,0.473557
6,theta,62,0.586544,1.051925,0.533028
6,theta,63,1.441854,1.0883,0.509253
6,theta,64,1.838878,1.86343,0.566767
6,theta,65,-0.442308,-0.171972,0.479127
6,theta,66,-0.827756,-1.044445,0.483993
6,theta,67,-1.451776,-1.754035,0.617639
6,theta,68,0.096973,-0.276936,0.441671
6,theta,69,0.891274,0.450513,0.463984
6,theta,70,0.373819,0.696743,0.493089
6,theta,71,0.053398,0.160961,0.456305
6,theta,72,0.351738,0.171554,0.438631
6,theta,73,-0.967669,0.207178,0.482221
6,theta,74,1.238616,0.945196,0.514
6,theta,75,0.172787,-0.345113,0.486694
6,theta,76,-0.689769,-0.458208,0.483116
6,theta,77,-0.776462,-0.798785,0.530432
6,theta,78,1.008603,1.34617,0.534684
6,theta,79,-1.265432,-0.72008,0.514912
6,theta,80,-1.779461,-1.84035,0.618205
6,theta,81,-0.491804,-0.321503,0.406639
6,theta,82,0.022607,0.464391,0.512119
6,theta,83,-1.841944,-1.60342,0.545927
6,theta,84,0.814011,0.520801,0.555602
6,theta,85,-0.76507,-1.20576,0.549548
6,theta,86,0.676926,0.654626,0.54661
6,theta,87,-1.06778,-1.177265,0.515879
6,theta,88,-1.086511,-1.150135,0.543946
6,theta,89,-0.520909,-0.254221,0.511786
6,theta,90,0.8303,1.04084,0.531905
6,theta,91,1.578155,1.828545,0.596849
6,theta,92,0.06922,0.471666,0.476374
6,theta,93,0.18453,0.63673,0.5201
6,theta,94,0.407103,1.0595,0.501119
6,theta,95,-0.276882,-0.273312,0.4534
6,theta,96,-1.1585,-0.475925,0.4651
6,theta,97,-0.567897,-0.258726,0.461526
6,theta,98,0.047326,-0.211404,0.402463
6,theta,99,-1.996783,-0.963987,0.477425
