seed,param,trial,latent,predicted,stdev
13,theta,1,-1.023697,-0.858192,0.479879
13,theta,2,2.315661,1.313975,0.574496
13,theta,3,-0.505275,-0.0023,0.511979
13,theta,4,0.183665,0.343151,0.501452
13,theta,5,0.030304,-0.1313,0.501255
13,theta,6,-1.165087,-0.761326,0.447685
13,theta,7,-0.700887,-0.075817,0.529677
13,theta,8,0.612274,-0.282018,0.483854
13,theta,9,1.077535,0.87653,0.489794
13,theta,10,-0.48608,-1.08248,0.482008
13,theta,11,-1.442745,-1.010435,0.485785
13,theta,12,0.956727,1.214695,0.522655
13,theta,13,-0.395309,0.15377,0.472448
13,theta,14,-0.485366,-1.698415,0.625825
13,theta,15,-0.333116,0.043316,0.441348
13,theta,16,0.085372,0.701588,0.456829
13,theta,17,-1.166934,-0.932732,0.496771
13,theta,18,1.460789,1.42295,0.585974
13,theta,19,-0.524781,-0.220302,0.492353
13,theta,20,-0.549102,-0.953002,0.488289
13,theta,21,0.450494,0.453272,0.438556
13,theta,22,1.577916,1.105335,0.549423
13,theta,23,-0.060646,0.140322,0.471359
13,theta,24,0.75573,0.104977,0.462913
13,theta,25,-1.438853,-1.473545,0.566217
13,theta,26,-0.871627,-1.00838,0.464202
13,theta,27,-2.024767,-1.61425,0.53052
13,theta,28,0.807399,0.198939,0.450879
13,theta,29,1.441133,1.56716,0.595729
13,theta,30,-0.597393,-0.933239,0.508766
13,theta,31,0.146763,0.064936,0.45615
13,theta,32,1.578618,0.758931,0.525359
13,theta,33,-0.109915,0.023089,0.462452
13,theta,34,-0.547528,0.106028,0.467596
13,theta,35,-0.843592,-1.83206,0.564621
13,theta,36,1.540665,1.438725,0.566317
13,theta,37,0.263686,0.048111,0.452549
13,theta,38,-1.012397,-0.244088,0.449293
13,theta,39,-0.611697,-0.759259,0.516549
13,theta,40,1.614013,1.37009,0.546405
13,theta,41,-0.11933,0.604572,0.469367
13,theta,42,-0.455169,-0.782298,0.498748
13,theta,43,-0.074481,-0.430086,0.457998
13,theta,44,1.563777,0.661283,0.537909
13,theta,45,0.272967,0.68221,0.536916
13,theta,46,0.714781,0.567374,0.463053
13,theta,47,0.102388,0.445404,0.515883
13,theta,48,0.379751,0.480752,0.536716
13,theta,49,0.239381,-0.018197,0.440088
13,theta,50,-1.387181,-1.557395,0.533086
13,theta,51,-0.621604,-0.893949,0.494821
13,theta,52,0.571447,0.269104,0.493842
13,theta,53,0.075158,0.787873,0.4999
13,theta,54,1.992945,1.431615,0.586054
13,theta,55,1.053303,0.787276,0.512132
13,theta,56,-0.656438,-0.180224,0.458601
13,theta,57,-1.218022,-0.353534,0.447271
13,theta,58,1.639033,1.19291,0.573941
13,theta,59,0.007264,-0.167242,0.485462
13,theta,60,0.687557,1.51636,0.581802
13,theta,61,-0.490863,-1.08392,0.508259
13,theta,62,-1.977527,-1.409555,0.537056
13,theta,63,-1.628787,-1.49857,0.566689
13,theta,64,0.386196,0.489526,0.470255
13,theta,65,1.008997,1.31777,0.540841
13,theta,66,-1.674084,-1.09075,0.506761
13,theta,67,-1.595109,-1.175595,0.518845
13,theta,68,-0.095068,-0.132654,0.432022
13,theta,69,-0.109795,-0.640986,0.466374
13,theta,70,0.771235,0.452766,0.49127
13,theta,71,-0.435964,-0.667533,0.490783
13,theta,72,-0.264375,0.065197,0.467325
13,theta,73,1.835861,1.436795,0.576368
13,theta,74,-0.455296,0.299748,0.448487
13,theta,75,-0.609569,0.7402,0.480365
13,theta,76,0.258194,0.173808,0.49962
13,theta,77,0.88621,0.869327,0.502123
13,theta,78,-1.162868,-0.267934,0.461937
13,theta,79,0.199336,-0.386585,0.458761
13,theta,80,-0.233551,-0.67791,0.467488
13,theta,81,0.201607,-0.608694,0.537258
13,theta,82,0.137884,-0.178648,0.503962
13,theta,83,-1.068002,-1.31672,0.528892
13,theta,84,-0.788678,-1.136575,0.528153
13,theta,85,0.204027,0.453692,0.4506
13,theta,86,-1.621991,-1.04054,0.479556
13,theta,87,1.796526,1.207805,0.590836
13,theta,88,0.004499,-0.806049,0.449012
13,theta,89,-0.52121,-1.05328,0.473304
13,theta,90,-0.471041,-0.180725,0.461628
13,theta,91,0.765414,0.319698,0.525723
13,theta,92,-0.37764,-0.293976,0.476575
13,theta,93,-1.921084,-1.472155,0.529023
13,theta,94,-0.26879,-0.345647,0.49278
13,theta,95,0.188814,-0.381976,0.471834
13,theta,96,-0.125811,-0.391976,0.473364
13,theta,97,-0.599436,-1.604275,0.567608
13,theta,98,-0.992117,-0.901103,0.514021
13,theta,99,-0.748023,-0.996958,0.510369
13,theta,100,0.627929,0.604484,0.476748
13,theta,101,-0.477708,-1.064945,0.526083
13,theta,102,0.693441,1.122715,0.527922
13,theta,103,0.136259,0.865526,0.475269
13,theta,104,-0.095268,-0.111298,0.464377
13,theta,105,0.457207,-0.159452,0.476846
13,theta,106,0.219368,0.052852,0.45719
13,theta,107,1.187158,0.829649,0.527177
13,theta,108,-0.546874,-0.782207,0.479291
13,theta,109,0.477253,0.443464,0.471274
13,theta,110,0.031945,0.156716,0.483493
13,theta,111,0.536513,0.434484,0.485429
13,theta,112,0.318566,-0.072103,0.450397
13,theta,113,0.233605,0.398389,0.470088
13,theta,114,1.342879,0.529804,0.545519
13,theta,115,0.995198,-0.140296,0.485096
13,theta,116,0.570792,0.532434,0.534949
13,theta,117,0.416903,0.543805,0.482775
13,theta,118,0.577789,0.76047,0.473654
13,theta,119,1.452823,0.870484,0.495613
13,theta,120,1.320482,0.322249,0.475578
13,theta,121,0.603382,0.535979,0.502548
13,theta,122,-0.696322,-1.364325,0.556827
13,theta,123,1.337832,1.0986,0.48202
13,theta,124,2.466477,2.05858,0.635236
13,theta,125,0.097394,-0.288679,0.468017
13,theta,126,-0.574419,-0.467706,0.480714
13,theta,127,-1.528228,-1.090155,0.538979
13,theta,128,-0.533469,-0.688682,0.495261
13,theta,129,0.417083,0.303638,0.482093
13,theta,130,0.174739,0.091681,0.494399
13,theta,131,-0.23884,0.00972,0.506762
13,theta,132,-0.589822,-0.647646,0.472291
13,theta,133,1.373558,0.34085,0.472573
13,theta,134,2.314464,1.85927,0.647933
13,theta,135,-1.393859,-1.003715,0.519751
13,theta,136,-0.232329,0.269584,0.498277
13,theta,137,0.302368,-0.069712,0.459027
13,theta,138,-0.555496,-0.160395,0.489798
13,theta,139,1.157434,1.52967,0.577838
13,theta,140,0.683277,1.14579,0.527908
13,theta,141,0.441175,0.461542,0.475065
13,theta,142,0.43894,0.486041,0.497047
13,theta,143,0.328263,0.306647,0.466992
13,theta,144,0.457952,-0.088451,0.443409
13,theta,145,0.91891,1.19476,0.510552
13,theta,146,0.430537,-0.055461,0.447633
13,theta,147,-0.328327,-0.778979,0.481698
13,theta,148,-0.190087,-0.45961,0.437284
13,theta,149,0.40319,1.399675,0.578699
13,theta,150,0.242919,-0.438924,0.492286
13,theta,151,-1.33703,-0.807791,0.453264
13,theta,152,-0.7179,-0.608204,0.461353
13,theta,153,1.217412,0.718354,0.506294
13,theta,154,1.715547,1.22528,0.569245
13,theta,155,-1.07186,-0.573278,0.486311
13,theta,156,-0.345119,-0.497807,0.432559
13,theta,157,-0.743505,-0.891566,0.540208
13,theta,158,-0.983328,-0.471916,0.516639
13,theta,159,0.029089,-0.07549,0.529479
13,theta,160,-0.597235,0.235108,0.497111
13,theta,161,-1.775905,-1.679385,0.544403
13,theta,162,0.4399,0.88496,0.51437
13,theta,163,-1.180851,-1.23035,0.481685
13,theta,164,1.102579,0.167666,0.454528
13,theta,165,0.327893,0.288636,0.427952
13,theta,166,0.212496,0.206768,0.495513
13,theta,167,-1.583508,-1.41428,0.561419
13,theta,168,1.31524,1.23305,0.549024
13,theta,169,1.184742,0.709308,0.508869
13,theta,170,2.438094,1.454725,0.544318
13,theta,171,1.341549,1.071835,0.528069
13,theta,172,-1.427011,-1.215425,0.53491
13,theta,173,0.445703,0.045404,0.412738
13,theta,174,-0.49911,-0.949744,0.50492
13,theta,175,1.003236,0.83628,0.518893
13,theta,176,-0.85549,0.622554,0.48606
13,theta,177,0.379342,0.276451,0.435872
13,theta,178,1.034643,1.25847,0.564792
13,theta,179,0.652973,1.17079,0.555195
13,theta,180,2.487966,1.35233,0.529726
13,theta,181,-0.185299,-0.822974,0.499759
13,theta,182,-0.172964,0.27344,0.473408
13,theta,183,1.235031,1.715285,0.61634
13,theta,184,-0.167449,0.317415,0.466486
13,theta,185,-0.148927,0.171748,0.505435
13,theta,186,0.045117,-0.040505,0.513002
13,theta,187,-0.290267,-0.768576,0.488047
13,theta,188,0.795111,1.124875,0.524074
13,theta,189,-0.201859,-1.164555,0.541428
13,theta,190,0.904332,1.34134,0.577163
13,theta,191,-1.554622,-1.5649,0.565391
13,theta,192,-0.342858,-0.239328,0.466073
13,theta,193,1.694815,1.08222,0.576041
13,theta,194,-0.863644,-0.674312,0.449635
13,theta,195,0.785474,0.719795,0.502734
13,theta,196,0.471206,0.215322,0.477307
13,theta,197,0.835199,0.861108,0.509331
13,theta,198,0.694269,1.070775,0.540013
13,theta,199,0.248405,0.184424,0.498391
13,theta,200,-1.293361,-0.968286,0.492866
13,theta,201,-0.26113,-0.010862,0.428446
13,theta,202,1.869655,1.296755,0.586711
13,theta,203,-0.330623,-1.05627,0.507928
13,theta,204,1.073983,1.06929,0.534042
13,theta,205,0.800788,0.984264,0.57191
13,theta,206,-0.345917,-0.93545,0.522179
13,theta,207,-0.448898,0.105752,0.414886
13,theta,208,0.790325,0.241567,0.519818
13,theta,209,1.464369,1.28079,0.541712
13,theta,210,-0.963146,-0.223859,0.505476
13,theta,211,-1.455618,-1.041225,0.524891
13,theta,212,0.923039,0.854239,0.493062
13,theta,213,0.645874,0.841016,0.468523
13,theta,214,-0.180024,-0.15704,0.486458
13,theta,215,1.672777,0.350642,0.480206
13,theta,216,0.304971,0.463955,0.502652
13,theta,217,-0.488348,-0.905908,0.488631
13,theta,218,1.259775,1.45252,0.60997
13,theta,219,-0.670769,0.57048,0.51215
13,theta,220,0.096527,0.302811,0.504669
13,theta,221,-0.809586,-0.78901,0.471803
13,theta,222,-0.084365,-0.638329,0.455494
13,theta,223,-0.33924,0.094783,0.515808
13,theta,224,-1.143917,-1.12167,0.511155
13,theta,225,0.784783,0.538926,0.47697
13,theta,226,-0.654158,-0.549564,0.478848
13,theta,227,-0.276871,-0.173015,0.450107
13,theta,228,-1.098604,-0.764868,0.490839
13,theta,229,1.438977,1.8021,0.6037
13,theta,230,-1.766059,-1.512925,0.540433
13,theta,231,1.130371,1.81333,0.62287
13,theta,232,-0.816428,-0.35006,0.510534
13,theta,233,-0.115172,0.057562,0.488324
13,theta,234,0.733418,0.535691,0.466714
13,theta,235,-0.29244,-0.140956,0.423575
13,theta,236,-1.126506,-1.42894,0.538013
13,theta,237,-1.275923,-1.09781,0.524992
13,theta,238,0.689363,0.213772,0.452245
13,theta,239,-0.422374,-0.401637,0.514235
13,theta,240,0.688658,0.054171,0.477627
13,theta,241,0.045724,0.046845,0.429059
13,theta,242,1.636664,1.10903,0.523197
13,theta,243,-1.67192,-0.528337,0.496594
13,theta,244,-1.085221,-0.22939,0.479721
13,theta,245,-1.468622,-0.995544,0.504897
13,theta,246,-1.467141,-1.23775,0.479895
13,theta,247,-0.313016,-0.921968,0.476186
13,theta,248,2.11507,1.300095,0.591932
13,theta,249,-0.083038,-0.554819,0.483054
13,theta,250,0.883341,0.915398,0.518487
13,theta,251,1.488376,0.96398,0.541994
13,theta,252,-0.455688,-0.20681,0.463024
13,theta,253,0.303179,0.02062,0.421676
13,theta,254,0.667945,0.206886,0.435543
13,theta,255,0.296245,0.232705,0.527359
13,theta,256,0.165988,0.199315,0.447423
13,theta,257,0.555388,-0.139536,0.520064
13,theta,258,-0.367237,-1.274695,0.491041
13,theta,259,2.443569,1.45319,0.547273
13,theta,260,-2.193405,-1.61755,0.555484
13,theta,261,0.444186,0.401078,0.476584
13,theta,262,2.838342,1.58058,0.545118
13,theta,263,-0.399427,-0.764534,0.480238
13,theta,264,-2.211179,-1.704885,0.586099
13,theta,265,1.076002,1.387895,0.50127
