seed,param,trial,latent,predicted,stdev
41,theta,1,0.365169,0.148126,0.431384
41,theta,2,0.868476,0.584508,0.515045
41,theta,3,-1.139792,-1.305315,0.577705
41,theta,4,0.180561,0.181188,0.533167
41,theta,5,1.478632,1.07088,0.599092
41,theta,6,1.219942,0.883219,0.583979
41,theta,7,-0.206238,-0.072972,0.472402
41,theta,8,1.270276,1.121135,0.539279
41,theta,9,-0.812445,-0.767238,0.49964
41,theta,10,-1.801953,-1.456935,0.530004
41,theta,11,0.259327,0.153498,0.428793
41,theta,12,0.529393,0.60093,0.474649
41,theta,13,-0.243288,-0.482629,0.494274
41,theta,14,-0.766005,0.139737,0.467368
41,theta,15,0.010791,-0.057192,0.468758
41,theta,16,-0.138956,0.099884,0.459037
41,theta,17,0.784495,0.384512,0.461183
41,theta,18,0.020711,0.0698,0.476491
41,theta,19,0.478061,0.751426,0.521547
41,theta,20,-0.246299,-1.0306,0.467989
41,theta,21,1.822052,1.781405,0.623576
41,theta,22,0.402732,-0.499438,0.453076
41,theta,23,0.697246,0.900275,0.498153
41,theta,24,0.745308,0.229233,0.502489
41,theta,25,0.011309,-0.59358,0.46101
41,theta,26,1.180638,1.50202,0.606979
41,theta,27,-0.558541,-1.02799,0.512261
41,theta,28,-0.566887,-0.249542,0.451023
41,theta,29,1.071832,0.699814,0.525019
41,theta,30,-0.385317,0.041618,0.477341
41,theta,31,0.512861,0.905791,0.557374
41,theta,32,-0.38582,0.17999,0.490568
41,theta,33,-0.018788,0.110315,0.487433
41,theta,34,0.143854,-0.380421,0.492881
41,theta,35,0.758459,1.42288,0.566812
41,theta,36,0.413024,-0.324351,0.453089
41,theta,37,1.325547,0.648998,0.507317
41,theta,38,-0.390789,-0.256467,0.486199
41,theta,39,1.676413,0.96931,0.579762
41,theta,40,0.78666,-0.227234,0.532485
41,theta,41,-0.237151,-0.078509,0.533442
41,theta,42,0.821033,0.385408,0.522541
41,theta,43,-1.173004,-1.437895,0.579026
41,theta,44,0.545658,-0.039001,0.445232
41,theta,45,-2.027261,-1.880655,0.575662
41,theta,46,1.070806,0.336092,0.501822
41,theta,47,0.802869,0.874318,0.515741
41,theta,48,0.04288,0.261515,0.506145
41,theta,49,0.053796,-0.038478,0.493906
41,theta,50,-2.413326,-2.136475,0.579429
41,theta,51,0.461664,0.18388,0.490042
41,theta,52,-1.658206,-1.387915,0.558397
41,theta,53,0.123764,-0.034968,0.485026
41,theta,54,-0.864277,-0.468958,0.493933
41,theta,55,-0.372058,-0.224712,0.503095
41,theta,56,0.562719,0.662207,0.506667
41,theta,57,0.055361,0.542541,0.512791
41,theta,58,0.47628,1.29411,0.61662
41,theta,59,-0.020582,0.043246,0.474138
41,theta,60,1.202054,1.034845,0.524981
41,theta,61,-1.088854,-1.49289,0.541672
41,theta,62,-0.481655,-1.020785,0.578123
41,theta,63,0.815561,0.587566,0.502534
41,theta,64,-0.629246,-0.236708,0.48731
41,theta,65,0.191732,0.167673,0.492368
41,theta,66,1.58097,0.983063,0.496701
41,theta,67,-0.180737,0.051264,0.492257
41,theta,68,2.350709,0.2995,0.542181
41,theta,69,0.023,0.187769,0.502072
41,theta,70,0.566615,0.124421,0.45376
41,theta,71,1.276126,1.85938,0.640469
41,theta,72,1.031381,0.487198,0.472003
41,theta,73,-1.473254,-0.791812,0.520107
41,theta,74,0.250008,-0.306529,0.4923
41,theta,75,1.206193,0.87907,0.515674
41,theta,76,-1.868027,-1.726845,0.58295
41,theta,77,-1.704533,-1.34831,0.52874
41,theta,78,-1.795878,-0.761791,0.524925
41,theta,79,-0.525776,-0.43659,0.496033
41,theta,80,-0.108398,0.112022,0.449564
41,theta,81,1.120893,1.201765,0.522467
41,theta,82,0.970276,0.313118,0.505245
41,theta,83,1.956624,1.725165,0.593895
41,theta,84,0.501502,0.457804,0.509156
41,theta,85,-1.098884,-0.990088,0.48202
41,theta,86,2.457728,1.545775,0.598912
41,theta,87,0.733255,0.308671,0.530092
41,theta,88,1.271866,1.1081,0.532385
41,theta,89,-0.369209,-0.135302,0.511405
41,theta,90,0.341568,-0.486605,0.523411
41,theta,91,0.630535,0.085971,0.436513
41,theta,92,-1.330058,-0.656766,0.477788
41,theta,93,0.307434,0.633982,0.47991
41,theta,94,-1.459729,-1.32074,0.498289
41,theta,95,0.263865,1.012635,0.507002
41,theta,96,-1.480463,-1.20271,0.518953
41,theta,97,-1.000145,-0.772426,0.478928
41,theta,98,0.112801,-0.20253,0.50987
41,theta,99,1.137981,0.744959,0.523438
