name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
lp__	-1100.0	0.62	16.0	-1100.0	-1100.0	-1000.0	650.0	5.2	1.0
theta[1]	0.31	0.0099	0.8	-0.99	0.32	1.6	6526.0	52.0	1.0
theta[2]	-0.42	0.01	0.76	-1.6	-0.43	0.86	5693.0	46.0	1.0
theta[3]	0.36	0.0095	0.76	-0.82	0.34	1.7	6391.0	51.0	1.0
theta[4]	0.53	0.012	0.79	-0.71	0.52	1.8	4326.0	35.0	1.0
theta[5]	0.82	0.011	0.8	-0.52	0.81	2.2	5418.0	43.0	1.0
theta[6]	-0.53	0.01	0.73	-1.7	-0.54	0.67	4914.0	39.0	1.0
theta[7]	-0.38	0.013	1.0	-2.0	-0.39	1.3	5979.0	48.0	1.0
theta[8]	0.35	0.0095	0.73	-0.82	0.32	1.6	5967.0	48.0	1.0
theta[9]	-0.13	0.01	0.71	-1.2	-0.15	1.1	5000.0	40.0	1.0
theta[10]	0.85	0.01	0.77	-0.43	0.85	2.1	5808.0	46.0	1.0
theta[11]	0.71	0.011	0.77	-0.5	0.69	2.0	4927.0	39.0	1.0
theta[12]	-0.69	0.011	0.77	-1.9	-0.71	0.58	4745.0	38.0	1.0
theta[13]	-1.1	0.0085	0.68	-2.2	-1.1	0.053	6426.0	51.0	1.0
theta[14]	0.32	0.01	0.77	-0.87	0.3	1.6	5635.0	45.0	1.0
theta[15]	-0.43	0.0095	0.69	-1.6	-0.45	0.73	5306.0	42.0	1.0
theta[16]	0.53	0.01	0.77	-0.72	0.51	1.8	5313.0	42.0	1.0
theta[17]	0.4	0.01	0.76	-0.8	0.39	1.7	5763.0	46.0	1.0
theta[18]	0.39	0.0092	0.79	-0.93	0.39	1.7	7343.0	59.0	1.0
theta[19]	0.0078	0.0097	0.67	-1.1	-0.0084	1.2	4813.0	38.0	1.0
theta[20]	-0.36	0.0093	0.73	-1.5	-0.38	0.85	6152.0	49.0	1.0
theta[21]	-0.4	0.0099	0.7	-1.6	-0.42	0.77	5025.0	40.0	1.0
theta[22]	-0.2	0.0097	0.74	-1.4	-0.22	1.1	5808.0	46.0	1.0
theta[23]	0.61	0.011	0.74	-0.58	0.59	1.9	4956.0	40.0	1.0
theta[24]	0.027	0.012	0.74	-1.2	0.013	1.3	3968.0	32.0	1.0
theta[25]	-0.045	0.01	0.8	-1.3	-0.067	1.3	6214.0	50.0	1.0
theta[26]	-0.47	0.011	0.8	-1.8	-0.47	0.85	5453.0	44.0	1.0
theta[27]	0.029	0.01	0.72	-1.1	0.0083	1.2	5057.0	40.0	1.0
theta[28]	-1.0	0.011	0.81	-2.4	-1.1	0.31	5243.0	42.0	1.0
theta[29]	-0.065	0.0098	0.75	-1.3	-0.086	1.2	5815.0	46.0	1.0
theta[30]	-0.85	0.011	0.77	-2.1	-0.87	0.42	5177.0	41.0	1.0
theta[31]	0.63	0.0099	0.8	-0.63	0.61	2.0	6524.0	52.0	1.0
theta[32]	-0.97	0.012	0.74	-2.2	-0.97	0.26	3970.0	32.0	1.0
theta[33]	0.49	0.011	0.83	-0.85	0.47	1.9	6244.0	50.0	1.0
theta[34]	0.4	0.01	0.77	-0.83	0.37	1.7	5802.0	46.0	1.0
theta[35]	0.26	0.01	0.74	-0.92	0.24	1.5	5211.0	42.0	1.0
theta[36]	0.018	0.01	0.78	-1.2	-0.0059	1.3	5917.0	47.0	1.0
theta[37]	-0.62	0.011	0.82	-2.0	-0.61	0.75	5218.0	42.0	1.0
theta[38]	0.22	0.011	0.75	-0.97	0.18	1.5	4976.0	40.0	1.0
theta[39]	0.96	0.01	0.78	-0.28	0.94	2.3	5685.0	45.0	1.0
theta[40]	0.67	0.0092	0.79	-0.61	0.67	2.0	7271.0	58.0	1.0
theta[41]	1.0	0.011	0.79	-0.24	1.0	2.4	5241.0	42.0	1.0
theta[42]	-0.0083	0.0096	0.77	-1.2	-0.02	1.3	6472.0	52.0	1.0
theta[43]	0.14	0.012	0.96	-1.5	0.14	1.8	6430.0	51.0	1.0
theta[44]	0.62	0.0091	0.75	-0.57	0.6	1.9	6674.0	53.0	1.0
theta[45]	0.32	0.01	0.73	-0.87	0.3	1.5	5299.0	42.0	1.0
theta[46]	-0.07	0.0099	0.75	-1.3	-0.09	1.2	5702.0	46.0	1.0
theta[47]	-0.39	0.0091	0.72	-1.5	-0.4	0.79	6293.0	50.0	1.0
theta[48]	-0.053	0.009	0.69	-1.1	-0.066	1.1	5911.0	47.0	1.0
theta[49]	-0.67	0.0096	0.75	-1.9	-0.69	0.59	6015.0	48.0	1.0
theta[50]	0.31	0.0096	0.75	-0.93	0.29	1.5	6104.0	49.0	1.0
theta[51]	-0.55	0.012	0.73	-1.8	-0.54	0.66	4025.0	32.0	1.0
theta[52]	0.24	0.016	0.9	-1.2	0.23	1.7	3342.0	27.0	1.0
theta[53]	-0.23	0.0085	0.69	-1.3	-0.25	0.94	6470.0	52.0	1.0
theta[54]	0.67	0.0096	0.74	-0.56	0.65	1.9	6004.0	48.0	1.0
theta[55]	-0.0011	0.013	0.78	-1.3	-0.018	1.3	3451.0	28.0	1.0
theta[56]	0.95	0.01	0.78	-0.29	0.94	2.3	5952.0	48.0	1.0
theta[57]	0.77	0.01	0.77	-0.47	0.74	2.1	5352.0	43.0	1.0
