"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha[45]",-4.3415869947262,0.0254578848941447,1.18089550682113,-7.05755851833666,-5.04460781121178,-4.15049817189089,-3.47032134172658,-2.55177448411028,2151.68307267589,1.00015364466688
"alpha[46]",-0.553257955087187,0.0226090188450479,0.961480732706814,-2.39674655328321,-1.0500143358605,-0.611093662494648,-0.147430094411353,1.673248211008,1808.49677990329,1.00244266444362
"alpha[47]",0.0700697774160357,0.0216675658157621,0.847864801488183,-1.0532435477797,-0.417991436224951,-0.103310464384515,0.353089957398499,2.38458825124547,1531.20367785213,1.00118965946578
"alpha[48]",1.62257961128224,0.0277414939221548,1.32883563739096,-0.132737336424117,0.655828635425228,1.30274582150327,2.33041681398951,4.91022030434727,2294.47243117181,0.999618111309069
"alpha[49]",2.00143263730264,0.0323621198270809,1.4507249473348,0.070740492786477,0.887149277270131,1.69065138324244,2.86699164155864,5.38801210649042,2009.53805839675,0.999848318370974
"alpha[50]",2.61275142392836,0.0291490232044241,1.47293402857825,0.572522201448971,1.45958210268907,2.35795279050937,3.4911858050093,6.13914312746299,2553.39838470819,1.00010345341366
"alpha[51]",1.65300525415524,0.0322735977809435,1.46331516921491,-0.293249282346737,0.54160162475109,1.34196302723922,2.4822584881583,5.33027053168917,2055.80058339573,1.00017575087204
"alpha[52]",2.33904811323943,0.0322384946140463,1.51142356146883,0.07866595968504,1.18572124270415,2.14615415287709,3.22862311909833,5.80064900583459,2197.97560548279,1.00025654792863
"alpha[53]",0.774053589906299,0.0287435950094277,1.38216806023679,-1.22617933462715,-0.179899667822344,0.480837465278448,1.52578364307621,4.12671200142844,2312.27527586525,1.00102152868489
"alpha[54]",1.64211980404048,0.0312413589514935,1.51030956035824,-0.501475880750032,0.529109455069323,1.35450470595657,2.4898604654256,5.20323870742544,2337.07209286451,1.00092570050407
"alpha[55]",2.68967259748298,0.0281007088052689,1.49448999347303,0.423657460150398,1.54213400336621,2.50168014617519,3.64333621795273,6.02743954856208,2828.46932979726,1.00008196000691
"alpha[56]",-0.297271505519664,0.0161310060239632,0.708542704649046,-1.78889149669942,-0.655451651648731,-0.25860674297362,0.104117020125843,0.992268592158993,1929.34171657855,1.00137943007638
"alpha[57]",1.60804433931342,0.0319123638034021,1.51681366826288,-0.449196409443433,0.472709662261894,1.28312627316578,2.43339304006045,5.31746092876527,2259.15754693554,1.00094496908022
"alpha[58]",2.49859319376736,0.0347722347383034,1.62657611974026,0.163878815131633,1.24152102208734,2.25156671848285,3.48321350251642,6.25092254062428,2188.18269156002,1.00418767931372
"alpha[59]",0.693339367718726,0.0289829607872285,1.30091349426197,-0.976608292023579,-0.221204055085072,0.336967575561557,1.31427519891876,4.09748682443901,2014.70441771031,0.999958852551815
"alpha[60]",2.5459698265946,0.0305754789602187,1.55374519769984,0.106180073977485,1.37557575414231,2.3363129537392,3.51530755668809,6.10591471840206,2582.33784991177,1.00063334287976
"alpha[61]",1.59990431872453,0.0320928345785867,1.56843053862039,-0.514940529384612,0.404462871249842,1.26647333945236,2.48368356549812,5.41161471199536,2388.44048715593,1.00097797208464
"alpha[62]",2.01223861398034,0.0328540565558618,1.63672847563274,-0.327210333280669,0.748795886266117,1.72076486266973,3.01065997152622,5.75041194175741,2481.84854866197,1.00295222726481
"alpha[63]",2.45765390495936,0.0323905054881647,1.62683302860883,0.0216283089147224,1.21789866737028,2.22474608269217,3.45302873434124,6.14379022657829,2522.6123100361,1.00113324772357
"alpha[64]",1.55789607262168,0.0314843282212276,1.62362992159743,-0.725460030062031,0.318839636340886,1.25230386908901,2.52637204119395,5.402181640527,2659.40958720303,0.999677744330663
"alpha[65]",-2.60130709197464,0.0255298053900933,1.25052861279106,-5.37009203452178,-3.23844931723967,-2.48219365051854,-1.90471983723343,-0.221771488240167,2399.34255984157,1.00045533362023
"alpha[66]",1.21337048311082,0.0297411807076164,1.56782386107836,-1.23492101150144,0.0937630025167472,0.985319632826434,2.11256918429132,4.80803997502098,2778.93333255348,0.999266229989014
"alpha[67]",-3.68186884890207,0.0233685709497229,1.10475334397772,-6.27380540757717,-4.33213353403798,-3.50143135580283,-2.86588492779213,-2.07944715990461,2234.94242549241,1.00049155775204
"alpha[68]",-1.60459064292811,0.029915083257198,1.31052699102056,-4.43559047838446,-2.23291011844212,-1.59890680513281,-1.0098452654935,1.43653384587064,1919.16143520148,1.00005439953773
"alpha[69]",-1.8742970181695,0.0326956122507764,1.56832301749964,-5.08239975586456,-2.73379640449549,-1.9140096316788,-1.1133167274861,1.705489200129,2300.87001451297,1.00041850317207
"alpha[70]",0.362668092108759,0.0318712929742211,1.45856010464638,-1.49635957464767,-0.670016988067466,-0.0248381963408842,1.11343991102522,3.92738641832439,2094.35016609755,1.00054352371595
"alpha[71]",0.360233414869574,0.0318298503881443,1.57054462629301,-1.93902165752738,-0.769433333461145,0.0363111564269014,1.23364763090369,4.07308649567575,2434.62102279519,1.0005277685268
"alpha[72]",0.788266788205602,0.0372930038159003,1.74213287484493,-1.55244255435697,-0.498697700269984,0.373947194786837,1.793441369962,5.11141720032527,2182.266677143,0.999797288406492
"alpha[73]",0.584021385123369,0.0360497247680582,1.64396102817619,-1.53195813205475,-0.639053971233964,0.162375812517292,1.4274690036881,4.73578667405652,2079.59674591742,1.00115807391316
"alpha[74]",2.06154674115233,0.0334354550970579,1.70555054276499,-0.475998118623999,0.77190716486,1.85509879911032,3.06512362720251,6.01364377761304,2602.0444437513,1.00043353499973
"alpha[75]",0.378814621774101,0.0324816050108177,1.74978975341322,-2.432757757524,-0.834220874586567,0.0991183632830459,1.35770932957695,4.56354932957418,2901.99577841142,1.00009628784283
"alpha[76]",2.28350501418289,0.0294793483206401,1.63273675911984,-0.230035342281777,1.06138754162072,2.06049816216162,3.27337350777819,5.97489972523984,3067.58484598846,1.0008661892808
"alpha[77]",2.0146708888835,0.0286022619019545,1.69286128213763,-0.620977783790552,0.798237185461185,1.75302163478233,3.07207162798135,5.84137692876052,3503.01491490435,0.999973623383814
