name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta_mu[1]	-0.672	0.000824	0.0837	-0.815	-0.668	-0.539	10325.0	5.52	1.0
theta_mu[2]	0.258	0.000567	0.0597	0.162	0.257	0.357	11092.0	5.93	1.0
theta_mu[3]	1.19	0.00218	0.19	0.932	1.17	1.53	7526.0	4.02	1.0
theta_mu[4]	0.903	0.00126	0.122	0.72	0.894	1.12	9330.0	4.98	1.0
theta_pr[1]	-0.44	0.00474	0.718	-1.61	-0.45	0.755	22930.0	12.3	1.0
theta_pr[2]	0.538	0.00478	0.742	-0.671	0.522	1.76	24154.0	12.9	1.0
theta_pr[3]	0.885	0.0048	0.691	-0.231	0.869	2.03	20759.0	11.1	1.0
theta_pr[4]	0.461	0.00459	0.651	-0.596	0.456	1.54	20166.0	10.8	1.0
theta_pr[5]	0.944	0.00454	0.672	-0.152	0.935	2.06	21976.0	11.7	1.0
theta_pr[6]	0.62	0.00492	0.73	-0.549	0.605	1.84	22020.0	11.8	1.0
theta_pr[7]	0.249	0.00523	0.763	-0.995	0.233	1.52	21279.0	11.4	1.0
theta_pr[8]	-0.532	0.00434	0.672	-1.63	-0.539	0.59	23932.0	12.8	1.0
theta_pr[9]	-0.055	0.00449	0.676	-1.16	-0.0614	1.07	22685.0	12.1	1.0
theta_pr[10]	-0.107	0.00437	0.663	-1.21	-0.104	0.981	23051.0	12.3	1.0
theta_pr[11]	1.29	0.00524	0.773	0.0356	1.27	2.59	21768.0	11.6	1.0
theta_pr[12]	-0.264	0.00483	0.713	-1.41	-0.269	0.928	21778.0	11.6	1.0
theta_pr[13]	-0.14	0.00436	0.673	-1.26	-0.141	0.974	23800.0	12.7	1.0
theta_pr[14]	-0.338	0.00486	0.677	-1.44	-0.343	0.787	19372.0	10.3	1.0
theta_pr[15]	0.531	0.00512	0.764	-0.699	0.515	1.81	22313.0	11.9	1.0
theta_pr[16]	-0.00183	0.00452	0.686	-1.12	-0.00414	1.14	23069.0	12.3	1.0
theta_pr[17]	-0.434	0.00406	0.662	-1.51	-0.447	0.677	26607.0	14.2	1.0
theta_pr[18]	-1.04	0.00448	0.653	-2.1	-1.05	0.0355	21219.0	11.3	1.0
theta_pr[19]	-0.218	0.00466	0.692	-1.34	-0.222	0.912	22014.0	11.8	1.0
theta_pr[20]	-0.649	0.00444	0.677	-1.77	-0.649	0.457	23221.0	12.4	1.0
theta_pr[21]	0.538	0.00511	0.742	-0.647	0.526	1.78	21065.0	11.3	1.0
theta_pr[22]	-0.463	0.00454	0.687	-1.56	-0.474	0.684	22893.0	12.2	1.0
theta_pr[23]	1.49	0.00502	0.751	0.267	1.47	2.75	22370.0	12.0	1.0
theta_pr[24]	-0.508	0.00483	0.722	-1.68	-0.517	0.682	22328.0	11.9	1.0
theta_pr[25]	-0.924	0.00437	0.68	-2.02	-0.935	0.2	24191.0	12.9	1.0
theta_pr[26]	0.179	0.00478	0.737	-1.02	0.155	1.44	23765.0	12.7	1.0
theta_pr[27]	-0.26	0.00472	0.712	-1.4	-0.269	0.908	22749.0	12.2	1.0
theta_pr[28]	0.331	0.00484	0.739	-0.863	0.321	1.57	23341.0	12.5	1.0
theta_pr[29]	0.277	0.00515	0.758	-0.954	0.272	1.54	21700.0	11.6	1.0
theta_pr[30]	0.227	0.00479	0.729	-0.95	0.204	1.46	23152.0	12.4	1.0
theta_pr[31]	0.134	0.00494	0.744	-1.06	0.127	1.37	22631.0	12.1	1.0
theta_pr[32]	0.334	0.0045	0.682	-0.773	0.333	1.47	22968.0	12.3	1.0
theta_pr[33]	-1.19	0.00488	0.728	-2.38	-1.18	-0.0304	22267.0	11.9	1.0
theta_pr[34]	-0.372	0.00442	0.668	-1.46	-0.377	0.729	22781.0	12.2	1.0
theta_pr[35]	0.0623	0.00494	0.739	-1.13	0.0503	1.31	22359.0	11.9	1.0
theta_pr[36]	0.251	0.00454	0.682	-0.856	0.24	1.4	22521.0	12.0	1.0
theta_pr[37]	0.41	0.00451	0.7	-0.729	0.406	1.6	24072.0	12.9	1.0
theta_pr[38]	0.253	0.00461	0.691	-0.859	0.236	1.41	22437.0	12.0	1.0
theta_pr[39]	-0.475	0.00447	0.636	-1.52	-0.476	0.574	20299.0	10.8	1.0
theta_pr[40]	-0.41	0.00459	0.671	-1.5	-0.414	0.707	21375.0	11.4	1.0
theta_pr[41]	0.576	0.00509	0.77	-0.658	0.562	1.85	22889.0	12.2	1.0
theta_pr[42]	-0.128	0.00456	0.664	-1.18	-0.142	0.978	21239.0	11.3	1.0
theta_pr[43]	-0.143	0.00497	0.722	-1.31	-0.157	1.06	21120.0	11.3	1.0
theta_pr[44]	-0.191	0.00495	0.674	-1.3	-0.193	0.938	18556.0	9.91	1.0
theta_pr[45]	-0.518	0.00441	0.663	-1.59	-0.518	0.587	22605.0	12.1	1.0
theta_pr[46]	0.439	0.00493	0.727	-0.737	0.437	1.65	21690.0	11.6	1.0
theta_pr[47]	0.314	0.00495	0.713	-0.828	0.31	1.49	20708.0	11.1	1.0
theta_pr[48]	-1.23	0.00443	0.639	-2.29	-1.24	-0.175	20783.0	11.1	1.0
theta_pr[49]	-1.0	0.00444	0.665	-2.09	-1.01	0.0921	22496.0	12.0	1.0
theta_pr[50]	0.677	0.00452	0.677	-0.438	0.672	1.8	22404.0	12.0	1.0
theta_pr[51]	-0.0778	0.00454	0.675	-1.19	-0.0761	1.04	22105.0	11.8	1.0
theta_pr[52]	0.643	0.00448	0.671	-0.448	0.63	1.78	22388.0	12.0	1.0
theta_pr[53]	0.444	0.0044	0.653	-0.619	0.435	1.52	21999.0	11.8	1.0
theta_pr[54]	0.196	0.00516	0.739	-0.991	0.191	1.41	20550.0	11.0	1.0
theta_pr[55]	-0.0793	0.00488	0.694	-1.22	-0.0847	1.06	20280.0	10.8	1.0
