name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta_mu[1]	-0.733	0.000956	0.0899	-0.888	-0.728	-0.595	8844.0	4.14	1.0
theta_mu[2]	0.267	0.000536	0.0572	0.174	0.267	0.362	11421.0	5.35	1.0
theta_mu[3]	1.32	0.00278	0.23	1.02	1.28	1.73	6844.0	3.2	1.0
theta_mu[4]	1.06	0.00186	0.156	0.841	1.04	1.33	7043.0	3.3	1.0
theta_pr[1]	-0.393	0.00491	0.74	-1.63	-0.382	0.813	22721.0	10.6	1.0
theta_pr[2]	0.536	0.005	0.757	-0.735	0.549	1.77	22906.0	10.7	1.0
theta_pr[3]	0.885	0.00559	0.771	-0.398	0.902	2.14	19053.0	8.92	1.0
theta_pr[4]	0.336	0.00484	0.727	-0.872	0.352	1.5	22633.0	10.6	1.0
theta_pr[5]	0.899	0.00512	0.753	-0.366	0.911	2.1	21602.0	10.1	1.0
theta_pr[6]	0.789	0.005	0.776	-0.506	0.791	2.05	24125.0	11.3	1.0
theta_pr[7]	0.233	0.00483	0.734	-0.97	0.24	1.43	23070.0	10.8	1.0
theta_pr[8]	-0.704	0.00479	0.713	-1.9	-0.686	0.453	22132.0	10.4	1.0
theta_pr[9]	0.0609	0.0049	0.73	-1.16	0.0718	1.24	22172.0	10.4	1.0
theta_pr[10]	-0.252	0.00534	0.807	-1.62	-0.223	1.04	22831.0	10.7	1.0
theta_pr[11]	1.35	0.00538	0.778	0.0695	1.35	2.64	20932.0	9.8	1.0
theta_pr[12]	-0.257	0.00457	0.693	-1.4	-0.252	0.873	22997.0	10.8	1.0
theta_pr[13]	-0.19	0.00545	0.795	-1.53	-0.177	1.09	21245.0	9.95	1.0
theta_pr[14]	-0.113	0.00475	0.741	-1.36	-0.102	1.07	24283.0	11.4	1.0
theta_pr[15]	0.435	0.00492	0.726	-0.754	0.434	1.65	21758.0	10.2	1.0
theta_pr[16]	0.00954	0.00543	0.814	-1.36	0.0317	1.29	22450.0	10.5	1.0
theta_pr[17]	-0.362	0.00475	0.71	-1.55	-0.354	0.788	22390.0	10.5	1.0
theta_pr[18]	-1.06	0.00504	0.761	-2.34	-1.04	0.16	22853.0	10.7	1.0
