k1,k2,obs,pred,pval
39,31,0.037003,0.010558,0.0234
39,32,0.007599,0.011383,0.1117
39,33,0.012912,0.010177,0.089
39,34,0.031655,0.005066,0.0102
39,35,0.040017,0.008011,0.012
39,36,-0.005828,0.008424,0.1572
39,37,0.011118,0.010432,0.0971
39,38,0.016037,0.010752,0.0833
40,0,-0.037201,0.012019,0.1983
40,1,0.027496,0.011469,0.0442
40,2,0.044182,0.012469,0.0146
40,3,-0.001071,0.012454,0.1484
40,4,0.001763,0.013086,0.1387
40,5,0.000574,0.010364,0.1355
40,6,0.007596,0.013744,0.1245
40,7,0.05058,0.011812,0.0084
40,8,0.015841,0.014133,0.0944
40,9,0.012814,0.012141,0.0971
40,10,-0.008055,0.013153,0.1686
40,11,-0.007569,0.01411,0.1686
40,12,0.016356,0.016164,0.1002
40,13,0.018672,0.0119,0.0719
40,14,-0.002891,0.012159,0.1546
40,15,-0.002688,0.013912,0.1596
40,16,-0.016423,0.011655,0.1848
40,17,0.03529,0.009183,0.0198
40,18,-0.008566,0.013072,0.1667
40,19,-0.018318,0.011831,0.184
40,20,0.011187,0.016105,0.1194
40,21,0.015286,0.014764,0.0992
40,22,0.004726,0.012219,0.1272
40,23,0.013319,0.011961,0.0957
40,24,0.054231,0.015228,0.0061
40,25,-0.005146,0.012915,0.1588
40,26,0.002211,0.008315,0.1227
40,27,0.016837,0.010606,0.0769
40,28,0.018981,0.01189,0.0753
40,29,-0.00557,0.014864,0.1671
40,30,0.005508,0.012078,0.126
40,31,-0.010953,0.015741,0.1771
40,32,0.059842,0.013305,0.0019
40,33,0.025072,0.01159,0.0525
40,34,-0.013008,0.008747,0.1735
40,35,0.023787,0.013369,0.062
40,36,0.002172,0.011205,0.1343
40,37,0.006032,0.012821,0.1242
40,38,-0.012317,0.011583,0.1716
41,0,0.022008,0.009828,0.0574
41,1,-0.027061,0.009122,0.1945
41,2,0.066946,0.011098,0.0015
41,3,-0.007882,0.011008,0.1602
41,4,0.020434,0.012024,0.0705
41,5,0.017212,0.00878,0.0685
41,6,-0.005685,0.011878,0.161
41,7,0.023989,0.010026,0.0494
41,8,-0.016241,0.011362,0.178
41,9,0.010689,0.010245,0.0976
41,10,0.010438,0.011854,0.1054
41,11,-0.010479,0.010668,0.1687
41,12,0.010483,0.014147,0.1149
41,13,0.01253,0.010624,0.0944
41,14,0.022445,0.0097,0.0539
41,15,-0.013008,0.012469,0.1729
41,16,0.01724,0.008963,0.0703
41,17,0.041847,0.008982,0.0135
41,18,0.007431,0.011696,0.1149
41,19,0.020727,0.01034,0.0635
41,20,0.021143,0.013885,0.0731
41,21,0.038004,0.014159,0.0247
41,22,0.022646,0.009663,0.0564
41,23,-0.008626,0.010332,0.1633
41,24,0.004199,0.013346,0.1348
41,25,0.040857,0.01125,0.0195
41,26,0.019283,0.009253,0.0633
41,27,0.000272,0.010661,0.1368
41,28,-0.00848,0.011024,0.1644
41,29,0.014584,0.013178,0.0943
41,30,-0.005901,0.011869,0.1618
41,31,-0.007004,0.011905,0.1614
41,32,0.039891,0.011179,0.0164
41,33,0.022173,0.009671,0.0562
41,34,-0.012702,0.007132,0.1683
41,35,0.010432,0.009614,0.0973
41,36,0.026049,0.010079,0.0429
41,37,-0.003794,0.011694,0.1527
41,38,-0.009802,0.010475,0.1616
41,39,0.04621,0.011204,0.0144
41,40,0.03122,0.012279,0.0347
42,0,-0.008626,0.013153,0.165
42,1,0.010169,0.011634,0.1054
42,2,-0.030088,0.012023,0.1965
42,3,0.009355,0.010343,0.1035
42,4,-0.000423,0.011832,0.1454
42,5,0.006115,0.009615,0.1163
42,6,-0.012093,0.015547,0.1772
42,7,0.063073,0.01193,0.0025
42,8,0.020195,0.013277,0.0726
42,9,0.006119,0.010747,0.1164
42,10,0.022557,0.013508,0.0696
42,11,0.028829,0.013424,0.0435
42,12,0.021883,0.013957,0.0713
42,13,-0.041808,0.013568,0.199
42,14,-0.003194,0.013034,0.1539
42,15,0.02586,0.01173,0.0461
42,16,-0.018584,0.011894,0.1825
42,17,-0.016726,0.006492,0.1805
42,18,0.029751,0.013109,0.044
42,19,-0.022904,0.010333,0.188
42,20,-0.002564,0.014856,0.1612
42,21,-0.028374,0.016351,0.1959
42,22,0.025704,0.011784,0.0519
42,23,0.044497,0.009516,0.011
42,24,0.017095,0.013103,0.0866
42,25,-0.010881,0.011538,0.1762
42,26,-0.042272,0.008343,0.1991
42,27,0.025625,0.010137,0.0448
42,28,0.063151,0.011385,0.0012
42,29,0.013001,0.013134,0.099
42,30,0.018317,0.010191,0.0694
42,31,0.014235,0.014038,0.0968
42,32,-0.01204,0.010792,0.1757
42,33,-0.011675,0.009705,0.1761
42,34,0.017991,0.010404,0.0724
42,35,0.007574,0.013762,0.118
42,36,-0.052157,0.013582,0.1999
42,37,0.004122,0.012447,0.1322
42,38,0.013521,0.011858,0.095
42,39,0.018832,0.010542,0.0661
42,40,0.032663,0.012841,0.0389
43,0,0.03842,0.00847,0.0128
43,1,-0.012856,0.007582,0.1692
43,2,0.019669,0.010874,0.0693
43,3,0.030343,0.011396,0.0454
43,4,-0.01436,0.009884,0.1712
43,5,0.003429,0.010403,0.1247
43,6,0.030689,0.010228,0.0345
43,7,0.007399,0.007387,0.1037
43,8,0.006528,0.011815,0.1163
43,9,0.02002,0.010127,0.0657
43,10,-0.001453,0.010343,0.1444
43,11,0.008907,0.009358,0.1038
43,12,0.027433,0.013862,0.0552
43,13,0.004809,0.008018,0.1183
43,14,0.014692,0.008648,0.0747
43,15,-0.015321,0.013352,0.1786
43,16,0.028244,0.006906,0.0194
43,17,0.02619,0.00965,0.0488
43,18,0.004394,0.010691,0.1231
43,19,0.02115,0.008672,0.0552
43,20,0.053487,0.012826,0.0074
43,21,-0.014045,0.011282,0.171
43,22,0.015947,0.008739,0.0753
43,23,0.032621,0.009902,0.0354
43,24,0.012499,0.013178,0.1023
43,25,0.001316,0.012014,0.1364
43,26,0.017999,0.009008,0.0708
43,27,0.041946,0.010187,0.0173
43,28,-0.017789,0.008953,0.1767
43,29,0.020888,0.012383,0.0687
43,30,0.021607,0.011686,0.0703
43,31,0.028936,0.011565,0.0425
43,32,0.038124,0.012024,0.0279
43,33,0.073802,0.011847,0.0008
43,34,-0.014809,0.004588,0.1795
43,35,0.039177,0.009256,0.0132
43,36,-0.034648,0.007345,0.1981
43,37,0.03147,0.010724,0.0349
43,38,0.02057,0.010741,0.0688
43,39,0.013082,0.012839,0.0991
43,40,-0.022183,0.0116,0.1855
43,41,0.047317,0.009234,0.0083
43,42,0.016333,0.01037,0.0801
44,0,-0.018945,0.008854,0.1814
44,1,0.005792,0.009491,0.1153
44,2,-0.02452,0.011244,0.189
44,3,0.03427,0.011758,0.03
44,4,-0.025888,0.010965,0.1895
44,5,0.029987,0.010288,0.0447
44,6,-0.015807,0.010762,0.1828
44,7,-0.005489,0.008883,0.1499
44,8,-0.026804,0.011465,0.1922
44,9,0.047588,0.010422,0.0086
44,10,0.034448,0.0093,0.0226
44,11,0.035384,0.009809,0.0188
44,12,0.043851,0.013621,0.0171
44,13,0.025523,0.009921,0.0456
44,14,-0.000504,0.009825,0.1363
44,15,0.040148,0.011685,0.0161
44,16,0.004482,0.008155,0.1174
44,17,0.022623,0.009167,0.0543
44,18,0.019296,0.011634,0.0726
44,19,0.017792,0.009971,0.0725
44,20,0.037331,0.01223,0.0308
44,21,0.02533,0.011406,0.0505
44,22,0.000784,0.00923,0.1287
44,23,0.006462,0.009858,0.1139
44,24,-0.004661,0.013151,0.1568
44,25,0.000356,0.011242,0.1393
44,26,0.00946,0.009282,0.0977
44,27,0.004565,0.010132,0.1168
44,28,0.05325,0.009835,0.0059
44,29,0.040984,0.012323,0.0145
44,30,0.015131,0.011501,0.0867
44,31,0.009359,0.013291,0.1158
44,32,0.025785,0.011493,0.0564
44,33,0.016659,0.009563,0.0751
44,34,0.065434,0.00615,0.0
44,35,0.022773,0.009335,0.0492
44,36,0.025496,0.008757,0.035
44,37,0.014497,0.011705,0.0921
44,38,0.021832,0.010641,0.0628
44,39,-0.008958,0.012743,0.1688
44,40,0.027447,0.011221,0.0471
44,41,-0.040104,0.009413,0.1982
44,42,0.007284,0.009432,0.1093
44,43,-0.010042,0.01084,0.1649
45,0,0.007259,0.010976,0.1138
45,1,0.016987,0.009833,0.0741
45,2,0.01843,0.010985,0.0731
45,3,0.009139,0.009223,0.1022
45,4,0.024843,0.009968,0.0491
45,5,-0.0128,0.008461,0.1719
45,6,-0.013367,0.012062,0.1796
45,7,0.027331,0.009498,0.0391
45,8,0.010227,0.011095,0.1053
45,9,0.009157,0.009682,0.1046
45,10,-0.036103,0.010605,0.1965
45,11,0.025608,0.010965,0.0481
45,12,0.007323,0.01143,0.1192
45,13,0.015015,0.010114,0.0787
45,14,-0.002385,0.011759,0.1485
45,15,0.020681,0.011341,0.0654
45,16,0.023966,0.009635,0.0473
45,17,0.003668,0.006662,0.1133
45,18,-0.011873,0.009726,0.1661
45,19,0.023731,0.009662,0.0536
45,20,0.008604,0.012448,0.1104
45,21,0.006233,0.01365,0.1279
45,22,0.030192,0.009387,0.0342
45,23,-0.001339,0.0088,0.1382
45,24,0.029323,0.011017,0.0339
45,25,0.043595,0.00984,0.0093
45,26,0.005443,0.007032,0.1099
45,27,0.030755,0.00934,0.0264
45,28,0.009101,0.01054,0.1052
45,29,0.029631,0.011128,0.035
45,30,0.007278,0.008766,0.1083
45,31,0.026387,0.011587,0.0547
45,32,-0.004065,0.009914,0.151
45,33,0.040502,0.008684,0.0116
45,37,0.016326,0.009276,0.071
45,38,-0.050375,0.010432,0.1994
45,39,0.028879,0.008144,0.0255
45,40,-0.038288,0.012672,0.198
45,41,0.001036,0.010198,0.1359
45,42,-0.012729,0.011194,0.1738
45,43,0.015878,0.008098,0.0686
45,44,0.021326,0.00958,0.0582
46,0,0.010063,0.008478,0.0935
46,1,-0.021448,0.008296,0.1819
46,2,-0.01698,0.007671,0.1763
46,3,-0.008898,0.004359,0.1561
46,4,0.022564,0.006761,0.0413
46,5,0.029885,0.005184,0.0108
46,6,0.001405,0.008978,0.1314
46,7,0.006071,0.007764,0.1051
46,8,-0.00809,0.007828,0.1617
46,9,-0.029123,0.006604,0.1916
46,10,0.024211,0.009295,0.0462
46,11,0.015056,0.009857,0.0818
46,12,0.017445,0.00619,0.0486
46,13,-0.014167,0.010849,0.1717
46,14,-0.004467,0.007672,0.1396
46,15,0.030919,0.005876,0.0111
46,16,-0.018317,0.00998,0.1788
46,17,0.019627,0.003653,0.0331
46,18,-0.022924,0.007462,0.1896
46,19,0.020144,0.007651,0.0531
46,20,-0.037241,0.008034,0.1975
46,21,-0.023205,0.009021,0.1873
46,22,-0.002663,0.006526,0.134
46,23,-0.027988,0.004558,0.1938
46,24,0.006516,0.006828,0.1057
46,25,0.03047,0.005338,0.012
46,26,0.003353,0.003532,0.1114
46,27,-0.020307,0.006177,0.1823
46,28,0.036239,0.005989,0.0117
46,29,0.026051,0.007326,0.028
46,30,0.008975,0.004265,0.0834
46,31,0.021414,0.007653,0.0496
46,32,-0.006749,0.0048,0.1517
46,33,0.021015,0.004851,0.0403
46,34,-0.007068,0.009535,0.1438
46,35,-0.004281,0.009968,0.146
46,36,0.045168,0.009585,0.0161
46,37,-0.031484,0.005438,0.196
46,38,-0.024441,0.005961,0.1893
46,39,-0.04091,0.004571,0.1985
46,40,-0.031814,0.008339,0.1956
46,43,0.019364,0.004986,0.035
46,44,0.003739,0.005438,0.112
46,45,0.022727,0.007301,0.0466
47,0,0.004444,0.00948,0.1208
47,1,0.007928,0.00879,0.1011
47,2,-0.022677,0.012823,0.1892
47,3,-0.001311,0.013905,0.1491
47,4,0.01622,0.012541,0.0861
47,5,0.000667,0.012621,0.1423
47,6,0.023488,0.013183,0.0583
47,7,-0.006992,0.008107,0.161
47,8,0.019524,0.013229,0.0763
47,9,0.050204,0.011655,0.0084
47,10,-0.005637,0.010658,0.1547
47,11,0.009951,0.008873,0.0981
47,12,0.019247,0.015813,0.0879
47,13,-0.006064,0.010289,0.1595
47,14,-0.038094,0.009978,0.1985
47,15,0.064201,0.012515,0.0022
47,16,0.017262,0.008404,0.0624
47,17,-0.005771,0.010609,0.1509
47,18,0.046627,0.01247,0.0141
47,19,0.013551,0.009382,0.0835
47,20,-0.002363,0.015937,0.1624
47,21,0.000284,0.012846,0.1464
47,22,0.015204,0.010469,0.081
47,23,0.01289,0.011585,0.0943
47,24,0.012822,0.016106,0.1114
47,25,0.036919,0.013766,0.0309
47,26,0.044727,0.011013,0.0143
47,27,0.015355,0.011778,0.0859
47,28,-0.007361,0.011847,0.1635
47,29,0.024915,0.013412,0.059
47,30,0.074197,0.014447,0.0015
47,31,0.028437,0.012722,0.0405
47,32,0.056693,0.01354,0.0057
47,33,0.053011,0.011771,0.0077
47,34,0.018743,0.005547,0.0421
47,35,0.014967,0.009282,0.0777
47,36,0.006365,0.008489,0.111
47,37,-0.005524,0.011627,0.1579
47,38,0.023693,0.012239,0.0603
47,39,0.038089,0.014022,0.0292
47,40,0.003973,0.012206,0.1294
47,41,-0.008071,0.011639,0.1648
47,42,0.045093,0.011826,0.0098
47,44,0.055162,0.013145,0.0079
47,45,-0.02039,0.009117,0.1865
47,46,-0.010348,0.00478,0.1659
48,0,0.003631,0.011157,0.1285
48,1,-0.005247,0.009725,0.1517
48,2,0.04539,0.011657,0.0146
48,3,0.044789,0.012628,0.0143
48,4,-0.029708,0.013003,0.1951
48,5,-0.004623,0.011157,0.1522
48,6,0.032998,0.013899,0.0329
48,7,-0.006834,0.009537,0.1573
48,8,0.00569,0.014301,0.1306
48,9,0.015852,0.012191,0.0849
48,10,0.026111,0.013479,0.0573
48,11,-0.00722,0.012185,0.1688
48,12,-0.000822,0.016868,0.1606
48,13,0.029198,0.011534,0.0419
48,14,0.000173,0.011389,0.1405
48,15,0.0182,0.013512,0.085
48,16,-0.012684,0.009136,0.1668
48,17,0.024295,0.009038,0.0499
48,18,0.08535,0.014181,0.0
48,19,0.018808,0.01046,0.0715
48,20,-0.03238,0.01647,0.1959
48,21,0.023947,0.015475,0.0684
48,22,0.036067,0.012322,0.027
48,23,0.011409,0.012073,0.1002
48,24,0.003127,0.015608,0.1426
48,25,-0.022204,0.013079,0.1881
48,26,-0.012021,0.010223,0.1694
48,27,0.064652,0.011571,0.0006
48,28,0.015697,0.012037,0.0878
48,29,-0.008661,0.014818,0.1683
48,30,0.026944,0.014033,0.0534
48,31,0.030984,0.014779,0.045
48,32,0.033203,0.01192,0.0338
48,33,0.005049,0.011776,0.1246
48,34,-0.005147,0.007737,0.1501
48,35,-0.018522,0.012095,0.1875
48,36,0.00234,0.010935,0.1354
48,37,-0.005094,0.013723,0.1679
48,38,0.005013,0.012263,0.1281
48,41,-0.031977,0.012286,0.1952
48,42,0.022053,0.013749,0.0676
48,43,0.009281,0.010985,0.1061
48,44,0.006172,0.01295,0.1261
48,45,0.008834,0.011247,0.1102
48,46,0.024459,0.006043,0.0343
48,47,0.019174,0.014039,0.0805
49,0,0.006292,0.01376,0.1263
49,2,0.017189,0.010412,0.0781
49,3,-0.038705,0.008915,0.1983
49,4,-0.010868,0.011116,0.1688
49,5,0.023684,0.009217,0.0456
49,6,0.01104,0.014095,0.1103
49,7,-0.007247,0.012363,0.16
49,8,-0.0203,0.011779,0.1881
49,9,-0.038664,0.010522,0.1986
49,10,0.025755,0.013783,0.0605
49,11,-0.005867,0.013424,0.1611
49,12,-0.006344,0.010828,0.1653
49,13,0.000467,0.013165,0.1398
49,14,-0.024472,0.012358,0.1889
49,15,0.006463,0.011426,0.1238
49,16,0.018352,0.01222,0.0796
49,17,0.030597,0.007646,0.022
49,18,0.019631,0.012606,0.0735
49,19,-0.009406,0.010747,0.163
49,20,-0.001955,0.013519,0.1507
49,21,-0.029702,0.015021,0.1944
49,22,0.041024,0.01071,0.0163
49,23,0.025,0.008476,0.0397
49,24,0.025379,0.011934,0.0484
49,25,-0.07291,0.009818,0.2
49,26,0.017012,0.006744,0.0586
49,27,-0.037734,0.010738,0.198
49,28,0.012611,0.010703,0.0935
49,29,0.005079,0.011663,0.1227
49,30,0.011559,0.00825,0.0893
49,31,-0.059772,0.014604,0.2
49,32,0.024773,0.010082,0.048
49,33,-0.000204,0.009231,0.1384
49,34,0.044792,0.012291,0.0206
49,35,-0.02167,0.013624,0.1858
49,36,-0.014321,0.013537,0.174
49,37,0.010954,0.010223,0.0963
49,38,0.038155,0.010664,0.0204
49,39,-0.018872,0.008465,0.1831
49,40,-0.011996,0.012925,0.1739
49,41,-0.033627,0.010587,0.1963
49,42,-0.014048,0.014396,0.1788
49,43,0.008977,0.007745,0.0979
49,44,0.043006,0.008288,0.0091
49,45,0.018702,0.011921,0.0754
49,46,0.022682,0.010569,0.0637
49,47,0.008758,0.010089,0.1066
49,48,0.012599,0.011594,0.0955
50,0,-0.006759,0.01233,0.1653
50,1,-0.035149,0.012256,0.1968
50,2,0.003045,0.012116,0.1306
50,3,0.045827,0.013424,0.0178
50,4,-0.026047,0.013788,0.1941
50,5,-0.008772,0.012698,0.1697
50,6,0.007347,0.014766,0.1251
50,7,0.008069,0.011861,0.1161
50,8,0.020681,0.013899,0.0739
50,9,-0.015856,0.0119,0.1802
50,10,-0.010217,0.012922,0.1686
50,11,0.004473,0.012385,0.1322
50,12,-0.008003,0.016894,0.1729
50,13,0.01619,0.011356,0.0811
50,14,0.007461,0.011346,0.1176
50,15,0.028717,0.015379,0.0543
50,16,0.017012,0.010455,0.0741
50,17,0.07034,0.011225,0.0012
50,18,0.00327,0.01382,0.1343
50,19,-0.029889,0.011978,0.1943
50,20,0.03847,0.017746,0.0345
50,21,0.033758,0.015802,0.0407
50,22,-0.016452,0.012398,0.1842
50,23,-0.004829,0.013726,0.1601
50,25,0.037514,0.013942,0.0262
50,26,0.015294,0.011867,0.085
50,27,0.011463,0.011631,0.1005
50,28,0.064144,0.012013,0.0036
50,29,0.028069,0.014871,0.0519
50,30,0.027416,0.01422,0.0546
50,32,0.04305,0.013619,0.0191
50,33,0.009818,0.011727,0.1045
50,34,-0.019163,0.007132,0.1849
50,35,-0.003139,0.011396,0.1502
50,36,-0.000137,0.011069,0.1397
50,37,0.010823,0.013696,0.1109
50,38,0.008669,0.013867,0.1182
50,39,0.00448,0.012532,0.1243
50,40,0.051222,0.016066,0.0119
50,41,0.016695,0.012307,0.0859
50,42,-0.007644,0.012826,0.1681
50,43,0.013871,0.013373,0.0986
50,44,0.03293,0.013395,0.035
50,45,-0.009153,0.011476,0.1656
50,46,0.000292,0.005587,0.1277
50,47,0.03977,0.015033,0.028
50,48,0.017829,0.015179,0.0886
50,49,0.0157,0.011224,0.0833
51,0,-0.026697,0.012857,0.1929
51,1,0.010534,0.011663,0.1035
51,2,-0.009029,0.011445,0.1682
51,3,0.016204,0.011355,0.0803
51,4,0.0131,0.011505,0.0927
51,5,-0.020717,0.010051,0.1893
51,6,-0.04055,0.013084,0.1996
51,7,0.034139,0.011651,0.0327
51,8,-0.005476,0.011809,0.1602
51,9,-0.028728,0.011026,0.1946
51,10,0.029213,0.013114,0.0454
51,11,0.006465,0.013037,0.1226
51,12,0.011493,0.013005,0.1054
51,13,-0.042121,0.01191,0.1992
51,14,0.003859,0.012764,0.1328
51,15,-0.002612,0.011859,0.1536
51,16,-0.00154,0.01083,0.1465
51,17,0.023868,0.007416,0.044
51,18,0.034353,0.011586,0.0264
51,19,0.006298,0.011406,0.116
51,20,0.018371,0.014298,0.0833
51,21,0.025427,0.015174,0.0624
51,22,-0.015562,0.011946,0.1796
51,23,0.054093,0.009907,0.0021
51,24,0.027254,0.013357,0.0491
51,25,0.005502,0.011769,0.1253
51,26,0.052686,0.008009,0.0015
51,27,-0.012311,0.011262,0.1749
51,28,-0.036267,0.012172,0.1979
51,29,0.024742,0.012853,0.0568
51,30,-0.034482,0.01003,0.1979
51,31,-0.022178,0.014257,0.1913
51,32,0.010555,0.011062,0.1035
51,33,-0.002849,0.009708,0.1492
51,34,-0.033938,0.009049,0.1962
51,35,0.048429,0.013293,0.0102
51,36,0.002373,0.011527,0.1319
51,37,0.033277,0.010535,0.0213
51,38,0.037935,0.011325,0.0184
51,39,0.028215,0.009585,0.0333
51,40,-0.00561,0.013283,0.1646
51,41,0.036766,0.01218,0.0225
51,42,0.000379,0.013328,0.146
51,44,-0.004176,0.010296,0.1545
51,45,-0.004248,0.012042,0.1556
51,46,0.003896,0.007653,0.1151
51,48,0.02146,0.012763,0.0707
51,49,0.042194,0.013104,0.0192
51,50,0.022462,0.013169,0.0663
52,0,-0.026248,0.011735,0.1896
52,1,0.006211,0.01152,0.1182
52,2,-0.004207,0.012383,0.1553
52,3,0.019839,0.009695,0.0635
52,4,0.025907,0.011232,0.0465
52,5,-0.000274,0.008169,0.1366
52,6,-0.005169,0.012683,0.1581
52,7,-0.036111,0.011529,0.1988
52,8,-0.021552,0.011355,0.1896
52,9,0.012184,0.010751,0.0952
52,10,-0.031917,0.012537,0.1943
52,11,-0.022789,0.014035,0.1893
52,12,-0.021585,0.011159,0.1918
52,13,0.059627,0.011483,0.0043
52,14,0.001427,0.013733,0.1444
52,15,-0.017193,0.010849,0.1888
52,16,-0.03123,0.01288,0.195
52,17,-0.016146,0.005733,0.1771
52,18,0.008728,0.011815,0.1129
52,19,0.017147,0.010469,0.0776
52,20,-0.017084,0.014065,0.1862
52,21,-0.000565,0.014232,0.1464
52,22,-0.023584,0.011053,0.1897
52,23,-0.010651,0.008034,0.1686
52,24,0.020614,0.01185,0.0671
52,25,0.007132,0.009443,0.1101
52,26,0.029971,0.006367,0.0187
52,27,0.035986,0.009382,0.0158
52,28,-0.031548,0.010516,0.1955
52,29,0.038443,0.010957,0.0156
52,30,0.022779,0.007307,0.0358
52,31,-0.001377,0.014202,0.1561
52,32,-0.04417,0.008961,0.1996
52,33,-0.019615,0.00874,0.1849
52,34,0.017122,0.010991,0.0783
52,35,-0.008398,0.013233,0.17
52,36,0.020509,0.012957,0.0764
52,37,0.016454,0.009366,0.07
52,38,0.013197,0.010129,0.0895
52,39,0.016929,0.008288,0.0663
52,40,-0.032906,0.012475,0.1956
52,43,0.03045,0.008229,0.0215
52,44,0.040432,0.010006,0.0115
52,45,0.016044,0.010945,0.0823
52,47,-0.016513,0.008954,0.182
52,48,0.016697,0.010814,0.077
52,49,-0.007088,0.014112,0.1612
52,50,0.010968,0.011617,0.1037
52,51,0.004813,0.013053,0.13
53,0,0.009251,0.007807,0.0945
53,2,0.0325,0.007539,0.0176
53,3,0.008628,0.004218,0.0838
53,4,-0.003828,0.007176,0.1449
53,5,0.004359,0.004629,0.1038
53,6,0.009102,0.009449,0.1045
53,7,-0.004014,0.010153,0.1482
53,8,0.030622,0.008425,0.0215
53,9,0.001758,0.006591,0.1263
53,10,0.009999,0.010326,0.105
53,11,0.025339,0.011871,0.0571
53,12,0.000934,0.006649,0.1328
53,13,-0.003369,0.00964,0.1427
53,14,0.04703,0.009163,0.0059
53,15,-0.012056,0.006378,0.1784
53,16,8.5e-05,0.010614,0.1323
53,17,-0.018685,0.004294,0.1825
53,18,0.006878,0.008184,0.1073
53,19,0.009247,0.007931,0.096
53,20,0.059582,0.008342,0.0002
53,21,-0.009379,0.010469,0.1674
53,22,-0.034763,0.008208,0.1983
53,23,-0.001604,0.005685,0.1376
53,24,-0.024316,0.007282,0.1943
53,25,-0.01031,0.00661,0.1714
53,26,0.007235,0.004488,0.0964
53,27,0.041906,0.007009,0.0021
53,28,0.005803,0.006604,0.1073
53,29,-0.005417,0.008101,0.1581
53,30,0.024533,0.004236,0.0136
53,31,-0.01478,0.009982,0.1796
53,32,-0.01127,0.005177,0.171
53,33,0.01839,0.005244,0.0441
53,34,0.016784,0.01116,0.0799
53,35,-0.026311,0.010792,0.1893
53,36,-0.022347,0.01224,0.1873
53,37,0.007874,0.00707,0.1001
53,38,0.008729,0.005582,0.0894
53,39,-0.022399,0.004496,0.1916
53,40,-0.001856,0.00892,0.1447
53,41,0.036769,0.006406,0.0078
53,42,0.015183,0.011465,0.0891
53,43,0.023516,0.00458,0.0103
53,44,0.011441,0.00551,0.074
53,45,-0.007508,0.008456,0.1549
53,46,0.005786,0.010231,0.1112
53,47,0.017084,0.004799,0.0371
53,48,0.011821,0.006871,0.082
53,50,-0.006788,0.007773,0.1626
53,51,-0.023506,0.009883,0.1866
53,52,0.015246,0.011181,0.0852
54,0,0.046955,0.013085,0.0177
54,2,-0.015008,0.011123,0.181
54,3,-0.001536,0.009876,0.1467
54,4,-0.004152,0.011423,0.1583
54,5,0.009391,0.00845,0.0976
54,6,0.002871,0.013072,0.1368
54,7,0.010858,0.011984,0.1035
54,8,0.02426,0.012509,0.0519
54,9,0.004676,0.011788,0.1248
54,10,0.023645,0.013703,0.0669
54,11,-0.00387,0.013966,0.1574
54,12,0.007906,0.011031,0.1171
54,13,0.005024,0.014137,0.1317
54,14,0.007544,0.012101,0.1131
54,15,0.009538,0.010094,0.1031
54,16,0.042651,0.013296,0.0231
54,17,0.003328,0.006336,0.1176
54,18,0.030187,0.012264,0.0426
54,19,0.031688,0.011461,0.036
54,20,-0.010117,0.013895,0.1743
54,21,-0.024879,0.01446,0.1922
54,22,0.015739,0.012915,0.089
54,23,0.031462,0.009291,0.026
54,24,0.017865,0.012065,0.0788
54,25,-0.040766,0.009533,0.1989
54,26,0.001026,0.006373,0.1284
54,27,-0.037244,0.010402,0.1978
54,28,-0.022681,0.010704,0.1904
54,29,0.009129,0.012573,0.1137
54,30,0.024825,0.008278,0.0345
54,31,-0.027567,0.014597,0.1942
54,32,-0.018707,0.009229,0.1871
54,33,0.000968,0.008845,0.1334
54,34,-0.010577,0.010805,0.1593
54,35,-0.038898,0.014656,0.1981
54,36,-0.028465,0.014464,0.1929
54,37,0.036757,0.009828,0.0116
54,38,0.011075,0.010886,0.1018
54,39,0.008604,0.009128,0.1058
54,40,-0.00811,0.013269,0.1655
54,41,0.053595,0.010687,0.0056
54,42,0.034538,0.014601,0.037
54,43,0.01492,0.007832,0.0729
54,44,-0.023593,0.010308,0.1921
54,45,0.028758,0.011207,0.043
54,46,0.024518,0.010745,0.0595
54,47,-0.016355,0.010617,0.1835
54,48,-0.021718,0.01219,0.1905
54,50,-0.038515,0.012268,0.1974
54,51,0.004664,0.013985,0.1363
54,52,0.006803,0.012852,0.1182
55,0,0.063686,0.009973,0.0009
55,1,0.052753,0.010931,0.0044
55,2,-0.002004,0.011913,0.1448
55,3,-0.026907,0.013412,0.189
55,4,0.00347,0.013217,0.131
55,5,0.005491,0.011748,0.1245
55,6,0.019722,0.013793,0.0776
55,7,0.005367,0.010524,0.1221
55,8,0.013972,0.014273,0.1025
55,9,-0.005263,0.011715,0.1624
55,10,0.028212,0.011951,0.0454
55,11,0.005318,0.010904,0.1227
55,12,-0.004505,0.016251,0.1639
55,13,0.013807,0.010641,0.0868
55,14,0.013351,0.012216,0.0969
55,15,0.002455,0.015142,0.1445
55,16,-0.051423,0.008636,0.1997
55,17,0.029592,0.009364,0.0377
55,18,0.02875,0.01377,0.0481
55,19,0.032622,0.010716,0.0291
55,20,0.001453,0.015198,0.1476
55,21,0.046572,0.015381,0.0139
55,22,0.029588,0.012175,0.0392
55,23,-0.007931,0.011874,0.1654
55,24,0.000307,0.015983,0.154
55,25,0.041601,0.01374,0.0222
55,26,-0.00069,0.010878,0.1389
55,27,0.001754,0.01164,0.1369
55,28,-0.002619,0.011631,0.1508
55,29,0.061028,0.01349,0.0025
55,30,0.032004,0.012888,0.0375
55,31,0.001478,0.014632,0.1477
55,32,0.018548,0.012936,0.08
55,33,0.053798,0.011332,0.0045
55,34,0.014299,0.006875,0.0712
55,35,0.036575,0.011209,0.0192
