subject,trial,item,dimension,test_form,shape_set,distractor,choice,accuracy,y_hat,y_pred,pwaic_u,pwaic_c,louo,loco,k_u,k_c
0374obg53yvd969wid8t8a71,6,34,3,2,2,1,0.0,1.0,0.7438,0.7445763422518628,0.022916958938766118,0.11586942236542361,-0.31794593964827556,-8.035021895608413,0.17014784740819489,0.23301715592653727
0374obg53yvd969wid8t8a71,7,77,3,2,3,1,2.0,0.0,0.8992,0.09723492402799129,0.2876615163298485,0.11586942236542361,-2.619087419914189,-8.035021895608413,0.17961942659364455,0.23301715592653727
0374obg53yvd969wid8t8a71,8,58,3,1,3,0,0.0,1.0,0.8985,0.8959906358852849,0.004018005903138743,0.11586942236542361,-0.11384830446642447,-8.035021895608413,0.08260118536060337,0.23301715592653727
0374obg53yvd969wid8t8a71,9,79,4,2,2,1,0.0,1.0,0.7184,0.7195130462459313,0.02730370524501369,0.11586942236542361,-0.356591886355357,-8.035021895608413,0.14262838980954928,0.23301715592653727
0374obg53yvd969wid8t8a71,10,40,4,1,3,0,0.0,1.0,0.7837,0.7920246241448506,0.015292028916322706,0.11586942236542361,-0.24849902982166583,-8.035021895608413,0.15785684292903301,0.23301715592653727
0374obg53yvd969wid8t8a71,11,14,5,1,1,0,0.0,1.0,0.7368,0.7383808093542144,0.023863576604817808,0.11586942236542361,-0.3272368143350377,-8.035021895608413,0.024142621456690258,0.23301715592653727
0374obg53yvd969wid8t8a71,12,63,5,2,1,1,0.0,1.0,0.6299,0.627821630542834,0.04877706790800656,0.11586942236542361,-0.5145006921905022,-8.035021895608413,0.16770655315817323,0.23301715592653727
0374obg53yvd969wid8t8a71,13,54,6,2,1,1,0.0,1.0,0.6518,0.6478434021840316,0.043646137206302484,0.11586942236542361,-0.4779553353469179,-8.035021895608413,0.15342777365262372,0.23301715592653727
0374obg53yvd969wid8t8a71,14,44,6,1,1,0,0.0,1.0,0.5573,0.5630714704911447,0.06618400364863167,0.11586942236542361,-0.6408364862294338,-8.035021895608413,0.12331859024754614,0.23301715592653727
0374obg53yvd969wid8t8a71,15,35,8,2,3,1,0.0,1.0,0.7649,0.7624979112174872,0.020137980628408186,0.11586942236542361,-0.2913579477070929,-8.035021895608413,0.08287675000172288,0.23301715592653727
0374obg53yvd969wid8t8a71,16,29,7,1,1,0,1.0,0.0,0.8419,0.16037917217743206,0.25106796523927444,0.11586942236542361,-2.082538382645822,-8.035021895608413,0.32143856185108016,0.23301715592653727
03i65ytrhnqf85c2lvnzb2ov,1,28,2,1,3,0,1.0,0.0,0.6649,0.3462249905418884,0.11551328342221787,0.10968620567157596,-1.1766593437225161,-10.716072096193901,0.1260615817965445,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,2,20,2,2,3,1,0.0,1.0,0.797,0.7978846194283498,0.012007573617742646,0.10968620567157596,-0.2378234392917058,-10.716072096193901,0.005885074195304282,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,3,61,2,2,2,1,0.0,1.0,0.7829,0.7795878656362508,0.013837660778982182,0.10968620567157596,-0.2628550011120314,-10.716072096193901,0.014352586261863705,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,4,70,2,1,3,0,0.0,1.0,0.8897,0.8823870374721853,0.004270284804048384,0.10968620567157596,-0.12940024771862824,-10.716072096193901,0.12719482952381012,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,5,15,3,2,1,1,0.0,1.0,0.6101,0.6123234614239709,0.040489110824655866,0.10968620567157596,-0.5311263606288108,-10.716072096193901,0.04378633950374228,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,6,34,3,1,3,0,2.0,0.0,0.4421,0.5556048685982812,0.05401512672726034,0.10968620567157596,-0.6419583169897969,-10.716072096193901,0.08920781003888918,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,7,77,3,1,1,0,0.0,1.0,0.7119,0.715398988548268,0.022231698708130316,0.10968620567157596,-0.35720969467335806,-10.716072096193901,0.09725641697888839,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,8,69,3,2,1,1,0.0,1.0,0.7774,0.7750872256777777,0.014306517014899833,0.10968620567157596,-0.26911728005651625,-10.716072096193901,0.1128429201830901,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,9,72,4,1,2,0,1.0,0.0,0.4707,0.5278306759252414,0.06050680086459257,0.10968620567157596,-0.6997590463876691,-10.716072096193901,0.022341244721893236,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,10,42,4,2,1,1,0.0,1.0,0.491,0.4983809179802579,0.06641683280991995,0.10968620567157596,-0.7629790301470809,-10.716072096193901,0.07432098103936238,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,11,52,5,2,2,1,3.0,0.0,0.4364,0.564113698371382,0.050888473341080306,0.10968620567157596,-0.6236386195848684,-10.716072096193901,0.07326601914531396,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,12,59,5,1,1,0,0.0,1.0,0.2438,0.24874469479666186,0.14878280193156695,0.10968620567157596,-1.540035922709519,-10.716072096193901,0.08914371399178941,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,13,54,6,1,2,0,3.0,0.0,0.3345,0.6652348168510743,0.030916400934104974,0.10968620567157596,-0.4386521052344552,-10.716072096193901,0.14910502992851016,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,14,76,5,2,2,1,0.0,1.0,0.451,0.45036957114617454,0.07878184057210615,0.10968620567157596,-0.8766398032333473,-10.716072096193901,0.09221267997526247,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,15,45,7,1,2,0,3.0,0.0,0.6628,0.3381608000034308,0.11821781657647293,0.10968620567157596,-1.202970124931836,-10.716072096193901,0.07328352523531065,0.23087920172966991
03i65ytrhnqf85c2lvnzb2ov,16,29,7,2,3,1,2.0,0.0,0.583,0.41106621809580085,0.09156341150807429,0.10968620567157596,-0.9809962393496718,-10.716072096193901,0.09129811613904741,0.23087920172966991
06hmew4su9ph9i5gigwdmwr4,1,47,2,2,3,0,1.0,0.0,0.6014,0.39373993910888794,0.11912456414629768,0.10123516228859733,-1.0521049989074474,-8.235427396503436,0.13053684775508753,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,2,20,2,1,1,1,0.0,1.0,0.9244,0.9264235899582213,0.001850783764917043,0.10123516228859733,-0.07827547367208076,-8.235427396503436,0.058576295858034345,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,3,50,2,1,1,1,2.0,0.0,0.9249,0.07884646352833455,0.27561475399083213,0.10123516228859733,-2.816834590912844,-8.235427396503436,0.03858670182989151,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,4,71,2,2,3,0,0.0,1.0,0.9184,0.9183296325907091,0.002310399362458572,0.10123516228859733,-0.08751093874017535,-8.235427396503436,0.022540183169551385,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,5,34,3,2,2,0,0.0,1.0,0.7118,0.7137607175590927,0.026060780157839865,0.10123516228859733,-0.3633413941763237,-8.235427396503436,0.0047318584212074025,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,6,15,3,1,2,1,0.0,1.0,0.8351,0.8320122781477483,0.00914067979132076,0.10123516228859733,-0.19306614977929115,-8.235427396503436,-0.0065227991133224375,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,7,16,4,2,2,0,0.0,1.0,0.9232,0.9240921399197876,0.002033252421056131,0.10123516228859733,-0.08097810526306404,-8.235427396503436,0.04040841881349812,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,8,56,3,1,1,1,0.0,1.0,0.7607,0.761834018728803,0.017831046938143677,0.10123516228859733,-0.28990079785635103,-8.235427396503436,0.0271827954734258,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,9,60,4,2,1,0,0.0,1.0,0.759,0.7532904323553212,0.019405364847712783,0.10123516228859733,-0.3027646805818076,-8.235427396503436,0.09297127087866691,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,10,40,4,1,3,1,0.0,1.0,0.7712,0.7652411736505398,0.01752352468182351,0.10123516228859733,-0.2851400227137404,-8.235427396503436,0.15431402647606074,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,11,59,5,2,3,0,3.0,0.0,0.506,0.4897463522758233,0.0864369252136739,0.10123516228859733,-0.8010817005497852,-8.235427396503436,0.13807897835126476,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,12,52,5,1,3,1,0.0,1.0,0.713,0.7069409492342432,0.026606812205878044,0.10123516228859733,-0.3734980493240574,-8.235427396503436,0.08984145246984397,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,13,64,6,2,2,0,0.0,1.0,0.7444,0.7418927171798398,0.021013895884477517,0.10123516228859733,-0.3196260752830469,-8.235427396503436,0.05583235968691123,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,14,44,6,1,1,1,0.0,1.0,0.5191,0.5236315391492988,0.06997367385766025,0.10123516228859733,-0.7171963473987262,-8.235427396503436,0.061233498947556274,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,15,35,8,2,3,0,0.0,1.0,0.7329,0.7333179126273889,0.022612369467534248,0.10123516228859733,-0.33284999393004,-8.235427396503436,0.06486067089523376,0.16865657720598148
06hmew4su9ph9i5gigwdmwr4,16,29,7,1,1,1,0.0,1.0,0.8209,0.8176019980869516,0.010891606785026969,0.10123516228859733,-0.2122936442333785,-8.235427396503436,0.009505467770793509,0.16865657720598148
06ul9f2coolrse6pnzjrdmbc,1,25,2,1,3,1,0.0,1.0,0.9023,0.9033914878106464,0.003028950201727113,0.0789504048023987,-0.1046306080757553,-7.970835425799361,0.01587135533358469,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,2,22,2,2,2,0,0.0,1.0,0.8588,0.8538808747865402,0.0066652007546786065,0.0789504048023987,-0.16463661667228457,-7.970835425799361,0.0750194276690879,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,3,70,2,1,3,1,0.0,1.0,0.9409,0.9379824833301845,0.0012900548417618153,0.0789504048023987,-0.06531454112319857,-7.970835425799361,0.027989027578928228,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,4,50,2,2,3,0,0.0,1.0,0.8837,0.8803563678376768,0.0044750335267113,0.0789504048023987,-0.13190816401115235,-7.970835425799361,0.05863887095115479,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,5,31,3,1,3,1,0.0,1.0,0.7704,0.7735267357747412,0.015320818157657906,0.0789504048023987,-0.2721439958066174,-7.970835425799361,0.11731267322807622,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,6,11,3,2,3,0,0.0,1.0,0.6879,0.6942614090130592,0.027816074071634195,0.0789504048023987,-0.3927968556024588,-7.970835425799361,0.07078897331728623,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,7,56,3,2,3,0,2.0,0.0,0.6706,0.3298627466750451,0.13201277452809612,0.0789504048023987,-1.2416524678221634,-7.970835425799361,0.14365597005036063,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,8,17,4,1,1,1,0.0,1.0,0.6794,0.6769237201007748,0.030663471309734847,0.0789504048023987,-0.4209319849743629,-7.970835425799361,0.024101830793191746,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,9,73,4,1,3,1,0.0,1.0,0.6887,0.6833452970263632,0.029352528090614352,0.0789504048023987,-0.41018453531604493,-7.970835425799361,-0.0337344303030451,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,10,53,4,2,3,0,3.0,0.0,0.578,0.4208653544285772,0.10008315165451939,0.0789504048023987,-0.9659937771528888,-7.970835425799361,0.08919470921073926,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,11,80,4,2,3,0,0.0,1.0,0.6136,0.6131136549842848,0.042883072850151145,0.0789504048023987,-0.5321967863142252,-7.970835425799361,0.012293664069990069,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,12,67,5,1,3,1,0.0,1.0,0.8682,0.8681588110420289,0.0053861388301241165,0.0789504048023987,-0.14677408068813058,-7.970835425799361,0.13687921379353235,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,13,55,6,1,3,1,0.0,1.0,0.7567,0.7582176905272051,0.017316746940157755,0.0789504048023987,-0.2941384666343989,-7.970835425799361,0.005156998407251052,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,14,46,6,2,2,0,1.0,0.0,0.6289,0.3651340425813748,0.11993912998433666,0.0789504048023987,-1.1278852248219486,-7.970835425799361,0.14778627177241171,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,15,24,7,2,1,0,0.0,1.0,0.5396,0.5388725804421383,0.05994466168112906,0.0789504048023987,-0.678341931257485,-7.970835425799361,0.046635458529750505,0.1409008670447127
06ul9f2coolrse6pnzjrdmbc,16,78,7,1,2,1,1.0,0.0,0.5784,0.41760574550529966,0.10052062100053595,0.0789504048023987,-0.974205072368779,-7.970835425799361,0.07498265609381707,0.1409008670447127
08p6c81b1uflp82myo5nw9dl,1,19,2,1,3,0,0.0,1.0,0.696,0.6901710497652301,0.028041954068303426,0.0864406506207193,-0.3989546316521455,-8.369607904970774,0.24959873105200214,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,2,25,2,2,2,1,0.0,1.0,0.8441,0.8407092787409265,0.008073740374606926,0.0864406506207193,-0.18160281823547564,-8.369607904970774,0.17941887227902753,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,3,70,2,2,2,1,0.0,1.0,0.8957,0.894582912353131,0.003680362524787566,0.0864406506207193,-0.11508167724580254,-8.369607904970774,0.04443643650341851,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,4,61,2,1,3,0,0.0,1.0,0.795,0.8002974372836066,0.01222589208987433,0.0864406506207193,-0.23502671146969156,-8.369607904970774,0.11263072074462899,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,5,27,3,2,1,1,3.0,0.0,0.5993,0.4013535923666463,0.10018762327069092,0.0864406506207193,-1.013553620642199,-8.369607904970774,0.049235311262663756,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,6,18,3,1,2,0,3.0,0.0,0.5552,0.44983258495152467,0.08551842693276296,0.0864406506207193,-0.8848718085313365,-8.369607904970774,0.02836240216298061,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,7,16,4,2,2,1,0.0,1.0,0.8165,0.8127447571394033,0.010871850505402797,0.0864406506207193,-0.2182377733071199,-8.369607904970774,0.11967971564393878,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,8,69,3,1,2,0,0.0,1.0,0.7961,0.7961168985073286,0.012680692164400618,0.0864406506207193,-0.24072838226646454,-8.369607904970774,0.1527360807729078,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,9,42,4,1,2,0,3.0,0.0,0.535,0.46991326248451615,0.07979529254534393,0.0864406506207193,-0.8354428399209048,-8.369607904970774,0.054465554846365755,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,11,63,5,2,1,1,2.0,0.0,0.3484,0.6558587833896468,0.03527352313349863,0.0864406506207193,-0.45726950136727673,-8.369607904970774,0.10822137299766563,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,12,26,5,1,1,0,2.0,0.0,0.3831,0.6094021426719791,0.0446648740895339,0.0864406506207193,-0.5401535304283733,-8.369607904970774,0.04223182427010394,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,13,36,6,1,2,0,2.0,0.0,0.5015,0.4944644202624812,0.07410834326738314,0.0864406506207193,-0.778766773844616,-8.369607904970774,0.1283644240118916,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,14,54,6,2,1,1,0.0,1.0,0.3609,0.36421713743450523,0.11186898720829998,0.0864406506207193,-1.1221610980668508,-8.369607904970774,0.16300939853511476,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,15,35,8,2,3,1,0.0,1.0,0.5115,0.500327418367959,0.06984680097978863,0.0864406506207193,-0.7626513884102337,-8.369607904970774,0.25335183293667135,0.1998166012282977
08p6c81b1uflp82myo5nw9dl,16,29,7,1,1,0,0.0,1.0,0.6206,0.6189974634657761,0.04161877711787266,0.0864406506207193,-0.5214614253687682,-8.369607904970774,0.17508931542172684,0.1998166012282977
0989ahmna9dulp8bxcoynys0,1,28,2,1,3,0,0.0,1.0,0.714,0.7164690549656679,0.023051825981062504,0.09057287649158234,-0.3565305197844424,-9.436685019828655,-0.0046257355930377116,0.09869393342144762
0989ahmna9dulp8bxcoynys0,2,20,2,2,3,1,0.0,1.0,0.8412,0.841589186445967,0.007334011603342537,0.09057287649158234,-0.17980669109892133,-9.436685019828655,0.046771994236565057,0.09869393342144762
0989ahmna9dulp8bxcoynys0,3,10,3,1,3,0,0.0,1.0,0.7748,0.7795172892569378,0.014523794706442243,0.09057287649158234,-0.263632898125687,-9.436685019828655,0.06439021538915543,0.09869393342144762
0989ahmna9dulp8bxcoynys0,4,50,2,2,3,1,0.0,1.0,0.8363,0.8311318571757261,0.008585504144950882,0.09057287649158234,-0.19356507195971062,-9.436685019828655,-0.002757789061378864,0.09869393342144762
0989ahmna9dulp8bxcoynys0,5,18,3,2,1,1,0.0,1.0,0.585,0.5904258592322817,0.04542407897412652,0.09057287649158234,-0.572430276216517,-9.436685019828655,-0.01634052493238973,0.09869393342144762
0989ahmna9dulp8bxcoynys0,6,31,3,1,3,0,1.0,0.0,0.6947,0.30300052166305763,0.13723824883706023,0.09057287649158234,-1.3316304069233151,-9.436685019828655,0.10470200872244109,0.09869393342144762
0989ahmna9dulp8bxcoynys0,7,77,3,1,1,0,2.0,0.0,0.7657,0.22894293618634537,0.16612409431575512,0.09057287649158234,-1.6405082316675745,-9.436685019828655,0.040746711837651314,0.09869393342144762
0989ahmna9dulp8bxcoynys0,8,69,3,2,1,1,0.0,1.0,0.8207,0.8220684644532895,0.009312198376110248,0.09057287649158234,-0.2052565621600042,-9.436685019828655,0.051590369371691355,0.09869393342144762
0989ahmna9dulp8bxcoynys0,9,42,4,2,1,1,0.0,1.0,0.578,0.5705786565970978,0.05172547943817302,0.09057287649158234,-0.6129257884310384,-9.436685019828655,-0.08744039338841424,0.09869393342144762
0989ahmna9dulp8bxcoynys0,10,60,4,1,2,0,0.0,1.0,0.5695,0.5669623918362516,0.05192722605704881,0.09057287649158234,-0.6195164921936005,-9.436685019828655,0.08603884706698642,0.09869393342144762
0989ahmna9dulp8bxcoynys0,11,59,5,1,1,0,1.0,0.0,0.3124,0.6918789677901881,0.027897252072096954,0.09057287649158234,-0.3963408009696998,-9.436685019828655,0.012626847524682419,0.09869393342144762
0989ahmna9dulp8bxcoynys0,12,52,5,2,2,1,0.0,1.0,0.5115,0.5084757958291632,0.06559431010093973,0.09057287649158234,-0.742032075025028,-9.436685019828655,0.025904556312484766,0.09869393342144762
0989ahmna9dulp8bxcoynys0,13,44,6,2,3,1,3.0,0.0,0.3217,0.6802598231106114,0.030009753396528935,0.09057287649158234,-0.4153979855001868,-9.436685019828655,0.0831639487789144,0.09869393342144762
0989ahmna9dulp8bxcoynys0,14,64,6,1,3,0,3.0,0.0,0.5531,0.44804470548464304,0.08621303504236418,0.09057287649158234,-0.8894148422802779,-9.436685019828655,-0.04585657320912737,0.09869393342144762
0989ahmna9dulp8bxcoynys0,15,24,7,2,1,1,3.0,0.0,0.44,0.5593198077113293,0.055049422482292776,0.09057287649158234,-0.6363227662100552,-9.436685019828655,0.0056550677043416975,0.09869393342144762
0989ahmna9dulp8bxcoynys0,16,45,7,1,2,0,0.0,1.0,0.726,0.7236707859387865,0.021986013272590362,0.09057287649158234,-0.3454557452967908,-9.436685019828655,-0.03791215711533387,0.09869393342144762
0cuzisrtq2cdt8h5b4myuyfg,1,22,2,2,2,0,0.0,1.0,0.9375,0.9357386474787575,0.0016686135558130896,0.14011742806067404,-0.06808855490548638,-4.002938238080102,0.01649186354303444,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,2,39,2,1,2,1,0.0,1.0,0.8653,0.8634173195340733,0.007285787531839617,0.14011742806067404,-0.15415525495468252,-4.002938238080102,0.1070459357202502,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,3,71,2,1,1,1,0.0,1.0,0.946,0.9463346690845632,0.0012036323600388076,0.14011742806067404,-0.056363214451744525,-4.002938238080102,0.09589001349675295,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,4,61,2,2,2,0,0.0,1.0,0.9469,0.9462587118022815,0.0012065450856368468,0.14011742806067404,-0.056446377352910915,-4.002938238080102,0.07368874739425602,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,5,15,3,2,1,0,0.0,1.0,0.8839,0.8856586190672749,0.005146999913474101,0.14011742806067404,-0.1265780471871949,-4.002938238080102,0.08524328391880781,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,6,31,3,1,3,1,0.0,1.0,0.8934,0.8940492276866344,0.004501985422959314,0.14011742806067404,-0.11650217831219223,-4.002938238080102,0.003789138995793315,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,7,17,4,1,1,1,0.0,1.0,0.8389,0.8373865432412662,0.010232051252981617,0.14011742806067404,-0.18772073794827726,-4.002938238080102,0.030147698877857426,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,8,69,3,2,1,0,0.0,1.0,0.9443,0.9448593979012118,0.001279560662957563,0.14011742806067404,-0.05799941044913837,-4.002938238080102,0.09237263805954592,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,9,53,4,2,3,0,1.0,0.0,0.7751,0.2286130206284562,0.2349600120945642,0.14011742806067404,-1.7123221392577506,-4.002938238080102,0.1197317413893051,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,10,73,4,1,3,1,0.0,1.0,0.8442,0.8412737825435257,0.009999206067663226,0.14011742806067404,-0.18286257956493124,-4.002938238080102,0.05502651344356272,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,11,63,5,1,2,1,0.0,1.0,0.6942,0.6921448924099923,0.03644976850135999,0.14011742806067404,-0.4045313023078112,-4.002938238080102,0.06945968072676068,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,12,80,4,2,3,0,0.0,1.0,0.7983,0.795427680668361,0.016012614901070858,0.14011742806067404,-0.24493004518724426,-4.002938238080102,0.04223583053739713,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,13,76,5,2,2,0,0.0,1.0,0.795,0.7994040822105716,0.015688274069437742,0.14011742806067404,-0.23962270551071185,-4.002938238080102,0.09372958094918765,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,14,54,6,1,2,1,0.0,1.0,0.7126,0.7104695444865824,0.032198965991382875,0.14011742806067404,-0.3741428158461595,-4.002938238080102,0.020409244909611324,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,15,30,7,2,1,0,0.0,1.0,0.91,0.9091871693161017,0.0032851931469066445,0.14011742806067404,-0.09849284564801053,-4.002938238080102,0.10514811847406859,0.15898645111352216
0cuzisrtq2cdt8h5b4myuyfg,16,45,7,1,2,1,0.0,1.0,0.9065,0.9058880286421505,0.0035727156220950037,0.14011742806067404,-0.1024162300958853,-4.002938238080102,0.11884473477182453,0.15898645111352216
0fselly2tqqo5o2nhqub0t9c,1,25,2,2,2,0,0.0,1.0,0.9257,0.9262906332364049,0.0019838395051659996,0.08884349525671129,-0.07855231942160579,-7.290111198375538,0.0686895245457548,0.12746959881981673
