name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta_mu[1]	-0.644	0.00114	0.0841	-0.79	-0.641	-0.514	5413.0	4.61	1.0
theta_mu[2]	0.25	0.000855	0.063	0.148	0.249	0.355	5423.0	4.62	1.0
theta_mu[3]	1.14	0.00302	0.189	0.885	1.12	1.48	3895.0	3.32	1.0
theta_mu[4]	0.821	0.00167	0.117	0.643	0.814	1.02	4938.0	4.21	1.0
theta_pr[1]	-0.541	0.0047	0.602	-1.53	-0.548	0.461	16366.0	14.0	1.0
theta_pr[2]	0.425	0.00469	0.613	-0.565	0.423	1.45	17115.0	14.6	1.0
theta_pr[3]	1.02	0.00483	0.618	0.0156	1.0	2.05	16367.0	14.0	1.0
theta_pr[4]	0.489	0.00425	0.581	-0.455	0.487	1.45	18656.0	15.9	1.0
theta_pr[5]	0.757	0.00452	0.579	-0.183	0.759	1.71	16356.0	13.9	1.0
theta_pr[6]	0.663	0.0047	0.638	-0.367	0.648	1.74	18415.0	15.7	1.0
theta_pr[7]	-0.0941	0.00491	0.632	-1.11	-0.0983	0.949	16559.0	14.1	1.0
theta_pr[8]	-0.799	0.00441	0.589	-1.77	-0.797	0.185	17866.0	15.2	1.0
theta_pr[9]	-0.0948	0.00446	0.584	-1.04	-0.0995	0.881	17151.0	14.6	1.0
theta_pr[10]	0.213	0.00438	0.592	-0.753	0.218	1.17	18288.0	15.6	1.0
theta_pr[11]	1.18	0.00493	0.688	0.1	1.17	2.36	19507.0	16.6	1.0
theta_pr[12]	-0.538	0.00492	0.596	-1.51	-0.544	0.448	14702.0	12.5	1.0
theta_pr[13]	0.0546	0.00442	0.592	-0.922	0.0604	1.03	17939.0	15.3	1.0
theta_pr[14]	-0.345	0.00445	0.594	-1.34	-0.342	0.618	17782.0	15.2	1.0
theta_pr[15]	0.261	0.00483	0.659	-0.806	0.242	1.36	18646.0	15.9	1.0
theta_pr[16]	0.232	0.00469	0.596	-0.753	0.236	1.2	16132.0	13.8	1.0
theta_pr[17]	-0.549	0.00433	0.579	-1.5	-0.553	0.427	17928.0	15.3	1.0
theta_pr[18]	-1.03	0.00458	0.596	-2.03	-1.02	-0.066	16947.0	14.4	1.0
theta_pr[19]	-0.399	0.00422	0.574	-1.34	-0.403	0.564	18524.0	15.8	1.0
theta_pr[20]	-0.558	0.00439	0.567	-1.51	-0.557	0.363	16649.0	14.2	1.0
theta_pr[21]	0.334	0.00487	0.617	-0.661	0.319	1.37	16096.0	13.7	1.0
theta_pr[22]	-0.722	0.00427	0.584	-1.66	-0.732	0.244	18731.0	16.0	1.0
theta_pr[23]	1.45	0.00527	0.666	0.402	1.44	2.57	15971.0	13.6	1.0
theta_pr[24]	-0.63	0.00439	0.593	-1.59	-0.631	0.345	18229.0	15.5	1.0
theta_pr[25]	-0.759	0.00448	0.591	-1.72	-0.763	0.211	17464.0	14.9	1.0
theta_pr[26]	0.109	0.00495	0.609	-0.863	0.0935	1.11	15132.0	12.9	1.0
theta_pr[27]	-0.374	0.00439	0.573	-1.31	-0.377	0.576	17018.0	14.5	1.0
theta_pr[28]	0.134	0.00447	0.617	-0.861	0.117	1.18	19084.0	16.3	1.0
theta_pr[29]	0.0727	0.00465	0.613	-0.919	0.0572	1.09	17370.0	14.8	1.0
theta_pr[30]	0.0938	0.00449	0.601	-0.873	0.0795	1.11	17910.0	15.3	1.0
theta_pr[31]	-0.192	0.00453	0.616	-1.2	-0.21	0.837	18503.0	15.8	1.0
theta_pr[32]	0.38	0.00451	0.595	-0.593	0.379	1.37	17427.0	14.9	1.0
theta_pr[33]	-0.994	0.00533	0.716	-2.19	-0.969	0.158	18063.0	15.4	1.0
theta_pr[34]	-0.273	0.00452	0.582	-1.23	-0.27	0.677	16627.0	14.2	1.0
theta_pr[35]	0.148	0.0052	0.658	-0.901	0.13	1.25	16019.0	13.7	1.0
theta_pr[36]	0.261	0.00439	0.592	-0.699	0.251	1.24	18170.0	15.5	1.0
theta_pr[37]	0.297	0.00466	0.608	-0.686	0.287	1.31	16979.0	14.5	1.0
theta_pr[38]	0.0368	0.00435	0.595	-0.921	0.0262	1.02	18689.0	15.9	1.0
theta_pr[39]	-0.597	0.00426	0.58	-1.55	-0.595	0.358	18548.0	15.8	1.0
theta_pr[40]	-0.273	0.00454	0.575	-1.21	-0.286	0.697	16080.0	13.7	1.0
theta_pr[41]	0.399	0.00514	0.634	-0.613	0.387	1.45	15246.0	13.0	1.0
theta_pr[42]	-0.0999	0.00437	0.586	-1.07	-0.109	0.869	17943.0	15.3	1.0
theta_pr[43]	-0.214	0.00453	0.61	-1.21	-0.226	0.803	18185.0	15.5	1.0
theta_pr[44]	-0.165	0.00443	0.568	-1.08	-0.17	0.765	16437.0	14.0	1.0
theta_pr[45]	-0.475	0.00417	0.616	-1.5	-0.469	0.542	21773.0	18.6	1.0
theta_pr[46]	0.427	0.00445	0.601	-0.536	0.413	1.43	18248.0	15.6	1.0
theta_pr[47]	0.31	0.00456	0.593	-0.644	0.297	1.3	16936.0	14.4	1.0
theta_pr[48]	-1.29	0.00467	0.583	-2.26	-1.28	-0.342	15574.0	13.3	1.0
theta_pr[49]	-1.05	0.00439	0.597	-2.03	-1.05	-0.0789	18503.0	15.8	1.0
theta_pr[50]	0.748	0.00492	0.59	-0.227	0.755	1.71	14373.0	12.3	1.0
theta_pr[51]	-0.067	0.00443	0.602	-1.04	-0.076	0.933	18456.0	15.7	1.0
theta_pr[52]	0.753	0.00452	0.584	-0.197	0.746	1.71	16689.0	14.2	1.0
theta_pr[53]	0.471	0.00438	0.57	-0.475	0.463	1.42	16955.0	14.5	1.0
theta_pr[54]	-0.129	0.0044	0.611	-1.14	-0.133	0.894	19282.0	16.4	1.0
theta_pr[55]	-0.189	0.00438	0.583	-1.16	-0.188	0.771	17696.0	15.1	1.0
theta_pr[56]	-0.639	0.00416	0.59	-1.61	-0.643	0.323	20088.0	17.1	1.0
theta_pr[57]	0.271	0.0045	0.581	-0.678	0.27	1.24	16695.0	14.2	1.0
theta_pr[58]	0.404	0.00498	0.638	-0.608	0.392	1.48	16407.0	14.0	1.0
theta_pr[59]	-0.433	0.0047	0.592	-1.39	-0.437	0.55	15893.0	13.5	1.0
theta_pr[60]	-0.495	0.00454	0.591	-1.45	-0.499	0.465	16926.0	14.4	1.0
theta_pr[61]	-0.124	0.00463	0.628	-1.18	-0.113	0.903	18371.0	15.7	1.0
theta_pr[62]	0.0855	0.00452	0.614	-0.9	0.0777	1.11	18416.0	15.7	1.0
theta_pr[63]	0.465	0.00472	0.638	-0.613	0.471	1.51	18311.0	15.6	1.0
theta_pr[64]	-0.347	0.00437	0.583	-1.29	-0.358	0.613	17781.0	15.2	1.0
theta_pr[65]	0.635	0.00463	0.587	-0.355	0.651	1.58	16112.0	13.7	1.0
theta_pr[66]	0.509	0.00448	0.599	-0.45	0.497	1.51	17816.0	15.2	1.0
theta_pr[67]	0.0212	0.00467	0.643	-1.02	0.0188	1.1	18971.0	16.2	1.0
theta_pr[68]	0.473	0.00504	0.673	-0.613	0.456	1.59	17789.0	15.2	1.0
theta_pr[69]	-0.0766	0.00432	0.576	-1.02	-0.0797	0.882	17800.0	15.2	1.0
theta_pr[70]	0.125	0.00455	0.589	-0.845	0.125	1.09	16743.0	14.3	1.0
theta_pr[71]	0.0882	0.00467	0.585	-0.88	0.0924	1.05	15716.0	13.4	1.0
theta_pr[72]	-0.128	0.00432	0.59	-1.1	-0.132	0.851	18657.0	15.9	1.0
theta_pr[73]	-1.18	0.00426	0.582	-2.15	-1.17	-0.226	18700.0	15.9	1.0
theta_pr[74]	-0.808	0.00444	0.587	-1.75	-0.813	0.174	17453.0	14.9	1.0
theta_pr[75]	-0.527	0.00455	0.578	-1.47	-0.533	0.435	16131.0	13.8	1.0
theta_pr[76]	-0.562	0.00391	0.551	-1.46	-0.563	0.351	19872.0	16.9	1.0
theta_pr[77]	1.07	0.00497	0.644	0.0355	1.05	2.15	16764.0	14.3	1.0
theta_pr[78]	-0.667	0.00445	0.586	-1.63	-0.663	0.3	17339.0	14.8	1.0
theta_pr[79]	-0.373	0.00429	0.573	-1.32	-0.375	0.559	17827.0	15.2	1.0
theta_pr[80]	-0.464	0.0045	0.579	-1.42	-0.463	0.491	16554.0	14.1	1.0
theta_pr[81]	-0.54	0.00457	0.588	-1.52	-0.539	0.438	16572.0	14.1	1.0
theta_pr[82]	-0.166	0.00486	0.613	-1.19	-0.159	0.812	15923.0	13.6	1.0
theta_pr[83]	-0.396	0.00464	0.581	-1.36	-0.393	0.549	15702.0	13.4	1.0
theta_pr[84]	0.705	0.00492	0.615	-0.288	0.701	1.73	15591.0	13.3	1.0
theta_pr[85]	0.378	0.00427	0.569	-0.567	0.382	1.31	17816.0	15.2	1.0
theta_pr[86]	0.547	0.00476	0.607	-0.424	0.533	1.56	16282.0	13.9	1.0
theta_pr[87]	0.468	0.00442	0.589	-0.49	0.459	1.43	17820.0	15.2	1.0
theta_pr[88]	1.14	0.00496	0.625	0.122	1.13	2.18	15876.0	13.5	1.0
theta_pr[89]	0.625	0.0046	0.603	-0.337	0.613	1.63	17210.0	14.7	1.0
theta_pr[90]	0.286	0.00472	0.625	-0.723	0.274	1.31	17551.0	15.0	1.0
theta_pr[91]	-0.108	0.00458	0.605	-1.11	-0.103	0.879	17433.0	14.9	1.0
theta_pr[92]	-0.224	0.00417	0.568	-1.15	-0.225	0.715	18601.0	15.9	1.0
theta_pr[93]	-0.925	0.00426	0.576	-1.87	-0.926	0.0132	18274.0	15.6	1.0
theta_pr[94]	-0.0824	0.00451	0.596	-1.05	-0.0896	0.904	17442.0	14.9	1.0
theta_pr[95]	-0.462	0.00472	0.61	-1.45	-0.471	0.567	16682.0	14.2	1.0
theta_pr[96]	-0.534	0.00439	0.572	-1.49	-0.523	0.405	16984.0	14.5	1.0
theta_pr[97]	-0.0577	0.00439	0.583	-1.02	-0.0571	0.906	17641.0	15.0	1.0
theta_pr[98]	-0.00194	0.00446	0.592	-0.98	-0.00314	0.987	17607.0	15.0	1.0
theta_pr[99]	-0.0254	0.00467	0.601	-1.02	-0.032	0.997	16565.0	14.1	1.0
theta_pr[100]	1.02	0.00459	0.601	0.0457	1.01	2.01	17130.0	14.6	1.0
theta_pr[101]	-0.0359	0.00452	0.581	-0.991	-0.0335	0.912	16517.0	14.1	1.0
theta_pr[102]	-0.199	0.00457	0.628	-1.22	-0.215	0.855	18889.0	16.1	1.0
theta_pr[103]	-0.146	0.00457	0.591	-1.1	-0.16	0.838	16704.0	14.2	1.0
theta_pr[104]	-0.403	0.00484	0.604	-1.4	-0.408	0.607	15628.0	13.3	1.0
theta_pr[105]	-0.422	0.00435	0.577	-1.37	-0.422	0.541	17612.0	15.0	1.0
theta_pr[106]	0.914	0.00471	0.619	-0.0758	0.9	1.94	17294.0	14.7	1.0
theta_pr[107]	0.00867	0.00506	0.665	-1.12	0.0305	1.07	17257.0	14.7	1.0
theta_pr[108]	0.178	0.00459	0.563	-0.747	0.177	1.09	15040.0	12.8	1.0
theta_pr[109]	-0.126	0.00475	0.598	-1.08	-0.134	0.871	15793.0	13.5	1.0
theta_pr[110]	0.835	0.00479	0.639	-0.212	0.822	1.89	17795.0	15.2	1.0
theta_pr[111]	-1.13	0.00427	0.58	-2.1	-1.12	-0.193	18465.0	15.7	1.0
theta_pr[112]	1.11	0.00467	0.626	0.0997	1.1	2.15	17950.0	15.3	1.0
theta_pr[113]	0.483	0.00449	0.583	-0.484	0.482	1.46	16913.0	14.4	1.0
theta_pr[114]	0.119	0.00442	0.584	-0.826	0.114	1.09	17422.0	14.9	1.0
theta_pr[115]	1.14	0.00433	0.581	0.199	1.14	2.1	18046.0	15.4	1.0
theta_pr[116]	0.369	0.0047	0.592	-0.611	0.369	1.35	15837.0	13.5	1.0
theta_pr[117]	0.485	0.00487	0.601	-0.489	0.478	1.5	15260.0	13.0	1.0
theta_pr[118]	-0.406	0.00436	0.59	-1.38	-0.397	0.577	18295.0	15.6	1.0
theta_pr[119]	-0.744	0.00461	0.573	-1.69	-0.739	0.198	15443.0	13.2	1.0
theta_pr[120]	-1.09	0.00457	0.603	-2.1	-1.08	-0.0927	17375.0	14.8	1.0
theta_pr[121]	0.18	0.00474	0.613	-0.835	0.185	1.18	16731.0	14.3	1.0
theta_pr[122]	-1.2	0.00473	0.598	-2.19	-1.2	-0.225	15925.0	13.6	1.0
theta_pr[123]	-0.551	0.00459	0.604	-1.55	-0.551	0.434	17317.0	14.8	1.0
theta_pr[124]	0.26	0.00447	0.585	-0.7	0.259	1.24	17152.0	14.6	1.0
