name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1]	-0.322	0.00378	0.545	-1.21	-0.329	0.586	20791.0	4.91	1.0
theta[2]	0.821	0.00457	0.614	-0.142	0.794	1.87	18080.0	4.27	1.0
theta[3]	-0.226	0.00357	0.51	-1.03	-0.246	0.634	20331.0	4.8	1.0
theta[4]	0.861	0.00431	0.613	-0.107	0.839	1.9	20299.0	4.79	1.0
theta[5]	0.771	0.00419	0.636	-0.23	0.756	1.85	23019.0	5.44	1.0
theta[6]	-0.25	0.00374	0.57	-1.18	-0.255	0.699	23317.0	5.51	1.0
theta[7]	0.0541	0.00376	0.542	-0.817	0.0435	0.971	20869.0	4.93	1.0
theta[8]	1.49	0.00463	0.671	0.437	1.47	2.65	21017.0	4.96	1.0
theta[9]	0.838	0.00411	0.613	-0.139	0.817	1.89	22176.0	5.24	1.0
theta[10]	-1.39	0.0039	0.551	-2.31	-1.37	-0.496	19998.0	4.72	1.0
theta[11]	-0.452	0.00319	0.489	-1.25	-0.46	0.358	23406.0	5.53	1.0
theta[12]	-0.854	0.00354	0.524	-1.72	-0.852	0.0147	21958.0	5.19	1.0
theta[13]	-0.286	0.00361	0.532	-1.14	-0.3	0.602	21735.0	5.13	1.0
theta[14]	-0.727	0.00367	0.518	-1.57	-0.729	0.123	19890.0	4.7	1.0
theta[15]	0.225	0.00387	0.587	-0.709	0.201	1.22	22933.0	5.42	1.0
theta[16]	0.0344	0.00382	0.567	-0.888	0.0283	0.982	22078.0	5.22	1.0
theta[17]	0.685	0.00406	0.599	-0.286	0.669	1.7	21805.0	5.15	1.0
theta[18]	0.344	0.00406	0.59	-0.593	0.324	1.35	21087.0	4.98	1.0
theta[19]	0.524	0.00371	0.579	-0.403	0.504	1.52	24382.0	5.76	1.0
theta[20]	-0.102	0.00372	0.575	-1.01	-0.118	0.85	23948.0	5.66	1.0
theta[21]	-1.03	0.00337	0.496	-1.85	-1.03	-0.211	21722.0	5.13	1.0
theta[22]	0.635	0.00421	0.638	-0.372	0.616	1.71	22936.0	5.42	1.0
theta[23]	-0.582	0.00346	0.507	-1.41	-0.581	0.268	21419.0	5.06	1.0
theta[24]	-0.271	0.00351	0.525	-1.13	-0.273	0.593	22400.0	5.29	1.0
theta[25]	0.781	0.00437	0.643	-0.234	0.754	1.86	21635.0	5.11	1.0
theta[26]	0.0385	0.0037	0.563	-0.843	0.009	0.995	23193.0	5.48	1.0
theta[27]	-0.411	0.00378	0.557	-1.32	-0.415	0.51	21778.0	5.14	1.0
theta[28]	0.209	0.00407	0.585	-0.723	0.19	1.2	20589.0	4.86	1.0
theta[29]	-1.35	0.00335	0.492	-2.15	-1.34	-0.557	21603.0	5.1	1.0
theta[30]	0.156	0.00429	0.58	-0.759	0.136	1.14	18254.0	4.31	1.0
theta[31]	-0.381	0.00362	0.513	-1.2	-0.387	0.473	20052.0	4.74	1.0
theta[32]	0.0804	0.00369	0.544	-0.803	0.0672	1.01	21749.0	5.14	1.0
theta[33]	0.314	0.00409	0.588	-0.628	0.298	1.31	20681.0	4.89	1.0
theta[34]	-0.308	0.0038	0.566	-1.21	-0.32	0.646	22138.0	5.23	1.0
theta[35]	0.0976	0.00369	0.557	-0.789	0.0834	1.05	22879.0	5.4	1.0
theta[36]	0.655	0.00431	0.604	-0.293	0.636	1.69	19591.0	4.63	1.0
theta[37]	-0.192	0.00364	0.528	-1.04	-0.202	0.708	21016.0	4.96	1.0
theta[38]	-0.537	0.00335	0.515	-1.36	-0.55	0.327	23544.0	5.56	1.0
theta[39]	-0.183	0.00393	0.566	-1.08	-0.199	0.779	20723.0	4.89	1.0
theta[40]	0.146	0.00394	0.563	-0.754	0.134	1.09	20456.0	4.83	1.0
theta[41]	-0.17	0.00374	0.542	-1.04	-0.185	0.748	20999.0	4.96	1.0
theta[42]	-0.796	0.00346	0.516	-1.63	-0.798	0.0477	22196.0	5.24	1.0
theta[43]	-0.382	0.00363	0.547	-1.26	-0.396	0.528	22729.0	5.37	1.0
theta[44]	-0.193	0.0038	0.55	-1.08	-0.201	0.718	20884.0	4.93	1.0
theta[45]	-0.747	0.00375	0.54	-1.62	-0.752	0.134	20752.0	4.9	1.0
theta[46]	1.42	0.00466	0.66	0.388	1.39	2.56	20065.0	4.74	1.0
theta[47]	-0.586	0.0036	0.548	-1.47	-0.592	0.318	23158.0	5.47	1.0
theta[48]	0.168	0.00402	0.567	-0.734	0.153	1.11	19847.0	4.69	1.0
theta[49]	0.544	0.0041	0.586	-0.397	0.524	1.53	20447.0	4.83	1.0
theta[50]	0.837	0.00449	0.628	-0.149	0.817	1.91	19545.0	4.62	1.0
theta[51]	-0.173	0.00374	0.559	-1.08	-0.185	0.776	22321.0	5.27	1.0
theta[52]	0.192	0.00384	0.576	-0.717	0.174	1.16	22478.0	5.31	1.0
theta[53]	-0.104	0.00372	0.541	-0.983	-0.115	0.806	21174.0	5.0	1.0
theta[54]	-0.363	0.00369	0.546	-1.26	-0.377	0.546	21941.0	5.18	1.0
theta[55]	-0.472	0.00368	0.563	-1.39	-0.477	0.461	23327.0	5.51	1.0
theta[56]	0.326	0.00403	0.564	-0.582	0.311	1.27	19601.0	4.63	1.0
theta[57]	-0.0839	0.00386	0.575	-1.02	-0.0963	0.887	22128.0	5.23	1.0
theta[58]	0.00986	0.00403	0.597	-0.943	-0.0082	1.03	21868.0	5.17	1.0
theta[59]	-0.0574	0.00367	0.556	-0.948	-0.0706	0.894	22918.0	5.41	1.0
theta[60]	-0.63	0.00357	0.532	-1.5	-0.627	0.247	22176.0	5.24	1.0
theta[61]	-0.158	0.00372	0.564	-1.07	-0.166	0.776	22952.0	5.42	1.0
theta[62]	0.396	0.0041	0.601	-0.549	0.373	1.43	21485.0	5.07	1.0
theta[63]	0.705	0.00408	0.598	-0.241	0.689	1.71	21492.0	5.08	1.0
theta[64]	0.784	0.00408	0.61	-0.186	0.775	1.83	22306.0	5.27	1.0
theta[65]	-0.0513	0.0036	0.549	-0.936	-0.0635	0.878	23227.0	5.49	1.0
theta[66]	0.174	0.00379	0.57	-0.733	0.156	1.14	22568.0	5.33	1.0
theta[67]	0.487	0.00401	0.582	-0.452	0.474	1.47	21070.0	4.98	1.0
theta[68]	-0.76	0.0035	0.522	-1.61	-0.765	0.111	22185.0	5.24	1.0
theta[69]	-1.1	0.00353	0.527	-1.97	-1.08	-0.236	22323.0	5.27	1.0
theta[70]	0.622	0.00432	0.638	-0.389	0.606	1.71	21824.0	5.15	1.0
theta[71]	0.183	0.00358	0.549	-0.692	0.168	1.11	23588.0	5.57	1.0
theta[72]	-1.51	0.00346	0.495	-2.35	-1.5	-0.722	20481.0	4.84	1.0
theta[73]	0.331	0.0037	0.559	-0.551	0.32	1.28	22796.0	5.38	1.0
theta[74]	-0.664	0.00366	0.548	-1.56	-0.668	0.235	22453.0	5.3	1.0
theta[75]	-1.8	0.00356	0.54	-2.7	-1.79	-0.931	23030.0	5.44	1.0
theta[76]	0.533	0.00423	0.605	-0.423	0.509	1.56	20464.0	4.83	1.0
theta[77]	-1.2	0.00352	0.532	-2.1	-1.19	-0.336	22898.0	5.41	1.0
theta[78]	-0.547	0.0036	0.531	-1.4	-0.553	0.325	21786.0	5.15	1.0
theta[79]	-0.516	0.0036	0.534	-1.39	-0.521	0.367	22008.0	5.2	1.0
theta[80]	0.353	0.00422	0.605	-0.602	0.331	1.39	20527.0	4.85	1.0
theta[81]	-1.29	0.00372	0.541	-2.19	-1.29	-0.41	21132.0	4.99	1.0
theta[82]	0.156	0.00409	0.567	-0.754	0.131	1.14	19181.0	4.53	1.0
theta[83]	1.01	0.00434	0.637	0.0136	0.993	2.11	21532.0	5.09	1.0
theta[84]	0.631	0.00457	0.628	-0.364	0.609	1.71	18834.0	4.45	1.0
theta[85]	0.225	0.00365	0.541	-0.646	0.212	1.13	21966.0	5.19	1.0
theta[86]	-0.149	0.00347	0.514	-0.971	-0.163	0.725	21859.0	5.16	1.0
theta[87]	-0.805	0.00334	0.514	-1.65	-0.809	0.0387	23728.0	5.6	1.0
theta[88]	0.52	0.00394	0.613	-0.439	0.498	1.56	24197.0	5.72	1.0
theta[89]	-0.831	0.00352	0.551	-1.74	-0.83	0.0851	24561.0	5.8	1.0
theta[90]	-0.624	0.00347	0.518	-1.47	-0.628	0.245	22231.0	5.25	1.0
theta[91]	0.514	0.00416	0.624	-0.489	0.495	1.57	22523.0	5.32	1.0
theta[92]	-0.157	0.00355	0.514	-0.991	-0.161	0.706	20973.0	4.95	1.0
theta[93]	0.491	0.00386	0.578	-0.433	0.47	1.48	22391.0	5.29	1.0
theta[94]	-0.377	0.00367	0.544	-1.26	-0.383	0.533	21945.0	5.18	1.0
theta[95]	0.88	0.00425	0.616	-0.0851	0.851	1.94	21007.0	4.96	1.0
theta[96]	0.45	0.00401	0.591	-0.478	0.431	1.44	21721.0	5.13	1.0
theta[97]	0.823	0.00414	0.578	-0.0864	0.806	1.81	19456.0	4.6	1.0
theta[98]	1.11	0.0044	0.66	0.0676	1.08	2.24	22535.0	5.32	1.0
theta[99]	0.0269	0.00363	0.535	-0.832	0.0166	0.936	21729.0	5.13	1.0
theta[100]	-1.67	0.00369	0.556	-2.58	-1.66	-0.778	22661.0	5.35	1.0
theta[101]	0.101	0.00368	0.541	-0.759	0.0765	1.04	21546.0	5.09	1.0
theta[102]	0.721	0.00398	0.591	-0.214	0.703	1.74	22015.0	5.2	1.0
theta[103]	-0.28	0.00342	0.511	-1.1	-0.292	0.574	22367.0	5.28	1.0
theta[104]	-0.364	0.00345	0.499	-1.17	-0.37	0.469	20947.0	4.95	1.0
theta[105]	1.83	0.00464	0.689	0.743	1.81	3.01	21988.0	5.19	1.0
theta[106]	0.0695	0.00362	0.54	-0.803	0.0542	0.964	22324.0	5.27	1.0
theta[107]	0.257	0.00368	0.578	-0.665	0.236	1.23	24634.0	5.82	1.0
theta[108]	0.157	0.00414	0.61	-0.812	0.148	1.18	21715.0	5.13	1.0
theta[109]	0.539	0.00404	0.6	-0.41	0.514	1.56	22057.0	5.21	1.0
theta[110]	1.12	0.00428	0.633	0.132	1.1	2.19	21903.0	5.17	1.0
theta[111]	0.25	0.00425	0.614	-0.749	0.242	1.28	20895.0	4.94	1.0
theta[112]	-2.31	0.00389	0.559	-3.25	-2.29	-1.41	20621.0	4.87	1.0
theta[113]	-0.28	0.0034	0.518	-1.12	-0.286	0.579	23147.0	5.47	1.0
theta[114]	-0.471	0.00368	0.53	-1.32	-0.48	0.413	20734.0	4.9	1.0
theta[115]	0.967	0.00421	0.622	-0.00517	0.945	2.02	21823.0	5.15	1.0
theta[116]	-0.482	0.00363	0.52	-1.31	-0.489	0.38	20577.0	4.86	1.0
theta[117]	-1.97	0.00365	0.542	-2.89	-1.95	-1.11	22116.0	5.22	1.0
theta[118]	-0.103	0.00377	0.523	-0.941	-0.117	0.787	19199.0	4.53	1.0
theta[119]	-1.5	0.00366	0.527	-2.36	-1.5	-0.647	20645.0	4.88	1.0
theta[120]	-0.141	0.00392	0.581	-1.08	-0.151	0.832	22052.0	5.21	1.0
theta[121]	1.39	0.00487	0.69	0.31	1.36	2.57	20060.0	4.74	1.0
theta[122]	0.0856	0.00421	0.577	-0.832	0.0667	1.05	18772.0	4.43	1.0
theta[123]	-0.077	0.00358	0.527	-0.912	-0.0838	0.805	21603.0	5.1	1.0
theta[124]	-0.252	0.00334	0.511	-1.06	-0.258	0.591	23333.0	5.51	1.0
theta[125]	-0.251	0.00356	0.54	-1.12	-0.266	0.65	22937.0	5.42	1.0
theta[126]	-0.6	0.00365	0.532	-1.45	-0.607	0.278	21153.0	5.0	1.0
theta[127]	1.27	0.00452	0.669	0.22	1.24	2.41	21922.0	5.18	1.0
theta[128]	-0.637	0.00388	0.56	-1.53	-0.646	0.307	20871.0	4.93	1.0
theta[129]	-0.88	0.00339	0.504	-1.7	-0.886	-0.0463	22061.0	5.21	1.0
theta[130]	-1.29	0.0036	0.511	-2.15	-1.28	-0.462	20189.0	4.77	1.0
theta[131]	-0.737	0.00348	0.521	-1.57	-0.746	0.137	22369.0	5.28	1.0
theta[132]	1.23	0.00424	0.651	0.191	1.21	2.31	23590.0	5.57	1.0
theta[133]	0.718	0.00447	0.65	-0.316	0.694	1.83	21166.0	5.0	1.0
theta[134]	-0.101	0.00373	0.545	-0.964	-0.119	0.826	21430.0	5.06	1.0
theta[135]	-0.934	0.00341	0.514	-1.78	-0.932	-0.0993	22717.0	5.37	1.0
theta[136]	0.459	0.004	0.592	-0.483	0.451	1.45	21928.0	5.18	1.0
theta[137]	-0.927	0.00362	0.523	-1.79	-0.92	-0.079	20855.0	4.93	1.0
theta[138]	1.68	0.00445	0.645	0.669	1.66	2.78	21027.0	4.97	1.0
theta[139]	-0.847	0.00348	0.524	-1.71	-0.853	0.0274	22621.0	5.34	1.0
theta[140]	-0.303	0.00373	0.522	-1.15	-0.317	0.576	19602.0	4.63	1.0
