item,Q1,p
1,8.480166383274684,0.0088
2,8.130424326457973,0.0201
3,6.695727761233474,0.0013
4,4.888420671655462,0.0008
5,9.400031040920252,0.0085
6,14.143243876738108,0.0987
7,6.556205331880193,0.0005
8,7.695866825176764,0.0038
9,17.459031592305116,0.566
10,6.072483639815067,0.0005
11,6.560582493055547,0.0017
12,11.033986203760689,0.022
13,8.699416951788752,0.0017
14,9.904203305179276,0.0062
15,5.653463509775844,0.0002
16,9.863607354772,0.009
17,12.313578513881325,0.0283
18,11.609827963994169,0.0231
19,10.36636047603936,0.0089
20,6.3199321975868745,0.0012
21,22.336701682745193,0.9949
22,8.89303527566581,0.0245
23,9.45360159056474,0.0119
24,11.753006902597178,0.0525
25,16.668688562489006,0.4054
26,12.096927044509384,0.0286
27,6.932707473095233,0.0074
28,10.242853634372281,0.0355
29,11.22062094537898,0.0146
30,5.778588537625587,0.0002
31,9.068910185034149,0.0028
32,11.98332964514858,0.0301
33,6.748378376547212,0.0053
34,14.116981073949178,0.1846
35,21.78429992998885,0.9857
36,14.163018418032792,0.1126
37,10.739251427965568,0.0072
38,6.4422861102115165,0.0012
39,7.4147753971070705,0.0037
40,5.670131195697522,0.0016
41,8.36423787827648,0.003
42,9.185788425844295,0.0041
43,10.53828802498184,0.0078
44,9.406937742926116,0.0047
45,13.69089811633566,0.0954
46,6.748964079869963,0.0008
47,15.23171720069688,0.2002
48,12.444507507222855,0.0345
49,9.211625588550904,0.0045
50,7.811225516540729,0.0018
51,12.321763762604835,0.03
52,10.767902305858241,0.0168
53,10.659873756428013,0.0213
54,6.640751611867902,0.0011
55,7.494630681285556,0.002
56,8.864755916865766,0.0039
57,12.000294344821615,0.0334
58,3.6112319672664257,0.0002
59,13.425074618058424,0.0395
60,12.793157345024357,0.0444
61,26.538455606442607,1.0
62,20.25867278570029,0.9627
63,16.144702302973318,0.2954
64,11.559103860489147,0.0288
65,27.488872140834737,1.0
66,14.023524804391375,0.1011
67,14.292787651830173,0.1223
68,10.717498541662295,0.0169
69,6.499584763301417,0.0026
70,11.113503959951622,0.0387
71,6.359784299023156,0.002
72,15.395036121949545,0.2252
73,11.162986753415895,0.0161
74,12.054010958186018,0.062
75,11.030823896062987,0.0252
76,7.8906790844415005,0.0014
77,15.532673642159212,0.2529
78,6.278849934773576,0.0015
79,11.15244092882348,0.012
80,12.10016996562294,0.0239
81,15.816602170665702,0.2441
82,6.505514521117185,0.0007
83,15.324371763945548,0.2187
84,11.083104540034173,0.0215
85,14.847016816053069,0.119
86,17.0923467739465,0.4423
87,9.851288847617694,0.0078
88,14.408197385475583,0.1093
89,18.090125283715746,0.6703
90,14.38340352517491,0.1063
91,11.613306005698934,0.0231
92,9.085852814111869,0.0066
93,10.694705815037047,0.0139
94,6.797072728948219,0.0008
95,13.766322869264059,0.0611
96,22.661593230461747,0.9992
97,9.561628652851855,0.0053
98,5.1803270544781785,0.0007
99,11.700839738684119,0.0264
100,7.594276881071577,0.006
101,15.981004463276205,0.287
102,16.680585957455886,0.4034
103,11.130190866793352,0.0144
104,9.072165788856198,0.0062
105,11.493255030234774,0.0134
106,13.94859945159357,0.1177
107,6.384951642274887,0.0025
108,14.006666327487144,0.1869
109,7.628889199884237,0.0082
110,25.0167490122939,0.9983
111,22.06854937220066,0.9884
112,4.7545847245536335,0.0002
113,14.699396718824277,0.1373
114,13.043820600227763,0.0474
115,10.950830805173856,0.0155
116,9.504060699798082,0.0027
117,6.105964822933335,0.0022
118,14.485167341981468,0.1224
119,14.365665333789124,0.1203
120,5.889754489388732,0.0011
121,16.05385270006158,0.3029
122,18.163517303788122,0.6137
123,15.78262020402761,0.2712
124,22.843111037826848,0.9935
125,8.75904877118147,0.0052
126,11.65855562478826,0.018
127,4.8437678201660965,0.0004
128,12.807085493240187,0.0501
